Date,Open,High,Low,Close,Adj Close,Volume
2021-12-15,24.6,25.280001,22.530001,24.66,24.66,53208200
2021-12-16,25.35,25.870001,24.08,24.450001,24.450001,43702400
2021-12-17,24.389999,30.709999,23.65,29.120001,29.120001,144753100
2021-12-20,28.959999,30.700001,28.110001,29.700001,29.700001,66938200
2021-12-21,29.4,32.23,29.049999,30.299999,30.299999,46852500
2021-12-22,29.940001,30.48,28.040001,28.68,28.68,36983800
2021-12-23,28.860001,29.43,26.82,28.52,28.52,37005900
2021-12-27,28.35,29.389999,27.01,28.700001,28.700001,30785600
2021-12-28,28.18,29.74,27.59,27.719999,27.719999,31588100
2021-12-29,27.75,28.35,26.620001,27.950001,27.950001,30983400
2021-12-30,27.91,30.190001,27.68,28.940001,28.940001,36056400
2021-12-31,28.76,29.4,27.110001,27.200001,27.200001,23408000
2022-01-03,27.42,28.129999,26.42,26.52,26.52,26740900
2022-01-04,26.67,26.67,24.639999,25.49,25.49,33347900
2022-01-05,25.17,25.299999,22.360001,22.75,22.75,45172100
2022-01-06,22.959999,23.77,20.799999,22.459999,22.459999,59112700
2022-01-07,23.610001,24.299999,22.440001,22.99,22.99,49481000
2022-01-10,22.42,22.870001,21.25,22.780001,22.780001,37784000
2022-01-11,22.4,23.75,22.09,22.790001,22.790001,36063800
2022-01-12,22.860001,23.360001,22.049999,22.719999,22.719999,27472100
2022-01-13,22.65,23.15,20.530001,20.66,20.66,41005000
2022-01-14,20.33,21.08,19.51,20.57,20.57,56996600
2022-01-18,19.790001,19.889999,17.799999,18.84,18.84,55679700
2022-01-19,18.530001,19.42,18.030001,18.32,18.32,35096800
2022-01-20,18.59,20.16,17.950001,18.07,18.07,51078700
2022-01-21,17.77,18.559999,16.219999,17.969999,17.969999,65185700
2022-01-24,16.24,17.290001,14.23,16.639999,16.639999,82424700
2022-01-25,15.89,16.620001,15.55,16.02,16.02,42434600
2022-01-26,16.209999,18.16,15.65,15.94,15.94,76722900
2022-01-27,16.110001,16.59,14.4,14.52,14.52,50530200
2022-01-28,14.6,15.25,13.4,15.06,15.06,53951600
2022-01-31,15.14,16.25,15,16.059999,16.059999,41447900
2022-02-01,18.15,18.709999,16.52,16.860001,16.860001,124427700
2022-02-02,16.549999,17.07,15.38,15.42,15.42,48626000
2022-02-03,15.04,15.85,14.65,14.87,14.87,39215100
2022-02-04,15,15.7,14.74,15.35,15.35,32396500
2022-02-07,15.62,16,14.68,14.91,14.91,29755200
2022-02-08,14.9,16.82,14.65,16.43,16.43,51272500
2022-02-09,16.299999,19,16.139999,18.940001,18.940001,75867400
2022-02-10,17.9,20.959999,17.85,18.59,18.59,98957400
2022-02-11,18.620001,19.66,18.33,18.809999,18.809999,68425900
2022-02-14,18.83,19.360001,17.66,17.75,17.75,46106700
2022-02-15,18.049999,19.549999,17.959999,19.48,19.48,39852000
2022-02-16,19.35,20.58,19.26,19.67,19.67,49444600
2022-02-17,19.48,20.209999,18.469999,18.940001,18.940001,40130200
2022-02-18,18.99,19.200001,17.68,17.9,17.9,31953500
2022-02-22,17.360001,18.129999,16.110001,16.469999,16.469999,42968500
2022-02-23,16.73,17.02,15.62,15.73,15.73,30155900
2022-02-24,14.97,17.77,14.96,17.68,17.68,54405700
2022-02-25,17.709999,17.860001,16.530001,17.66,17.66,36944100
2022-02-28,18,19.34,17.610001,18.860001,18.860001,42772300
2022-03-01,19,19.43,17.83,18.32,18.32,44003000
2022-03-02,18.01,18.690001,17.309999,18.530001,18.530001,35038200
2022-03-03,18.629999,18.700001,17.799999,18.059999,18.059999,24825900
2022-03-04,18.049999,18.32,16.35,16.57,16.57,39474600
2022-03-07,16.91,17.1,14.9,15.21,15.21,39507300
2022-03-08,15.15,16.26,14.38,15.39,15.39,35370400
2022-03-09,15.72,16.27,15.43,15.71,15.71,25206400
2022-03-10,15.63,15.81,14.78,15.32,15.32,25666500
2022-03-11,15.31,15.4,14.27,14.3,14.3,29202900
2022-03-14,14.05,14.16,12.9,13.56,13.56,32959800
2022-03-15,13.76,14.69,13.17,14.48,14.48,40853100
2022-03-16,14.51,15.69,14.23,15.23,15.23,39104500
2022-03-17,14.91,15.61,14.86,15.19,15.19,24130400
2022-03-18,14.98,15.9,14.97,15.8,15.8,31992100
2022-03-21,15.69,16.549999,15.28,15.86,15.86,34256700
2022-03-22,15.88,18.91,15.75,18.26,18.26,81798900
2022-03-23,18.75,22.35,18.18,20.74,20.74,170142600
2022-03-24,20.049999,20.57,18.860001,20.23,20.23,68471700
2022-03-25,19.950001,21.700001,19.709999,20.24,20.24,71814700
2022-03-28,20.610001,29.73,20.530001,29.33,29.33,226704100
2022-03-29,30.030001,34.330002,26.41,29.440001,29.440001,212293100
2022-03-30,28.559999,29.23,25.35,25.68,25.68,95384200
2022-03-31,24.77,25.92,23.26,24.639999,24.639999,89239000
2022-04-01,25.129999,25.280001,22.34,23.299999,23.299999,65735700
2022-04-04,23.48,23.75,21.940001,23.309999,23.309999,51458400
2022-04-05,23.18,23.959999,21,21.209999,21.209999,41624100
2022-04-06,20.65,21.92,20.01,20.389999,20.389999,52212200
2022-04-07,20.629999,20.940001,18.629999,19.73,19.73,53370500
2022-04-08,19.700001,19.700001,18.129999,18.24,18.24,42674700
2022-04-11,18.030001,18.82,17.719999,18.719999,18.719999,37554600
2022-04-12,18.879999,19.01,17.200001,17.42,17.42,42073100
2022-04-13,17.549999,18.58,16.940001,18.530001,18.530001,36748800
2022-04-14,18.27,18.690001,17.9,18.02,18.02,25333700
2022-04-18,18.1,18.190001,16.969999,17.48,17.48,23892600
2022-04-19,17.379999,18.92,17.1,18.68,18.68,31744900
2022-04-20,18.4,18.66,17.299999,17.34,17.34,23913500
2022-04-21,17.41,18.07,16.66,16.85,16.85,26372700
2022-04-22,17.120001,17.610001,16.1,16.52,16.52,26431700
2022-04-25,16.389999,17.030001,16.290001,16.959999,16.959999,26444200
2022-04-26,16.889999,17.09,15.49,15.5,15.5,24732800
2022-04-27,15.39,16.25,15.25,15.85,15.85,26605900
2022-04-28,15.71,16.129999,14.7,15.64,15.64,29857700
2022-04-29,15.63,16.049999,15.22,15.3,15.3,21342700
2022-05-02,15.1,15.49,14.61,15.26,15.26,23883200
2022-05-03,15.16,16.110001,14.73,15.51,15.51,31834300
2022-05-04,15.22,15.91,14.68,15.72,15.72,26421700
2022-05-05,15.68,15.79,14.36,14.69,14.69,26987600
2022-05-06,14.66,14.84,13.52,13.76,13.76,33033100
2022-05-09,13.63,13.63,12.43,12.52,12.52,40732200
2022-05-10,13.15,14.01,11.5,11.84,11.84,55693400
2022-05-11,11.56,11.65,9.91,10.37,10.37,58508700
2022-05-12,10.05,13.71,9.7,11.2,11.2,104887800
2022-05-13,12.11,12.49,11.49,11.81,11.81,58129300
2022-05-16,11.9,12.66,11.5,11.71,11.71,40960000
2022-05-17,12.06,12.92,11.84,12.9,12.9,38183500
2022-05-18,12.73,14.22,12.51,12.76,12.76,53729400
2022-05-19,12.77,13.5,12.66,13.08,13.08,50443600
2022-05-20,13.18,13.35,11.43,12.03,12.03,41387900
2022-05-23,12.01,12.02,11.45,11.58,11.58,24854400
2022-05-24,11.33,11.39,10.3,10.39,10.39,37689300
2022-05-25,10.48,11.88,10.4,11.88,11.88,53628000
2022-05-26,11.75,12.88,11.59,12.23,12.23,71002400
2022-05-27,12.65,14.47,12.4,14.43,14.43,89906000
2022-05-31,15.75,16.129999,13.93,14.34,14.34,106975100
2022-06-01,14.01,14.32,12.8,12.81,12.81,55539700
2022-06-02,12.69,13.54,12.3,13.3,13.3,45309900
2022-06-03,12.78,13.06,12.18,12.45,12.45,39226000
2022-06-06,12.42,12.58,11.77,11.95,11.95,34537900
2022-06-07,12.02,13.25,11.81,13.07,13.07,40370600
2022-06-08,12.8,14.25,12.71,13.52,13.52,51742200
2022-06-09,13.37,13.53,12.57,12.78,12.78,32254800
2022-06-10,12.63,12.73,12.07,12.43,12.43,26509900
2022-06-13,11.91,12.2,11.09,11.48,11.48,27916000
2022-06-14,11.52,12.05,11.11,11.92,11.92,25723500
2022-06-15,11.55,12.97,11.54,12.77,12.77,37213600
2022-06-16,12.22,12.5,11.43,11.79,11.79,26518100
2022-06-17,11.86,12.71,11.86,12.53,12.53,33042300
2022-06-21,12.75,12.93,12.22,12.5,12.5,30357400
2022-06-22,12.5,13.22,12.37,12.6,12.6,26660700
2022-06-23,12.79,12.81,11.44,12.05,12.05,36073100
2022-06-24,12.17,12.57,11.93,12.47,12.47,80759000
2022-06-27,12.58,14.75,12.31,14.13,14.13,77601900
2022-06-28,14,14.3,13.31,13.38,13.38,39677100
2022-06-29,13.07,13.89,12.8,13.65,13.65,27690400
2022-06-30,13.4,13.85,12.91,13.55,13.55,25348300
2022-07-01,13.48,14.31,13.26,13.53,13.53,30952600
2022-07-05,13.55,13.58,12.56,12.78,12.78,30261000
2022-07-06,12.68,13.04,12.16,12.57,12.57,25762100
2022-07-07,12.54,14.69,12.41,14.48,14.48,62763200
2022-07-08,13.89,15.32,13.84,14.66,14.66,48920800
2022-07-11,14.49,14.99,14.07,14.95,14.95,32394400
2022-07-12,14.95,16.139999,14.81,15.6,15.6,52835300
2022-07-13,15.05,15.93,14.9,15.14,15.14,36666700
2022-07-14,14.95,15.68,14.73,15.06,15.06,35302700
2022-07-15,15.27,15.39,14.71,15.37,15.37,26144400
2022-07-18,15.6,16.959999,15.53,16.540001,16.540001,54040500
2022-07-19,17.41,17.82,16.25,16.360001,16.360001,50521500
2022-07-20,16.52,17.73,16.33,17.52,17.52,47582900
2022-07-21,17.9,18.370001,16.950001,17,17,39350000
2022-07-22,16.700001,16.879999,15.28,15.5,15.5,31469900
2022-07-25,15.55,15.57,14.8,14.91,14.91,20684400
2022-07-26,14.66,14.73,13.94,14.03,14.03,21317100
2022-07-27,14.23,14.54,13.82,14.48,14.48,23192000
2022-07-28,14.63,15.29,14.2,14.58,14.58,24618700
2022-07-29,14.31,14.87,14.04,14.56,14.56,18222500
2022-08-01,14.33,15.5,14.32,15.37,15.37,23919700
2022-08-02,15.45,16.99,15.31,16.860001,16.860001,42734200
2022-08-03,17.200001,18.27,16.780001,18.209999,18.209999,41951900
2022-08-04,18.98,19.75,18.25,18.66,18.66,66585500
2022-08-05,16.969999,22.77,16.5,22.18,22.18,125780200
2022-08-08,24.059999,27.5,23.1,23.959999,23.959999,132819200
2022-08-09,23.200001,23.85,21.74,22.450001,22.450001,62368000
2022-08-10,23.389999,23.799999,20.73,23.67,23.67,64157000
2022-08-11,24.07,26.08,23.68,25.459999,25.459999,79337900
2022-08-12,26.940001,27.200001,23.959999,24.440001,24.440001,73386000
2022-08-15,24.07,24.49,22.67,24.209999,24.209999,50182700
2022-08-16,24.01,26.16,23.4,24.809999,24.809999,72301100
2022-08-17,24.59,25.450001,21.280001,21.360001,21.360001,59412000
2022-08-18,21.860001,22.09,19.120001,19.290001,19.290001,50429000
2022-08-19,18.040001,18.959999,17.5,18.02,18.02,52461500
2022-08-22,11.33,13.05,10.3,10.46,10.46,151158700
2022-08-23,10.72,10.94,9.47,9.56,9.56,80188100
2022-08-24,9.59,9.9,9.23,9.58,9.58,50478300
2022-08-25,9.78,9.94,9.31,9.57,9.57,31596300
2022-08-26,9.58,9.67,8.96,9.17,9.17,36395500
2022-08-29,9.04,9.61,8.91,9.47,9.47,39602600
2022-08-30,9.59,9.64,9.03,9.27,9.27,25167500
2022-08-31,9.11,9.28,8.68,9.12,9.12,33009700
2022-09-01,9.03,9.03,8.3,8.58,8.58,26335600
2022-09-02,8.78,9.17,8.35,8.88,8.88,27533100
2022-09-06,8.65,8.75,8.17,8.19,8.19,20866600
2022-09-07,8.07,8.46,7.89,8.39,8.39,21748200
2022-09-08,8.3,8.72,8.24,8.64,8.64,16708600
2022-09-09,8.86,9.73,8.78,9.72,9.72,36352800
2022-09-12,10.01,10.75,9.85,10.22,10.22,47225600
2022-09-13,9.63,9.89,9.45,9.72,9.72,24911200
2022-09-14,9.52,9.93,9.21,9.91,9.91,22078200
2022-09-15,9.75,10.39,9.71,9.88,9.88,25060300
2022-09-16,9.62,9.68,8.98,8.98,8.98,31817800
2022-09-19,9.07,9.35,8.85,9.18,9.18,23541600
2022-09-20,9.23,9.32,8.62,8.71,8.71,17186900
2022-09-21,8.73,8.96,8.46,8.6,8.6,20213400
2022-09-22,8.62,8.66,7.73,7.85,7.85,26927300
2022-09-23,7.72,8.14,7.65,7.99,7.99,19808700
2022-09-26,7.65,7.97,6.81,6.83,6.83,43284800
2022-09-27,7.16,7.52,6.98,7.45,7.45,33360100
2022-09-28,7.3,7.71,7.11,7.67,7.67,24459500
2022-09-29,7.46,7.61,6.9,7.1,7.1,22502000
2022-09-30,6.97,7.28,6.82,6.97,6.97,16373600
2022-10-03,6.84,6.95,6.61,6.88,6.88,21499900
2022-10-04,6.98,8.13,6.97,7.83,7.83,42548300
2022-10-05,7.55,7.55,7.04,7.33,7.33,22699700
2022-10-06,7.38,7.62,7.12,7.12,7.12,19345600
2022-10-07,7.1,7.1,6.4,6.53,6.53,23363000
2022-10-10,6.46,6.93,6.27,6.35,6.35,23392700
2022-10-11,6.4,6.48,6.07,6.12,6.12,22621500
2022-10-12,6.12,6.24,5.62,5.85,5.85,32491800
2022-10-13,5.63,6.28,5.47,6.04,6.04,29565500
2022-10-14,6.21,6.35,5.95,6,6,21898500
2022-10-17,6.18,6.48,6.09,6.36,6.36,18580700
2022-10-18,6.6,6.8,6.37,6.51,6.51,22041400
2022-10-19,6.41,6.5,6.05,6.11,6.11,13666100
2022-10-20,6.2,6.58,6.13,6.35,6.35,17271500
