Date,Value
1975-11-26T00:00:00.000Z,2.0321
1975-11-27T00:00:00.000Z,2.03
1975-11-28T00:00:00.000Z,2.0202
1975-12-01T00:00:00.000Z,2.0202
1975-12-02T00:00:00.000Z,2.021
1975-12-03T00:00:00.000Z,2.0231
1975-12-04T00:00:00.000Z,2.028
1975-12-05T00:00:00.000Z,2.0251
1975-12-08T00:00:00.000Z,2.0218
1975-12-09T00:00:00.000Z,2.0218
1975-12-10T00:00:00.000Z,2.0231
1975-12-11T00:00:00.000Z,2.021
1975-12-12T00:00:00.000Z,2.0182
1975-12-15T00:00:00.000Z,2.0169
1975-12-16T00:00:00.000Z,2.019
1975-12-17T00:00:00.000Z,2.0231
1975-12-18T00:00:00.000Z,2.0218
1975-12-19T00:00:00.000Z,2.0169
1975-12-22T00:00:00.000Z,2.0202
1975-12-23T00:00:00.000Z,2.0218
1975-12-24T00:00:00.000Z,2.0231
1975-12-29T00:00:00.000Z,2.0218
1975-12-30T00:00:00.000Z,2.0239
1975-12-31T00:00:00.000Z,2.0231
1976-01-02T00:00:00.000Z,2.0239
1976-01-05T00:00:00.000Z,2.0321
1976-01-06T00:00:00.000Z,2.0309
1976-01-07T00:00:00.000Z,2.0342
1976-01-08T00:00:00.000Z,2.0342
1976-01-09T00:00:00.000Z,2.0309
1976-01-12T00:00:00.000Z,2.0321
1976-01-13T00:00:00.000Z,2.0239
1976-01-14T00:00:00.000Z,2.0272
1976-01-15T00:00:00.000Z,2.0272
1976-01-16T00:00:00.000Z,2.028
1976-01-19T00:00:00.000Z,2.0329
1976-01-20T00:00:00.000Z,2.0309
1976-01-21T00:00:00.000Z,2.0231
1976-01-22T00:00:00.000Z,2.0202
1976-01-23T00:00:00.000Z,2.0231
1976-01-26T00:00:00.000Z,2.0251
1976-01-27T00:00:00.000Z,2.0251
1976-01-28T00:00:00.000Z,2.0288
1976-01-29T00:00:00.000Z,2.028
1976-01-30T00:00:00.000Z,2.0288
1976-02-02T00:00:00.000Z,2.028
1976-02-03T00:00:00.000Z,2.028
1976-02-04T00:00:00.000Z,2.0309
1976-02-05T00:00:00.000Z,2.028
1976-02-06T00:00:00.000Z,2.0272
1976-02-09T00:00:00.000Z,2.028
1976-02-10T00:00:00.000Z,2.0259
1976-02-11T00:00:00.000Z,2.028
1976-02-12T00:00:00.000Z,2.0259
1976-02-13T00:00:00.000Z,2.0251
1976-02-16T00:00:00.000Z,2.0231
1976-02-17T00:00:00.000Z,2.0231
1976-02-18T00:00:00.000Z,2.0239
1976-02-19T00:00:00.000Z,2.0231
1976-02-20T00:00:00.000Z,2.0239
1976-02-23T00:00:00.000Z,2.0239
1976-02-24T00:00:00.000Z,2.0251
1976-02-25T00:00:00.000Z,2.0259
1976-02-26T00:00:00.000Z,2.0259
1976-02-27T00:00:00.000Z,2.0251
1976-03-01T00:00:00.000Z,2.0239
1976-03-02T00:00:00.000Z,2.0239
1976-03-03T00:00:00.000Z,2.0239
1976-03-04T00:00:00.000Z,2.0149
1976-03-05T00:00:00.000Z,1.9849
1976-03-08T00:00:00.000Z,1.944
1976-03-09T00:00:00.000Z,1.941
1976-03-10T00:00:00.000Z,1.922
1976-03-11T00:00:00.000Z,1.912
1976-03-12T00:00:00.000Z,1.926
1976-03-15T00:00:00.000Z,1.9231
1976-03-16T00:00:00.000Z,1.915
1976-03-17T00:00:00.000Z,1.9249
1976-03-18T00:00:00.000Z,1.9249
1976-03-19T00:00:00.000Z,1.9209
1976-03-21T23:00:00.000Z,1.9209
1976-03-22T23:00:00.000Z,1.9249
1976-03-23T23:00:00.000Z,1.9272
1976-03-24T23:00:00.000Z,1.9231
1976-03-25T23:00:00.000Z,1.9209
1976-03-28T23:00:00.000Z,1.9161
1976-03-29T23:00:00.000Z,1.9161
1976-03-30T23:00:00.000Z,1.915
1976-03-31T23:00:00.000Z,1.8871
1976-04-01T23:00:00.000Z,1.8692
1976-04-04T23:00:00.000Z,1.8671
1976-04-05T23:00:00.000Z,1.858
1976-04-06T23:00:00.000Z,1.8681
1976-04-07T23:00:00.000Z,1.845
1976-04-08T23:00:00.000Z,1.8369
1976-04-11T23:00:00.000Z,1.8409
1976-04-12T23:00:00.000Z,1.8512
1976-04-13T23:00:00.000Z,1.857
1976-04-14T23:00:00.000Z,1.8539
1976-04-19T23:00:00.000Z,1.8481
1976-04-20T23:00:00.000Z,1.8409
1976-04-21T23:00:00.000Z,1.8272
1976-04-22T23:00:00.000Z,1.8242
1976-04-25T23:00:00.000Z,1.8188
1976-04-26T23:00:00.000Z,1.8242
1976-04-27T23:00:00.000Z,1.8318
1976-04-28T23:00:00.000Z,1.842
1976-04-29T23:00:00.000Z,1.8409
1976-05-02T23:00:00.000Z,1.8282
1976-05-03T23:00:00.000Z,1.8262
1976-05-04T23:00:00.000Z,1.8282
1976-05-05T23:00:00.000Z,1.8222
1976-05-06T23:00:00.000Z,1.8242
1976-05-09T23:00:00.000Z,1.8302
1976-05-10T23:00:00.000Z,1.8328
1976-05-11T23:00:00.000Z,1.8389
1976-05-12T23:00:00.000Z,1.8282
1976-05-13T23:00:00.000Z,1.8159
1976-05-16T23:00:00.000Z,1.8031
1976-05-17T23:00:00.000Z,1.81
1976-05-18T23:00:00.000Z,1.808
1976-05-19T23:00:00.000Z,1.807
1976-05-20T23:00:00.000Z,1.78
1976-05-23T23:00:00.000Z,1.787
1976-05-24T23:00:00.000Z,1.7879
1976-05-25T23:00:00.000Z,1.7699
1976-05-26T23:00:00.000Z,1.7709
1976-05-27T23:00:00.000Z,1.759
1976-05-31T23:00:00.000Z,1.7528
1976-06-01T23:00:00.000Z,1.7229
1976-06-02T23:00:00.000Z,1.71
1976-06-03T23:00:00.000Z,1.717
1976-06-06T23:00:00.000Z,1.755
1976-06-07T23:00:00.000Z,1.7699
1976-06-08T23:00:00.000Z,1.774
1976-06-09T23:00:00.000Z,1.7699
1976-06-10T23:00:00.000Z,1.7699
1976-06-13T23:00:00.000Z,1.773
1976-06-14T23:00:00.000Z,1.7771
1976-06-15T23:00:00.000Z,1.7771
1976-06-16T23:00:00.000Z,1.774
1976-06-17T23:00:00.000Z,1.774
1976-06-20T23:00:00.000Z,1.7749
1976-06-21T23:00:00.000Z,1.773
1976-06-22T23:00:00.000Z,1.7721
1976-06-23T23:00:00.000Z,1.7709
1976-06-24T23:00:00.000Z,1.7709
1976-06-27T23:00:00.000Z,1.774
1976-06-28T23:00:00.000Z,1.779
1976-06-29T23:00:00.000Z,1.7841
1976-06-30T23:00:00.000Z,1.7912
1976-07-01T23:00:00.000Z,1.7931
1976-07-04T23:00:00.000Z,1.796
1976-07-05T23:00:00.000Z,1.8031
1976-07-06T23:00:00.000Z,1.8021
1976-07-07T23:00:00.000Z,1.7931
1976-07-08T23:00:00.000Z,1.7781
1976-07-11T23:00:00.000Z,1.7879
1976-07-12T23:00:00.000Z,1.7889
1976-07-13T23:00:00.000Z,1.7819
1976-07-14T23:00:00.000Z,1.7809
1976-07-15T23:00:00.000Z,1.7749
1976-07-18T23:00:00.000Z,1.7749
1976-07-19T23:00:00.000Z,1.7809
1976-07-20T23:00:00.000Z,1.7828
1976-07-21T23:00:00.000Z,1.7851
1976-07-22T23:00:00.000Z,1.7809
1976-07-25T23:00:00.000Z,1.7771
1976-07-26T23:00:00.000Z,1.7819
1976-07-27T23:00:00.000Z,1.7912
1976-07-28T23:00:00.000Z,1.7841
1976-07-29T23:00:00.000Z,1.7841
1976-08-01T23:00:00.000Z,1.7879
1976-08-02T23:00:00.000Z,1.7879
1976-08-03T23:00:00.000Z,1.794
1976-08-04T23:00:00.000Z,1.7879
1976-08-05T23:00:00.000Z,1.7889
1976-08-08T23:00:00.000Z,1.7889
1976-08-09T23:00:00.000Z,1.7899
1976-08-10T23:00:00.000Z,1.7889
1976-08-11T23:00:00.000Z,1.786
1976-08-12T23:00:00.000Z,1.78
1976-08-15T23:00:00.000Z,1.78
1976-08-16T23:00:00.000Z,1.7879
1976-08-17T23:00:00.000Z,1.7851
1976-08-18T23:00:00.000Z,1.7819
1976-08-19T23:00:00.000Z,1.7809
1976-08-22T23:00:00.000Z,1.7819
1976-08-23T23:00:00.000Z,1.7759
1976-08-24T23:00:00.000Z,1.7699
1976-08-25T23:00:00.000Z,1.7721
1976-08-26T23:00:00.000Z,1.7699
1976-08-30T23:00:00.000Z,1.7759
1976-08-31T23:00:00.000Z,1.774
1976-09-01T23:00:00.000Z,1.773
1976-09-02T23:00:00.000Z,1.7721
1976-09-05T23:00:00.000Z,1.7721
1976-09-06T23:00:00.000Z,1.7709
1976-09-07T23:00:00.000Z,1.7709
1976-09-08T23:00:00.000Z,1.7479
1976-09-09T23:00:00.000Z,1.7528
1976-09-12T23:00:00.000Z,1.7479
1976-09-13T23:00:00.000Z,1.7391
1976-09-14T23:00:00.000Z,1.7331
1976-09-15T23:00:00.000Z,1.7419
1976-09-16T23:00:00.000Z,1.734
1976-09-19T23:00:00.000Z,1.7179
1976-09-20T23:00:00.000Z,1.7179
1976-09-21T23:00:00.000Z,1.7159
1976-09-22T23:00:00.000Z,1.7109
1976-09-23T23:00:00.000Z,1.7059
1976-09-26T23:00:00.000Z,1.6861
1976-09-27T23:00:00.000Z,1.6661
1976-09-28T23:00:00.000Z,1.665
1976-09-29T23:00:00.000Z,1.6681
1976-09-30T23:00:00.000Z,1.6611
1976-10-03T23:00:00.000Z,1.6739
1976-10-04T23:00:00.000Z,1.6639
1976-10-05T23:00:00.000Z,1.6469
1976-10-06T23:00:00.000Z,1.6681
1976-10-07T23:00:00.000Z,1.6639
1976-10-10T23:00:00.000Z,1.6589
1976-10-11T23:00:00.000Z,1.654
1976-10-12T23:00:00.000Z,1.654
1976-10-13T23:00:00.000Z,1.6399
1976-10-14T23:00:00.000Z,1.651
1976-10-17T23:00:00.000Z,1.654
1976-10-18T23:00:00.000Z,1.6499
1976-10-19T23:00:00.000Z,1.6461
1976-10-20T23:00:00.000Z,1.6469
1976-10-21T23:00:00.000Z,1.648
1976-10-25T00:00:00.000Z,1.5939
1976-10-26T00:00:00.000Z,1.6041
1976-10-27T00:00:00.000Z,1.582
1976-10-28T00:00:00.000Z,1.5669
1976-10-29T00:00:00.000Z,1.586
1976-11-01T00:00:00.000Z,1.586
1976-11-02T00:00:00.000Z,1.5921
1976-11-03T00:00:00.000Z,1.601
1976-11-04T00:00:00.000Z,1.6351
1976-11-05T00:00:00.000Z,1.634
1976-11-08T00:00:00.000Z,1.616
1976-11-09T00:00:00.000Z,1.6271
1976-11-10T00:00:00.000Z,1.6329
1976-11-11T00:00:00.000Z,1.625
1976-11-12T00:00:00.000Z,1.6239
1976-11-15T00:00:00.000Z,1.641
1976-11-16T00:00:00.000Z,1.6431
1976-11-17T00:00:00.000Z,1.6551
1976-11-18T00:00:00.000Z,1.662
1976-11-19T00:00:00.000Z,1.6821
1976-11-22T00:00:00.000Z,1.6469
1976-11-23T00:00:00.000Z,1.654
1976-11-24T00:00:00.000Z,1.6469
1976-11-25T00:00:00.000Z,1.6461
1976-11-26T00:00:00.000Z,1.6491
1976-11-29T00:00:00.000Z,1.6469
1976-11-30T00:00:00.000Z,1.6529
1976-12-01T00:00:00.000Z,1.662
1976-12-02T00:00:00.000Z,1.6639
1976-12-03T00:00:00.000Z,1.662
1976-12-06T00:00:00.000Z,1.6581
1976-12-07T00:00:00.000Z,1.6731
1976-12-08T00:00:00.000Z,1.672
1976-12-09T00:00:00.000Z,1.6711
1976-12-10T00:00:00.000Z,1.6711
1976-12-13T00:00:00.000Z,1.681
1976-12-14T00:00:00.000Z,1.677
1976-12-15T00:00:00.000Z,1.681
1976-12-16T00:00:00.000Z,1.6639
1976-12-17T00:00:00.000Z,1.67
1976-12-20T00:00:00.000Z,1.6821
1976-12-21T00:00:00.000Z,1.6829
1976-12-22T00:00:00.000Z,1.6849
1976-12-23T00:00:00.000Z,1.6841
1976-12-24T00:00:00.000Z,1.688
1976-12-29T00:00:00.000Z,1.705
1976-12-30T00:00:00.000Z,1.7001
1976-12-31T00:00:00.000Z,1.7021
1977-01-04T00:00:00.000Z,1.7087
1977-01-05T00:00:00.000Z,1.7114
1977-01-06T00:00:00.000Z,1.7062
1977-01-07T00:00:00.000Z,1.7058
1977-01-10T00:00:00.000Z,1.7086
1977-01-11T00:00:00.000Z,1.706
1977-01-12T00:00:00.000Z,1.7073
1977-01-13T00:00:00.000Z,1.7102
1977-01-14T00:00:00.000Z,1.7112
1977-01-17T00:00:00.000Z,1.7141
1977-01-18T00:00:00.000Z,1.7157
1977-01-19T00:00:00.000Z,1.7185
1977-01-20T00:00:00.000Z,1.717
1977-01-21T00:00:00.000Z,1.7158
1977-01-24T00:00:00.000Z,1.7187
1977-01-25T00:00:00.000Z,1.7194
1977-01-26T00:00:00.000Z,1.7191
1977-01-27T00:00:00.000Z,1.7177
1977-01-28T00:00:00.000Z,1.7141
1977-01-31T00:00:00.000Z,1.715
1977-02-01T00:00:00.000Z,1.7155
1977-02-02T00:00:00.000Z,1.7164
1977-02-03T00:00:00.000Z,1.7144
1977-02-04T00:00:00.000Z,1.7148
1977-02-07T00:00:00.000Z,1.7146
1977-02-08T00:00:00.000Z,1.7154
1977-02-09T00:00:00.000Z,1.7169
1977-02-10T00:00:00.000Z,1.7165
1977-02-11T00:00:00.000Z,1.7127
1977-02-14T00:00:00.000Z,1.701
1977-02-15T00:00:00.000Z,1.703
1977-02-16T00:00:00.000Z,1.7067
1977-02-17T00:00:00.000Z,1.7053
1977-02-18T00:00:00.000Z,1.7048
1977-02-21T00:00:00.000Z,1.7051
1977-02-22T00:00:00.000Z,1.7082
1977-02-23T00:00:00.000Z,1.7082
1977-02-24T00:00:00.000Z,1.7079
1977-02-25T00:00:00.000Z,1.7087
1977-02-28T00:00:00.000Z,1.7128
1977-03-01T00:00:00.000Z,1.7128
1977-03-02T00:00:00.000Z,1.7143
1977-03-03T00:00:00.000Z,1.7143
1977-03-04T00:00:00.000Z,1.714
1977-03-07T00:00:00.000Z,1.7171
1977-03-08T00:00:00.000Z,1.7177
1977-03-09T00:00:00.000Z,1.7182
1977-03-10T00:00:00.000Z,1.7158
1977-03-11T00:00:00.000Z,1.718
1977-03-14T00:00:00.000Z,1.7194
1977-03-15T00:00:00.000Z,1.7192
1977-03-16T00:00:00.000Z,1.7196
1977-03-17T00:00:00.000Z,1.7189
1977-03-18T00:00:00.000Z,1.7171
1977-03-20T23:00:00.000Z,1.7173
1977-03-21T23:00:00.000Z,1.7167
1977-03-22T23:00:00.000Z,1.7179
1977-03-23T23:00:00.000Z,1.718
1977-03-24T23:00:00.000Z,1.7176
1977-03-27T23:00:00.000Z,1.7189
1977-03-28T23:00:00.000Z,1.7194
1977-03-29T23:00:00.000Z,1.7207
1977-03-30T23:00:00.000Z,1.7201
1977-03-31T23:00:00.000Z,1.7195
1977-04-03T23:00:00.000Z,1.7199
1977-04-04T23:00:00.000Z,1.7199
1977-04-05T23:00:00.000Z,1.7193
1977-04-06T23:00:00.000Z,1.7187
1977-04-11T23:00:00.000Z,1.7193
1977-04-12T23:00:00.000Z,1.7197
1977-04-13T23:00:00.000Z,1.7179
1977-04-14T23:00:00.000Z,1.718
1977-04-17T23:00:00.000Z,1.7195
1977-04-18T23:00:00.000Z,1.719
1977-04-19T23:00:00.000Z,1.7195
1977-04-20T23:00:00.000Z,1.7193
1977-04-21T23:00:00.000Z,1.7185
1977-04-24T23:00:00.000Z,1.7191
1977-04-25T23:00:00.000Z,1.7192
1977-04-26T23:00:00.000Z,1.7199
1977-04-27T23:00:00.000Z,1.7193
1977-04-28T23:00:00.000Z,1.7193
1977-05-01T23:00:00.000Z,1.7196
1977-05-02T23:00:00.000Z,1.7194
1977-05-03T23:00:00.000Z,1.7199
1977-05-04T23:00:00.000Z,1.7189
1977-05-05T23:00:00.000Z,1.7182
1977-05-08T23:00:00.000Z,1.7189
1977-05-09T23:00:00.000Z,1.7192
1977-05-10T23:00:00.000Z,1.7198
1977-05-11T23:00:00.000Z,1.7191
1977-05-12T23:00:00.000Z,1.7192
1977-05-15T23:00:00.000Z,1.7191
1977-05-16T23:00:00.000Z,1.7189
1977-05-17T23:00:00.000Z,1.7185
1977-05-18T23:00:00.000Z,1.7179
1977-05-19T23:00:00.000Z,1.7177
1977-05-22T23:00:00.000Z,1.7173
1977-05-23T23:00:00.000Z,1.7167
1977-05-24T23:00:00.000Z,1.7186
1977-05-25T23:00:00.000Z,1.7173
1977-05-26T23:00:00.000Z,1.7169
1977-05-30T23:00:00.000Z,1.7188
1977-05-31T23:00:00.000Z,1.7194
1977-06-01T23:00:00.000Z,1.7175
1977-06-02T23:00:00.000Z,1.7179
1977-06-05T23:00:00.000Z,1.7179
1977-06-07T23:00:00.000Z,1.7185
1977-06-08T23:00:00.000Z,1.7184
1977-06-09T23:00:00.000Z,1.7188
1977-06-12T23:00:00.000Z,1.7193
1977-06-13T23:00:00.000Z,1.7192
1977-06-14T23:00:00.000Z,1.7196
1977-06-15T23:00:00.000Z,1.7193
1977-06-16T23:00:00.000Z,1.7195
1977-06-19T23:00:00.000Z,1.7196
1977-06-20T23:00:00.000Z,1.7193
1977-06-21T23:00:00.000Z,1.7197
1977-06-22T23:00:00.000Z,1.7197
1977-06-23T23:00:00.000Z,1.7197
1977-06-26T23:00:00.000Z,1.7201
1977-06-27T23:00:00.000Z,1.7204
1977-06-28T23:00:00.000Z,1.721
1977-06-29T23:00:00.000Z,1.7202
1977-06-30T23:00:00.000Z,1.7198
1977-07-03T23:00:00.000Z,1.7203
1977-07-04T23:00:00.000Z,1.7203
1977-07-05T23:00:00.000Z,1.7207
1977-07-06T23:00:00.000Z,1.72
1977-07-07T23:00:00.000Z,1.7196
1977-07-10T23:00:00.000Z,1.72
