Unnamed: 0,Series ID,Year,Value,LOCATION,dum
117,Men,1989,0.764,USA,Gender
118,Men,1990,0.767,USA,Gender
119,Men,1991,0.76,USA,Gender
120,Men,1992,0.757,USA,Gender
121,Men,1993,0.754,USA,Gender
122,Men,1994,0.753,USA,Gender
123,Men,1995,0.754,USA,Gender
124,Men,1996,0.746,USA,Gender
125,Men,1997,0.7490000000000001,USA,Gender
126,Men,1998,0.7490000000000001,USA,Gender
127,Men,1999,0.75,USA,Gender
128,Men,2000,0.7509999999999999,USA,Gender
129,Men,2001,0.75,USA,Gender
130,Men,2002,0.74,USA,Gender
131,Men,2003,0.735,USA,Gender
132,Men,2004,0.737,USA,Gender
133,Men,2005,0.73,USA,Gender
134,Men,2006,0.7340000000000001,USA,Gender
135,Men,2007,0.738,USA,Gender
136,Men,2008,0.7340000000000001,USA,Gender
137,Men,2009,0.7240000000000001,USA,Gender
138,Men,2010,0.7120000000000001,USA,Gender
139,Men,2011,0.705,USA,Gender
140,Men,2012,0.7020000000000001,USA,Gender
141,Men,2013,0.703,USA,Gender
142,Men,2014,0.6920000000000001,USA,Gender
143,Men,2015,0.693,USA,Gender
144,Men,2016,0.6890000000000001,USA,Gender
145,Men,2017,0.691,USA,Gender
146,Men,2018,0.69,USA,Gender
147,Men,2019,0.6920000000000001,USA,Gender
148,Men,2020,0.6920000000000001,USA,Gender
149,Men,2021,0.674,USA,Gender
150,Men,2022,0.6779999999999999,USA,Gender
151,Men,2023,0.679,USA,Gender
165,Women,1961,0.382,USA,Gender
166,Women,1962,0.379,USA,Gender
167,Women,1963,0.38,USA,Gender
168,Women,1964,0.384,USA,Gender
169,Women,1965,0.387,USA,Gender
170,Women,1966,0.3979999999999999,USA,Gender
171,Women,1967,0.408,USA,Gender
172,Women,1968,0.41,USA,Gender
173,Women,1969,0.419,USA,Gender
174,Women,1970,0.433,USA,Gender
175,Women,1971,0.436,USA,Gender
176,Women,1972,0.4379999999999999,USA,Gender
177,Women,1973,0.437,USA,Gender
178,Women,1974,0.451,USA,Gender
179,Women,1975,0.4629999999999999,USA,Gender
180,Women,1976,0.469,USA,Gender
181,Women,1977,0.476,USA,Gender
182,Women,1978,0.492,USA,Gender
183,Women,1979,0.505,USA,Gender
184,Women,1980,0.516,USA,Gender
185,Women,1981,0.519,USA,Gender
186,Women,1982,0.521,USA,Gender
187,Women,1983,0.529,USA,Gender
188,Women,1984,0.529,USA,Gender
189,Women,1985,0.542,USA,Gender
190,Women,1986,0.547,USA,Gender
191,Women,1987,0.5539999999999999,USA,Gender
192,Women,1988,0.564,USA,Gender
193,Women,1989,0.575,USA,Gender
194,Women,1990,0.5770000000000001,USA,Gender
195,Women,1991,0.573,USA,Gender
196,Women,1992,0.5770000000000001,USA,Gender
197,Women,1993,0.5770000000000001,USA,Gender
198,Women,1994,0.5870000000000001,USA,Gender
199,Women,1995,0.588,USA,Gender
200,Women,1996,0.589,USA,Gender
201,Women,1997,0.596,USA,Gender
202,Women,1998,0.599,USA,Gender
203,Women,1999,0.601,USA,Gender
204,Women,2000,0.601,USA,Gender
205,Women,2001,0.601,USA,Gender
206,Women,2002,0.595,USA,Gender
207,Women,2003,0.597,USA,Gender
208,Women,2004,0.591,USA,Gender
209,Women,2005,0.591,USA,Gender
210,Women,2006,0.591,USA,Gender
211,Women,2007,0.595,USA,Gender
212,Women,2008,0.595,USA,Gender
213,Women,2009,0.594,USA,Gender
214,Women,2010,0.588,USA,Gender
215,Women,2011,0.583,USA,Gender
216,Women,2012,0.5770000000000001,USA,Gender
217,Women,2013,0.575,USA,Gender
218,Women,2014,0.57,USA,Gender
219,Women,2015,0.569,USA,Gender
220,Women,2016,0.569,USA,Gender
221,Women,2017,0.569,USA,Gender
222,Women,2018,0.5670000000000001,USA,Gender
223,Women,2019,0.574,USA,Gender
224,Women,2020,0.578,USA,Gender
225,Women,2021,0.557,USA,Gender
226,Women,2022,0.568,USA,Gender
227,Women,2023,0.57,USA,Gender
1,15-24,1961,0.58965701084059,USA,Age
2,15-24,1962,0.58294801434683,USA,Age
3,15-24,1963,0.569781553398058,USA,Age
4,15-24,1964,0.569912321181357,USA,Age
5,15-24,1965,0.574116870254209,USA,Age
6,15-24,1966,0.590352949472868,USA,Age
7,15-24,1967,0.5772804995911079,USA,Age
8,15-24,1968,0.577186559860814,USA,Age
9,15-24,1969,0.5894762621138441,USA,Age
10,15-24,1970,0.598036258838511,USA,Age
11,15-24,1971,0.599407001211503,USA,Age
12,15-24,1972,0.618136159005298,USA,Age
13,15-24,1973,0.6367947035667421,USA,Age
14,15-24,1974,0.649167471395546,USA,Age
15,15-24,1975,0.6460273033643681,USA,Age
16,15-24,1976,0.6533605800184761,USA,Age
17,15-24,1977,0.6666207124738059,USA,Age
18,15-24,1978,0.681742636841675,USA,Age
19,15-24,1979,0.6864901378005941,USA,Age
20,15-24,1980,0.680563774275109,USA,Age
21,15-24,1981,0.6774045471728679,USA,Age
22,15-24,1982,0.672175480769231,USA,Age
23,15-24,1983,0.671462231462232,USA,Age
24,15-24,1984,0.6772153685458601,USA,Age
25,15-24,1985,0.6825419761292371,USA,Age
26,15-24,1986,0.685933188516409,USA,Age
27,15-24,1987,0.6839205408464131,USA,Age
28,15-24,1988,0.683666039682058,USA,Age
29,15-24,1989,0.686337137186802,USA,Age
30,15-24,1990,0.672969900065825,USA,Age
31,15-24,1991,0.660259708811333,USA,Age
32,15-24,1992,0.6613026585492701,USA,Age
33,15-24,1993,0.6607115449550299,USA,Age
34,15-24,1994,0.664014255430274,USA,Age
35,15-24,1995,0.662610038610039,USA,Age
36,15-24,1996,0.6549282710858271,USA,Age
37,15-24,1997,0.654270560263366,USA,Age
38,15-24,1998,0.658733979180456,USA,Age
39,15-24,1999,0.654757704069631,USA,Age
40,15-24,2000,0.658105423094904,USA,Age
41,15-24,2001,0.645262311095788,USA,Age
42,15-24,2002,0.632844773923377,USA,Age
43,15-24,2003,0.615532466085406,USA,Age
44,15-24,2004,0.6113948380010981,USA,Age
45,15-24,2005,0.6078148006762281,USA,Age
46,15-24,2006,0.606193492501759,USA,Age
47,15-24,2007,0.593878642074312,USA,Age
48,15-24,2008,0.587770782200405,USA,Age
49,15-24,2009,0.568568994889268,USA,Age
50,15-24,2010,0.551623273953832,USA,Age
51,15-24,2011,0.5496622859835589,USA,Age
52,15-24,2012,0.548822937885156,USA,Age
53,15-24,2013,0.550489186405767,USA,Age
54,15-24,2014,0.55008782806365,USA,Age
55,15-24,2015,0.54996112982638,USA,Age
56,15-24,2016,0.551699016495811,USA,Age
57,15-24,2017,0.5546934388843741,USA,Age
58,15-24,2018,0.552178718029681,USA,Age
59,15-24,2019,0.558772882613188,USA,Age
60,15-24,2020,0.5390689609177,USA,Age
61,15-24,2021,0.555176855778004,USA,Age
63,55-64,1961,0.608278647147905,USA,Age
64,55-64,1962,0.605269683818971,USA,Age
65,55-64,1963,0.609089802871745,USA,Age
66,55-64,1964,0.60822342901474,USA,Age
67,55-64,1965,0.606371142472331,USA,Age
68,55-64,1966,0.6077090992647061,USA,Age
69,55-64,1967,0.623360868811738,USA,Age
70,55-64,1968,0.622345861246736,USA,Age
71,55-64,1969,0.6209358094919409,USA,Age
72,55-64,1970,0.618246575342466,USA,Age
73,55-64,1971,0.612839001291434,USA,Age
74,55-64,1972,0.600399810616024,USA,Age
75,55-64,1973,0.5837050098537501,USA,Age
76,55-64,1974,0.5781033864439781,USA,Age
77,55-64,1975,0.571788540039309,USA,Age
78,55-64,1976,0.56588724858813,USA,Age
79,55-64,1977,0.563138437591206,USA,Age
80,55-64,1978,0.5626287301815389,USA,Age
81,55-64,1979,0.562564827911362,USA,Age
82,55-64,1980,0.556897913665722,USA,Age
83,55-64,1981,0.5501470858613721,USA,Age
84,55-64,1982,0.550550002282167,USA,Age
85,55-64,1983,0.544991819669151,USA,Age
86,55-64,1984,0.542424379846719,USA,Age
87,55-64,1985,0.54159891598916,USA,Age
88,55-64,1986,0.54034163183718,USA,Age
89,55-64,1987,0.543943210441951,USA,Age
90,55-64,1988,0.545630978235756,USA,Age
91,55-64,1989,0.5548444361394,USA,Age
92,55-64,1990,0.5586389961389959,USA,Age
93,55-64,1991,0.55496977025393,USA,Age
94,55-64,1992,0.562366530770724,USA,Age
95,55-64,1993,0.5638184115874401,USA,Age
96,55-64,1994,0.5675793554640179,USA,Age
97,55-64,1995,0.571952160493827,USA,Age
98,55-64,1996,0.578628936210757,USA,Age
99,55-64,1997,0.58885892309123,USA,Age
100,55-64,1998,0.592707212055974,USA,Age
101,55-64,1999,0.593218869233437,USA,Age
102,55-64,2000,0.5924886504333471,USA,Age
103,55-64,2001,0.603854304106193,USA,Age
104,55-64,2002,0.619078348010932,USA,Age
105,55-64,2003,0.624386901327178,USA,Age
106,55-64,2004,0.622843113523981,USA,Age
107,55-64,2005,0.629172882479695,USA,Age
108,55-64,2006,0.636940239043825,USA,Age
109,55-64,2007,0.637732833343579,USA,Age
110,55-64,2008,0.645416542251418,USA,Age
111,55-64,2009,0.649177963657341,USA,Age
112,55-64,2010,0.649212762992894,USA,Age
113,55-64,2011,0.642496012112364,USA,Age
114,55-64,2012,0.644849813408492,USA,Age
115,55-64,2013,0.6436790446170011,USA,Age
116,55-64,2014,0.64131774173268,USA,Age
117,55-64,2015,0.639330935606247,USA,Age
118,55-64,2016,0.640674929795681,USA,Age
119,55-64,2017,0.64522318965724,USA,Age
120,55-64,2018,0.649538147365422,USA,Age
121,55-64,2019,0.653464643355981,USA,Age
122,55-64,2020,0.646852483883201,USA,Age
123,55-64,2021,0.6457920496597831,USA,Age
125,Older than 65,1961,0.277044025157233,USA,Age
126,Older than 65,1962,0.274216190921853,USA,Age
127,Older than 65,1963,0.176191028167381,USA,Age
128,Older than 65,1964,0.1764739488117,USA,Age
129,Older than 65,1965,0.174362431187507,USA,Age
130,Older than 65,1966,0.168973535599601,USA,Age
131,Older than 65,1967,0.1723143475126169,USA,Age
132,Older than 65,1968,0.172037733791374,USA,Age
133,Older than 65,1969,0.172910971753229,USA,Age
134,Older than 65,1970,0.1694897422409259,USA,Age
135,Older than 65,1971,0.162174697242979,USA,Age
136,Older than 65,1972,0.155463443867359,USA,Age
137,Older than 65,1973,0.145813919270195,USA,Age
138,Older than 65,1974,0.140033420864168,USA,Age
139,Older than 65,1975,0.137514518002323,USA,Age
140,Older than 65,1976,0.131096318434995,USA,Age
141,Older than 65,1977,0.129928751604195,USA,Age
142,Older than 65,1978,0.132608132608133,USA,Age
143,Older than 65,1979,0.13056467222082,USA,Age
144,Older than 65,1980,0.125323156469285,USA,Age
145,Older than 65,1981,0.122414486921529,USA,Age
146,Older than 65,1982,0.11930833464629,USA,Age
147,Older than 65,1983,0.1174834897462629,USA,Age
148,Older than 65,1984,0.110921953618583,USA,Age
149,Older than 65,1985,0.107715672111716,USA,Age
150,Older than 65,1986,0.109506837358161,USA,Age
151,Older than 65,1987,0.110964849864807,USA,Age
152,Older than 65,1988,0.114819993009437,USA,Age
153,Older than 65,1989,0.1181914784218279,USA,Age
154,Older than 65,1990,0.117999042604117,USA,Age
155,Older than 65,1991,0.114882154882155,USA,Age
156,Older than 65,1992,0.115080022532224,USA,Age
157,Older than 65,1993,0.112231906767212,USA,Age
158,Older than 65,1994,0.123625576371199,USA,Age
159,Older than 65,1995,0.121442426940567,USA,Age
160,Older than 65,1996,0.120531636798841,USA,Age
161,Older than 65,1997,0.121479258495108,USA,Age
162,Older than 65,1998,0.119327522565836,USA,Age
163,Older than 65,1999,0.123353035340475,USA,Age
164,Older than 65,2000,0.128847188191,USA,Age
165,Older than 65,2001,0.1301377999524829,USA,Age
166,Older than 65,2002,0.1321876478939899,USA,Age
167,Older than 65,2003,0.139896070531909,USA,Age
168,Older than 65,2004,0.144380236925744,USA,Age
169,Older than 65,2005,0.150446263081354,USA,Age
170,Older than 65,2006,0.153960632353354,USA,Age
171,Older than 65,2007,0.160179971292923,USA,Age
172,Older than 65,2008,0.167994187611,USA,Age
173,Older than 65,2009,0.17198273593347,USA,Age
174,Older than 65,2010,0.173538986203689,USA,Age
175,Older than 65,2011,0.179012811799945,USA,Age
176,Older than 65,2012,0.18455181637966,USA,Age
177,Older than 65,2013,0.186952916244356,USA,Age
178,Older than 65,2014,0.185898576512456,USA,Age
179,Older than 65,2015,0.1892577621054439,USA,Age
180,Older than 65,2016,0.19302591860102,USA,Age
181,Older than 65,2017,0.193290541358847,USA,Age
182,Older than 65,2018,0.195639880662208,USA,Age
183,Older than 65,2019,0.201568849825158,USA,Age
184,Older than 65,2020,0.19434881336068,USA,Age
185,Older than 65,2021,0.188624512822338,USA,Age
187,15-64,1961,0.6573578516672149,USA,Age
188,15-64,1962,0.654439147921942,USA,Age
189,15-64,1963,0.6532873046750141,USA,Age
190,15-64,1964,0.6535161409151761,USA,Age
191,15-64,1965,0.654956229551685,USA,Age
192,15-64,1966,0.6601040959493101,USA,Age
193,15-64,1967,0.663441936983656,USA,Age
194,15-64,1968,0.664845845977921,USA,Age
195,15-64,1969,0.670026626093572,USA,Age
196,15-64,1970,0.673721385197795,USA,Age
197,15-64,1971,0.6724336316151089,USA,Age
198,15-64,1972,0.6762340655267439,USA,Age
199,15-64,1973,0.68232471509297,USA,Age
200,15-64,1974,0.68911700497004,USA,Age
201,15-64,1975,0.6899391471484251,USA,Age
202,15-64,1976,0.695659632870132,USA,Age
203,15-64,1977,0.704153504496515,USA,Age
204,15-64,1978,0.714847888602997,USA,Age
205,15-64,1979,0.721917856763174,USA,Age
206,15-64,1980,0.724500327768247,USA,Age
207,15-64,1981,0.7270768658925241,USA,Age
208,15-64,1982,0.729645641147837,USA,Age
209,15-64,1983,0.731579053821727,USA,Age
210,15-64,1984,0.737659219739914,USA,Age
211,15-64,1985,0.7443555320415319,USA,Age
212,15-64,1986,0.750026128079847,USA,Age
213,15-64,1987,0.754906335072779,USA,Age
214,15-64,1988,0.75886693034019,USA,Age
215,15-64,1989,0.7659634013700639,USA,Age
216,15-64,1990,0.7653249457537881,USA,Age
217,15-64,1991,0.7624934098309819,USA,Age
218,15-64,1992,0.7663657717708119,USA,Age
219,15-64,1993,0.7658948624881241,USA,Age
220,15-64,1994,0.767314222299958,USA,Age
221,15-64,1995,0.768728647756032,USA,Age
222,15-64,1996,0.7706389959903581,USA,Age
223,15-64,1997,0.773670125742065,USA,Age
224,15-64,1998,0.773638024325949,USA,Age
225,15-64,1999,0.7723156975848551,USA,Age
226,15-64,2000,0.7719905533440161,USA,Age
227,15-64,2001,0.7681139449126619,USA,Age
228,15-64,2002,0.76399908577399,USA,Age
229,15-64,2003,0.758192138756774,USA,Age
230,15-64,2004,0.754451679214194,USA,Age
231,15-64,2005,0.754080852712366,USA,Age
232,15-64,2006,0.755404992727781,USA,Age
233,15-64,2007,0.7530106317726439,USA,Age
234,15-64,2008,0.7529116190127451,USA,Age
235,15-64,2009,0.7462424735721901,USA,Age
236,15-64,2010,0.739078468298807,USA,Age
237,15-64,2011,0.7329181049577269,USA,Age
238,15-64,2012,0.731054136712079,USA,Age
239,15-64,2013,0.7281069081956031,USA,Age
240,15-64,2014,0.726967736850143,USA,Age
241,15-64,2015,0.7260601195341989,USA,Age
242,15-64,2016,0.729522196756252,USA,Age
243,15-64,2017,0.7334251254032119,USA,Age
244,15-64,2018,0.736264321617774,USA,Age
245,15-64,2019,0.7411377431302959,USA,Age
246,15-64,2020,0.7297686175384019,USA,Age
247,15-64,2021,0.7337325096464901,USA,Age
249,Older than 15,1961,0.6358908364765921,USA,Age
250,Older than 15,1962,0.633022606067528,USA,Age
251,Older than 15,1963,0.588342498284037,USA,Age
252,Older than 15,1964,0.588688327316486,USA,Age
253,Older than 15,1965,0.589592946856951,USA,Age
254,Older than 15,1966,0.5933842775053401,USA,Age
255,Older than 15,1967,0.59525697786333,USA,Age
256,Older than 15,1968,0.5963915651699689,USA,Age
257,Older than 15,1969,0.6009841215486891,USA,Age
258,Older than 15,1970,0.603799047320315,USA,Age
259,Older than 15,1971,0.601813020655027,USA,Age
260,Older than 15,1972,0.603881326061918,USA,Age
261,Older than 15,1973,0.6079593737465749,USA,Age
262,Older than 15,1974,0.612507410787442,USA,Age
263,Older than 15,1975,0.612298731995247,USA,Age
264,Older than 15,1976,0.615818123599103,USA,Age
265,Older than 15,1977,0.622563444754647,USA,Age
266,Older than 15,1978,0.631542865613014,USA,Age
267,Older than 15,1979,0.636669679305597,USA,Age
268,Older than 15,1980,0.637464756829575,USA,Age
269,Older than 15,1981,0.6387564730292901,USA,Age
270,Older than 15,1982,0.6396997788394,USA,Age
271,Older than 15,1983,0.640308582449373,USA,Age
272,Older than 15,1984,0.643735507390168,USA,Age
273,Older than 15,1985,0.647909453612933,USA,Age
274,Older than 15,1986,0.6525018273639439,USA,Age
275,Older than 15,1987,0.6558671445377691,USA,Age
276,Older than 15,1988,0.6590560692483111,USA,Age
277,Older than 15,1989,0.664577878878922,USA,Age
278,Older than 15,1990,0.6652446277059709,USA,Age
279,Older than 15,1991,0.6617519968574049,USA,Age
280,Older than 15,1992,0.664422603148259,USA,Age
281,Older than 15,1993,0.66312353403101,USA,Age
282,Older than 15,1994,0.665885903585074,USA,Age
283,Older than 15,1995,0.6662268863553961,USA,Age
284,Older than 15,1996,0.66773682163973,USA,Age
285,Older than 15,1997,0.670964343558161,USA,Age
286,Older than 15,1998,0.670850733104964,USA,Age
287,Older than 15,1999,0.6708447050102759,USA,Age
288,Older than 15,2000,0.6707404846243951,USA,Age
289,Older than 15,2001,0.6682411793968189,USA,Age
290,Older than 15,2002,0.665822493910006,USA,Age
291,Older than 15,2003,0.662433139968622,USA,Age
292,Older than 15,2004,0.659919680872497,USA,Age
293,Older than 15,2005,0.6604477116811079,USA,Age
294,Older than 15,2006,0.661795169875969,USA,Age
295,Older than 15,2007,0.6603843566166959,USA,Age
296,Older than 15,2008,0.659935497117046,USA,Age
297,Older than 15,2009,0.653703758677868,USA,Age
298,Older than 15,2010,0.647039284197602,USA,Age
299,Older than 15,2011,0.64108021484106,USA,Age
300,Older than 15,2012,0.637001870234499,USA,Age
301,Older than 15,2013,0.632483850878586,USA,Age
302,Older than 15,2014,0.628856166842108,USA,Age
303,Older than 15,2015,0.626516640683251,USA,Age
304,Older than 15,2016,0.6278782667686901,USA,Age
305,Older than 15,2017,0.628519007836788,USA,Age
306,Older than 15,2018,0.628715732634054,USA,Age
307,Older than 15,2019,0.630995512649852,USA,Age
308,Older than 15,2020,0.617455671306967,USA,Age
309,Older than 15,2021,0.616576208562347,USA,Age
311,25-64,1961,0.675540229336452,USA,Age
312,25-64,1962,0.674071700665741,USA,Age
313,25-64,1963,0.6776366231407099,USA,Age
314,25-64,1964,0.6790039509009701,USA,Age
315,25-64,1965,0.680632420277529,USA,Age
316,25-64,1966,0.682964880450233,USA,Age
317,25-64,1967,0.6907301452756001,USA,Age
318,25-64,1968,0.692935792603605,USA,Age
319,25-64,1969,0.696462402259654,USA,Age
320,25-64,1970,0.699317738791423,USA,Age
321,25-64,1971,0.698044433511858,USA,Age
322,25-64,1972,0.696978643834268,USA,Age
323,25-64,1973,0.698709968232163,USA,Age
324,25-64,1974,0.7034873317122979,USA,Age
325,25-64,1975,0.705853128396212,USA,Age
326,25-64,1976,0.7110245668266489,USA,Age
327,25-64,1977,0.7177426600513119,USA,Age
328,25-64,1978,0.7267551252400921,USA,Age
329,25-64,1979,0.734515059806889,USA,Age
330,25-64,1980,0.739879114257739,USA,Age
331,25-64,1981,0.744071319691441,USA,Age
332,25-64,1982,0.74872366858003,USA,Age
333,25-64,1983,0.7508997933148029,USA,Age
334,25-64,1984,0.756354396779799,USA,Age
335,25-64,1985,0.7626986373030781,USA,Age
336,25-64,1986,0.768369935980374,USA,Age
337,25-64,1987,0.7745932105393569,USA,Age
338,25-64,1988,0.779013158429441,USA,Age
339,25-64,1989,0.78651047042914,USA,Age
340,25-64,1990,0.7897262385669219,USA,Age
341,25-64,1991,0.788841389209598,USA,Age
342,25-64,1992,0.792795080768668,USA,Age
343,25-64,1993,0.791927188190873,USA,Age
344,25-64,1994,0.792546565206298,USA,Age
345,25-64,1995,0.79422240690996,USA,Age
346,25-64,1996,0.798057128623653,USA,Age
347,25-64,1997,0.801984993277335,USA,Age
348,25-64,1998,0.800967469551901,USA,Age
349,25-64,1999,0.8006172970600519,USA,Age
350,25-64,2000,0.7988915499665259,USA,Age
351,25-64,2001,0.797278586774886,USA,Age
352,25-64,2002,0.795229753402506,USA,Age
353,25-64,2003,0.7921042524732149,USA,Age
354,25-64,2004,0.788654819502524,USA,Age
355,25-64,2005,0.788836335363483,USA,Age
356,25-64,2006,0.7906808567826489,USA,Age
357,25-64,2007,0.790633887379132,USA,Age
358,25-64,2008,0.791808573475261,USA,Age
359,25-64,2009,0.7878990233095141,USA,Age
360,25-64,2010,0.7832134857951201,USA,Age
361,25-64,2011,0.776210325804616,USA,Age
362,25-64,2012,0.774510708158861,USA,Age
363,25-64,2013,0.7703194698550421,USA,Age
364,25-64,2014,0.768650129356262,USA,Age
365,25-64,2015,0.767071205711424,USA,Age
366,25-64,2016,0.770430181541758,USA,Age
367,25-64,2017,0.7741594379525409,USA,Age
368,25-64,2018,0.7777830530201421,USA,Age
369,25-64,2019,0.7819856279039411,USA,Age
370,25-64,2020,0.772259042410913,USA,Age
371,25-64,2021,0.7733371429932021,USA,Age
