realtime_start,realtime_end,observation_start,observation_end,units,output_type,file_type,order_by,sort_order,count,offset,limit,observations
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1941-04-01', 'value': '11698'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1941-05-01', 'value': '11957'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1941-06-01', 'value': '12204'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1941-07-01', 'value': '12382'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1941-08-01', 'value': '12532'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1941-09-01', 'value': '12683'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1941-10-01', 'value': '12770'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1941-11-01', 'value': '12810'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1941-12-01', 'value': '12876'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1942-01-01', 'value': '12965'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1942-02-01', 'value': '13127'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1942-03-01', 'value': '13311'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1942-04-01', 'value': '13509'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1942-05-01', 'value': '13704'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1942-06-01', 'value': '13842'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1942-07-01', 'value': '14072'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1942-08-01', 'value': '14339'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1942-09-01', 'value': '14582'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1942-10-01', 'value': '14772'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1942-11-01', 'value': '14971'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1942-12-01', 'value': '15288'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1943-01-01', 'value': '15532'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1943-02-01', 'value': '15685'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1943-03-01', 'value': '15856'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1943-04-01', 'value': '15961'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1943-05-01', 'value': '16044'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1943-06-01', 'value': '16204'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1943-07-01', 'value': '16306'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1943-08-01', 'value': '16369'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1943-09-01', 'value': '16366'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1943-10-01', 'value': '16512'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1943-11-01', 'value': '16598'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1943-12-01', 'value': '16526'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1944-01-01', 'value': '16439'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1944-02-01', 'value': '16330'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1944-03-01', 'value': '16170'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1944-04-01', 'value': '16012'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1944-05-01', 'value': '15944'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1944-06-01', 'value': '15890'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1944-07-01', 'value': '15832'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1944-08-01', 'value': '15781'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1944-09-01', 'value': '15662'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1944-10-01', 'value': '15630'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1944-11-01', 'value': '15568'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1944-12-01', 'value': '15659'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1945-01-01', 'value': '15669'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1945-02-01', 'value': '15581'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1945-03-01', 'value': '15473'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1945-04-01', 'value': '15335'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1945-05-01', 'value': '15201'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1945-06-01', 'value': '14948'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1945-07-01', 'value': '14599'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1945-08-01', 'value': '14201'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1945-09-01', 'value': '12486'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1945-10-01', 'value': '12487'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1945-11-01', 'value': '12537'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1945-12-01', 'value': '12528'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1946-01-01', 'value': '12719'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1946-02-01', 'value': '11922'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1946-03-01', 'value': '12545'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1946-04-01', 'value': '13200'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1946-05-01', 'value': '13389'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1946-06-01', 'value': '13598'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1946-07-01', 'value': '13771'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1946-08-01', 'value': '13981'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1946-09-01', 'value': '14135'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1946-10-01', 'value': '14182'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1946-11-01', 'value': '14310'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1946-12-01', 'value': '14301'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1947-01-01', 'value': '14328'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1947-02-01', 'value': '14278'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1947-03-01', 'value': '14259'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1947-04-01', 'value': '14240'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1947-05-01', 'value': '14189'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1947-06-01', 'value': '14200'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1947-07-01', 'value': '14076'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1947-08-01', 'value': '14200'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1947-09-01', 'value': '14315'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1947-10-01', 'value': '14393'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1947-11-01', 'value': '14414'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1947-12-01', 'value': '14428'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1948-01-01', 'value': '14438'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1948-02-01', 'value': '14339'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1948-03-01', 'value': '14364'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1948-04-01', 'value': '14183'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1948-05-01', 'value': '14235'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1948-06-01', 'value': '14318'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1948-07-01', 'value': '14359'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1948-08-01', 'value': '14353'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1948-09-01', 'value': '14441'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1948-10-01', 'value': '14390'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1948-11-01', 'value': '14292'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1948-12-01', 'value': '14086'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1949-01-01', 'value': '13867'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1949-02-01', 'value': '13734'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1949-03-01', 'value': '13581'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1949-04-01', 'value': '13439'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1949-05-01', 'value': '13269'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1949-06-01', 'value': '13178'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1949-07-01', 'value': '13067'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1949-08-01', 'value': '13158'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1949-09-01', 'value': '13225'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1949-10-01', 'value': '12891'}"
2021-09-29,2021-09-29,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-09-29', 'realtime_end': '2021-09-29', 'date': '1949-11-01', 'value': '12882'}"
