timestamp,variable,value
2020-01-03T02:15:00+00:00,latitude,37.02837
2020-01-03T02:15:30+00:00,latitude,37.093
2020-01-03T02:16:00+00:00,latitude,37.15758
2020-01-03T02:16:30+00:00,latitude,37.22093
2020-01-03T02:17:00+00:00,latitude,37.2856
2020-01-03T02:17:30+00:00,latitude,37.35016
2020-01-03T02:18:00+00:00,latitude,37.41435
2020-01-03T02:18:30+00:00,latitude,37.47922
2020-01-03T02:19:00+00:00,latitude,37.54454
2020-01-03T02:19:30+00:00,latitude,37.60803
2020-01-03T02:20:00+00:00,latitude,37.6731
2020-01-03T02:20:30+00:00,latitude,37.7365
2020-01-03T02:21:00+00:00,latitude,37.8018
2020-01-03T02:21:30+00:00,latitude,37.86667
2020-01-03T02:22:00+00:00,latitude,37.9319
2020-01-03T02:22:30+00:00,latitude,37.99773
2020-01-03T02:23:00+00:00,latitude,38.06177
2020-01-03T02:23:30+00:00,latitude,38.1274
2020-01-03T02:24:00+00:00,latitude,38.19035
2020-01-03T02:24:30+00:00,latitude,38.25462
2020-01-03T02:25:00+00:00,latitude,38.31775
2020-01-03T02:25:30+00:00,latitude,38.38339
2020-01-03T02:26:00+00:00,latitude,38.44777
2020-01-03T02:26:30+00:00,latitude,38.51234
2020-01-03T02:27:00+00:00,latitude,38.57689
2020-01-03T02:27:30+00:00,latitude,38.63992
2020-01-03T02:28:00+00:00,latitude,38.70438
2020-01-03T02:28:30+00:00,latitude,38.76897
2020-01-03T02:29:00+00:00,latitude,38.83502
2020-01-03T02:29:30+00:00,latitude,38.89764
2020-01-03T02:30:00+00:00,latitude,38.96222
2020-01-03T02:30:30+00:00,latitude,39.028
2020-01-03T02:31:00+00:00,latitude,39.09361
2020-01-03T02:31:30+00:00,latitude,39.16008
2020-01-03T02:32:00+00:00,latitude,39.2254
2020-01-03T02:32:30+00:00,latitude,39.29347
2020-01-03T02:33:00+00:00,latitude,39.35962
2020-01-03T02:33:30+00:00,latitude,39.42537
2020-01-03T02:34:00+00:00,latitude,39.49091
2020-01-03T02:34:30+00:00,latitude,39.557055000000005
2020-01-03T02:35:00+00:00,latitude,39.62159
2020-01-03T02:35:30+00:00,latitude,39.68751
2020-01-03T02:36:00+00:00,latitude,39.75407
2020-01-03T02:36:30+00:00,latitude,39.819765000000004
2020-01-03T02:37:00+00:00,latitude,39.88386
2020-01-03T02:37:30+00:00,latitude,39.95064
2020-01-03T02:38:00+00:00,latitude,40.01616
2020-01-03T02:38:30+00:00,latitude,40.08124333333333
2020-01-03T02:39:00+00:00,latitude,40.14809
2020-01-03T02:39:30+00:00,latitude,40.213055
2020-01-03T02:40:00+00:00,latitude,40.27922
2020-01-03T02:40:30+00:00,latitude,40.34301
2020-01-03T02:41:00+00:00,latitude,40.40881
2020-01-03T02:41:30+00:00,latitude,40.47442
2020-01-03T02:42:00+00:00,latitude,40.53772
2020-01-03T02:42:30+00:00,latitude,40.60341
2020-01-03T02:43:00+00:00,latitude,40.66748
2020-01-03T02:43:30+00:00,latitude,40.73323
2020-01-03T02:44:00+00:00,latitude,40.79852
2020-01-03T02:44:30+00:00,latitude,40.86444
2020-01-03T02:45:00+00:00,latitude,40.93025
2020-01-03T02:45:30+00:00,latitude,40.99479
2020-01-03T02:46:00+00:00,latitude,41.05931
2020-01-03T02:46:30+00:00,latitude,41.125395
2020-01-03T02:47:00+00:00,latitude,41.19091
2020-01-03T02:47:30+00:00,latitude,41.25609
2020-01-03T02:48:00+00:00,latitude,41.32077
2020-01-03T02:48:30+00:00,latitude,41.38646
2020-01-03T02:49:00+00:00,latitude,41.45343
2020-01-03T02:49:30+00:00,latitude,41.51887
2020-01-03T02:50:00+00:00,latitude,41.58527
2020-01-03T02:50:30+00:00,latitude,41.65000666666666
2020-01-03T02:51:00+00:00,latitude,41.71732
2020-01-03T02:51:30+00:00,latitude,41.78147
2020-01-03T02:52:00+00:00,latitude,41.84702
2020-01-03T02:52:30+00:00,latitude,41.91312
2020-01-03T02:53:00+00:00,latitude,41.97862
2020-01-03T02:53:30+00:00,latitude,42.04436
2020-01-03T02:54:00+00:00,latitude,42.109325
2020-01-03T02:54:30+00:00,latitude,42.17624
2020-01-03T02:55:00+00:00,latitude,42.24239
2020-01-03T02:55:30+00:00,latitude,42.3078
2020-01-03T02:56:00+00:00,latitude,42.37321
2020-01-03T02:56:30+00:00,latitude,42.43945
2020-01-03T02:57:00+00:00,latitude,42.50634
2020-01-03T02:57:30+00:00,latitude,42.57156
2020-01-03T02:58:00+00:00,latitude,42.63725
2020-01-03T02:58:30+00:00,latitude,42.70265
2020-01-03T02:59:00+00:00,latitude,42.76859
2020-01-03T02:59:30+00:00,latitude,42.83392
2020-01-03T03:00:00+00:00,latitude,42.89989
2020-01-03T03:00:30+00:00,latitude,42.96552
2020-01-03T03:01:00+00:00,latitude,43.032605000000004
2020-01-03T03:01:30+00:00,latitude,43.09859
2020-01-03T03:02:00+00:00,latitude,43.16663
2020-01-03T03:02:30+00:00,latitude,43.2332
2020-01-03T03:03:00+00:00,latitude,43.29886
2020-01-03T03:03:30+00:00,latitude,43.36555
2020-01-03T03:04:00+00:00,latitude,43.43175
2020-01-03T03:04:30+00:00,latitude,43.49945
2020-01-03T03:05:00+00:00,latitude,43.5656
2020-01-03T03:05:30+00:00,latitude,43.63042
2020-01-03T03:06:00+00:00,latitude,43.68876
2020-01-03T03:06:30+00:00,latitude,43.74821
2020-01-03T03:07:00+00:00,latitude,43.80602
2020-01-03T03:07:30+00:00,latitude,43.86484
2020-01-03T03:08:00+00:00,latitude,43.92385
2020-01-03T03:08:30+00:00,latitude,43.98267
2020-01-03T03:09:00+00:00,latitude,44.04098
2020-01-03T03:09:30+00:00,latitude,44.099115
2020-01-03T03:10:00+00:00,latitude,44.15767
2020-01-03T03:10:30+00:00,latitude,44.21564
2020-01-03T03:11:00+00:00,latitude,44.27481
2020-01-03T03:11:30+00:00,latitude,44.33267
2020-01-03T03:12:00+00:00,latitude,44.39145
2020-01-03T03:12:30+00:00,latitude,44.449870000000004
2020-01-03T03:13:00+00:00,latitude,44.50878
2020-01-03T03:13:30+00:00,latitude,44.56732
2020-01-03T03:14:00+00:00,latitude,44.62646
2020-01-03T03:14:30+00:00,latitude,44.68508
2020-01-03T03:15:00+00:00,latitude,44.743385
2020-01-03T03:15:30+00:00,latitude,44.80037
2020-01-03T03:16:00+00:00,latitude,44.85855
2020-01-03T03:16:30+00:00,latitude,44.91573
2020-01-03T03:17:00+00:00,latitude,44.97235
2020-01-03T03:17:30+00:00,latitude,45.02886
2020-01-03T03:18:00+00:00,latitude,45.0867
2020-01-03T03:18:30+00:00,latitude,45.14389
2020-01-03T03:19:00+00:00,latitude,45.20055
2020-01-03T03:19:30+00:00,latitude,45.2574
2020-01-03T03:20:00+00:00,latitude,45.31269
2020-01-03T03:20:30+00:00,latitude,45.36781
2020-01-03T03:21:00+00:00,latitude,45.42256
2020-01-03T03:21:30+00:00,latitude,45.47907
2020-01-03T03:22:00+00:00,latitude,45.53389
2020-01-03T03:22:30+00:00,latitude,45.59149
2020-01-03T03:23:00+00:00,latitude,45.64666
2020-01-03T03:23:30+00:00,latitude,45.70448
2020-01-03T03:24:00+00:00,latitude,45.7615
2020-01-03T03:24:30+00:00,latitude,45.81816
2020-01-03T03:25:00+00:00,latitude,45.8752
2020-01-03T03:25:30+00:00,latitude,45.930904999999996
2020-01-03T03:26:00+00:00,latitude,45.98681
2020-01-03T03:26:30+00:00,latitude,46.04301
2020-01-03T03:27:00+00:00,latitude,46.09994
2020-01-03T03:27:30+00:00,latitude,46.15715
2020-01-03T03:28:00+00:00,latitude,46.21515
2020-01-03T03:28:30+00:00,latitude,46.27334
2020-01-03T03:29:00+00:00,latitude,46.32939
2020-01-03T03:29:30+00:00,latitude,46.38758
2020-01-03T03:30:00+00:00,latitude,46.44589
2020-01-03T03:30:30+00:00,latitude,46.50319142857143
2020-01-03T03:31:00+00:00,latitude,46.56198
2020-01-03T03:31:30+00:00,latitude,46.61952
2020-01-03T03:32:00+00:00,latitude,46.67751
2020-01-03T03:32:30+00:00,latitude,46.73671
2020-01-03T03:33:00+00:00,latitude,46.79398
2020-01-03T03:33:30+00:00,latitude,46.85005
2020-01-03T03:34:00+00:00,latitude,46.90813
2020-01-03T03:34:30+00:00,latitude,46.96604
2020-01-03T03:35:00+00:00,latitude,47.02244208333334
2020-01-03T03:35:30+00:00,latitude,47.07952958333333
2020-01-03T03:36:00+00:00,latitude,47.136617083333334
2020-01-03T03:36:30+00:00,latitude,47.19402
2020-01-03T03:37:00+00:00,latitude,47.25041
2020-01-03T03:37:30+00:00,latitude,47.30772
2020-01-03T03:38:00+00:00,latitude,47.36678
2020-01-03T03:38:30+00:00,latitude,47.42323
2020-01-03T03:39:00+00:00,latitude,47.48126
2020-01-03T03:39:30+00:00,latitude,47.53821
2020-01-03T03:40:00+00:00,latitude,47.59608
2020-01-03T03:40:30+00:00,latitude,47.652834444444444
2020-01-03T03:41:00+00:00,latitude,47.71000111111111
2020-01-03T03:41:30+00:00,latitude,47.76716777777778
2020-01-03T03:42:00+00:00,latitude,47.824334444444446
2020-01-03T03:42:30+00:00,latitude,47.88150111111111
2020-01-03T03:43:00+00:00,latitude,47.93866777777778
2020-01-03T03:43:30+00:00,latitude,47.99583444444444
2020-01-03T03:44:00+00:00,latitude,48.05300111111111
2020-01-03T03:44:30+00:00,latitude,48.110167777777775
2020-01-03T03:45:00+00:00,latitude,48.16733444444444
2020-01-03T03:45:30+00:00,latitude,48.22499
2020-01-03T03:46:00+00:00,latitude,48.28128
2020-01-03T03:46:30+00:00,latitude,48.339015
2020-01-03T03:47:00+00:00,latitude,48.39519
2020-01-03T03:47:30+00:00,latitude,48.45245
2020-01-03T03:48:00+00:00,latitude,48.51077
2020-01-03T03:48:30+00:00,latitude,48.56351
2020-01-03T03:49:00+00:00,latitude,48.60905
2020-01-03T03:49:30+00:00,latitude,48.65342
2020-01-03T03:50:00+00:00,latitude,48.69871
2020-01-03T03:50:30+00:00,latitude,48.74414
2020-01-03T03:51:00+00:00,latitude,48.78986
2020-01-03T03:51:30+00:00,latitude,48.83507
2020-01-03T03:52:00+00:00,latitude,48.88097
2020-01-03T03:52:30+00:00,latitude,48.92511333333333
2020-01-03T03:53:00+00:00,latitude,48.97014
2020-01-03T03:53:30+00:00,latitude,49.01601
2020-01-03T03:54:00+00:00,latitude,49.06009
2020-01-03T03:54:30+00:00,latitude,49.11008
2020-01-03T03:55:00+00:00,latitude,49.16656
2020-01-03T03:55:30+00:00,latitude,49.2215
2020-01-03T03:56:00+00:00,latitude,49.277765
2020-01-03T03:56:30+00:00,latitude,49.33336
2020-01-03T03:57:00+00:00,latitude,49.38999226519337
2020-01-03T03:57:30+00:00,latitude,49.44638397790055
2020-01-03T03:58:00+00:00,latitude,49.502775690607734
2020-01-03T03:58:30+00:00,latitude,49.559167403314916
2020-01-03T03:59:00+00:00,latitude,49.6155591160221
2020-01-03T03:59:30+00:00,latitude,49.67195082872928
2020-01-03T04:00:00+00:00,latitude,49.72834254143646
2020-01-03T04:00:30+00:00,latitude,49.78473425414364
2020-01-03T04:01:00+00:00,latitude,49.841125966850825
2020-01-03T04:01:30+00:00,latitude,49.897517679558014
2020-01-03T04:02:00+00:00,latitude,49.953909392265196
2020-01-03T04:02:30+00:00,latitude,50.01030110497238
2020-01-03T04:03:00+00:00,latitude,50.06593
2020-01-03T04:03:30+00:00,latitude,50.12303
2020-01-03T04:04:00+00:00,latitude,50.18001
2020-01-03T04:04:30+00:00,latitude,50.23769
2020-01-03T04:05:00+00:00,latitude,50.2949
2020-01-03T04:05:30+00:00,latitude,50.35236
2020-01-03T04:06:00+00:00,latitude,50.40984
2020-01-03T04:06:30+00:00,latitude,50.466184999999996
2020-01-03T04:07:00+00:00,latitude,50.52269
2020-01-03T04:07:30+00:00,latitude,50.57952
2020-01-03T04:08:00+00:00,latitude,50.6375
2020-01-03T04:08:30+00:00,latitude,50.69483
2020-01-03T04:09:00+00:00,latitude,50.7524
2020-01-03T04:09:30+00:00,latitude,50.80823
2020-01-03T04:10:00+00:00,latitude,50.86624
2020-01-03T04:10:30+00:00,latitude,50.92242
2020-01-03T04:11:00+00:00,latitude,50.98009
2020-01-03T04:11:30+00:00,latitude,51.03699
2020-01-03T04:12:00+00:00,latitude,51.09434
2020-01-03T04:12:30+00:00,latitude,51.15251000000001
2020-01-03T04:13:00+00:00,latitude,51.21149
2020-01-03T04:13:30+00:00,latitude,51.27087
2020-01-03T04:14:00+00:00,latitude,51.33124
2020-01-03T04:14:30+00:00,latitude,51.38808
2020-01-03T04:15:00+00:00,latitude,51.4482
2020-01-03T04:15:30+00:00,latitude,51.50583
2020-01-03T04:16:00+00:00,latitude,51.56483
2020-01-03T04:16:30+00:00,latitude,51.62331
2020-01-03T04:17:00+00:00,latitude,51.68253
2020-01-03T04:17:30+00:00,latitude,51.74016
2020-01-03T04:18:00+00:00,latitude,51.79933
2020-01-03T04:18:30+00:00,latitude,51.85761
2020-01-03T04:19:00+00:00,latitude,51.91562
2020-01-03T04:19:30+00:00,latitude,51.97408
2020-01-03T04:20:00+00:00,latitude,52.03204
2020-01-03T04:20:30+00:00,latitude,52.09
2020-01-03T04:21:00+00:00,latitude,52.14885
2020-01-03T04:21:30+00:00,latitude,52.20648
2020-01-03T04:22:00+00:00,latitude,52.26453
2020-01-03T04:22:30+00:00,latitude,52.3228
2020-01-03T04:23:00+00:00,latitude,52.38084
2020-01-03T04:23:30+00:00,latitude,52.44007
2020-01-03T04:24:00+00:00,latitude,52.49721
2020-01-03T04:24:30+00:00,latitude,52.5558
2020-01-03T04:25:00+00:00,latitude,52.61143
2020-01-03T04:25:30+00:00,latitude,52.66891
2020-01-03T04:26:00+00:00,latitude,52.72586
2020-01-03T04:26:30+00:00,latitude,52.78194
2020-01-03T04:27:00+00:00,latitude,52.837514999999996
2020-01-03T04:27:30+00:00,latitude,52.89428
2020-01-03T04:28:00+00:00,latitude,52.95047
2020-01-03T04:28:30+00:00,latitude,53.00643
2020-01-03T04:29:00+00:00,latitude,53.0641
2020-01-03T04:29:30+00:00,latitude,53.11941
2020-01-03T04:30:00+00:00,latitude,53.17588
2020-01-03T04:30:30+00:00,latitude,53.23096
2020-01-03T04:31:00+00:00,latitude,53.28821
2020-01-03T04:31:30+00:00,latitude,53.343
2020-01-03T04:32:00+00:00,latitude,53.39961
2020-01-03T04:32:30+00:00,latitude,53.4551
2020-01-03T04:33:00+00:00,latitude,53.50975
2020-01-03T04:33:30+00:00,latitude,53.56505
2020-01-03T04:34:00+00:00,latitude,53.6217
2020-01-03T04:34:30+00:00,latitude,53.67669
2020-01-03T04:35:00+00:00,latitude,53.7317
2020-01-03T04:35:30+00:00,latitude,53.78757
2020-01-03T04:36:00+00:00,latitude,53.84288
2020-01-03T04:36:30+00:00,latitude,53.89966
2020-01-03T04:37:00+00:00,latitude,53.95521
2020-01-03T04:37:30+00:00,latitude,54.01116
2020-01-03T04:38:00+00:00,latitude,54.06689
2020-01-03T04:38:30+00:00,latitude,54.12252
2020-01-03T04:39:00+00:00,latitude,54.17825
2020-01-03T04:39:30+00:00,latitude,54.23331
2020-01-03T04:40:00+00:00,latitude,54.28927
2020-01-03T04:40:30+00:00,latitude,54.34538
2020-01-03T04:41:00+00:00,latitude,54.400475
2020-01-03T04:41:30+00:00,latitude,54.45578
2020-01-03T04:42:00+00:00,latitude,54.51274
2020-01-03T04:42:30+00:00,latitude,54.56676
2020-01-03T04:43:00+00:00,latitude,54.62277
2020-01-03T04:43:30+00:00,latitude,54.67798
2020-01-03T04:44:00+00:00,latitude,54.73435
2020-01-03T04:44:30+00:00,latitude,54.78996
2020-01-03T04:45:00+00:00,latitude,54.84586
2020-01-03T04:45:30+00:00,latitude,54.901669999999996
2020-01-03T04:46:00+00:00,latitude,54.95859
2020-01-03T04:46:30+00:00,latitude,55.013425
2020-01-03T04:47:00+00:00,latitude,55.06934
2020-01-03T04:47:30+00:00,latitude,55.12514
2020-01-03T04:48:00+00:00,latitude,55.18079
2020-01-03T04:48:30+00:00,latitude,55.23712
2020-01-03T04:49:00+00:00,latitude,55.29382
2020-01-03T04:49:30+00:00,latitude,55.35091
2020-01-03T04:50:00+00:00,latitude,55.40881
2020-01-03T04:50:30+00:00,latitude,55.46628
2020-01-03T04:51:00+00:00,latitude,55.52337
2020-01-03T04:51:30+00:00,latitude,55.58153
2020-01-03T04:52:00+00:00,latitude,55.63893
2020-01-03T04:52:30+00:00,latitude,55.69663
2020-01-03T04:53:00+00:00,latitude,55.7538
2020-01-03T04:53:30+00:00,latitude,55.81174
2020-01-03T04:54:00+00:00,latitude,55.86925
2020-01-03T04:54:30+00:00,latitude,55.92777
2020-01-03T04:55:00+00:00,latitude,55.985744999999994
2020-01-03T04:55:30+00:00,latitude,56.04405
2020-01-03T04:56:00+00:00,latitude,56.10173
2020-01-03T04:56:30+00:00,latitude,56.1606
2020-01-03T04:57:00+00:00,latitude,56.21858
2020-01-03T04:57:30+00:00,latitude,56.27644
2020-01-03T04:58:00+00:00,latitude,56.33624
2020-01-03T04:58:30+00:00,latitude,56.39378
2020-01-03T04:59:00+00:00,latitude,56.45199
2020-01-03T04:59:30+00:00,latitude,56.509969999999996
2020-01-03T05:00:00+00:00,latitude,56.56865
2020-01-03T05:00:30+00:00,latitude,56.62731
2020-01-03T05:01:00+00:00,latitude,56.68568
2020-01-03T05:01:30+00:00,latitude,56.74361
2020-01-03T05:02:00+00:00,latitude,56.8023
2020-01-03T05:02:30+00:00,latitude,56.86086
2020-01-03T05:03:00+00:00,latitude,56.91925
2020-01-03T05:03:30+00:00,latitude,56.97775
2020-01-03T05:04:00+00:00,latitude,57.03631
2020-01-03T05:04:30+00:00,latitude,57.09502
2020-01-03T05:05:00+00:00,latitude,57.15321
2020-01-03T05:05:30+00:00,latitude,57.21094
2020-01-03T05:06:00+00:00,latitude,57.26912
2020-01-03T05:06:30+00:00,latitude,57.32754
2020-01-03T05:07:00+00:00,latitude,57.38601
2020-01-03T05:07:30+00:00,latitude,57.44463
2020-01-03T05:08:00+00:00,latitude,57.50272
2020-01-03T05:08:30+00:00,latitude,57.56166
2020-01-03T05:09:00+00:00,latitude,57.61896
2020-01-03T05:09:30+00:00,latitude,57.67744
2020-01-03T05:10:00+00:00,latitude,57.73579
2020-01-03T05:10:30+00:00,latitude,57.79395
2020-01-03T05:11:00+00:00,latitude,57.85186
2020-01-03T05:11:30+00:00,latitude,57.90973
2020-01-03T05:12:00+00:00,latitude,57.96736
2020-01-03T05:12:30+00:00,latitude,58.02667
2020-01-03T05:13:00+00:00,latitude,58.08462
2020-01-03T05:13:30+00:00,latitude,58.14221
2020-01-03T05:14:00+00:00,latitude,58.20122
2020-01-03T05:14:30+00:00,latitude,58.25867
2020-01-03T05:15:00+00:00,latitude,58.31763
2020-01-03T05:15:30+00:00,latitude,58.37622
2020-01-03T05:16:00+00:00,latitude,58.43437
2020-01-03T05:16:30+00:00,latitude,58.4913
2020-01-03T05:17:00+00:00,latitude,58.54889
2020-01-03T05:17:30+00:00,latitude,58.6068
2020-01-03T05:18:00+00:00,latitude,58.664575
2020-01-03T05:18:30+00:00,latitude,58.72216
2020-01-03T05:19:00+00:00,latitude,58.78056
2020-01-03T05:19:30+00:00,latitude,58.83984
2020-01-03T05:20:00+00:00,latitude,58.89702
2020-01-03T05:20:30+00:00,latitude,58.95441
2020-01-03T05:21:00+00:00,latitude,59.01324
2020-01-03T05:21:30+00:00,latitude,59.07083
2020-01-03T05:22:00+00:00,latitude,59.12796
2020-01-03T05:22:30+00:00,latitude,59.18535
2020-01-03T05:23:00+00:00,latitude,59.24346571428571
2020-01-03T05:23:30+00:00,latitude,59.30077
2020-01-03T05:24:00+00:00,latitude,59.358475
2020-01-03T05:24:30+00:00,latitude,59.41676
2020-01-03T05:25:00+00:00,latitude,59.47351
2020-01-03T05:25:30+00:00,latitude,59.53175
2020-01-03T05:26:00+00:00,latitude,59.58915
2020-01-03T05:26:30+00:00,latitude,59.64651
2020-01-03T05:27:00+00:00,latitude,59.704375
2020-01-03T05:27:30+00:00,latitude,59.76292
2020-01-03T05:28:00+00:00,latitude,59.81982
2020-01-03T05:28:30+00:00,latitude,59.87695
2020-01-03T05:29:00+00:00,latitude,59.93391
2020-01-03T05:29:30+00:00,latitude,59.99192
2020-01-03T05:30:00+00:00,latitude,60.04861
2020-01-03T05:30:30+00:00,latitude,60.10625
2020-01-03T05:31:00+00:00,latitude,60.16434
2020-01-03T05:31:30+00:00,latitude,60.22035
2020-01-03T05:32:00+00:00,latitude,60.27775
2020-01-03T05:32:30+00:00,latitude,60.33659
2020-01-03T05:33:00+00:00,latitude,60.393879999999996
2020-01-03T05:33:30+00:00,latitude,60.45085
2020-01-03T05:34:00+00:00,latitude,60.50638
2020-01-03T05:34:30+00:00,latitude,60.56378
2020-01-03T05:35:00+00:00,latitude,60.62045
2020-01-03T05:35:30+00:00,latitude,60.67891
2020-01-03T05:36:00+00:00,latitude,60.7354
2020-01-03T05:36:30+00:00,latitude,60.79285
2020-01-03T05:37:00+00:00,latitude,60.84922
2020-01-03T05:37:30+00:00,latitude,60.90613999999999
2020-01-03T05:38:00+00:00,latitude,60.96304
2020-01-03T05:38:30+00:00,latitude,61.02026
2020-01-03T05:39:00+00:00,latitude,61.07672
2020-01-03T05:39:30+00:00,latitude,61.13429
2020-01-03T05:40:00+00:00,latitude,61.19128
2020-01-03T05:40:30+00:00,latitude,61.24915
2020-01-03T05:41:00+00:00,latitude,61.30582
2020-01-03T05:41:30+00:00,latitude,61.3618
2020-01-03T05:42:00+00:00,latitude,61.41911
2020-01-03T05:42:30+00:00,latitude,61.47478
2020-01-03T05:43:00+00:00,latitude,61.53177
2020-01-03T05:43:30+00:00,latitude,61.58835
2020-01-03T05:44:00+00:00,latitude,61.64471
2020-01-03T05:44:30+00:00,latitude,61.70122
2020-01-03T05:45:00+00:00,latitude,61.75864
2020-01-03T05:45:30+00:00,latitude,61.8142
2020-01-03T05:46:00+00:00,latitude,61.87079
2020-01-03T05:46:30+00:00,latitude,61.92755
2020-01-03T05:47:00+00:00,latitude,61.98431
2020-01-03T05:47:30+00:00,latitude,62.04007
2020-01-03T05:48:00+00:00,latitude,62.09645
2020-01-03T05:48:30+00:00,latitude,62.15208
2020-01-03T05:49:00+00:00,latitude,62.20883
2020-01-03T05:49:30+00:00,latitude,62.26497
2020-01-03T05:50:00+00:00,latitude,62.32153
2020-01-03T05:50:30+00:00,latitude,62.37748
2020-01-03T05:51:00+00:00,latitude,62.43423
2020-01-03T05:51:30+00:00,latitude,62.49019
2020-01-03T05:52:00+00:00,latitude,62.54745
2020-01-03T05:52:30+00:00,latitude,62.60326
2020-01-03T05:53:00+00:00,latitude,62.65954
2020-01-03T05:53:30+00:00,latitude,62.71642
2020-01-03T05:54:00+00:00,latitude,62.77229
2020-01-03T05:54:30+00:00,latitude,62.82867
2020-01-03T05:55:00+00:00,latitude,62.885
2020-01-03T05:55:30+00:00,latitude,62.94133
2020-01-03T05:56:00+00:00,latitude,62.99858
2020-01-03T05:56:30+00:00,latitude,63.05426
2020-01-03T05:57:00+00:00,latitude,63.11045
2020-01-03T05:57:30+00:00,latitude,63.16599
2020-01-03T05:58:00+00:00,latitude,63.22188
2020-01-03T05:58:30+00:00,latitude,63.27753
2020-01-03T05:59:00+00:00,latitude,63.33376
2020-01-03T05:59:30+00:00,latitude,63.38928
2020-01-03T06:00:00+00:00,latitude,63.44481
2020-01-03T06:00:30+00:00,latitude,63.50029
2020-01-03T06:01:00+00:00,latitude,63.555440000000004
2020-01-03T06:01:30+00:00,latitude,63.6113
2020-01-03T06:02:00+00:00,latitude,63.66633
2020-01-03T06:02:30+00:00,latitude,63.72135
2020-01-03T06:03:00+00:00,latitude,63.77447
2020-01-03T06:03:30+00:00,latitude,63.82763
2020-01-03T06:04:00+00:00,latitude,63.87865
2020-01-03T06:04:30+00:00,latitude,63.93114
2020-01-03T06:05:00+00:00,latitude,63.98293
2020-01-03T06:05:30+00:00,latitude,64.03456
2020-01-03T06:06:00+00:00,latitude,64.08614
2020-01-03T06:06:30+00:00,latitude,64.13832
2020-01-03T06:07:00+00:00,latitude,64.18976
2020-01-03T06:07:30+00:00,latitude,64.24242
2020-01-03T06:08:00+00:00,latitude,64.29391
2020-01-03T06:08:30+00:00,latitude,64.34557
2020-01-03T06:09:00+00:00,latitude,64.39755
2020-01-03T06:09:30+00:00,latitude,64.44905
2020-01-03T06:10:00+00:00,latitude,64.50092
2020-01-03T06:10:30+00:00,latitude,64.55264
2020-01-03T06:11:00+00:00,latitude,64.60436
2020-01-03T06:11:30+00:00,latitude,64.65566
