care_site_id,care_site_short_name,stay_type,date,n_visit,c,c_hat,legend_predictor,legend_model
8312052888,HOSPITAL 3,All,2014-02,9895.0,0.2081546996471782,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2014-03,10603.0,0.22304843662041743,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2014-04,10168.0,0.2138976236495713,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2014-05,11040.0,0.2322413222945778,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2014-06,12095.0,0.2544346732928368,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2014-07,11214.0,0.23590164748291625,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2014-08,7415.0,0.15598454753752666,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2014-09,12370.0,0.2602196699985442,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2014-10,12640.0,0.2658994849459659,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2014-11,11305.0,0.23781595548371395,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2014-12,11126.0,0.23405044853708992,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2015-01,14719.0,0.30963406004111327,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2015-02,12743.0,0.268066229166649,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2015-03,14057.0,0.29570799524410146,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2015-04,13438.0,0.2826864935683457,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2015-05,12051.0,0.25350907381992366,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2015-06,14892.0,0.3132733488777946,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2015-07,14242.0,0.2995997203006682,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2015-08,8908.0,0.18739182056160317,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2015-09,14454.0,0.3040594268519771,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2015-10,14636.0,0.3078880428535725,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2015-11,15019.0,0.3159449655382486,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2015-12,14650.0,0.3081825517767722,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2016-01,13810.0,0.29051201638479346,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2016-02,13525.0,0.2845166561625149,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2016-03,14619.0,0.30753042487540155,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2016-04,13931.0,0.2930574149353047,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2016-05,13583.0,0.28573676455862773,0.0,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2016-06,37501.0,0.7888842234935655,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2016-07,49133.0,1.0335790659691568,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2016-08,31462.0,0.6618456958362325,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2016-09,51757.0,1.0887784527174333,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2016-10,46177.0,0.9713956104707173,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2016-11,44953.0,0.9456471160424055,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2016-12,37351.0,0.7857287707449978,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2017-01,44169.0,0.9291546163432253,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2017-02,36619.0,0.7703301613319877,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2017-03,42981.0,0.9041634305745696,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2017-04,36483.0,0.7674692175066198,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2017-05,43771.0,0.9207821483836925,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2017-06,41135.0,0.8653303254155306,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2017-07,40924.0,0.8608916552158788,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2017-08,28382.0,0.5970537327323104,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2017-09,37151.0,0.7815215004135743,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2017-10,38071.0,0.8008749439381224,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2017-11,37472.0,0.788274169295509,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2017-12,31542.0,0.6635286039688019,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2018-01,40916.0,0.8607233644026219,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2018-02,33895.0,0.7130271394179996,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2018-03,37426.0,0.7873064971192816,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2018-04,33223.0,0.6988907111044165,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2018-05,34136.0,0.7180969001673648,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2018-06,36282.0,0.7632409108235392,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2018-07,35427.0,0.7452548301567036,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2018-08,25471.0,0.5358169130584413,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2018-09,34068.0,0.7166664282546809,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2018-10,39583.0,0.8326819076436842,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2018-11,35195.0,0.7403743965722523,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2018-12,29960.0,0.630249095647242,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2019-01,39909.0,0.8395397582839045,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2019-02,35910.0,0.7554153880070914,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2019-03,36922.0,0.7767041758840943,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2019-04,35176.0,0.7399747058907671,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2019-05,33826.0,0.7115756311536584,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2019-06,32965.0,0.6934633323768802,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2019-07,33951.0,0.7142051751107981,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2019-08,23787.0,0.5003916968678552,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2019-09,33363.0,0.701835800336413,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2019-10,35879.0,0.7547632611057208,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2019-11,32357.0,0.6806732305693527,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2019-12,26992.0,0.567813203928917,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2020-01,36196.0,0.761431784581027,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2020-02,33727.0,0.7094930323396038,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2020-03,25236.0,0.5308733704190186,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2020-04,13975.0,0.29398301440821784,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2020-05,23147.0,0.48692843180730006,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2020-06,29737.0,0.6255579892277048,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2020-07,29235.0,0.6149977406958317,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2020-08,22034.0,0.4635149724129282,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2020-09,32692.0,0.6877204083744871,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2020-10,30682.0,0.6454373415436808,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2020-11,25728.0,0.5412232554343205,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2020-12,23544.0,0.4952798634151757,0.6999058572093837,Predictor c(t),Model f(t)
8312052888,HOSPITAL 3,All,2021-01,33504.0,0.7048019259200665,0.6999058572093837,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2009-01,4935.0,0.14442797741128868,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2009-02,4173.0,0.12212724412103498,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2009-03,4529.0,0.13254595941149472,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2009-04,4150.0,0.12145412487474123,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2009-05,3970.0,0.116186235121138,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2009-06,4293.0,0.12563917062343713,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2009-07,3803.0,0.11129880407196167,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2009-08,3019.0,0.08835421758960092,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2009-09,4379.0,0.12815605128349203,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2009-10,4550.0,0.1331605465494151,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2009-11,4192.0,0.122683299150582,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2009-12,4083.0,0.11949329924423337,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2010-01,8105.0,0.23720136918307896,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2010-02,7018.0,0.20538916828215278,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2010-03,7481.0,0.21893935137058776,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2010-04,6490.0,0.18993669167158328,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2010-05,6326.0,0.185137058784967,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2010-06,7039.0,0.20600375542007315,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2010-07,5934.0,0.17366476554378663,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2010-08,4791.0,0.1402136656084061,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2010-09,6188.0,0.18109834330720453,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2010-10,6542.0,0.1914585264892909,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2010-11,6273.0,0.18358595791307272,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2010-12,5254.0,0.15376384869684107,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2011-01,6717.0,0.1965800859719607,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2011-02,5514.0,0.16137302278537907,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2011-03,6548.0,0.191634122814411,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2011-04,5787.0,0.16936265557834398,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2011-05,6254.0,0.18302990288352572,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2011-06,5656.0,0.1655288024798883,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2011-07,4799.0,0.14044779404189958,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2011-08,4076.0,0.11928843686492657,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2011-09,6426.0,0.18806366420363546,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2011-10,6564.0,0.19210237968139796,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2011-11,6555.0,0.19183898519371778,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2011-12,5942.0,0.17389889397728012,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2012-01,7947.0,0.2325773326215828,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2012-02,6862.0,0.20082366382902997,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2012-03,7072.0,0.20696953520823375,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2012-04,6463.0,0.1891465082085428,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2012-05,6482.0,0.18970256323808982,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2012-06,7067.0,0.20682320493730033,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2012-07,6218.0,0.18197632493280508,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2012-08,5027.0,0.14712045439646368,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2012-09,6241.0,0.1826494441790988,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2012-10,7583.0,0.22192448889762958,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2012-11,9363.0,0.27401806534992823,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2012-12,8208.0,0.2402157727643075,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2013-01,10056.0,0.2942994409013007,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2013-02,9116.0,0.26678934996581716,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2013-03,9921.0,0.29034852358609825,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2013-04,10095.0,0.2954408170145814,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2013-05,9550.0,0.27949081748283827,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2013-06,10049.0,0.2940945785219939,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2013-07,10079.0,0.29497256014759443,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2013-08,7545.0,0.22081237883853558,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2013-09,9598.0,0.28089558808379916,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2013-10,10409.0,0.30463035802920035,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2013-11,9305.0,0.27232063420710056,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2013-12,10031.0,0.2935677895466336,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2014-01,11682.0,0.34188604500884995,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2014-02,10162.0,0.2974016426450893,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2014-03,10823.0,0.3167465044624878,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2014-04,10224.0,0.29921613800466373,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2014-05,10198.0,0.2984552205958099,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2014-06,10834.0,0.3170684310585413,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2014-07,10744.0,0.31443448618173975,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2014-08,8169.0,0.23907439665102678,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2014-09,10479.0,0.3066789818222683,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2014-10,11614.0,0.33989595332415534,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2014-11,10719.0,0.3137028348270726,0.0,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2014-12,38182.0,1.1174364809559927,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2015-01,36144.0,1.0577922625235294,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2015-02,29772.0,0.871308965245975,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2015-03,33152.0,0.9702282283969691,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2015-04,28932.0,0.8467254797291599,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2015-05,25589.0,0.7488890605830731,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2015-06,29005.0,0.8488619016847879,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2015-07,24577.0,0.7192718137461483,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2015-08,18473.0,0.5406318189906253,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2015-09,24928.0,0.7295441987656747,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2015-10,26571.0,0.7776283257943974,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2015-11,25688.0,0.7517863999475549,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2015-12,24244.0,0.7095262177019823,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2016-01,28408.0,0.8313900673353372,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2016-02,28198.0,0.8252441959561334,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2016-03,27862.0,0.8154108017494074,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2016-04,25846.0,0.7564104365090512,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2016-05,25106.0,0.7347535564109045,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2016-06,24558.0,0.7187157587166013,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2016-07,20736.0,0.6068608996150926,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2016-08,18568.0,0.5434120941383603,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2016-09,23552.0,0.6892741082047965,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2016-10,22684.0,0.6638711731707543,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2016-11,21637.0,0.6332296144372955,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2016-12,21110.0,0.6178064038809127,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2017-01,24351.0,0.7126576854999576,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2017-02,20982.0,0.614060348945017,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2017-03,24256.0,0.7098774103522225,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2017-04,19758.0,0.578238698620515,0.6596377748107933,Predictor c(t),Model f(t)
8312006712,HOSPITAL 2,All,2017-05,22216.0,0.6501746598113859,0.6596377748107933,Predictor c(t),Model f(t)
