Unnamed: 0,person_id,departure_time,from_x,from_y,to_x,to_y,simulated_travel_time,validated_travel_time,simulated_distance,validated_distance,id,line_name,points
107,87996,23510,339307.11,5677763.165,365279.2,5678269.03,2170,1830,32493.05,32427,107,expected,points
108,2693,57122,347024.24,5673292.765,350158.77,5685024.67,1903,1561,18363.52,26407,108,expected,points
109,68532,70804,345510.23,5679455.255,344916.545,5676705.0,411,457,3650.39,3645,109,expected,points
110,40893,39609,347615.72,5677873.555,343598.2,5677628.575,694,781,5377.74,5205,110,expected,points
111,146555,23231,352966.48,5664848.275,353031.73,5667461.105,579,475,4631.16,4394,111,expected,points
112,228557,44078,350421.77,5671410.53,348705.475,5674817.7,597,573,5636.79,4889,112,expected,points
113,6756,71670,345785.63,5676649.87,346539.31,5677224.46,284,233,2814.4,1382,113,expected,points
114,178944,67608,341700.335,5679420.31,330439.755,5663427.68,1556,1563,24309.61,29970,114,expected,points
115,24434,71747,352786.17,5674920.605,346970.84,5676276.655,702,862,7628.02,7594,115,expected,points
116,86160,18413,341718.465,5679233.495,344998.56,5677113.325,512,669,5570.64,5481,116,expected,points
117,136832,51205,352128.6,5675050.445,352811.335,5674569.77,142,142,1297.07,1235,117,expected,points
118,243813,62048,344790.585,5677473.045,343392.705,5676096.3,356,365,2867.07,3284,118,expected,points
119,187880,32030,371281.65,5680543.29,350670.36,5675655.845,1469,1748,25423.45,27744,119,expected,points
120,168856,58843,341852.87,5676659.065,336924.165,5675678.695,1276,1306,10099.22,12279,120,expected,points
121,122009,56576,357240.265,5670420.83,347671.195,5678756.175,1423,1538,16149.0,15744,121,expected,points
122,88214,58675,343805.76,5680246.715,339526.075,5677999.005,680,751,8151.92,9183,122,expected,points
123,117716,64828,348126.72,5678993.805,350949.315,5677142.865,571,427,4025.48,3787,123,expected,points
124,269051,45552,344816.005,5674361.805,345242.045,5676754.615,645,505,3441.29,3130,124,expected,points
125,129814,67844,341716.805,5675834.11,338611.385,5680183.935,1120,981,10957.35,11324,125,expected,points
126,119454,55697,346611.11,5677215.33,347218.22,5677846.86,149,219,1575.68,1393,126,expected,points
127,221964,53305,346196.48,5682157.845,360415.035,5698760.06,1451,1081,24144.05,23931,127,expected,points
128,204470,61043,361448.26,5640607.88,345939.41,5678909.345,2797,3086,49622.54,62266,128,expected,points
129,125648,54655,373972.52,5680729.54,352695.44,5674957.5,1462,1858,25353.0,28035,129,expected,points
130,247307,32450,324529.155,5704686.08,342218.43,5679203.99,2193,2276,40241.2,44018,130,expected,points
131,274917,54413,345761.485,5676711.555,365452.265,5621271.245,3407,3773,66735.2899999999,71724,131,expected,points
132,150911,36865,357821.855,5679772.835,347960.705,5676035.665,1450,1420,14777.34,14132,132,expected,points
133,255339,54089,338462.82,5676771.23,339013.855,5677736.125,200,273,1843.39,2170,133,expected,points
134,2446,70788,321397.55,5672828.595,346544.84,5677047.455,1700,1892,31896.59,33915,134,expected,points
135,230321,62478,344210.355,5683059.025,345953.065,5715701.435,1913,2302,41669.47,41592,135,expected,points
136,130495,46795,345293.485,5677093.31,340874.775,5687283.225,1312,1392,19109.15,19193,136,expected,points
137,259975,61373,358191.46,5645378.77,345367.96,5676645.9,2016,2369,41403.64,41296,137,expected,points
138,176093,22045,341516.97,5668855.915,345785.63,5676649.87,1458,1105,12038.97,12651,138,expected,points
139,56492,69217,345104.82,5677017.91,346691.875,5678551.385,388,558,3201.3,3175,139,expected,points
140,276525,32843,352610.585,5663614.94,353427.755,5666497.605,420,472,4744.58,4361,140,expected,points
141,150387,40165,346076.44,5680259.725,344744.55,5674670.87,871,833,7481.07,6871,141,expected,points
142,25030,74265,346970.84,5676276.655,344937.190132444,5676145.92931844,301,379,2729.59,2733,142,expected,points
143,189278,64490,347414.61,5673699.09,345054.405,5675783.03,580,660,4751.48,4633,143,expected,points
144,85926,48426,334171.025,5682446.49,343301.495,5680644.265,843,925,13923.48,15242,144,expected,points
145,192519,31097,372874.375,5671950.71,347868.09,5681405.565,2659,2799,38554.54,47411,145,expected,points
146,221277,36876,339763.43,5677332.835,337522.62,5674925.745,372,523,4384.84,4694,146,expected,points
147,276884,32675,353192.06,5676682.61,350048.85,5671296.725,832,1080,11545.84,11390,147,expected,points
148,219126,59057,345126.925,5677944.05,351368.675,5697621.6,1877,1680,26030.08,24592,148,expected,points
149,41729,66624,348643.425,5677306.835,349212.915,5677774.245,153,250,1243.97,1087,149,expected,points
150,175558,55510,340517.5,5672446.2,347960.705,5676035.665,1240,1300,13561.01,11958,150,expected,points
151,122816,30287,352167.01,5675333.175,347204.725,5673875.025,640,682,6859.03,11937,151,expected,points
152,87074,41965,340417.46,5677574.92,341064.415,5678115.62,135,315,1217.95,1939,152,expected,points
153,58297,25149,346621.68,5683623.71,345682.1,5682243.305,367,357,3379.95,2837,153,expected,points
154,74383,69593,344485.165,5677027.325,345322.09,5677794.03,247,273,1838.54,1599,154,expected,points
155,99079,36845,351396.935,5669577.085,351276.535,5670187.685,149,247,1278.88,1428,155,expected,points
156,17033,21970,344714.815,5675130.725,354143.695,5670100.165,811,769,12483.01,13528,156,expected,points
157,135011,41465,349032.05,5675699.98,348422.83,5681697.195,867,975,8275.6,9455,157,expected,points
158,34676,77051,363089.935,5682415.525,349280.55,5674786.165,1642,1776,19652.07,21176,158,expected,points
159,160037,62011,352688.56,5669098.665,321469.91,5676012.99,2233,2413,42012.57,43159,159,expected,points
160,244520,35399,335502.485,5703316.8,345530.095,5675521.855,1996,2182,40987.64,40094,160,expected,points
161,156121,77301,347528.075,5678372.245,351143.745,5684729.47,884,897,10227.4,10254,161,expected,points
162,185127,60441,346247.89,5676386.285,345141.0,5677365.955,610,480,3948.9,3240,162,expected,points
163,123814,74108,356300.29,5674345.615,353470.26,5674158.13,404,495,3529.53,4727,163,expected,points
164,226052,71273,338497.33,5672912.325,344677.065,5677089.5,1007,910,10675.74,12868,164,expected,points
165,125503,71435,354787.335,5672563.875,350597.15,5679387.42,1098,933,10594.03,10216,165,expected,points
166,4900,57676,341453.655,5679681.255,340556.275,5679013.63,212,287,1999.85,1883,166,expected,points
167,136124,75473,352679.9,5674461.01,357198.795,5675564.705,594,733,6269.78,7353,167,expected,points
168,127540,23616,340051.02,5680677.9,339013.855,5677736.125,434,524,4557.23,4940,168,expected,points
169,178693,31211,339013.855,5677736.125,339763.43,5677332.835,271,357,2873.33,2260,169,expected,points
170,149693,77971,343143.375,5677967.67,358524.305,5678917.55,1723,1536,18699.69,24458,170,expected,points
171,180115,19563,334331.52,5665223.885,345384.18,5683687.27,2023,1719,27734.53,35636,171,expected,points
172,112356,51020,355741.165,5671001.595,351488.45,5671496.435,754,618,4835.21,5351,172,expected,points
173,267431,45596,354880.655,5665584.79,353503.08,5667343.605,217,229,2542.47,2536,173,expected,points
174,252819,29083,334433.245,5688274.05,348003.49,5678846.44,1555,1700,20371.74,20892,174,expected,points
175,243710,79985,346328.8,5675739.63,345506.89,5693742.49,1177,1369,22712.71,22815,175,expected,points
176,109233,59478,375299.195,5707376.995,344606.74,5677493.225,2193,2533,50910.15,49553,176,expected,points
177,19707,34108,344674.9,5674765.53,334313.795,5683072.745,1076,1153,18122.35,18088,177,expected,points
178,248302,48540,353727.5,5669947.9,344204.945,5674761.01,917,823,13145.67,12979,178,expected,points
179,62934,67956,345602.57,5676724.515,343803.655,5680107.225,527,612,4180.07,5205,179,expected,points
180,273344,53142,344432.33,5682782.15,354540.815,5664665.02,1927,1822,28245.53,26466,180,expected,points
181,88513,68562,358254.015,5703225.415,339752.5,5677912.665,2066,2209,38280.39,39628,181,expected,points
182,38498,52533,344321.175,5700950.91,340570.65,5679301.38,1800,1806,30227.63,31965,182,expected,points
183,270073,47747,342811.97,5676660.855,348660.77,5662722.995,2008,1707,20546.92,20050,183,expected,points
184,188432,43123,345069.1,5678569.37,343126.33,5675978.145,395,533,4712.99,4532,184,expected,points
185,122816,46583,347204.725,5673875.025,352167.01,5675333.175,763,766,7195.47,6840,185,expected,points
186,182130,31210,346312.605,5659524.26,346172.645,5678683.92,1979,1827,23460.09,27977,186,expected,points
187,253265,63675,340205.495,5678517.96,334571.265,5693811.32,1202,1342,28973.04,24529,187,expected,points
188,102712,69842,356910.435,5664678.1,353031.73,5667461.105,607,643,6308.39,6239,188,expected,points
189,105946,54918,356946.57,5664198.32,351022.265,5670085.625,815,1072,9720.29,10512,189,expected,points
190,203114,37878,401420.625,5710206.75,346145.955,5683883.79,3041,3388,70913.6500000001,73376,190,expected,points
191,236095,61242,344332.12,5673640.33,340724.065,5702996.66,2535,2511,37994.09,48239,191,expected,points
192,29527,29466,349234.54,5674228.85,349853.69,5679412.285,891,1077,8536.13,8611,192,expected,points
193,222943,79893,361652.315,5716436.27,344311.495,5682714.565,1848,2136,50691.03,50196,193,expected,points
194,206345,24171,380956.0,5709220.44,344967.29,5678760.18,2851,2694,55315.39,54151,194,expected,points
195,172285,70273,338813.385,5673023.83,343559.185,5677767.56,924,828,11152.71,9627,195,expected,points
196,61889,36240,344776.08,5677052.635,345511.51,5677323.125,186,262,1375.34,1916,196,expected,points
197,138800,66850,346069.325,5681500.185,350616.455,5671653.31,1685,1461,13106.98,12684,197,expected,points
198,263100,60830,340746.7,5678283.945,351987.91,5654038.045,2816,2001,33655.37,41958,198,expected,points
199,158333,35001,344293.53,5683126.625,351758.815,5698073.74,1107,1234,19448.4,19597,199,expected,points
200,105746,48830,354585.875,5665411.545,353754.815,5667156.75,240,260,2712.14,2432,200,expected,points
201,159131,83217,344699.095,5677442.695,348363.49,5690570.64,937,1093,19586.42,18925,201,expected,points
202,273564,64537,348067.985,5678533.21,370922.585,5676488.325,2376,1910,28744.96,29021,202,expected,points
203,143249,37574,345670.445,5673158.845,345336.315,5675475.555,340,469,2864.52,3739,203,expected,points
204,47023,64904,344475.635,5679945.14,347389.49,5679471.99,501,500,4342.1,4889,204,expected,points
205,114512,50952,342265.13,5676455.775,346203.07,5677201.875,833,933,7181.01,6858,205,expected,points
206,214774,53486,343476.45,5681084.94,344488.465,5679642.9,148,169,2434.31,2407,206,expected,points
207,167044,49467,346176.695,5677000.16,345315.125,5678247.245,336,242,1763.8,1636,207,expected,points
208,108190,24544,352149.955,5670343.885,344923.35,5678074.98,1858,1150,14959.97,14261,208,expected,points
209,255501,47715,344812.135,5675318.155,345981.11,5678284.935,736,597,3929.6,3802,209,expected,points
210,189528,47877,346567.995,5675858.915,341512.27,5678565.935,701,778,7113.54,7189,210,expected,points
211,94824,50806,347644.78,5672716.28,367582.98,5678377.18,944,1293,24095.2,23716,211,expected,points
212,253420,65446,342350.695,5677839.51,337257.045,5680988.835,842,0,6896.95,0,212,expected,points
213,118300,62595,349248.725,5677230.495,355788.77,5671508.335,1256,1234,10869.04,11409,213,expected,points
214,173092,21897,338420.91,5671163.325,344244.995,5683011.145,1663,1252,18457.1,27548,214,expected,points
215,11312,49446,344965.12,5674629.55,358909.965,5655617.52,1135,1337,28576.04,28478,215,expected,points
216,148615,30448,352764.94,5660455.445,348299.935,5678898.895,1988,1825,27470.25,26728,216,expected,points
217,39230,61463,355014.95,5643479.995,346591.08,5676054.95,1894,2203,40188.91,39999,217,expected,points
218,262021,66460,342995.895,5677593.915,357421.47,5648544.155,2292,2182,40639.41,41479,218,expected,points
219,195656,47176,345767.105,5678030.85,345808.28,5676958.32,218,213,1557.21,1429,219,expected,points
220,129736,49980,338591.98,5680802.93,344725.36,5678214.34,908,1050,9942.16,10766,220,expected,points
221,244878,69400,344511.84,5676655.955,335373.96,5702860.05,1679,0,37364.99,0,221,expected,points
222,177556,44651,343710.79,5675262.225,344923.01,5675463.79,333,310,1611.38,1583,222,expected,points
223,48325,72267,370210.355,5679644.015,347312.815,5674310.305,1202,1264,26568.51,26532,223,expected,points
224,149687,56825,357381.545,5679094.535,345276.325,5676193.385,1596,1693,16961.02,25243,224,expected,points
225,158019,62591,343195.53,5682659.52,352719.535,5687108.52,1232,1158,13927.46,15091,225,expected,points
226,208327,25575,362139.075,5700786.715,344405.315066429,5676401.85715914,2104,1711,36850.14,36191,226,expected,points
227,91118,78131,345728.045,5679812.645,346391.71,5671580.505,990,950,11810.54,10113,227,expected,points
228,109234,23242,350631.62,5670291.615,356461.485,5670962.865,604,641,6812.79,6679,228,expected,points
229,30660,43407,349070.73,5674099.865,356584.25,5663451.96,839,998,16677.99,16764,229,expected,points
230,220077,61946,343234.18,5675833.215,371273.645,5718247.88,4038,3590,64748.46,70662,230,expected,points
231,198146,66259,346271.795,5672613.98,363370.255,5669998.97,1680,1790,23799.38,28208,231,expected,points
232,86773,70414,331911.185,5686409.1,342721.23,5678119.46,1116,1037,19867.17,20648,232,expected,points
233,169218,36519,335691.62,5677749.97,345043.865,5677186.925,1101,1135,12603.56,16222,233,expected,points
234,123225,56168,355396.01,5670414.765,352644.565,5674864.015,779,782,6166.19,6587,234,expected,points
235,59702,38231,344298.27,5674030.525,351425.285,5690833.48,1471,1487,21498.92,23257,235,expected,points
236,175879,45427,348681.325,5671145.54,342210.935,5672022.905,662,787,11986.17,11802,236,expected,points
237,32492,40566,348422.83,5681697.195,345686.635,5681588.12,489,578,4430.3,4733,237,expected,points
238,47570,30380,345777.89,5679339.445,375921.32,5704843.315,1877,2292,47248.2,45462,238,expected,points
239,110462,36973,351032.44,5672619.33,351362.495,5650349.995,1254,1467,30463.13,31095,239,expected,points
240,210663,54597,360019.42,5700398.765,347387.965,5677820.69,1461,1650,30194.32,29796,240,expected,points
241,45373,20290,347755.06,5678782.195,357812.3,5645840.0,2422,2398,40575.36,42166,241,expected,points
242,14991,65458,343718.76,5675078.375,345688.165,5677190.395,578,658,4103.69,4688,242,expected,points
243,28772,35888,347170.68,5676266.07,346861.31,5675986.31,202,208,1216.23,1163,243,expected,points
244,171014,59236,342773.575,5677746.38,343126.33,5675978.145,439,410,4230.83,3756,244,expected,points
245,127180,43772,341887.3,5678928.5,339177.035,5678844.185,317,346,3692.21,3564,245,expected,points
246,147278,42788,344720.875,5680503.015,352954.795,5664455.97,1658,1665,22694.8,22987,246,expected,points
247,50137,45251,344710.18,5681495.48,356495.845,5670569.33,1575,1855,19246.95,19489,247,expected,points
248,75927,68581,357856.425,5664887.925,342203.845,5685655.935,2100,1880,34636.39,39428,248,expected,points
249,32492,64802,348784.6,5676715.475,347416.58,5677414.53,235,304,2249.67,1934,249,expected,points
250,133214,69812,344121.885,5674260.88,353479.805,5677243.76,1238,1005,16391.19,16674,250,expected,points
251,180630,41609,330833.695,5657128.92,344357.385,5677544.64,1437,1814,32868.79,33749,251,regression,points
252,165580,42211,346244.865,5682632.7,392975.845,5707934.49,2446,3090,64920.95,66420,252,regression,points
253,153694,20995,348673.48,5684476.425,345974.995,5683659.09,365,401,3481.88,3784,253,regression,points
254,128458,81764,343473.895,5678589.475,339046.265,5679434.63,578,547,6784.77,6090,254,regression,points
255,95528,44951,347258.375,5681321.915,348075.2,5684809.915,518,682,5966.67,6520,255,regression,points
256,177441,20581,342243.555,5667867.815,349199.46,5675286.535,1457,1301,14738.24,17873,256,regression,points
257,155860,40991,348333.53,5686505.455,345293.485,5677093.31,1176,1114,13281.01,12704,257,regression,points
258,35940,72375,347363.565,5677604.45,346789.755,5676946.605,258,279,1717.62,1479,258,regression,points
259,226753,52802,345328.96,5677933.77,356846.87,5643809.445,2230,2736,41662.41,42132,259,regression,points
260,90217,45384,348217.045,5671241.055,351142.415,5670361.91,419,392,4176.91,4737,260,regression,points
261,139679,59412,356274.385,5668192.21,351456.18,5668658.315,957,917,7898.41,7710,261,regression,points
262,18960,31913,344070.12,5673598.91,321469.91,5676012.99,1380,1868,33070.09,35454,262,regression,points
263,180056,57925,343961.225,5675674.535,336076.545,5667062.92,1072,1247,16354.88,16408,263,regression,points
264,78589,51833,343258.32,5687340.815,342294.365,5685754.52,237,315,2215.64,2870,264,regression,points
265,114824,53625,350211.76,5670710.6,348143.205,5675341.47,898,814,9732.51,9182,265,regression,points
266,109520,42800,355350.35,5671476.185,346296.595,5677275.155,1226,0,13803.95,0,266,regression,points
267,53103,28741,345850.105,5682900.61,352828.8,5699500.48,1399,1360,20356.75,20311,267,regression,points
268,274117,43408,342600.12,5682907.635,400707.225,5644932.665,4580,4530,94899.29,102278,268,regression,points
269,106206,35448,353066.69,5666104.855,353130.85,5668470.65,367,373,3523.75,3088,269,regression,points
270,256792,37754,325470.385,5688877.385,344303.545,5674602.045,1641,1965,30672.53,35137,270,regression,points
271,95799,19810,347407.77,5672741.325,347528.075,5678372.245,757,776,6752.64,6656,271,regression,points
272,107164,21633,351348.72,5670814.925,336318.3,5670998.95,1269,1126,23341.93,23697,272,regression,points
273,147529,59100,347595.57,5676006.89,352817.13,5662129.2,1392,1245,19344.61,20482,273,regression,points
274,272956,39182,370980.76,5646816.325,347718.42,5678620.105,2601,3082,51970.81,53261,274,regression,points
275,129625,46844,341898.85,5678386.925,338277.365,5680932.415,586,536,5442.8,5352,275,regression,points
276,197938,58420,345692.79,5677316.94,345334.315,5677005.45,187,191,998.14,946,276,regression,points
277,112121,68468,345334.315,5677005.45,351187.575,5670450.86,1108,948,12878.07,12588,277,regression,points
