Unnamed: 0,date,value,Region
263,2008,10849.1647711196,East Asia & Pacific
264,2007,10414.528093879,East Asia & Pacific
265,2006,9707.26083107158,East Asia & Pacific
266,2005,9136.92993519005,East Asia & Pacific
267,2004,8650.99521092836,East Asia & Pacific
268,2003,8196.98005839381,East Asia & Pacific
269,2002,7833.34978929046,East Asia & Pacific
270,2001,7529.67952809262,East Asia & Pacific
271,2000,7328.93494512629,East Asia & Pacific
272,1999,6996.59225386211,East Asia & Pacific
273,1998,6792.56738756288,East Asia & Pacific
274,1997,6882.37444337543,East Asia & Pacific
275,1996,6668.02580546492,East Asia & Pacific
276,1995,6354.64630567504,East Asia & Pacific
277,1994,6047.28972898213,East Asia & Pacific
278,1993,5775.16547390629,East Asia & Pacific
279,1992,5564.92262749239,East Asia & Pacific
280,1991,5363.44277498896,East Asia & Pacific
281,1990,5160.14843128728,East Asia & Pacific
300,2021,62042.6616271207,North America
301,2020,58719.1571894522,North America
302,2019,61114.5127609816,North America
303,2018,60097.0985344064,North America
304,2017,58746.9576152313,North America
305,2016,57818.887914757,North America
306,2015,57338.9672566915,North America
307,2014,56336.3018749086,North America
308,2013,55471.0282233873,North America
309,2012,54844.6964528989,North America
310,2011,54059.6875907699,North America
311,2010,53567.1632902456,North America
312,2009,52588.1490577686,North America
313,2008,54497.3072245245,North America
314,2007,54915.9020719539,North America
315,2006,54346.2132943969,North America
316,2005,53395.3711478822,North America
317,2004,52088.9154369043,North America
318,2003,50654.5763072519,North America
319,2002,49744.3141501011,North America
320,2001,49325.836491858,North America
321,2000,49315.6450117381,North America
322,1999,47863.4272711038,North America
323,1998,46172.8453726424,North America
324,1997,44716.2421839207,North America
325,1996,43321.7814834309,North America
326,1995,42230.5622990058,North America
327,1994,41612.56891487,North America
328,1993,40489.7315076577,North America
329,1992,39919.6270468012,North America
330,1991,39092.2714191448,North America
331,1990,39657.7616794072,North America
