date,label,month,quarter,sourceDataset,updateDate,value,year
1996 APR,1996 APR,April,,MM23,2019-04-16T23:00:00.000Z,2.5,1996
1996 MAY,1996 MAY,May,,MM23,2019-04-16T23:00:00.000Z,2.7,1996
1996 JUN,1996 JUN,June,,MM23,2019-04-16T23:00:00.000Z,2.6,1996
1996 JUL,1996 JUL,July,,MM23,2019-04-16T23:00:00.000Z,3.0,1996
1996 AUG,1996 AUG,August,,MM23,2019-04-16T23:00:00.000Z,3.0,1996
1996 SEP,1996 SEP,September,,MM23,2019-04-16T23:00:00.000Z,3.6,1996
1996 OCT,1996 OCT,October,,MM23,2019-04-16T23:00:00.000Z,3.9,1996
1996 NOV,1996 NOV,November,,MM23,2019-04-16T23:00:00.000Z,3.8,1996
1996 DEC,1996 DEC,December,,MM23,2019-04-16T23:00:00.000Z,3.9,1996
1997 JAN,1997 JAN,January,,MM23,2015-10-12T23:00:00.000Z,3.7,1997
1997 FEB,1997 FEB,February,,MM23,2015-10-12T23:00:00.000Z,3.9,1997
1997 MAR,1997 MAR,March,,MM23,2015-10-12T23:00:00.000Z,3.8,1997
1997 APR,1997 APR,April,,MM23,2015-10-12T23:00:00.000Z,4.1,1997
1997 MAY,1997 MAY,May,,MM23,2015-10-12T23:00:00.000Z,4.3,1997
1997 JUN,1997 JUN,June,,MM23,2015-10-12T23:00:00.000Z,4.4,1997
1997 JUL,1997 JUL,July,,MM23,2015-10-12T23:00:00.000Z,4.2,1997
1997 AUG,1997 AUG,August,,MM23,2015-10-12T23:00:00.000Z,4.2,1997
1997 SEP,1997 SEP,September,,MM23,2015-10-12T23:00:00.000Z,5.5,1997
1997 OCT,1997 OCT,October,,MM23,2015-10-12T23:00:00.000Z,5.7,1997
1997 NOV,1997 NOV,November,,MM23,2015-10-12T23:00:00.000Z,5.8,1997
1997 DEC,1997 DEC,December,,MM23,2015-10-12T23:00:00.000Z,5.6,1997
1998 JAN,1998 JAN,January,,MM23,2015-10-12T23:00:00.000Z,5.2,1998
1998 FEB,1998 FEB,February,,MM23,2015-10-12T23:00:00.000Z,5.1,1998
1998 MAR,1998 MAR,March,,MM23,2015-10-12T23:00:00.000Z,5.2,1998
1998 APR,1998 APR,April,,MM23,2015-10-12T23:00:00.000Z,5.1,1998
1998 MAY,1998 MAY,May,,MM23,2015-10-12T23:00:00.000Z,4.9,1998
1998 JUN,1998 JUN,June,,MM23,2015-10-12T23:00:00.000Z,4.8,1998
1998 JUL,1998 JUL,July,,MM23,2015-10-12T23:00:00.000Z,5.1,1998
1998 AUG,1998 AUG,August,,MM23,2015-10-12T23:00:00.000Z,4.9,1998
1998 SEP,1998 SEP,September,,MM23,2015-10-12T23:00:00.000Z,5.5,1998
1998 OCT,1998 OCT,October,,MM23,2015-10-12T23:00:00.000Z,5.6,1998
1998 NOV,1998 NOV,November,,MM23,2015-10-12T23:00:00.000Z,5.4,1998
1998 DEC,1998 DEC,December,,MM23,2015-10-12T23:00:00.000Z,5.4,1998
1999 JAN,1999 JAN,January,,MM23,2015-10-12T23:00:00.000Z,5.6,1999
1999 FEB,1999 FEB,February,,MM23,2015-10-12T23:00:00.000Z,5.4,1999
1999 MAR,1999 MAR,March,,MM23,2015-10-12T23:00:00.000Z,5.3,1999
1999 APR,1999 APR,April,,MM23,2015-10-12T23:00:00.000Z,5.5,1999
1999 MAY,1999 MAY,May,,MM23,2015-10-12T23:00:00.000Z,5.7,1999
1999 JUN,1999 JUN,June,,MM23,2015-10-12T23:00:00.000Z,5.8,1999
1999 JUL,1999 JUL,July,,MM23,2015-10-12T23:00:00.000Z,6.0,1999
1999 AUG,1999 AUG,August,,MM23,2015-10-12T23:00:00.000Z,6.0,1999
1999 SEP,1999 SEP,September,,MM23,2015-10-12T23:00:00.000Z,5.5,1999
1999 OCT,1999 OCT,October,,MM23,2015-10-12T23:00:00.000Z,4.3,1999
1999 NOV,1999 NOV,November,,MM23,2015-10-12T23:00:00.000Z,4.4,1999
1999 DEC,1999 DEC,December,,MM23,2015-10-12T23:00:00.000Z,4.4,1999
2000 JAN,2000 JAN,January,,MM23,2015-10-12T23:00:00.000Z,4.9,2000
2000 FEB,2000 FEB,February,,MM23,2015-10-12T23:00:00.000Z,4.9,2000
2000 MAR,2000 MAR,March,,MM23,2015-10-12T23:00:00.000Z,4.9,2000
2000 APR,2000 APR,April,,MM23,2015-10-12T23:00:00.000Z,4.5,2000
2000 MAY,2000 MAY,May,,MM23,2015-10-12T23:00:00.000Z,4.4,2000
2000 JUN,2000 JUN,June,,MM23,2015-10-12T23:00:00.000Z,4.4,2000
2000 JUL,2000 JUL,July,,MM23,2015-10-12T23:00:00.000Z,4.3,2000
2000 AUG,2000 AUG,August,,MM23,2015-10-12T23:00:00.000Z,4.5,2000
2000 SEP,2000 SEP,September,,MM23,2015-10-12T23:00:00.000Z,4.1,2000
2000 OCT,2000 OCT,October,,MM23,2015-10-12T23:00:00.000Z,5.6,2000
2000 NOV,2000 NOV,November,,MM23,2015-10-12T23:00:00.000Z,5.5,2000
2000 DEC,2000 DEC,December,,MM23,2015-10-12T23:00:00.000Z,5.7,2000
2001 JAN,2001 JAN,January,,MM23,2015-10-12T23:00:00.000Z,6.1,2001
2001 FEB,2001 FEB,February,,MM23,2015-10-12T23:00:00.000Z,6.1,2001
2001 MAR,2001 MAR,March,,MM23,2015-10-12T23:00:00.000Z,6.2,2001
2001 APR,2001 APR,April,,MM23,2015-10-12T23:00:00.000Z,7.1,2001
2001 MAY,2001 MAY,May,,MM23,2015-10-12T23:00:00.000Z,7.3,2001
2001 JUN,2001 JUN,June,,MM23,2015-10-12T23:00:00.000Z,7.5,2001
2001 JUL,2001 JUL,July,,MM23,2015-10-12T23:00:00.000Z,7.7,2001
2001 AUG,2001 AUG,August,,MM23,2015-10-12T23:00:00.000Z,7.8,2001
2001 SEP,2001 SEP,September,,MM23,2015-10-12T23:00:00.000Z,6.6,2001
2001 OCT,2001 OCT,October,,MM23,2015-10-12T23:00:00.000Z,5.8,2001
2001 NOV,2001 NOV,November,,MM23,2015-10-12T23:00:00.000Z,6.0,2001
2001 DEC,2001 DEC,December,,MM23,2015-10-12T23:00:00.000Z,6.1,2001
2002 JAN,2002 JAN,January,,MM23,2015-10-12T23:00:00.000Z,5.7,2002
2002 FEB,2002 FEB,February,,MM23,2015-10-12T23:00:00.000Z,5.5,2002
2002 MAR,2002 MAR,March,,MM23,2015-10-12T23:00:00.000Z,5.6,2002
2002 APR,2002 APR,April,,MM23,2015-10-12T23:00:00.000Z,5.6,2002
2002 MAY,2002 MAY,May,,MM23,2015-10-12T23:00:00.000Z,5.5,2002
2002 JUN,2002 JUN,June,,MM23,2015-10-12T23:00:00.000Z,5.4,2002
2002 JUL,2002 JUL,July,,MM23,2015-10-12T23:00:00.000Z,4.7,2002
2002 AUG,2002 AUG,August,,MM23,2015-10-12T23:00:00.000Z,4.7,2002
2002 SEP,2002 SEP,September,,MM23,2015-10-12T23:00:00.000Z,3.8,2002
2002 OCT,2002 OCT,October,,MM23,2015-10-12T23:00:00.000Z,6.2,2002
2002 NOV,2002 NOV,November,,MM23,2015-10-12T23:00:00.000Z,6.0,2002
2002 DEC,2002 DEC,December,,MM23,2015-10-12T23:00:00.000Z,6.0,2002
2003 JAN,2003 JAN,January,,MM23,2015-10-12T23:00:00.000Z,4.4,2003
2003 FEB,2003 FEB,February,,MM23,2015-10-12T23:00:00.000Z,4.5,2003
2003 MAR,2003 MAR,March,,MM23,2015-10-12T23:00:00.000Z,4.3,2003
2003 APR,2003 APR,April,,MM23,2015-10-12T23:00:00.000Z,3.3,2003
2003 MAY,2003 MAY,May,,MM23,2015-10-12T23:00:00.000Z,3.3,2003
2003 JUN,2003 JUN,June,,MM23,2015-10-12T23:00:00.000Z,3.6,2003
2003 JUL,2003 JUL,July,,MM23,2015-10-12T23:00:00.000Z,4.7,2003
2003 AUG,2003 AUG,August,,MM23,2015-10-12T23:00:00.000Z,4.6,2003
2003 SEP,2003 SEP,September,,MM23,2015-10-12T23:00:00.000Z,4.8,2003
2003 OCT,2003 OCT,October,,MM23,2015-10-12T23:00:00.000Z,4.2,2003
2003 NOV,2003 NOV,November,,MM23,2015-10-12T23:00:00.000Z,4.3,2003
2003 DEC,2003 DEC,December,,MM23,2015-10-12T23:00:00.000Z,4.2,2003
2004 JAN,2004 JAN,January,,MM23,2015-10-12T23:00:00.000Z,6.0,2004
2004 FEB,2004 FEB,February,,MM23,2015-10-12T23:00:00.000Z,6.0,2004
2004 MAR,2004 MAR,March,,MM23,2015-10-12T23:00:00.000Z,6.1,2004
2004 APR,2004 APR,April,,MM23,2015-10-12T23:00:00.000Z,5.9,2004
2004 MAY,2004 MAY,May,,MM23,2015-10-12T23:00:00.000Z,5.8,2004
2004 JUN,2004 JUN,June,,MM23,2015-10-12T23:00:00.000Z,5.5,2004
2004 JUL,2004 JUL,July,,MM23,2015-10-12T23:00:00.000Z,5.0,2004
2004 AUG,2004 AUG,August,,MM23,2015-10-12T23:00:00.000Z,5.0,2004
2004 SEP,2004 SEP,September,,MM23,2015-10-12T23:00:00.000Z,5.0,2004
2004 OCT,2004 OCT,October,,MM23,2015-10-12T23:00:00.000Z,4.9,2004
2004 NOV,2004 NOV,November,,MM23,2015-10-12T23:00:00.000Z,5.0,2004
2004 DEC,2004 DEC,December,,MM23,2015-10-12T23:00:00.000Z,5.0,2004
2005 JAN,2005 JAN,January,,MM23,2015-10-12T23:00:00.000Z,5.5,2005
2005 FEB,2005 FEB,February,,MM23,2015-10-12T23:00:00.000Z,5.6,2005
2005 MAR,2005 MAR,March,,MM23,2015-10-12T23:00:00.000Z,5.5,2005
2005 APR,2005 APR,April,,MM23,2015-10-12T23:00:00.000Z,6.5,2005
2005 MAY,2005 MAY,May,,MM23,2015-10-12T23:00:00.000Z,6.6,2005
2005 JUN,2005 JUN,June,,MM23,2015-10-12T23:00:00.000Z,6.8,2005
2005 JUL,2005 JUL,July,,MM23,2015-10-12T23:00:00.000Z,7.7,2005
2005 AUG,2005 AUG,August,,MM23,2015-10-12T23:00:00.000Z,7.7,2005
2005 SEP,2005 SEP,September,,MM23,2015-10-12T23:00:00.000Z,7.5,2005
2005 OCT,2005 OCT,October,,MM23,2015-10-12T23:00:00.000Z,6.6,2005
2005 NOV,2005 NOV,November,,MM23,2015-10-12T23:00:00.000Z,6.6,2005
2005 DEC,2005 DEC,December,,MM23,2015-10-12T23:00:00.000Z,6.6,2005
2006 JAN,2006 JAN,January,,MM23,2015-10-12T23:00:00.000Z,5.6,2006
2006 FEB,2006 FEB,February,,MM23,2015-10-12T23:00:00.000Z,5.6,2006
2006 MAR,2006 MAR,March,,MM23,2015-10-12T23:00:00.000Z,5.7,2006
2006 APR,2006 APR,April,,MM23,2015-10-12T23:00:00.000Z,5.7,2006
2006 MAY,2006 MAY,May,,MM23,2015-10-12T23:00:00.000Z,5.6,2006
2006 JUN,2006 JUN,June,,MM23,2015-10-12T23:00:00.000Z,5.6,2006
2006 JUL,2006 JUL,July,,MM23,2015-10-12T23:00:00.000Z,4.9,2006
2006 AUG,2006 AUG,August,,MM23,2015-10-12T23:00:00.000Z,4.7,2006
2006 SEP,2006 SEP,September,,MM23,2015-10-12T23:00:00.000Z,5.3,2006
2006 OCT,2006 OCT,October,,MM23,2015-10-12T23:00:00.000Z,6.7,2006
2006 NOV,2006 NOV,November,,MM23,2015-10-12T23:00:00.000Z,6.4,2006
2006 DEC,2006 DEC,December,,MM23,2015-10-12T23:00:00.000Z,6.4,2006
2007 JAN,2007 JAN,January,,MM23,2015-10-12T23:00:00.000Z,6.1,2007
2007 FEB,2007 FEB,February,,MM23,2015-10-12T23:00:00.000Z,6.1,2007
2007 MAR,2007 MAR,March,,MM23,2015-10-12T23:00:00.000Z,6.1,2007
2007 APR,2007 APR,April,,MM23,2015-10-12T23:00:00.000Z,4.5,2007
2007 MAY,2007 MAY,May,,MM23,2015-10-12T23:00:00.000Z,4.4,2007
2007 JUN,2007 JUN,June,,MM23,2015-10-12T23:00:00.000Z,4.4,2007
2007 JUL,2007 JUL,July,,MM23,2015-10-12T23:00:00.000Z,4.4,2007
2007 AUG,2007 AUG,August,,MM23,2015-10-12T23:00:00.000Z,3.9,2007
2007 SEP,2007 SEP,September,,MM23,2015-10-12T23:00:00.000Z,4.0,2007
2007 OCT,2007 OCT,October,,MM23,2015-10-12T23:00:00.000Z,3.8,2007
2007 NOV,2007 NOV,November,,MM23,2015-10-12T23:00:00.000Z,4.0,2007
2007 DEC,2007 DEC,December,,MM23,2015-10-12T23:00:00.000Z,4.1,2007
2008 JAN,2008 JAN,January,,MM23,2015-10-12T23:00:00.000Z,4.0,2008
2008 FEB,2008 FEB,February,,MM23,2015-10-12T23:00:00.000Z,4.0,2008
2008 MAR,2008 MAR,March,,MM23,2015-10-12T23:00:00.000Z,4.0,2008
2008 APR,2008 APR,April,,MM23,2015-10-12T23:00:00.000Z,5.3,2008
2008 MAY,2008 MAY,May,,MM23,2015-10-12T23:00:00.000Z,5.3,2008
2008 JUN,2008 JUN,June,,MM23,2015-10-12T23:00:00.000Z,5.3,2008
2008 JUL,2008 JUL,July,,MM23,2015-10-12T23:00:00.000Z,5.3,2008
2008 AUG,2008 AUG,August,,MM23,2015-10-12T23:00:00.000Z,5.7,2008
2008 SEP,2008 SEP,September,,MM23,2015-10-12T23:00:00.000Z,5.3,2008
2008 OCT,2008 OCT,October,,MM23,2015-10-12T23:00:00.000Z,4.5,2008
2008 NOV,2008 NOV,November,,MM23,2015-10-12T23:00:00.000Z,4.9,2008
2008 DEC,2008 DEC,December,,MM23,2015-10-12T23:00:00.000Z,4.8,2008
2009 JAN,2009 JAN,January,,MM23,2015-10-12T23:00:00.000Z,4.6,2009
2009 FEB,2009 FEB,February,,MM23,2015-10-12T23:00:00.000Z,4.4,2009
2009 MAR,2009 MAR,March,,MM23,2015-10-12T23:00:00.000Z,4.1,2009
2009 APR,2009 APR,April,,MM23,2015-10-12T23:00:00.000Z,3.4,2009
2009 MAY,2009 MAY,May,,MM23,2015-10-12T23:00:00.000Z,3.4,2009
2009 JUN,2009 JUN,June,,MM23,2015-10-12T23:00:00.000Z,3.1,2009
2009 JUL,2009 JUL,July,,MM23,2015-10-12T23:00:00.000Z,3.2,2009
2009 AUG,2009 AUG,August,,MM23,2015-10-12T23:00:00.000Z,3.2,2009
2009 SEP,2009 SEP,September,,MM23,2015-10-12T23:00:00.000Z,3.1,2009
2009 OCT,2009 OCT,October,,MM23,2015-10-12T23:00:00.000Z,1.4,2009
2009 NOV,2009 NOV,November,,MM23,2015-10-12T23:00:00.000Z,1.2,2009
2009 DEC,2009 DEC,December,,MM23,2015-10-12T23:00:00.000Z,1.1,2009
2010 JAN,2010 JAN,January,,MM23,2015-10-12T23:00:00.000Z,1.8,2010
2010 FEB,2010 FEB,February,,MM23,2015-10-12T23:00:00.000Z,1.6,2010
2010 MAR,2010 MAR,March,,MM23,2015-10-12T23:00:00.000Z,1.8,2010
2010 APR,2010 APR,April,,MM23,2015-10-12T23:00:00.000Z,2.1,2010
2010 MAY,2010 MAY,May,,MM23,2015-10-12T23:00:00.000Z,2.1,2010
2010 JUN,2010 JUN,June,,MM23,2015-10-12T23:00:00.000Z,2.3,2010
2010 JUL,2010 JUL,July,,MM23,2015-10-12T23:00:00.000Z,1.6,2010
2010 AUG,2010 AUG,August,,MM23,2015-10-12T23:00:00.000Z,1.6,2010
2010 SEP,2010 SEP,September,,MM23,2015-10-12T23:00:00.000Z,1.6,2010
2010 OCT,2010 OCT,October,,MM23,2015-10-12T23:00:00.000Z,2.5,2010
2010 NOV,2010 NOV,November,,MM23,2015-10-12T23:00:00.000Z,2.4,2010
2010 DEC,2010 DEC,December,,MM23,2015-10-12T23:00:00.000Z,2.3,2010
2011 JAN,2011 JAN,January,,MM23,2015-10-12T23:00:00.000Z,1.1,2011
2011 FEB,2011 FEB,February,,MM23,2015-10-12T23:00:00.000Z,1.6,2011
2011 MAR,2011 MAR,March,,MM23,2015-10-12T23:00:00.000Z,1.6,2011
2011 APR,2011 APR,April,,MM23,2015-10-12T23:00:00.000Z,1.8,2011
2011 MAY,2011 MAY,May,,MM23,2015-10-12T23:00:00.000Z,2.0,2011
2011 JUN,2011 JUN,June,,MM23,2015-10-12T23:00:00.000Z,1.8,2011
2011 JUL,2011 JUL,July,,MM23,2015-10-12T23:00:00.000Z,2.2,2011
2011 AUG,2011 AUG,August,,MM23,2015-10-12T23:00:00.000Z,2.3,2011
2011 SEP,2011 SEP,September,,MM23,2015-10-12T23:00:00.000Z,2.0,2011
2011 OCT,2011 OCT,October,,MM23,2015-10-12T23:00:00.000Z,2.3,2011
2011 NOV,2011 NOV,November,,MM23,2015-10-12T23:00:00.000Z,2.5,2011
2011 DEC,2011 DEC,December,,MM23,2015-10-12T23:00:00.000Z,2.5,2011
2012 JAN,2012 JAN,January,,MM23,2015-10-12T23:00:00.000Z,3.3,2012
2012 FEB,2012 FEB,February,,MM23,2015-10-12T23:00:00.000Z,3.2,2012
2012 MAR,2012 MAR,March,,MM23,2015-10-12T23:00:00.000Z,3.2,2012
2012 APR,2012 APR,April,,MM23,2015-10-12T23:00:00.000Z,3.1,2012
2012 MAY,2012 MAY,May,,MM23,2015-10-12T23:00:00.000Z,3.0,2012
2012 JUN,2012 JUN,June,,MM23,2015-10-12T23:00:00.000Z,3.1,2012
2012 JUL,2012 JUL,July,,MM23,2015-10-12T23:00:00.000Z,2.9,2012
2012 AUG,2012 AUG,August,,MM23,2015-10-12T23:00:00.000Z,2.8,2012
2012 SEP,2012 SEP,September,,MM23,2015-10-12T23:00:00.000Z,2.9,2012
2012 OCT,2012 OCT,October,,MM23,2015-10-12T23:00:00.000Z,6.7,2012
2012 NOV,2012 NOV,November,,MM23,2015-10-12T23:00:00.000Z,6.8,2012
2012 DEC,2012 DEC,December,,MM23,2015-10-12T23:00:00.000Z,6.8,2012
2013 JAN,2013 JAN,January,,MM23,2015-10-12T23:00:00.000Z,6.2,2013
2013 FEB,2013 FEB,February,,MM23,2015-10-12T23:00:00.000Z,6.2,2013
2013 MAR,2013 MAR,March,,MM23,2015-10-12T23:00:00.000Z,6.3,2013
2013 APR,2013 APR,April,,MM23,2015-10-12T23:00:00.000Z,6.2,2013
2013 MAY,2013 MAY,May,,MM23,2015-10-12T23:00:00.000Z,6.1,2013
2013 JUN,2013 JUN,June,,MM23,2015-10-12T23:00:00.000Z,6.2,2013
2013 JUL,2013 JUL,July,,MM23,2015-10-12T23:00:00.000Z,6.4,2013
2013 AUG,2013 AUG,August,,MM23,2015-10-12T23:00:00.000Z,6.4,2013
2013 SEP,2013 SEP,September,,MM23,2015-10-12T23:00:00.000Z,6.7,2013
2013 OCT,2013 OCT,October,,MM23,2015-10-12T23:00:00.000Z,3.4,2013
2013 NOV,2013 NOV,November,,MM23,2015-10-12T23:00:00.000Z,3.3,2013
2013 DEC,2013 DEC,December,,MM23,2015-10-12T23:00:00.000Z,3.3,2013
2014 JAN,2014 JAN,January,,MM23,2015-10-12T23:00:00.000Z,3.5,2014
2014 FEB,2014 FEB,February,,MM23,2015-10-12T23:00:00.000Z,3.6,2014
2014 MAR,2014 MAR,March,,MM23,2015-10-12T23:00:00.000Z,3.5,2014
2014 APR,2014 APR,April,,MM23,2015-10-12T23:00:00.000Z,3.1,2014
2014 MAY,2014 MAY,May,,MM23,2015-10-12T23:00:00.000Z,3.2,2014
2014 JUN,2014 JUN,June,,MM23,2015-10-12T23:00:00.000Z,3.1,2014
2014 JUL,2014 JUL,July,,MM23,2015-10-12T23:00:00.000Z,2.3,2014
2014 AUG,2014 AUG,August,,MM23,2015-10-12T23:00:00.000Z,2.3,2014
2014 SEP,2014 SEP,September,,MM23,2015-10-12T23:00:00.000Z,2.4,2014
2014 OCT,2014 OCT,October,,MM23,2015-10-12T23:00:00.000Z,2.9,2014
2014 NOV,2014 NOV,November,,MM23,2015-10-12T23:00:00.000Z,2.9,2014
