DATE,CBBTCUSD,Source,Name
13/03/2017,1245.49,,
14/03/2017,1247.42,,
15/03/2017,1263,,
16/03/2017,1175.11,,
17/03/2017,1069.57,,
18/03/2017,970,,
19/03/2017,1019.49,,
20/03/2017,1044.96,,
21/03/2017,1114.42,,
22/03/2017,1034.57,,
23/03/2017,1025.14,,
24/03/2017,934.87,,
25/03/2017,963.72,,
26/03/2017,973.08,,
27/03/2017,1042.08,,
28/03/2017,1045.4,,
29/03/2017,1043.27,,
30/03/2017,1042.34,,
31/03/2017,1088.99,,
01/04/2017,1092,,
02/04/2017,1113.99,,
03/04/2017,1152.6,,
04/04/2017,1143.99,,
05/04/2017,1132.99,,
06/04/2017,1192.3,,
07/04/2017,1194,,
08/04/2017,1184.5,,
09/04/2017,1210.97,,
10/04/2017,1210,,
11/04/2017,1223.99,,
12/04/2017,1214.17,,
13/04/2017,1177.05,,
14/04/2017,1173.74,,
15/04/2017,1178.85,,
16/04/2017,1177.99,,
17/04/2017,1189.91,,
18/04/2017,1201.94,,
19/04/2017,1214.21,,
20/04/2017,1236.15,,
21/04/2017,1249.99,,
22/04/2017,1247,,
23/04/2017,1251.98,,
24/04/2017,1257.29,,
25/04/2017,1281.16,,
26/04/2017,1298.44,,
27/04/2017,1349.26,,
28/04/2017,1353.34,,
29/04/2017,1365.43,,
30/04/2017,1384.55,,
01/05/2017,1436.5,,
02/05/2017,1471.99,,
03/05/2017,1533,,
04/05/2017,1563.39,,
05/05/2017,1551.3,,
06/05/2017,1585.39,,
07/05/2017,1609.57,,
08/05/2017,1713,,
09/05/2017,1720.43,,
10/05/2017,1794.99,,
11/05/2017,1837.93,,
12/05/2017,1695.61,,
13/05/2017,1792.73,,
14/05/2017,1799.99,,
15/05/2017,1747.81,,
16/05/2017,1777.48,,
17/05/2017,1813.23,,
18/05/2017,1899.16,,
19/05/2017,1976.23,,
20/05/2017,2058.91,,
21/05/2017,2057,,
22/05/2017,2123.29,,
23/05/2017,2272.75,,
24/05/2017,2432.97,,
25/05/2017,2355,,
26/05/2017,2272.7,,
27/05/2017,2099.99,,
28/05/2017,2232.78,,
29/05/2017,2279.48,,
30/05/2017,2191.58,,
31/05/2017,2303.29,,
01/06/2017,2419.99,,
02/06/2017,2478.99,,
03/06/2017,2548.05,,
04/06/2017,2521.36,,
05/06/2017,2698,,
06/06/2017,2871.29,,
07/06/2017,2685.64,,
08/06/2017,2799.73,,
09/06/2017,2811.39,,
10/06/2017,2931.15,,
11/06/2017,2998.98,,
12/06/2017,2655.71,,
13/06/2017,2709.01,,
14/06/2017,2432.21,,
15/06/2017,2409.98,,
16/06/2017,2480.43,,
17/06/2017,2634.94,,
18/06/2017,2515.25,,
19/06/2017,2596.98,,
20/06/2017,2725.08,,
21/06/2017,2643.35,,
22/06/2017,2679.99,,
23/06/2017,2690.76,,
24/06/2017,2574.84,,
25/06/2017,2505.61,,
26/06/2017,2407.91,,
27/06/2017,2575.75,,
28/06/2017,2553.12,,
29/06/2017,2530,,
30/06/2017,2455.19,,
01/07/2017,2423.63,,
02/07/2017,2516.66,,
03/07/2017,2542.41,,
04/07/2017,2602,,
05/07/2017,2616.96,,
06/07/2017,2604.84,,
07/07/2017,2501.15,,
08/07/2017,2561.11,,
09/07/2017,2508.99,,
10/07/2017,2331.05,,
11/07/2017,2310.01,,
12/07/2017,2383.42,,
13/07/2017,2340,,
14/07/2017,2217.24,,
15/07/2017,1964.31,,
16/07/2017,1911.78,,
17/07/2017,2235.19,,
18/07/2017,2308.15,,
19/07/2017,2258.99,,
20/07/2017,2873.48,,
21/07/2017,2657.45,,
22/07/2017,2825.27,,
23/07/2017,2754.28,,
24/07/2017,2762.26,,
25/07/2017,2564,,
26/07/2017,2525.99,,
27/07/2017,2664.99,,
28/07/2017,2786.07,,
29/07/2017,2700.21,,
30/07/2017,2723.99,,
31/07/2017,2856.88,,
01/08/2017,2732.59,,
02/08/2017,2699.9,,
03/08/2017,2787.02,,
04/08/2017,2857.34,,
05/08/2017,3243.49,,
06/08/2017,3222.22,,
07/08/2017,3398.23,,
08/08/2017,3422.43,,
09/08/2017,3342.8,,
10/08/2017,3444.98,,
11/08/2017,3656.15,,
12/08/2017,3874,,
13/08/2017,4060.47,,
14/08/2017,4320.6,,
15/08/2017,4159.93,,
16/08/2017,4370.01,,
17/08/2017,4280.01,,
18/08/2017,4101.72,,
19/08/2017,4157.41,,
20/08/2017,4050.99,,
21/08/2017,4002,,
22/08/2017,4092,,
23/08/2017,4143.49,,
24/08/2017,4312.03,,
25/08/2017,4360,,
26/08/2017,4344.32,,
27/08/2017,4340.11,,
28/08/2017,4384.99,,
29/08/2017,4599,,
30/08/2017,4581.98,,
31/08/2017,4743.94,,
01/09/2017,4947.99,,
02/09/2017,4649.99,,
03/09/2017,4626.05,,
04/09/2017,4498.25,,
05/09/2017,4432.51,,
06/09/2017,4616.18,,
07/09/2017,4624.18,,
08/09/2017,4350,,
09/09/2017,4334.36,,
10/09/2017,4251.36,,
11/09/2017,4210.72,,
12/09/2017,4164.52,,
13/09/2017,3855.32,,
14/09/2017,3250.4,,
15/09/2017,3740.02,,
16/09/2017,3726.51,,
17/09/2017,3719.97,,
18/09/2017,4100,,
19/09/2017,3910.11,,
20/09/2017,3872.06,,
21/09/2017,3617.47,,
22/09/2017,3619.01,,
23/09/2017,3787.33,,
24/09/2017,3669.01,,
25/09/2017,3919.78,,
26/09/2017,3885.09,,
27/09/2017,4200,,
28/09/2017,4189.42,,
29/09/2017,4156.99,,
30/09/2017,4339,,
01/10/2017,4394.81,,
02/10/2017,4392.71,,
03/10/2017,4307.99,,
04/10/2017,4214.84,,
05/10/2017,4320.04,,
06/10/2017,4362.99,,
07/10/2017,4425,,
08/10/2017,4603.49,,
09/10/2017,4769.55,,
10/10/2017,4750,,
11/10/2017,4814.99,,
12/10/2017,5440,,
13/10/2017,5624.8,,
14/10/2017,5819.13,,
15/10/2017,5693.7,,
16/10/2017,5754.9,,
17/10/2017,5594,,
18/10/2017,5574.44,,
19/10/2017,5704.01,,
20/10/2017,5989.1,,
21/10/2017,6024.86,,
22/10/2017,6005.05,,
23/10/2017,5905.99,,
24/10/2017,5525.43,,
25/10/2017,5739.97,,
26/10/2017,5891.61,,
27/10/2017,5780,,
28/10/2017,5752.01,,
29/10/2017,6140.01,,
30/10/2017,6124.16,,
31/10/2017,6445.01,,
01/11/2017,6783.69,,
02/11/2017,7039.98,,
03/11/2017,7170.01,,
04/11/2017,7412.55,,
05/11/2017,7392,,
06/11/2017,6969.76,,
07/11/2017,7126.63,,
08/11/2017,7467.96,,
09/11/2017,7156,,
10/11/2017,6577.62,,
11/11/2017,6346.7,,
12/11/2017,5886.35,,
13/11/2017,6535.87,,
14/11/2017,6605,,
15/11/2017,7294,,
16/11/2017,7838.53,,
17/11/2017,7714.71,,
18/11/2017,7777.01,,
19/11/2017,8031.82,,
20/11/2017,8256.01,,
21/11/2017,8109,,
22/11/2017,8250,,
23/11/2017,8031.16,,
24/11/2017,8215.01,,
25/11/2017,8795.5,,
26/11/2017,9401.11,,
27/11/2017,9768.71,,
28/11/2017,9949,,
29/11/2017,9935.98,,
30/11/2017,9903,,
01/12/2017,10869.84,,
02/12/2017,10930.24,,
03/12/2017,11290,,
04/12/2017,11643.98,,
05/12/2017,11718.35,,
06/12/2017,14090,,
07/12/2017,17390.01,,
08/12/2017,16367.03,,
09/12/2017,15309.98,,
10/12/2017,15290.01,,
11/12/2017,16885.76,,
12/12/2017,17730.12,,
13/12/2017,16689.61,,
14/12/2017,16749.78,,
15/12/2017,17738.67,,
16/12/2017,19650.01,,
17/12/2017,19378.99,,
18/12/2017,19039.01,,
19/12/2017,17838.73,,
20/12/2017,16496.89,,
21/12/2017,15758.8,,
22/12/2017,14210.57,,
23/12/2017,15075.89,,
24/12/2017,14221.94,,
25/12/2017,14171.98,,
26/12/2017,15790.88,,
27/12/2017,15367.08,,
28/12/2017,14450.01,,
29/12/2017,14565.05,,
30/12/2017,12839.99,,
31/12/2017,13863.13,,
01/01/2018,13480.01,,
02/01/2018,14781.51,,
03/01/2018,15098.14,,
04/01/2018,15144.99,,
05/01/2018,16960.01,,
06/01/2018,17098.99,,
07/01/2018,16174.22,,
08/01/2018,14993.74,,
09/01/2018,14480.99,,
10/01/2018,14875.18,,
11/01/2018,13308.06,,
12/01/2018,13820,,
13/01/2018,14187.95,,
14/01/2018,13656.23,,
15/01/2018,13590,,
16/01/2018,11570.01,,
17/01/2018,11200.01,,
18/01/2018,11305.53,,
19/01/2018,11498.99,,
20/01/2018,12762.8,,
21/01/2018,11518.17,,
22/01/2018,10766.7,,
23/01/2018,10824.94,,
24/01/2018,11356.79,,
25/01/2018,11118,,
26/01/2018,11086.89,,
27/01/2018,11319,,
28/01/2018,11536,,
29/01/2018,11123.01,,
30/01/2018,9995,,
31/01/2018,10099.99,,
01/02/2018,9014.23,,
02/02/2018,8787.52,,
03/02/2018,9240,,
04/02/2018,8167.91,,
05/02/2018,6905.19,,
06/02/2018,7688.46,,
07/02/2018,7575.75,,
08/02/2018,8218.1,,
09/02/2018,8671.01,,
10/02/2018,8547.49,,
11/02/2018,8072.99,,
12/02/2018,8872.28,,
13/02/2018,8520.01,,
14/02/2018,9472.98,,
15/02/2018,10031.23,,
16/02/2018,10167.49,,
17/02/2018,11121.5,,
18/02/2018,10380.04,,
19/02/2018,11140,,
20/02/2018,11235.57,,
21/02/2018,10454.27,,
22/02/2018,9830,,
23/02/2018,10144.99,,
24/02/2018,9688.62,,
25/02/2018,9597.99,,
26/02/2018,10300,,
27/02/2018,10566.57,,
28/02/2018,10307.27,,
01/03/2018,10895.92,,
02/03/2018,11000,,
03/03/2018,11432.5,,
04/03/2018,11469.9,,
05/03/2018,11377.54,,
06/03/2018,10700,,
07/03/2018,9920,,
08/03/2018,9304.9,,
09/03/2018,9255,,
10/03/2018,8795.44,,
11/03/2018,9533.88,,
12/03/2018,9120,,
13/03/2018,9145.41,,
14/03/2018,8207.03,,
15/03/2018,8259.99,,
16/03/2018,8275,,
17/03/2018,7865.02,,
18/03/2018,8192,,
19/03/2018,8589,,
20/03/2018,8900,,
21/03/2018,8891.81,,
22/03/2018,8715.09,,
23/03/2018,8927.1,,
24/03/2018,8531.34,,
25/03/2018,8453,,
26/03/2018,8145,,
27/03/2018,7793.61,,
28/03/2018,7942.72,,
29/03/2018,7079.99,,
30/03/2018,6848.01,,
31/03/2018,6928.5,,
01/04/2018,6816.01,,
02/04/2018,7045.01,,
03/04/2018,7424.9,,
04/04/2018,6791.68,,
05/04/2018,6785.85,,
06/04/2018,6619.01,,
07/04/2018,6894.01,,
08/04/2018,7020.01,,
09/04/2018,6771.13,,
10/04/2018,6824.99,,
11/04/2018,6942.99,,
12/04/2018,7916,,
13/04/2018,7893.19,,
14/04/2018,8003.11,,
15/04/2018,8355.25,,
16/04/2018,8048.93,,
17/04/2018,7892.1,,
18/04/2018,8152.05,,
19/04/2018,8274,,
20/04/2018,8866.27,,
21/04/2018,8915.42,,
22/04/2018,8795.01,,
23/04/2018,8931.3,,
24/04/2018,9650,,
25/04/2018,8865.98,,
26/04/2018,9272.11,,
27/04/2018,8922.55,,
28/04/2018,9329.99,,
29/04/2018,9389.01,,
30/04/2018,9243.82,,
01/05/2018,9072.29,,
02/05/2018,9190.48,,
03/05/2018,9725.74,,
04/05/2018,9685,,
05/05/2018,9800,,
06/05/2018,9600,,
07/05/2018,9356.25,,
08/05/2018,9177.81,,
09/05/2018,9300.08,,
10/05/2018,9010.51,,
11/05/2018,8403.33,,
12/05/2018,8475,,
13/05/2018,8686.1,,
14/05/2018,8670,,
15/05/2018,8477.46,,
16/05/2018,8344,,
17/05/2018,8059,,
18/05/2018,8238.51,,
19/05/2018,8235.6,,
20/05/2018,8516.86,,
21/05/2018,8393.44,,
22/05/2018,7987.7,,
23/05/2018,7505,,
24/05/2018,7584.15,,
25/05/2018,7459.11,,
26/05/2018,7337.95,,
27/05/2018,7346.64,,
28/05/2018,7107.94,,
29/05/2018,7460,,
30/05/2018,7380.01,,
31/05/2018,7485,,
01/06/2018,7514.32,,
02/06/2018,7636.42,,
03/06/2018,7706.37,,
04/06/2018,7487.37,,
05/06/2018,7612.51,,
06/06/2018,7655,,
07/06/2018,7684.93,,
08/06/2018,7618.83,,
09/06/2018,7496.4,,
10/06/2018,6770.31,,
11/06/2018,6881,,
12/06/2018,6544.99,,
13/06/2018,6302.32,,
14/06/2018,6638.49,,
15/06/2018,6391.22,,
16/06/2018,6484.29,,
17/06/2018,6447.16,,
18/06/2018,6709.02,,
19/06/2018,6736.41,,
20/06/2018,6756.1,,
21/06/2018,6719.01,,
22/06/2018,6059.82,,
23/06/2018,6178.29,,
24/06/2018,6149.99,,
25/06/2018,6246.01,,
26/06/2018,6074,,
27/06/2018,6132.17,,
28/06/2018,5851.66,,
29/06/2018,6202.36,,
30/06/2018,6383.19,,
01/07/2018,6349.5,,
02/07/2018,6611.79,,
03/07/2018,6502.62,,
04/07/2018,6587.47,,
05/07/2018,6532.95,,
06/07/2018,6600,,
07/07/2018,6753.28,,
08/07/2018,6701.97,,
09/07/2018,6664.01,,
10/07/2018,6303.7,,
11/07/2018,6390.04,,
12/07/2018,6249.75,,
13/07/2018,6216.29,,
14/07/2018,6248.65,,
15/07/2018,6348.73,,
16/07/2018,6728.81,,
17/07/2018,7315.01,,
18/07/2018,7378.99,,
19/07/2018,7470.01,,
20/07/2018,7334.46,,
21/07/2018,7408,,
22/07/2018,7397.8,,
23/07/2018,7720.09,,
24/07/2018,8385.5,,
25/07/2018,8157.15,,
26/07/2018,7931.99,,
27/07/2018,8184.21,,
28/07/2018,8228.9,,
29/07/2018,8216.34,,
30/07/2018,8170.01,,
31/07/2018,7727.27,,
01/08/2018,7603.99,,
02/08/2018,7533.92,,
03/08/2018,7414.08,,
04/08/2018,7005,,
05/08/2018,7030.01,,
06/08/2018,6938,,
07/08/2018,6718.22,,
08/08/2018,6282.5,,
09/08/2018,6546.45,,
10/08/2018,6146.01,,
11/08/2018,6235.56,,
12/08/2018,6316.01,,
13/08/2018,6253.67,,
14/08/2018,6195.01,,
15/08/2018,6269.01,,
16/08/2018,6315.9,,
17/08/2018,6585.49,,
18/08/2018,6396.64,,
19/08/2018,6489.53,,
20/08/2018,6258.74,,
21/08/2018,6475.89,,
22/08/2018,6359.99,,
23/08/2018,6526.36,,
24/08/2018,6690.88,,
25/08/2018,6737.52,,
26/08/2018,6709.98,,
27/08/2018,6911.9,,
28/08/2018,7071.01,,
29/08/2018,7030.9,,
30/08/2018,6983,,
31/08/2018,7015.01,,
01/09/2018,7191.08,,
02/09/2018,7295,,
03/09/2018,7256.98,,
04/09/2018,7360,,
05/09/2018,6687.96,,
06/09/2018,6495,,
07/09/2018,6395.01,,
08/09/2018,6188,,
09/09/2018,6235.01,,
10/09/2018,6300,,
11/09/2018,6282.53,,
12/09/2018,6326,,
13/09/2018,6485.99,,
14/09/2018,6478.04,,
15/09/2018,6518.68,,
16/09/2018,6498,,
17/09/2018,6250.7,,
18/09/2018,6335.7,,
19/09/2018,6386.94,,
20/09/2018,6493.11,,
21/09/2018,6750,,
22/09/2018,6707.33,,
23/09/2018,6696.99,,
24/09/2018,6582.09,,
25/09/2018,6436.89,,
26/09/2018,6455.66,,
27/09/2018,6680.01,,
28/09/2018,6620.01,,
29/09/2018,6581,,
30/09/2018,6605,,
01/10/2018,6572.83,,
02/10/2018,6498.46,,
03/10/2018,6466.03,,
04/10/2018,6547.45,,
05/10/2018,6593.94,,
06/10/2018,6552.43,,
07/10/2018,6570,,
08/10/2018,6608.07,,
09/10/2018,6589.48,,
10/10/2018,6524.56,,
11/10/2018,6154.69,,
12/10/2018,6188.01,,
13/10/2018,6196,,
14/10/2018,6183.49,,
15/10/2018,6440.42,,
16/10/2018,6457.11,,
17/10/2018,6443.7,,
18/10/2018,6394.96,,
19/10/2018,6382.99,,
20/10/2018,6414,,
21/10/2018,6415.88,,
22/10/2018,6407.65,,
23/10/2018,6395.14,,
24/10/2018,6415.98,,
25/10/2018,6395.58,,
26/10/2018,6404.87,,
27/10/2018,6409.12,,
28/10/2018,6403.62,,
29/10/2018,6266,,
30/10/2018,6267.63,,
31/10/2018,6304.18,,
01/11/2018,6344,,
02/11/2018,6349.8,,
03/11/2018,6331.96,,
04/11/2018,6423.28,,
05/11/2018,6404,,
06/11/2018,6448.5,,
07/11/2018,6503.12,,
08/11/2018,6406.24,,
09/11/2018,6334.89,,
10/11/2018,6347.42,,
11/11/2018,6357.6,,
12/11/2018,6327.87,,
13/11/2018,6259.34,,
14/11/2018,5605.46,,
15/11/2018,5579.52,,
16/11/2018,5512.24,,
17/11/2018,5504.17,,
18/11/2018,5560,,
19/11/2018,4733.5,,
20/11/2018,4349.23,,
21/11/2018,4545.11,,
22/11/2018,4265.36,,
23/11/2018,4283.8,,
24/11/2018,3774.99,,
25/11/2018,3936.69,,
26/11/2018,3731.32,,
27/11/2018,3775,,
28/11/2018,4225.03,,
29/11/2018,4248,,
30/11/2018,3976,,
01/12/2018,4142.01,,
02/12/2018,4103.19,,
03/12/2018,3833.47,,
04/12/2018,3901.84,,
05/12/2018,3694.39,,
06/12/2018,3433.26,,
07/12/2018,3380.01,,
08/12/2018,3401,,
09/12/2018,3531.18,,
10/12/2018,3410.15,,
11/12/2018,3349.36,,
12/12/2018,3430.24,,
13/12/2018,3265,,
14/12/2018,3195.71,,
15/12/2018,3183,,
16/12/2018,3195,,
17/12/2018,3496.82,,
18/12/2018,3667.77,,
19/12/2018,3682.51,,
20/12/2018,4075.34,,
21/12/2018,3839.06,,
22/12/2018,3980.46,,
23/12/2018,3944.93,,
24/12/2018,4034,,
25/12/2018,3780,,
26/12/2018,3809.88,,
27/12/2018,3589.89,,
28/12/2018,3888.06,,
29/12/2018,3729.31,,
30/12/2018,3829,,
31/12/2018,3691.86,,
01/01/2019,3826.1,,
02/01/2019,3890.79,,
03/01/2019,3787.57,,
04/01/2019,3820.25,,
05/01/2019,3798.62,,
06/01/2019,4040.99,,
07/01/2019,4006.01,,
08/01/2019,3993.86,,
09/01/2019,4004.12,,
10/01/2019,3626.12,,
11/01/2019,3635.69,,
12/01/2019,3619.41,,
13/01/2019,3514.24,,
14/01/2019,3664.19,,
15/01/2019,3580.76,,
16/01/2019,3609.71,,
17/01/2019,3640.65,,
18/01/2019,3607.85,,
19/01/2019,3682.65,,
20/01/2019,3536.19,,
21/01/2019,3531.76,,
22/01/2019,3577.03,,
23/01/2019,3553.01,,
24/01/2019,3568.97,,
25/01/2019,3562.17,,
26/01/2019,3556.07,,
27/01/2019,3531.02,,
28/01/2019,3429.95,,
29/01/2019,3397.42,,
30/01/2019,3437.55,,
31/01/2019,3411.5,,
01/02/2019,3437.5,,
02/02/2019,3468.43,,
03/02/2019,3414.78,,
04/02/2019,3409.57,,
05/02/2019,3428.4,,
06/02/2019,3367.36,,
07/02/2019,3359,,
08/02/2019,3621.99,,
09/02/2019,3623.73,,
10/02/2019,3648.84,,
11/02/2019,3590.36,,
12/02/2019,3588.06,,
13/02/2019,3576.68,,
14/02/2019,3561.5,,
15/02/2019,3566.59,,
16/02/2019,3582.37,,
17/02/2019,3625.08,,
18/02/2019,3867,,
19/02/2019,3888.01,,
20/02/2019,3938.99,,
21/02/2019,3897.71,,
22/02/2019,3942.02,,
23/02/2019,4110,,
24/02/2019,3734.22,,
25/02/2019,3818.79,,
26/02/2019,3799.48,,
27/02/2019,3799.91,,
28/02/2019,3792.14,,
01/03/2019,3806.17,,
02/03/2019,3809.7,,
03/03/2019,3786.93,,
04/03/2019,3700.72,,
05/03/2019,3844.59,,
06/03/2019,3851.89,,
07/03/2019,3857.05,,
08/03/2019,3843.12,,
09/03/2019,3917,,
10/03/2019,3900.93,,
11/03/2019,3849.68,,
12/03/2019,3860,,
13/03/2019,3851.02,,
14/03/2019,3853.95,,
15/03/2019,3902.8,,
16/03/2019,3990,,
17/03/2019,3967.01,,
18/03/2019,3970.5,,
19/03/2019,4000.85,,
20/03/2019,4031.85,,
21/03/2019,3972.76,,
22/03/2019,3983.78,,
23/03/2019,3983.43,,
24/03/2019,3969.52,,
25/03/2019,3907.53,,
26/03/2019,3921.45,,
27/03/2019,4026.53,,
28/03/2019,4011.17,,
29/03/2019,4091.01,,
30/03/2019,4094.14,,
31/03/2019,4094.99,,
01/04/2019,4137,,
02/04/2019,4901.93,,
03/04/2019,4975.97,,
04/04/2019,4906.49,,
05/04/2019,5040.66,,
06/04/2019,5049.22,,
07/04/2019,5194.79,,
08/04/2019,5285.54,,
09/04/2019,5187.21,,
10/04/2019,5318.58,,
11/04/2019,5041.3,,
12/04/2019,5078.19,,
13/04/2019,5066.22,,
14/04/2019,5164.27,,
15/04/2019,5029.99,,
16/04/2019,5202.9,,
17/04/2019,5227,,
18/04/2019,5280.49,,
19/04/2019,5290.36,,
20/04/2019,5319.89,,
21/04/2019,5297.64,,
22/04/2019,5387.6,,
23/04/2019,5532.75,,
24/04/2019,5441.9,,
25/04/2019,5134.81,,
26/04/2019,5159.51,,
27/04/2019,5170.6,,
28/04/2019,5155,,
29/04/2019,5148.25,,
30/04/2019,5270.69,,
01/05/2019,5321.15,,
02/05/2019,5390.01,,
03/05/2019,5657.4,,
04/05/2019,5770.01,,
05/05/2019,5715.86,,
06/05/2019,5687.9,,
07/05/2019,5748.45,,
08/05/2019,5948.41,,
09/05/2019,6153.09,,
10/05/2019,6343.14,,
11/05/2019,7219.95,,
12/05/2019,6979.76,,
13/05/2019,7824.93,,
14/05/2019,7990.92,,
15/05/2019,8203.32,,
16/05/2019,7878.96,,
17/05/2019,7363.69,,
18/05/2019,7262.4,,
19/05/2019,8200,,
20/05/2019,7999.54,,
21/05/2019,7951.7,,
22/05/2019,7626.48,,
23/05/2019,7881.98,,
24/05/2019,7994.88,,
25/05/2019,8067.41,,
26/05/2019,8760.03,,
27/05/2019,8783.25,,
28/05/2019,8686.5,,
29/05/2019,8660.5,,
30/05/2019,8273.57,,
31/05/2019,8550.18,,
01/06/2019,8558.01,,
02/06/2019,8741.17,,
03/06/2019,8015.01,,
04/06/2019,7688.26,,
05/06/2019,7766.91,,
06/06/2019,7812.15,,
07/06/2019,7992.17,,
08/06/2019,7938.64,,
