fpr,rev,threshold,tpr
0.7191780821917808,nn_fc,0.020799634978175163,0.7966101694915254
0.7191780821917808,nn_fc,0.014621653594076633,0.8135593220338984
0.7431506849315068,nn_fc,0.006932453718036413,0.8135593220338984
0.7431506849315068,nn_fc,0.00668766675516963,0.8305084745762712
0.75,nn_fc,0.005826134234666824,0.8305084745762712
0.7636986301369864,nn_fc,0.004567836876958609,0.8305084745762712
0.8116438356164384,nn_fc,0.0007980673108249903,0.8305084745762712
0.8116438356164384,nn_fc,0.0007965014665387571,0.847457627118644
0.8356164383561644,nn_fc,0.0006754658534191549,0.847457627118644
0.8356164383561644,nn_fc,0.00045523993321694434,0.864406779661017
0.8458904109589042,nn_fc,0.0003785563458222896,0.864406779661017
0.8458904109589042,nn_fc,0.00034932736889459193,0.8813559322033898
0.8561643835616438,nn_fc,0.00026926217833533883,0.8813559322033898
0.8561643835616438,nn_fc,0.0002673704002518207,0.8983050847457628
0.8835616438356164,nn_fc,0.00015362845442723483,0.8983050847457628
0.8835616438356164,nn_fc,0.00013995426706969738,0.9152542372881356
0.9246575342465754,nn_fc,3.169120100210421e-05,0.9152542372881356
0.9246575342465754,nn_fc,2.9400758648989722e-05,0.9322033898305084
0.952054794520548,nn_fc,1.0162978469452355e-05,0.9322033898305084
0.952054794520548,nn_fc,6.283356015046593e-06,0.9661016949152542
0.9691780821917808,nn_fc,2.9295724743860774e-06,0.9661016949152542
0.9691780821917808,nn_fc,2.7831206352857407e-06,0.9830508474576272
0.9965753424657534,nn_fc,4.694375110858573e-09,0.9830508474576272
0.9965753424657534,nn_fc,1.50255163866575e-09,1.0
1.0,nn_fc,2.664676205382799e-13,1.0
0.0,random_forest,1.99875,0.0
0.00684931506849315,random_forest,0.99875,0.0
0.010273972602739725,random_forest,0.9977938914027149,0.0
0.017123287671232876,random_forest,0.9975,0.0
0.017123287671232876,random_forest,0.99625,0.03389830508474576
0.02054794520547945,random_forest,0.995625,0.05084745762711865
0.02054794520547945,random_forest,0.99375,0.06779661016949153
0.02054794520547945,random_forest,0.9875,0.1016949152542373
0.0273972602739726,random_forest,0.985,0.1016949152542373
0.0273972602739726,random_forest,0.98125,0.13559322033898305
0.03767123287671233,random_forest,0.9742424242424244,0.13559322033898305
0.03767123287671233,random_forest,0.9725657894736842,0.15254237288135594
0.0410958904109589,random_forest,0.9718567795562281,0.15254237288135594
0.0410958904109589,random_forest,0.9647635869565218,0.2033898305084746
0.04452054794520548,random_forest,0.9640625,0.2033898305084746
0.0547945205479452,random_forest,0.9635875542145764,0.2033898305084746
0.0547945205479452,random_forest,0.9598346453179175,0.22033898305084745
0.06164383561643835,random_forest,0.95625,0.22033898305084745
0.06164383561643835,random_forest,0.9560252351169778,0.23728813559322035
0.07876712328767123,random_forest,0.9492442301366935,0.23728813559322035
0.07876712328767123,random_forest,0.9450657894736842,0.288135593220339
0.0821917808219178,random_forest,0.9446323529411765,0.288135593220339
0.0821917808219178,random_forest,0.9426247771836009,0.3220338983050847
0.08904109589041095,random_forest,0.940625,0.3220338983050847
0.08904109589041095,random_forest,0.9398701237809454,0.3898305084745763
0.0958904109589041,random_forest,0.937596650810826,0.3898305084745763
0.0958904109589041,random_forest,0.9374747771836007,0.4067796610169492
0.1095890410958904,random_forest,0.9327599104859334,0.4067796610169492
0.1095890410958904,random_forest,0.9321323529411765,0.423728813559322
0.11643835616438356,random_forest,0.9282946021813058,0.423728813559322
0.11643835616438356,random_forest,0.9275,0.4406779661016949
0.13013698630136986,random_forest,0.9259368237065634,0.4406779661016949
0.13356164383561644,random_forest,0.9221987179487179,0.4406779661016949
0.13356164383561644,random_forest,0.915,0.4576271186440678
0.136986301369863,random_forest,0.9099157916990288,0.4576271186440678
0.136986301369863,random_forest,0.9096290772671937,0.4745762711864407
0.1404109589041096,random_forest,0.9084093724836728,0.4745762711864407
0.1404109589041096,random_forest,0.9082010869565218,0.5084745762711864
0.14383561643835616,random_forest,0.9055241935483872,0.5084745762711864
0.14383561643835616,random_forest,0.8967627500659193,0.5423728813559322
0.1506849315068493,random_forest,0.8896179243997014,0.5423728813559322
0.1506849315068493,random_forest,0.8888157894736842,0.5932203389830508
0.1541095890410959,random_forest,0.8882202530282446,0.5932203389830508
0.16095890410958905,random_forest,0.8864922327417872,0.5932203389830508
0.16095890410958905,random_forest,0.8844756732502161,0.6101694915254238
0.17465753424657535,random_forest,0.8653207095251502,0.6101694915254238
0.17465753424657535,random_forest,0.8638544960474309,0.6440677966101694
0.1780821917808219,random_forest,0.8631424083269674,0.6440677966101694
0.1780821917808219,random_forest,0.8609582415544214,0.6610169491525424
0.18493150684931506,random_forest,0.8563235294117646,0.6610169491525424
0.18493150684931506,random_forest,0.8364484359726296,0.711864406779661
0.18835616438356165,random_forest,0.8358720832316482,0.711864406779661
0.18835616438356165,random_forest,0.831763799549621,0.7288135593220338
0.1917808219178082,random_forest,0.8156559052059054,0.7288135593220338
0.1917808219178082,random_forest,0.813365728021978,0.7457627118644068
0.1952054794520548,random_forest,0.8036207716287241,0.7457627118644068
0.1952054794520548,random_forest,0.7875913409034584,0.7796610169491526
0.20205479452054795,random_forest,0.7792454198883114,0.7796610169491526
0.20205479452054795,random_forest,0.7769951923076923,0.7966101694915254
0.2191780821917808,random_forest,0.7735659126649282,0.7966101694915254
0.2226027397260274,random_forest,0.772118797412425,0.7966101694915254
0.6678082191780822,random_forest,0.7617623139230462,0.7966101694915254
0.6712328767123288,random_forest,0.7492603645303336,0.7966101694915254
0.6712328767123288,random_forest,0.7367296574950128,0.8135593220338984
0.6952054794520548,random_forest,0.5564776211073307,0.8135593220338984
0.6952054794520548,random_forest,0.5483961951404388,0.8305084745762712
0.7123287671232876,random_forest,0.49921149316094654,0.8305084745762712
0.7123287671232876,random_forest,0.49724886364818943,0.847457627118644
0.7328767123287672,random_forest,0.42461328209706717,0.847457627118644
0.7328767123287672,random_forest,0.4174784508780206,0.8983050847457628
0.7671232876712328,random_forest,0.3544198405024257,0.8983050847457628
0.7671232876712328,random_forest,0.35332844749111,0.9152542372881356
0.7876712328767124,random_forest,0.30653024150584995,0.9152542372881356
0.7876712328767124,random_forest,0.2792738577309349,0.9491525423728814
0.8082191780821918,random_forest,0.23360813202600259,0.9491525423728814
0.8082191780821918,random_forest,0.22346645473820717,0.9661016949152542
0.815068493150685,random_forest,0.20355931597091878,0.9661016949152542
0.821917808219178,random_forest,0.19541172255181027,0.9661016949152542
0.8253424657534246,random_forest,0.18663399858778906,0.9661016949152542
0.8321917808219178,random_forest,0.1838677835853641,0.9661016949152542
0.886986301369863,random_forest,0.11574353330657022,0.9661016949152542
0.8938356164383562,random_forest,0.11449353330657022,0.9661016949152542
0.8938356164383562,random_forest,0.10765308688201554,0.9830508474576272
0.9246575342465754,random_forest,0.07052634635376484,0.9830508474576272
0.9246575342465754,random_forest,0.06815001995089393,1.0
1.0,random_forest,0.012552195824505018,1.0
