LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CAN,CPI,TOT,AGRWTH,M,1975-07,11.02662,
CAN,CPI,TOT,AGRWTH,M,1975-08,10.90226,
CAN,CPI,TOT,AGRWTH,M,1975-09,10.44776,
CAN,CPI,TOT,AGRWTH,M,1975-10,9.963099,
CAN,CPI,TOT,AGRWTH,M,1975-11,10.25641,
CAN,CPI,TOT,AGRWTH,M,1975-12,9.42029,
CAN,CPI,TOT,AGRWTH,M,1976-01,9.782609,
CAN,CPI,TOT,AGRWTH,M,1976-02,9.318996,
CAN,CPI,TOT,AGRWTH,M,1976-03,9.285714,
CAN,CPI,TOT,AGRWTH,M,1976-04,8.865249,
CAN,CPI,TOT,AGRWTH,M,1976-05,8.421053,
CAN,CPI,TOT,AGRWTH,M,1976-06,7.986111,
CAN,CPI,TOT,AGRWTH,M,1976-07,7.191781,
CAN,CPI,TOT,AGRWTH,M,1976-08,6.101695,
CAN,CPI,TOT,AGRWTH,M,1976-09,6.418919,
CAN,CPI,TOT,AGRWTH,M,1976-10,6.375839,
CAN,CPI,TOT,AGRWTH,M,1976-11,5.64784,
CAN,CPI,TOT,AGRWTH,M,1976-12,5.629139,
CAN,CPI,TOT,AGRWTH,M,1977-01,6.270627,
CAN,CPI,TOT,AGRWTH,M,1977-02,6.229508,
CAN,CPI,TOT,AGRWTH,M,1977-03,7.189542,
CAN,CPI,TOT,AGRWTH,M,1977-04,7.491857,
CAN,CPI,TOT,AGRWTH,M,1977-05,8.090615,
CAN,CPI,TOT,AGRWTH,M,1977-06,7.717042,
CAN,CPI,TOT,AGRWTH,M,1977-07,8.306709,
CAN,CPI,TOT,AGRWTH,M,1977-08,8.306709,
CAN,CPI,TOT,AGRWTH,M,1977-09,8.571428,
CAN,CPI,TOT,AGRWTH,M,1977-10,8.832808,
CAN,CPI,TOT,AGRWTH,M,1977-11,9.119497,
CAN,CPI,TOT,AGRWTH,M,1977-12,9.404388,
CAN,CPI,TOT,AGRWTH,M,1978-01,9.006211,
CAN,CPI,TOT,AGRWTH,M,1978-02,9.259259,
CAN,CPI,TOT,AGRWTH,M,1978-03,8.841463,
CAN,CPI,TOT,AGRWTH,M,1978-04,8.484848,
CAN,CPI,TOT,AGRWTH,M,1978-05,8.682634,
CAN,CPI,TOT,AGRWTH,M,1978-06,9.253732,
CAN,CPI,TOT,AGRWTH,M,1978-07,9.439528,
CAN,CPI,TOT,AGRWTH,M,1978-08,9.734513,
CAN,CPI,TOT,AGRWTH,M,1978-09,8.479532,
CAN,CPI,TOT,AGRWTH,M,1978-10,8.985507,
CAN,CPI,TOT,AGRWTH,M,1978-11,8.933718,
CAN,CPI,TOT,AGRWTH,M,1978-12,8.595988,
CAN,CPI,TOT,AGRWTH,M,1979-01,8.547009,
CAN,CPI,TOT,AGRWTH,M,1979-02,9.039548,
CAN,CPI,TOT,AGRWTH,M,1979-03,9.243697,
CAN,CPI,TOT,AGRWTH,M,1979-04,9.776536,
CAN,CPI,TOT,AGRWTH,M,1979-05,9.366391,
CAN,CPI,TOT,AGRWTH,M,1979-06,9.016394,
CAN,CPI,TOT,AGRWTH,M,1979-07,8.355795,
CAN,CPI,TOT,AGRWTH,M,1979-08,8.333333,
CAN,CPI,TOT,AGRWTH,M,1979-09,9.703504,
CAN,CPI,TOT,AGRWTH,M,1979-10,9.042553,
CAN,CPI,TOT,AGRWTH,M,1979-11,9.523809,
CAN,CPI,TOT,AGRWTH,M,1979-12,9.762533,
CAN,CPI,TOT,AGRWTH,M,1980-01,9.711287,
CAN,CPI,TOT,AGRWTH,M,1980-02,9.585492,
CAN,CPI,TOT,AGRWTH,M,1980-03,9.230769,
CAN,CPI,TOT,AGRWTH,M,1980-04,9.160305,
CAN,CPI,TOT,AGRWTH,M,1980-05,9.3199,
CAN,CPI,TOT,AGRWTH,M,1980-06,10.02506,
CAN,CPI,TOT,AGRWTH,M,1980-07,9.950249,
CAN,CPI,TOT,AGRWTH,M,1980-08,10.91811,
CAN,CPI,TOT,AGRWTH,M,1980-09,10.56511,
CAN,CPI,TOT,AGRWTH,M,1980-10,10.73171,
CAN,CPI,TOT,AGRWTH,M,1980-11,11.11111,
CAN,CPI,TOT,AGRWTH,M,1980-12,11.05769,
CAN,CPI,TOT,AGRWTH,M,1981-01,12.20096,
CAN,CPI,TOT,AGRWTH,M,1981-02,12.05674,
CAN,CPI,TOT,AGRWTH,M,1981-03,12.67606,
CAN,CPI,TOT,AGRWTH,M,1981-04,12.58741,
CAN,CPI,TOT,AGRWTH,M,1981-05,12.21198,
CAN,CPI,TOT,AGRWTH,M,1981-06,12.75626,
CAN,CPI,TOT,AGRWTH,M,1981-07,12.89593,
CAN,CPI,TOT,AGRWTH,M,1981-08,12.52796,
CAN,CPI,TOT,AGRWTH,M,1981-09,12.66667,
CAN,CPI,TOT,AGRWTH,M,1981-10,12.77533,
CAN,CPI,TOT,AGRWTH,M,1981-11,12.17391,
CAN,CPI,TOT,AGRWTH,M,1981-12,12.12121,
CAN,CPI,TOT,AGRWTH,M,1982-01,11.30064,
CAN,CPI,TOT,AGRWTH,M,1982-02,11.39241,
CAN,CPI,TOT,AGRWTH,M,1982-03,11.45833,
CAN,CPI,TOT,AGRWTH,M,1982-04,11.38716,
CAN,CPI,TOT,AGRWTH,M,1982-05,11.90965,
CAN,CPI,TOT,AGRWTH,M,1982-06,11.31313,
CAN,CPI,TOT,AGRWTH,M,1982-07,11.02204,
CAN,CPI,TOT,AGRWTH,M,1982-08,10.53678,
CAN,CPI,TOT,AGRWTH,M,1982-09,10.25641,
CAN,CPI,TOT,AGRWTH,M,1982-10,9.960938,
CAN,CPI,TOT,AGRWTH,M,1982-11,9.689922,
CAN,CPI,TOT,AGRWTH,M,1982-12,9.266409,
CAN,CPI,TOT,AGRWTH,M,1983-01,8.237548,
CAN,CPI,TOT,AGRWTH,M,1983-02,7.575758,
CAN,CPI,TOT,AGRWTH,M,1983-03,7.28972,
CAN,CPI,TOT,AGRWTH,M,1983-04,6.69145,
CAN,CPI,TOT,AGRWTH,M,1983-05,5.504587,
CAN,CPI,TOT,AGRWTH,M,1983-06,5.444646,
CAN,CPI,TOT,AGRWTH,M,1983-07,5.415163,
CAN,CPI,TOT,AGRWTH,M,1983-08,5.57554,
CAN,CPI,TOT,AGRWTH,M,1983-09,5.008945,
CAN,CPI,TOT,AGRWTH,M,1983-10,4.973357,
CAN,CPI,TOT,AGRWTH,M,1983-11,4.416961,
CAN,CPI,TOT,AGRWTH,M,1983-12,4.593639,
CAN,CPI,TOT,AGRWTH,M,1984-01,5.486726,
CAN,CPI,TOT,AGRWTH,M,1984-02,5.457747,
CAN,CPI,TOT,AGRWTH,M,1984-03,4.529617,
CAN,CPI,TOT,AGRWTH,M,1984-04,4.878049,
CAN,CPI,TOT,AGRWTH,M,1984-05,4.695652,
CAN,CPI,TOT,AGRWTH,M,1984-06,4.302926,
CAN,CPI,TOT,AGRWTH,M,1984-07,4.109589,
CAN,CPI,TOT,AGRWTH,M,1984-08,3.577513,
CAN,CPI,TOT,AGRWTH,M,1984-09,3.74787,
CAN,CPI,TOT,AGRWTH,M,1984-10,3.384095,
CAN,CPI,TOT,AGRWTH,M,1984-11,3.891709,
CAN,CPI,TOT,AGRWTH,M,1984-12,3.716216,
CAN,CPI,TOT,AGRWTH,M,1985-01,3.52349,
CAN,CPI,TOT,AGRWTH,M,1985-02,3.672788,
CAN,CPI,TOT,AGRWTH,M,1985-03,3.666667,
CAN,CPI,TOT,AGRWTH,M,1985-04,3.820598,
CAN,CPI,TOT,AGRWTH,M,1985-05,4.152824,
CAN,CPI,TOT,AGRWTH,M,1985-06,3.960396,
CAN,CPI,TOT,AGRWTH,M,1985-07,4.111842,
CAN,CPI,TOT,AGRWTH,M,1985-08,4.111842,
CAN,CPI,TOT,AGRWTH,M,1985-09,4.10509,
CAN,CPI,TOT,AGRWTH,M,1985-10,4.091653,
CAN,CPI,TOT,AGRWTH,M,1985-11,3.908795,
CAN,CPI,TOT,AGRWTH,M,1985-12,4.397394,
CAN,CPI,TOT,AGRWTH,M,1986-01,4.376013,
CAN,CPI,TOT,AGRWTH,M,1986-02,4.186796,
CAN,CPI,TOT,AGRWTH,M,1986-03,4.340836,
CAN,CPI,TOT,AGRWTH,M,1986-04,3.84,
CAN,CPI,TOT,AGRWTH,M,1986-05,4.14673,
CAN,CPI,TOT,AGRWTH,M,1986-06,3.809524,
CAN,CPI,TOT,AGRWTH,M,1986-07,4.107425,
CAN,CPI,TOT,AGRWTH,M,1986-08,4.265403,
CAN,CPI,TOT,AGRWTH,M,1986-09,4.100946,
CAN,CPI,TOT,AGRWTH,M,1986-10,4.402516,
CAN,CPI,TOT,AGRWTH,M,1986-11,4.545455,
CAN,CPI,TOT,AGRWTH,M,1986-12,4.212169,
CAN,CPI,TOT,AGRWTH,M,1987-01,4.037267,
CAN,CPI,TOT,AGRWTH,M,1987-02,4.018547,
CAN,CPI,TOT,AGRWTH,M,1987-03,4.006163,
CAN,CPI,TOT,AGRWTH,M,1987-04,4.622496,
CAN,CPI,TOT,AGRWTH,M,1987-05,4.594181,
CAN,CPI,TOT,AGRWTH,M,1987-06,4.740061,
CAN,CPI,TOT,AGRWTH,M,1987-07,4.552352,
CAN,CPI,TOT,AGRWTH,M,1987-08,4.545455,
CAN,CPI,TOT,AGRWTH,M,1987-09,4.545455,
CAN,CPI,TOT,AGRWTH,M,1987-10,4.216867,
CAN,CPI,TOT,AGRWTH,M,1987-11,4.197901,
CAN,CPI,TOT,AGRWTH,M,1987-12,4.191617,
CAN,CPI,TOT,AGRWTH,M,1988-01,4.029851,
CAN,CPI,TOT,AGRWTH,M,1988-02,4.011887,
CAN,CPI,TOT,AGRWTH,M,1988-03,4.296296,
CAN,CPI,TOT,AGRWTH,M,1988-04,3.976436,
CAN,CPI,TOT,AGRWTH,M,1988-05,3.953148,
CAN,CPI,TOT,AGRWTH,M,1988-06,3.941606,
CAN,CPI,TOT,AGRWTH,M,1988-07,3.918723,
CAN,CPI,TOT,AGRWTH,M,1988-08,3.913043,
CAN,CPI,TOT,AGRWTH,M,1988-09,4.057971,
CAN,CPI,TOT,AGRWTH,M,1988-10,4.33526,
CAN,CPI,TOT,AGRWTH,M,1988-11,4.028777,
CAN,CPI,TOT,AGRWTH,M,1988-12,3.87931,
CAN,CPI,TOT,AGRWTH,M,1989-01,4.304161,
CAN,CPI,TOT,AGRWTH,M,1989-02,4.571429,
CAN,CPI,TOT,AGRWTH,M,1989-03,4.545455,
CAN,CPI,TOT,AGRWTH,M,1989-04,4.532578,
CAN,CPI,TOT,AGRWTH,M,1989-05,5.070423,
CAN,CPI,TOT,AGRWTH,M,1989-06,5.196629,
CAN,CPI,TOT,AGRWTH,M,1989-07,5.307262,
CAN,CPI,TOT,AGRWTH,M,1989-08,5.29986,
CAN,CPI,TOT,AGRWTH,M,1989-09,5.292479,
CAN,CPI,TOT,AGRWTH,M,1989-10,5.124654,
CAN,CPI,TOT,AGRWTH,M,1989-11,5.255878,
CAN,CPI,TOT,AGRWTH,M,1989-12,5.255878,
CAN,CPI,TOT,AGRWTH,M,1990-01,5.502063,
CAN,CPI,TOT,AGRWTH,M,1990-02,5.464481,
CAN,CPI,TOT,AGRWTH,M,1990-03,5.298913,
CAN,CPI,TOT,AGRWTH,M,1990-04,5.01355,
CAN,CPI,TOT,AGRWTH,M,1990-05,4.423593,
CAN,CPI,TOT,AGRWTH,M,1990-06,4.405875,
CAN,CPI,TOT,AGRWTH,M,1990-07,4.111406,
CAN,CPI,TOT,AGRWTH,M,1990-08,4.10596,
CAN,CPI,TOT,AGRWTH,M,1990-09,4.232804,
CAN,CPI,TOT,AGRWTH,M,1990-10,4.743083,
CAN,CPI,TOT,AGRWTH,M,1990-11,5.124836,
CAN,CPI,TOT,AGRWTH,M,1990-12,4.99343,
CAN,CPI,TOT,AGRWTH,M,1991-01,6.910039,
CAN,CPI,TOT,AGRWTH,M,1991-02,6.217617,
CAN,CPI,TOT,AGRWTH,M,1991-03,6.193548,
CAN,CPI,TOT,AGRWTH,M,1991-04,6.193548,
CAN,CPI,TOT,AGRWTH,M,1991-05,6.161746,
CAN,CPI,TOT,AGRWTH,M,1991-06,6.265985,
CAN,CPI,TOT,AGRWTH,M,1991-07,5.987261,
CAN,CPI,TOT,AGRWTH,M,1991-08,5.979644,
CAN,CPI,TOT,AGRWTH,M,1991-09,5.456853,
CAN,CPI,TOT,AGRWTH,M,1991-10,4.402516,
CAN,CPI,TOT,AGRWTH,M,1991-11,4.125,
CAN,CPI,TOT,AGRWTH,M,1991-12,3.754693,
CAN,CPI,TOT,AGRWTH,M,1992-01,1.585366,
CAN,CPI,TOT,AGRWTH,M,1992-02,1.585366,
CAN,CPI,TOT,AGRWTH,M,1992-03,1.579587,
CAN,CPI,TOT,AGRWTH,M,1992-04,1.701094,
CAN,CPI,TOT,AGRWTH,M,1992-05,1.330109,
CAN,CPI,TOT,AGRWTH,M,1992-06,1.083032,
CAN,CPI,TOT,AGRWTH,M,1992-07,1.201923,
CAN,CPI,TOT,AGRWTH,M,1992-08,1.080432,
CAN,CPI,TOT,AGRWTH,M,1992-09,1.323706,
CAN,CPI,TOT,AGRWTH,M,1992-10,1.566265,
CAN,CPI,TOT,AGRWTH,M,1992-11,1.680672,
CAN,CPI,TOT,AGRWTH,M,1992-12,2.171291,
CAN,CPI,TOT,AGRWTH,M,1993-01,2.040816,
CAN,CPI,TOT,AGRWTH,M,1993-02,2.40096,
CAN,CPI,TOT,AGRWTH,M,1993-03,1.913876,
CAN,CPI,TOT,AGRWTH,M,1993-04,1.792115,
CAN,CPI,TOT,AGRWTH,M,1993-05,1.909308,
CAN,CPI,TOT,AGRWTH,M,1993-06,1.666667,
CAN,CPI,TOT,AGRWTH,M,1993-07,1.662708,
CAN,CPI,TOT,AGRWTH,M,1993-08,1.781473,
CAN,CPI,TOT,AGRWTH,M,1993-09,1.781473,
CAN,CPI,TOT,AGRWTH,M,1993-10,1.897983,
CAN,CPI,TOT,AGRWTH,M,1993-11,1.88902,
CAN,CPI,TOT,AGRWTH,M,1993-12,1.652893,
CAN,CPI,TOT,AGRWTH,M,1994-01,1.294118,
CAN,CPI,TOT,AGRWTH,M,1994-02,0.1172333,
CAN,CPI,TOT,AGRWTH,M,1994-03,0.2347418,
CAN,CPI,TOT,AGRWTH,M,1994-04,0.2347418,
CAN,CPI,TOT,AGRWTH,M,1994-05,-0.234192,
CAN,CPI,TOT,AGRWTH,M,1994-06,0.0,
CAN,CPI,TOT,AGRWTH,M,1994-07,0.1168224,
CAN,CPI,TOT,AGRWTH,M,1994-08,0.1166861,
CAN,CPI,TOT,AGRWTH,M,1994-09,0.2333722,
CAN,CPI,TOT,AGRWTH,M,1994-10,-0.2328289,
CAN,CPI,TOT,AGRWTH,M,1994-11,-0.1158749,
CAN,CPI,TOT,AGRWTH,M,1994-12,0.232288,
CAN,CPI,TOT,AGRWTH,M,1995-01,0.5807201,
CAN,CPI,TOT,AGRWTH,M,1995-02,1.873536,
CAN,CPI,TOT,AGRWTH,M,1995-03,2.107728,
CAN,CPI,TOT,AGRWTH,M,1995-04,2.459016,
CAN,CPI,TOT,AGRWTH,M,1995-05,2.934272,
CAN,CPI,TOT,AGRWTH,M,1995-06,2.693208,
CAN,CPI,TOT,AGRWTH,M,1995-07,2.567095,
CAN,CPI,TOT,AGRWTH,M,1995-08,2.214452,
CAN,CPI,TOT,AGRWTH,M,1995-09,2.211874,
CAN,CPI,TOT,AGRWTH,M,1995-10,2.333722,
CAN,CPI,TOT,AGRWTH,M,1995-11,2.088167,
CAN,CPI,TOT,AGRWTH,M,1995-12,1.738123,
CAN,CPI,TOT,AGRWTH,M,1996-01,1.616628,
CAN,CPI,TOT,AGRWTH,M,1996-02,1.264368,
CAN,CPI,TOT,AGRWTH,M,1996-03,1.490826,
CAN,CPI,TOT,AGRWTH,M,1996-04,1.371429,
CAN,CPI,TOT,AGRWTH,M,1996-05,1.482326,
CAN,CPI,TOT,AGRWTH,M,1996-06,1.482326,
CAN,CPI,TOT,AGRWTH,M,1996-07,1.251422,
CAN,CPI,TOT,AGRWTH,M,1996-08,1.482326,
CAN,CPI,TOT,AGRWTH,M,1996-09,1.480638,
CAN,CPI,TOT,AGRWTH,M,1996-10,1.824401,
CAN,CPI,TOT,AGRWTH,M,1996-11,1.931818,
CAN,CPI,TOT,AGRWTH,M,1996-12,2.164009,
CAN,CPI,TOT,AGRWTH,M,1997-01,2.159091,
CAN,CPI,TOT,AGRWTH,M,1997-02,2.270148,
CAN,CPI,TOT,AGRWTH,M,1997-03,1.920904,
CAN,CPI,TOT,AGRWTH,M,1997-04,1.691094,
CAN,CPI,TOT,AGRWTH,M,1997-05,1.460674,
CAN,CPI,TOT,AGRWTH,M,1997-06,1.685393,
CAN,CPI,TOT,AGRWTH,M,1997-07,1.685393,
CAN,CPI,TOT,AGRWTH,M,1997-08,1.797753,
CAN,CPI,TOT,AGRWTH,M,1997-09,1.683502,
CAN,CPI,TOT,AGRWTH,M,1997-10,1.455767,
CAN,CPI,TOT,AGRWTH,M,1997-11,0.8918617,
CAN,CPI,TOT,AGRWTH,M,1997-12,0.7803791,
CAN,CPI,TOT,AGRWTH,M,1998-01,1.112347,
CAN,CPI,TOT,AGRWTH,M,1998-02,0.9988901,
CAN,CPI,TOT,AGRWTH,M,1998-03,0.9977827,
CAN,CPI,TOT,AGRWTH,M,1998-04,0.8869179,
CAN,CPI,TOT,AGRWTH,M,1998-05,1.10742,
CAN,CPI,TOT,AGRWTH,M,1998-06,0.9944751,
CAN,CPI,TOT,AGRWTH,M,1998-07,0.9944751,
CAN,CPI,TOT,AGRWTH,M,1998-08,0.8830022,
CAN,CPI,TOT,AGRWTH,M,1998-09,0.6622517,
CAN,CPI,TOT,AGRWTH,M,1998-10,1.103753,
CAN,CPI,TOT,AGRWTH,M,1998-11,1.21547,
CAN,CPI,TOT,AGRWTH,M,1998-12,0.9955752,
CAN,CPI,TOT,AGRWTH,M,1999-01,0.660066,
CAN,CPI,TOT,AGRWTH,M,1999-02,0.6593407,
CAN,CPI,TOT,AGRWTH,M,1999-03,0.9879254,
CAN,CPI,TOT,AGRWTH,M,1999-04,1.648352,
CAN,CPI,TOT,AGRWTH,M,1999-05,1.533406,
CAN,CPI,TOT,AGRWTH,M,1999-06,1.641138,
CAN,CPI,TOT,AGRWTH,M,1999-07,1.859956,
CAN,CPI,TOT,AGRWTH,M,1999-08,2.078775,
CAN,CPI,TOT,AGRWTH,M,1999-09,2.631579,
CAN,CPI,TOT,AGRWTH,M,1999-10,2.292576,
CAN,CPI,TOT,AGRWTH,M,1999-11,2.183406,
CAN,CPI,TOT,AGRWTH,M,1999-12,2.628697,
CAN,CPI,TOT,AGRWTH,M,2000-01,2.185792,
CAN,CPI,TOT,AGRWTH,M,2000-02,2.729258,
CAN,CPI,TOT,AGRWTH,M,2000-03,3.043478,
CAN,CPI,TOT,AGRWTH,M,2000-04,2.162162,
CAN,CPI,TOT,AGRWTH,M,2000-05,2.373247,
CAN,CPI,TOT,AGRWTH,M,2000-06,2.798708,
CAN,CPI,TOT,AGRWTH,M,2000-07,2.900107,
CAN,CPI,TOT,AGRWTH,M,2000-08,2.572347,
CAN,CPI,TOT,AGRWTH,M,2000-09,2.67094,
CAN,CPI,TOT,AGRWTH,M,2000-10,2.774813,
CAN,CPI,TOT,AGRWTH,M,2000-11,3.205128,
CAN,CPI,TOT,AGRWTH,M,2000-12,3.201708,
CAN,CPI,TOT,AGRWTH,M,2001-01,2.994653,
CAN,CPI,TOT,AGRWTH,M,2001-02,2.869288,
CAN,CPI,TOT,AGRWTH,M,2001-03,2.42616,
CAN,CPI,TOT,AGRWTH,M,2001-04,3.492064,
CAN,CPI,TOT,AGRWTH,M,2001-05,3.898841,
CAN,CPI,TOT,AGRWTH,M,2001-06,3.350785,
CAN,CPI,TOT,AGRWTH,M,2001-07,2.713988,
CAN,CPI,TOT,AGRWTH,M,2001-08,2.821317,
CAN,CPI,TOT,AGRWTH,M,2001-09,2.601457,
CAN,CPI,TOT,AGRWTH,M,2001-10,1.869159,
CAN,CPI,TOT,AGRWTH,M,2001-11,0.621118,
CAN,CPI,TOT,AGRWTH,M,2001-12,0.7238883,
CAN,CPI,TOT,AGRWTH,M,2002-01,1.349948,
CAN,CPI,TOT,AGRWTH,M,2002-02,1.446281,
CAN,CPI,TOT,AGRWTH,M,2002-03,1.853759,
CAN,CPI,TOT,AGRWTH,M,2002-04,1.738241,
CAN,CPI,TOT,AGRWTH,M,2002-05,1.115619,
CAN,CPI,TOT,AGRWTH,M,2002-06,1.215806,
CAN,CPI,TOT,AGRWTH,M,2002-07,2.134146,
CAN,CPI,TOT,AGRWTH,M,2002-08,2.54065,
CAN,CPI,TOT,AGRWTH,M,2002-09,2.332657,
CAN,CPI,TOT,AGRWTH,M,2002-10,3.160041,
CAN,CPI,TOT,AGRWTH,M,2002-11,4.423868,
CAN,CPI,TOT,AGRWTH,M,2002-12,3.798768,
CAN,CPI,TOT,AGRWTH,M,2003-01,4.508197,
CAN,CPI,TOT,AGRWTH,M,2003-02,4.684318,
CAN,CPI,TOT,AGRWTH,M,2003-03,4.246714,
CAN,CPI,TOT,AGRWTH,M,2003-04,2.914573,
CAN,CPI,TOT,AGRWTH,M,2003-05,2.808425,
CAN,CPI,TOT,AGRWTH,M,2003-06,2.602603,
CAN,CPI,TOT,AGRWTH,M,2003-07,2.089552,
CAN,CPI,TOT,AGRWTH,M,2003-08,1.982161,
CAN,CPI,TOT,AGRWTH,M,2003-09,2.180377,
CAN,CPI,TOT,AGRWTH,M,2003-10,1.581028,
CAN,CPI,TOT,AGRWTH,M,2003-11,1.576355,
CAN,CPI,TOT,AGRWTH,M,2003-12,2.077151,
CAN,CPI,TOT,AGRWTH,M,2004-01,1.27451,
CAN,CPI,TOT,AGRWTH,M,2004-02,0.6809338,
CAN,CPI,TOT,AGRWTH,M,2004-03,0.7759457,
CAN,CPI,TOT,AGRWTH,M,2004-04,1.660156,
CAN,CPI,TOT,AGRWTH,M,2004-05,2.439024,
CAN,CPI,TOT,AGRWTH,M,2004-06,2.536585,
CAN,CPI,TOT,AGRWTH,M,2004-07,2.339181,
CAN,CPI,TOT,AGRWTH,M,2004-08,1.846453,
CAN,CPI,TOT,AGRWTH,M,2004-09,1.842871,
CAN,CPI,TOT,AGRWTH,M,2004-10,2.33463,
CAN,CPI,TOT,AGRWTH,M,2004-11,2.42483,
CAN,CPI,TOT,AGRWTH,M,2004-12,2.131783,
CAN,CPI,TOT,AGRWTH,M,2005-01,1.936108,
CAN,CPI,TOT,AGRWTH,M,2005-02,2.125604,
CAN,CPI,TOT,AGRWTH,M,2005-03,2.309913,
CAN,CPI,TOT,AGRWTH,M,2005-04,2.401537,
CAN,CPI,TOT,AGRWTH,M,2005-05,1.619048,
CAN,CPI,TOT,AGRWTH,M,2005-06,1.712655,
CAN,CPI,TOT,AGRWTH,M,2005-07,2.0,
CAN,CPI,TOT,AGRWTH,M,2005-08,2.576336,
CAN,CPI,TOT,AGRWTH,M,2005-09,3.238095,
CAN,CPI,TOT,AGRWTH,M,2005-10,2.56654,
CAN,CPI,TOT,AGRWTH,M,2005-11,1.988636,
