rowid,date,currency_code,name,local_price,dollar_ex,dollar_price
692,2013-07-01,EUR,Euro area,3.623870489,0.777756173,4.65939148386547
722,2014-01-01,ARS,Argentina,21.0,6.92125,3.03413400758534
734,2014-01-01,EUR,Euro area,3.657962724,0.737218475,4.96184353491684
764,2014-07-01,ARS,Argentina,21.0,8.16875,2.5707727620505
776,2014-07-01,EUR,Euro area,3.67923829,0.7427489140000001,4.95354246993891
807,2015-01-01,ARS,Argentina,28.0,8.61,3.2520325203252
819,2015-01-01,EUR,Euro area,3.68,0.8630734040000001,4.26383200194175
850,2015-07-01,ARS,Argentina,28.0,9.135,3.06513409961686
862,2015-07-01,EUR,Euro area,3.7,0.912700224,4.05390499827466
893,2016-01-01,ARS,Argentina,33.0,13.80925,2.3897025544472004
905,2016-01-01,EUR,Euro area,3.72,0.930232558,3.9990000005998496
936,2016-07-01,ARS,Argentina,50.0,14.935,3.3478406427854
948,2016-07-01,EUR,Euro area,3.82,0.908306463,4.20562899815015
979,2017-01-01,ARS,Argentina,55.0,15.8575,3.4683903515686603
991,2017-01-01,EUR,Euro area,3.88,0.955246692,4.06177800194884
1022,2017-07-01,ARS,Argentina,70.0,16.9675,4.12553410932665
1034,2017-07-01,EUR,Euro area,3.91,0.875695083,4.4650244998577895
1065,2018-01-01,ARS,Argentina,75.0,18.9375,3.96039603960396
1077,2018-01-01,EUR,Euro area,3.95,0.816826629,4.8357874973246
1108,2018-07-01,ARS,Argentina,75.0,27.725,2.705139765554549
1122,2018-07-01,EUR,Euro area,4.04,0.8532059212490941,4.735082
1164,2019-01-01,ARS,Argentina,75.0,37.455,2.00240288346015
1178,2019-01-01,EUR,Euro area,4.05,0.87248614928238,4.641907499999999
1220,2019-07-09,ARS,Argentina,120.0,41.8045,2.87050437153895
1234,2019-07-09,EUR,Euro area,4.08,0.892339267389462,4.572252
1276,2020-01-14,ARS,Argentina,171.0,60.0656,2.8468874031059404
1290,2020-01-14,EUR,Euro area,4.12,0.8991592860675269,4.582058
1331,2000-04-01,ARS,Argentina,2.5,1.0,2.5
1340,2000-04-01,EUR,Euro area,2.56,1.075268817,2.38080000045235
1359,2001-04-01,ARS,Argentina,2.5,1.0,2.5
1368,2001-04-01,EUR,Euro area,2.57,1.136363636,2.26160000072371
1387,2002-04-01,ARS,Argentina,2.5,3.13,0.7987220447284351
1396,2002-04-01,EUR,Euro area,2.67,1.123595506,2.37629999919206
1419,2003-04-01,ARS,Argentina,4.1,2.88,1.42361111111111
1429,2003-04-01,EUR,Euro area,2.71,0.909090909,2.9810000002981
1450,2004-05-01,ARS,Argentina,4.36,2.95,1.4779661016949202
1462,2004-05-01,EUR,Euro area,2.74,0.833333333,3.2880000013152
1490,2005-06-01,ARS,Argentina,4.75,2.897,1.6396272005522998
1502,2005-06-01,EUR,Euro area,2.92,0.814929509,3.58313199823029
1529,2006-01-01,ARS,Argentina,4.75,3.0638,1.5503622951889802
1539,2006-01-01,EUR,Euro area,2.91,0.82815735,3.5138249995607698
1561,2006-05-01,ARS,Argentina,7.0,3.0565,2.29020121053493
1573,2006-05-01,EUR,Euro area,2.939573529,0.780365992,3.76691649704796
1601,2007-01-01,ARS,Argentina,8.25,3.08875,2.67098340752732
1613,2007-01-01,EUR,Euro area,2.94,0.771813376,3.80921099765962
1641,2007-06-01,ARS,Argentina,8.25,3.0915,2.66860747210092
1653,2007-06-01,EUR,Euro area,3.057482443,0.7337564659999999,4.1668899487422
1681,2008-06-01,ARS,Argentina,11.0,3.0195,3.64298724954463
1693,2008-06-01,EUR,Euro area,3.36856,0.630497147,5.342704588003469
1721,2009-07-01,ARS,Argentina,11.5,3.81125,3.0173827484421096
1733,2009-07-01,EUR,Euro area,3.31,0.7168972690000001,4.6171189975617
1762,2010-01-01,ARS,Argentina,7.0,3.7985,1.84283269711728
1774,2010-01-01,EUR,Euro area,3.36,0.693649638,4.84394399698368
1803,2010-07-01,ARS,Argentina,14.0,3.93375,3.55894502700985
1815,2010-07-01,EUR,Euro area,3.3800310710000003,0.78015291,4.33252382664316
1844,2011-07-01,ARS,Argentina,20.0,4.1325,4.83968542044767
1856,2011-07-01,EUR,Euro area,3.437660401,0.697520315,4.92840183586624
1886,2012-01-01,ARS,Argentina,20.0,4.3135,4.63660600440478
1898,2012-01-01,EUR,Euro area,3.49245637,0.788239467,4.43070477464433
1928,2012-07-01,ARS,Argentina,19.0,4.56625,4.16096359156857
1939,2012-07-01,EUR,Euro area,3.5834822410000005,0.8248443109999999,4.3444346929611095
1968,2013-01-01,ARS,Argentina,19.0,4.9765,3.81794433839044
1980,2013-01-01,EUR,Euro area,3.594849572,0.7369468290000001,4.878031128620269
2010,2013-07-01,ARS,Argentina,21.0,5.4125,3.87990762124711
2022,2013-07-01,EUR,Euro area,3.623870489,0.777756173,4.65939148386547
2052,2014-01-01,ARS,Argentina,21.0,6.92125,3.03413400758534
2064,2014-01-01,EUR,Euro area,3.657962724,0.737218475,4.96184353491684
2094,2014-07-01,ARS,Argentina,21.0,8.16875,2.5707727620505
2106,2014-07-01,EUR,Euro area,3.67923829,0.7427489140000001,4.95354246993891
2137,2015-01-01,ARS,Argentina,28.0,8.61,3.2520325203252
2149,2015-01-01,EUR,Euro area,3.68,0.8630734040000001,4.26383200194175
2180,2015-07-01,ARS,Argentina,28.0,9.135,3.06513409961686
2192,2015-07-01,EUR,Euro area,3.7,0.912700224,4.05390499827466
2223,2016-01-01,ARS,Argentina,33.0,13.80925,2.3897025544472004
2235,2016-01-01,EUR,Euro area,3.72,0.930232558,3.9990000005998496
2266,2016-07-01,ARS,Argentina,50.0,14.935,3.3478406427854
2278,2016-07-01,EUR,Euro area,3.82,0.908306463,4.20562899815015
2309,2017-01-01,ARS,Argentina,55.0,15.8575,3.4683903515686603
2321,2017-01-01,EUR,Euro area,3.88,0.955246692,4.06177800194884
2352,2017-07-01,ARS,Argentina,70.0,16.9675,4.12553410932665
2364,2017-07-01,EUR,Euro area,3.91,0.875695083,4.4650244998577895
2395,2018-01-01,ARS,Argentina,75.0,18.9375,3.96039603960396
2407,2018-01-01,EUR,Euro area,3.95,0.816826629,4.8357874973246
2438,2018-07-01,ARS,Argentina,75.0,27.725,2.705139765554549
2452,2018-07-01,EUR,Euro area,4.04,0.8532059212490941,4.735082
2494,2019-01-01,ARS,Argentina,75.0,37.455,2.00240288346015
2508,2019-01-01,EUR,Euro area,4.05,0.87248614928238,4.641907499999999
2550,2019-07-09,ARS,Argentina,120.0,41.8045,2.87050437153895
2564,2019-07-09,EUR,Euro area,4.08,0.892339267389462,4.572252
2606,2020-01-14,ARS,Argentina,171.0,60.0656,2.8468874031059404
2620,2020-01-14,EUR,Euro area,4.12,0.8991592860675269,4.582058
2661,2000-04-01,ARS,Argentina,2.5,1.0,2.5
2670,2000-04-01,EUR,Euro area,2.56,1.075268817,2.38080000045235
2689,2001-04-01,ARS,Argentina,2.5,1.0,2.5
2698,2001-04-01,EUR,Euro area,2.57,1.136363636,2.26160000072371
2717,2002-04-01,ARS,Argentina,2.5,3.13,0.7987220447284351
2726,2002-04-01,EUR,Euro area,2.67,1.123595506,2.37629999919206
2749,2003-04-01,ARS,Argentina,4.1,2.88,1.42361111111111
2759,2003-04-01,EUR,Euro area,2.71,0.909090909,2.9810000002981
2780,2004-05-01,ARS,Argentina,4.36,2.95,1.4779661016949202
2792,2004-05-01,EUR,Euro area,2.74,0.833333333,3.2880000013152
2820,2005-06-01,ARS,Argentina,4.75,2.897,1.6396272005522998
2832,2005-06-01,EUR,Euro area,2.92,0.814929509,3.58313199823029
2859,2006-01-01,ARS,Argentina,4.75,3.0638,1.5503622951889802
2869,2006-01-01,EUR,Euro area,2.91,0.82815735,3.5138249995607698
2891,2006-05-01,ARS,Argentina,7.0,3.0565,2.29020121053493
2903,2006-05-01,EUR,Euro area,2.939573529,0.780365992,3.76691649704796
2931,2007-01-01,ARS,Argentina,8.25,3.08875,2.67098340752732
2943,2007-01-01,EUR,Euro area,2.94,0.771813376,3.80921099765962
2971,2007-06-01,ARS,Argentina,8.25,3.0915,2.66860747210092
2983,2007-06-01,EUR,Euro area,3.057482443,0.7337564659999999,4.1668899487422
3011,2008-06-01,ARS,Argentina,11.0,3.0195,3.64298724954463
3023,2008-06-01,EUR,Euro area,3.36856,0.630497147,5.342704588003469
3051,2009-07-01,ARS,Argentina,11.5,3.81125,3.0173827484421096
3063,2009-07-01,EUR,Euro area,3.31,0.7168972690000001,4.6171189975617
3092,2010-01-01,ARS,Argentina,7.0,3.7985,1.84283269711728
3104,2010-01-01,EUR,Euro area,3.36,0.693649638,4.84394399698368
3133,2010-07-01,ARS,Argentina,14.0,3.93375,3.55894502700985
3145,2010-07-01,EUR,Euro area,3.3800310710000003,0.78015291,4.33252382664316
3174,2011-07-01,ARS,Argentina,20.0,4.1325,4.83968542044767
3186,2011-07-01,EUR,Euro area,3.437660401,0.697520315,4.92840183586624
3216,2012-01-01,ARS,Argentina,20.0,4.3135,4.63660600440478
3228,2012-01-01,EUR,Euro area,3.49245637,0.788239467,4.43070477464433
3258,2012-07-01,ARS,Argentina,19.0,4.56625,4.16096359156857
3269,2012-07-01,EUR,Euro area,3.5834822410000005,0.8248443109999999,4.3444346929611095
3298,2013-01-01,ARS,Argentina,19.0,4.9765,3.81794433839044
3310,2013-01-01,EUR,Euro area,3.594849572,0.7369468290000001,4.878031128620269
3340,2013-07-01,ARS,Argentina,21.0,5.4125,3.87990762124711
3352,2013-07-01,EUR,Euro area,3.623870489,0.777756173,4.65939148386547
3382,2014-01-01,ARS,Argentina,21.0,6.92125,3.03413400758534
3394,2014-01-01,EUR,Euro area,3.657962724,0.737218475,4.96184353491684
3424,2014-07-01,ARS,Argentina,21.0,8.16875,2.5707727620505
3436,2014-07-01,EUR,Euro area,3.67923829,0.7427489140000001,4.95354246993891
3467,2015-01-01,ARS,Argentina,28.0,8.61,3.2520325203252
3479,2015-01-01,EUR,Euro area,3.68,0.8630734040000001,4.26383200194175
3510,2015-07-01,ARS,Argentina,28.0,9.135,3.06513409961686
3522,2015-07-01,EUR,Euro area,3.7,0.912700224,4.05390499827466
3553,2016-01-01,ARS,Argentina,33.0,13.80925,2.3897025544472004
3565,2016-01-01,EUR,Euro area,3.72,0.930232558,3.9990000005998496
3596,2016-07-01,ARS,Argentina,50.0,14.935,3.3478406427854
3608,2016-07-01,EUR,Euro area,3.82,0.908306463,4.20562899815015
3639,2017-01-01,ARS,Argentina,55.0,15.8575,3.4683903515686603
3651,2017-01-01,EUR,Euro area,3.88,0.955246692,4.06177800194884
3682,2017-07-01,ARS,Argentina,70.0,16.9675,4.12553410932665
3694,2017-07-01,EUR,Euro area,3.91,0.875695083,4.4650244998577895
3725,2018-01-01,ARS,Argentina,75.0,18.9375,3.96039603960396
3737,2018-01-01,EUR,Euro area,3.95,0.816826629,4.8357874973246
3768,2018-07-01,ARS,Argentina,75.0,27.725,2.705139765554549
3782,2018-07-01,EUR,Euro area,4.04,0.8532059212490941,4.735082
3824,2019-01-01,ARS,Argentina,75.0,37.455,2.00240288346015
3838,2019-01-01,EUR,Euro area,4.05,0.87248614928238,4.641907499999999
3880,2019-07-09,ARS,Argentina,120.0,41.8045,2.87050437153895
3894,2019-07-09,EUR,Euro area,4.08,0.892339267389462,4.572252
3936,2020-01-14,ARS,Argentina,171.0,60.0656,2.8468874031059404
3950,2020-01-14,EUR,Euro area,4.12,0.8991592860675269,4.582058
3991,2000-04-01,ARS,Argentina,2.5,1.0,2.5
4000,2000-04-01,EUR,Euro area,2.56,1.075268817,2.38080000045235
4019,2001-04-01,ARS,Argentina,2.5,1.0,2.5
4028,2001-04-01,EUR,Euro area,2.57,1.136363636,2.26160000072371
4047,2002-04-01,ARS,Argentina,2.5,3.13,0.7987220447284351
4056,2002-04-01,EUR,Euro area,2.67,1.123595506,2.37629999919206
4079,2003-04-01,ARS,Argentina,4.1,2.88,1.42361111111111
4089,2003-04-01,EUR,Euro area,2.71,0.909090909,2.9810000002981
4110,2004-05-01,ARS,Argentina,4.36,2.95,1.4779661016949202
4122,2004-05-01,EUR,Euro area,2.74,0.833333333,3.2880000013152
4150,2005-06-01,ARS,Argentina,4.75,2.897,1.6396272005522998
4162,2005-06-01,EUR,Euro area,2.92,0.814929509,3.58313199823029
4189,2006-01-01,ARS,Argentina,4.75,3.0638,1.5503622951889802
4199,2006-01-01,EUR,Euro area,2.91,0.82815735,3.5138249995607698
4221,2006-05-01,ARS,Argentina,7.0,3.0565,2.29020121053493
4233,2006-05-01,EUR,Euro area,2.939573529,0.780365992,3.76691649704796
4261,2007-01-01,ARS,Argentina,8.25,3.08875,2.67098340752732
4273,2007-01-01,EUR,Euro area,2.94,0.771813376,3.80921099765962
4301,2007-06-01,ARS,Argentina,8.25,3.0915,2.66860747210092
4313,2007-06-01,EUR,Euro area,3.057482443,0.7337564659999999,4.1668899487422
4341,2008-06-01,ARS,Argentina,11.0,3.0195,3.64298724954463
4353,2008-06-01,EUR,Euro area,3.36856,0.630497147,5.342704588003469
4381,2009-07-01,ARS,Argentina,11.5,3.81125,3.0173827484421096
4393,2009-07-01,EUR,Euro area,3.31,0.7168972690000001,4.6171189975617
4422,2010-01-01,ARS,Argentina,7.0,3.7985,1.84283269711728
4434,2010-01-01,EUR,Euro area,3.36,0.693649638,4.84394399698368
4463,2010-07-01,ARS,Argentina,14.0,3.93375,3.55894502700985
4475,2010-07-01,EUR,Euro area,3.3800310710000003,0.78015291,4.33252382664316
4504,2011-07-01,ARS,Argentina,20.0,4.1325,4.83968542044767
4516,2011-07-01,EUR,Euro area,3.437660401,0.697520315,4.92840183586624
4546,2012-01-01,ARS,Argentina,20.0,4.3135,4.63660600440478
4558,2012-01-01,EUR,Euro area,3.49245637,0.788239467,4.43070477464433
4588,2012-07-01,ARS,Argentina,19.0,4.56625,4.16096359156857
4599,2012-07-01,EUR,Euro area,3.5834822410000005,0.8248443109999999,4.3444346929611095
4628,2013-01-01,ARS,Argentina,19.0,4.9765,3.81794433839044
4640,2013-01-01,EUR,Euro area,3.594849572,0.7369468290000001,4.878031128620269
4670,2013-07-01,ARS,Argentina,21.0,5.4125,3.87990762124711
4682,2013-07-01,EUR,Euro area,3.623870489,0.777756173,4.65939148386547
4712,2014-01-01,ARS,Argentina,21.0,6.92125,3.03413400758534
4724,2014-01-01,EUR,Euro area,3.657962724,0.737218475,4.96184353491684
4754,2014-07-01,ARS,Argentina,21.0,8.16875,2.5707727620505
4766,2014-07-01,EUR,Euro area,3.67923829,0.7427489140000001,4.95354246993891
4797,2015-01-01,ARS,Argentina,28.0,8.61,3.2520325203252
4809,2015-01-01,EUR,Euro area,3.68,0.8630734040000001,4.26383200194175
4840,2015-07-01,ARS,Argentina,28.0,9.135,3.06513409961686
4852,2015-07-01,EUR,Euro area,3.7,0.912700224,4.05390499827466
4883,2016-01-01,ARS,Argentina,33.0,13.80925,2.3897025544472004
4895,2016-01-01,EUR,Euro area,3.72,0.930232558,3.9990000005998496
4926,2016-07-01,ARS,Argentina,50.0,14.935,3.3478406427854
4938,2016-07-01,EUR,Euro area,3.82,0.908306463,4.20562899815015
4969,2017-01-01,ARS,Argentina,55.0,15.8575,3.4683903515686603
4981,2017-01-01,EUR,Euro area,3.88,0.955246692,4.06177800194884
5012,2017-07-01,ARS,Argentina,70.0,16.9675,4.12553410932665
5024,2017-07-01,EUR,Euro area,3.91,0.875695083,4.4650244998577895
5055,2018-01-01,ARS,Argentina,75.0,18.9375,3.96039603960396
5067,2018-01-01,EUR,Euro area,3.95,0.816826629,4.8357874973246
5098,2018-07-01,ARS,Argentina,75.0,27.725,2.705139765554549
5112,2018-07-01,EUR,Euro area,4.04,0.8532059212490941,4.735082
5154,2019-01-01,ARS,Argentina,75.0,37.455,2.00240288346015
5168,2019-01-01,EUR,Euro area,4.05,0.87248614928238,4.641907499999999
5210,2019-07-09,ARS,Argentina,120.0,41.8045,2.87050437153895
5224,2019-07-09,EUR,Euro area,4.08,0.892339267389462,4.572252
5266,2020-01-14,ARS,Argentina,171.0,60.0656,2.8468874031059404
5280,2020-01-14,EUR,Euro area,4.12,0.8991592860675269,4.582058
5321,2000-04-01,ARS,Argentina,2.5,1.0,2.5
5330,2000-04-01,EUR,Euro area,2.56,1.075268817,2.38080000045235
5349,2001-04-01,ARS,Argentina,2.5,1.0,2.5
5358,2001-04-01,EUR,Euro area,2.57,1.136363636,2.26160000072371
5377,2002-04-01,ARS,Argentina,2.5,3.13,0.7987220447284351
5386,2002-04-01,EUR,Euro area,2.67,1.123595506,2.37629999919206
5409,2003-04-01,ARS,Argentina,4.1,2.88,1.42361111111111
5419,2003-04-01,EUR,Euro area,2.71,0.909090909,2.9810000002981
5440,2004-05-01,ARS,Argentina,4.36,2.95,1.4779661016949202
5452,2004-05-01,EUR,Euro area,2.74,0.833333333,3.2880000013152
5480,2005-06-01,ARS,Argentina,4.75,2.897,1.6396272005522998
5492,2005-06-01,EUR,Euro area,2.92,0.814929509,3.58313199823029
5519,2006-01-01,ARS,Argentina,4.75,3.0638,1.5503622951889802
5529,2006-01-01,EUR,Euro area,2.91,0.82815735,3.5138249995607698
5551,2006-05-01,ARS,Argentina,7.0,3.0565,2.29020121053493
5563,2006-05-01,EUR,Euro area,2.939573529,0.780365992,3.76691649704796
5591,2007-01-01,ARS,Argentina,8.25,3.08875,2.67098340752732
5603,2007-01-01,EUR,Euro area,2.94,0.771813376,3.80921099765962
5631,2007-06-01,ARS,Argentina,8.25,3.0915,2.66860747210092
5643,2007-06-01,EUR,Euro area,3.057482443,0.7337564659999999,4.1668899487422
5671,2008-06-01,ARS,Argentina,11.0,3.0195,3.64298724954463
5683,2008-06-01,EUR,Euro area,3.36856,0.630497147,5.342704588003469
5711,2009-07-01,ARS,Argentina,11.5,3.81125,3.0173827484421096
5723,2009-07-01,EUR,Euro area,3.31,0.7168972690000001,4.6171189975617
5752,2010-01-01,ARS,Argentina,7.0,3.7985,1.84283269711728
5764,2010-01-01,EUR,Euro area,3.36,0.693649638,4.84394399698368
5793,2010-07-01,ARS,Argentina,14.0,3.93375,3.55894502700985
5805,2010-07-01,EUR,Euro area,3.3800310710000003,0.78015291,4.33252382664316
5834,2011-07-01,ARS,Argentina,20.0,4.1325,4.83968542044767
5846,2011-07-01,EUR,Euro area,3.437660401,0.697520315,4.92840183586624
5876,2012-01-01,ARS,Argentina,20.0,4.3135,4.63660600440478
5888,2012-01-01,EUR,Euro area,3.49245637,0.788239467,4.43070477464433
5918,2012-07-01,ARS,Argentina,19.0,4.56625,4.16096359156857
5929,2012-07-01,EUR,Euro area,3.5834822410000005,0.8248443109999999,4.3444346929611095
5958,2013-01-01,ARS,Argentina,19.0,4.9765,3.81794433839044
5970,2013-01-01,EUR,Euro area,3.594849572,0.7369468290000001,4.878031128620269
6000,2013-07-01,ARS,Argentina,21.0,5.4125,3.87990762124711
6012,2013-07-01,EUR,Euro area,3.623870489,0.777756173,4.65939148386547
6042,2014-01-01,ARS,Argentina,21.0,6.92125,3.03413400758534
6054,2014-01-01,EUR,Euro area,3.657962724,0.737218475,4.96184353491684
6084,2014-07-01,ARS,Argentina,21.0,8.16875,2.5707727620505
6096,2014-07-01,EUR,Euro area,3.67923829,0.7427489140000001,4.95354246993891
6127,2015-01-01,ARS,Argentina,28.0,8.61,3.2520325203252
6139,2015-01-01,EUR,Euro area,3.68,0.8630734040000001,4.26383200194175
6170,2015-07-01,ARS,Argentina,28.0,9.135,3.06513409961686
6182,2015-07-01,EUR,Euro area,3.7,0.912700224,4.05390499827466
6213,2016-01-01,ARS,Argentina,33.0,13.80925,2.3897025544472004
6225,2016-01-01,EUR,Euro area,3.72,0.930232558,3.9990000005998496
6256,2016-07-01,ARS,Argentina,50.0,14.935,3.3478406427854
6268,2016-07-01,EUR,Euro area,3.82,0.908306463,4.20562899815015
6299,2017-01-01,ARS,Argentina,55.0,15.8575,3.4683903515686603
6311,2017-01-01,EUR,Euro area,3.88,0.955246692,4.06177800194884
6342,2017-07-01,ARS,Argentina,70.0,16.9675,4.12553410932665
6354,2017-07-01,EUR,Euro area,3.91,0.875695083,4.4650244998577895
6385,2018-01-01,ARS,Argentina,75.0,18.9375,3.96039603960396
6397,2018-01-01,EUR,Euro area,3.95,0.816826629,4.8357874973246
6428,2018-07-01,ARS,Argentina,75.0,27.725,2.705139765554549
6442,2018-07-01,EUR,Euro area,4.04,0.8532059212490941,4.735082
6484,2019-01-01,ARS,Argentina,75.0,37.455,2.00240288346015
6498,2019-01-01,EUR,Euro area,4.05,0.87248614928238,4.641907499999999
6540,2019-07-09,ARS,Argentina,120.0,41.8045,2.87050437153895
6554,2019-07-09,EUR,Euro area,4.08,0.892339267389462,4.572252
6596,2020-01-14,ARS,Argentina,171.0,60.0656,2.8468874031059404
6610,2020-01-14,EUR,Euro area,4.12,0.8991592860675269,4.582058
6651,2000-04-01,ARS,Argentina,2.5,1.0,2.5
6660,2000-04-01,EUR,Euro area,2.56,1.075268817,2.38080000045235
6679,2001-04-01,ARS,Argentina,2.5,1.0,2.5
6688,2001-04-01,EUR,Euro area,2.57,1.136363636,2.26160000072371
6707,2002-04-01,ARS,Argentina,2.5,3.13,0.7987220447284351
6716,2002-04-01,EUR,Euro area,2.67,1.123595506,2.37629999919206
6739,2003-04-01,ARS,Argentina,4.1,2.88,1.42361111111111
6749,2003-04-01,EUR,Euro area,2.71,0.909090909,2.9810000002981
6770,2004-05-01,ARS,Argentina,4.36,2.95,1.4779661016949202
6782,2004-05-01,EUR,Euro area,2.74,0.833333333,3.2880000013152
6810,2005-06-01,ARS,Argentina,4.75,2.897,1.6396272005522998
6822,2005-06-01,EUR,Euro area,2.92,0.814929509,3.58313199823029
6849,2006-01-01,ARS,Argentina,4.75,3.0638,1.5503622951889802
6859,2006-01-01,EUR,Euro area,2.91,0.82815735,3.5138249995607698
6881,2006-05-01,ARS,Argentina,7.0,3.0565,2.29020121053493
6893,2006-05-01,EUR,Euro area,2.939573529,0.780365992,3.76691649704796
6921,2007-01-01,ARS,Argentina,8.25,3.08875,2.67098340752732
6933,2007-01-01,EUR,Euro area,2.94,0.771813376,3.80921099765962
6961,2007-06-01,ARS,Argentina,8.25,3.0915,2.66860747210092
6973,2007-06-01,EUR,Euro area,3.057482443,0.7337564659999999,4.1668899487422
7001,2008-06-01,ARS,Argentina,11.0,3.0195,3.64298724954463
7013,2008-06-01,EUR,Euro area,3.36856,0.630497147,5.342704588003469
7041,2009-07-01,ARS,Argentina,11.5,3.81125,3.0173827484421096
7053,2009-07-01,EUR,Euro area,3.31,0.7168972690000001,4.6171189975617
7082,2010-01-01,ARS,Argentina,7.0,3.7985,1.84283269711728
7094,2010-01-01,EUR,Euro area,3.36,0.693649638,4.84394399698368
7123,2010-07-01,ARS,Argentina,14.0,3.93375,3.55894502700985
7135,2010-07-01,EUR,Euro area,3.3800310710000003,0.78015291,4.33252382664316
7164,2011-07-01,ARS,Argentina,20.0,4.1325,4.83968542044767
7176,2011-07-01,EUR,Euro area,3.437660401,0.697520315,4.92840183586624
7206,2012-01-01,ARS,Argentina,20.0,4.3135,4.63660600440478
7218,2012-01-01,EUR,Euro area,3.49245637,0.788239467,4.43070477464433
7248,2012-07-01,ARS,Argentina,19.0,4.56625,4.16096359156857
7259,2012-07-01,EUR,Euro area,3.5834822410000005,0.8248443109999999,4.3444346929611095
7288,2013-01-01,ARS,Argentina,19.0,4.9765,3.81794433839044
7300,2013-01-01,EUR,Euro area,3.594849572,0.7369468290000001,4.878031128620269
7330,2013-07-01,ARS,Argentina,21.0,5.4125,3.87990762124711
7342,2013-07-01,EUR,Euro area,3.623870489,0.777756173,4.65939148386547
7372,2014-01-01,ARS,Argentina,21.0,6.92125,3.03413400758534
7384,2014-01-01,EUR,Euro area,3.657962724,0.737218475,4.96184353491684
7414,2014-07-01,ARS,Argentina,21.0,8.16875,2.5707727620505
7426,2014-07-01,EUR,Euro area,3.67923829,0.7427489140000001,4.95354246993891
7457,2015-01-01,ARS,Argentina,28.0,8.61,3.2520325203252
7469,2015-01-01,EUR,Euro area,3.68,0.8630734040000001,4.26383200194175
7500,2015-07-01,ARS,Argentina,28.0,9.135,3.06513409961686
7512,2015-07-01,EUR,Euro area,3.7,0.912700224,4.05390499827466
7543,2016-01-01,ARS,Argentina,33.0,13.80925,2.3897025544472004
7555,2016-01-01,EUR,Euro area,3.72,0.930232558,3.9990000005998496
7586,2016-07-01,ARS,Argentina,50.0,14.935,3.3478406427854
7598,2016-07-01,EUR,Euro area,3.82,0.908306463,4.20562899815015
7629,2017-01-01,ARS,Argentina,55.0,15.8575,3.4683903515686603
7641,2017-01-01,EUR,Euro area,3.88,0.955246692,4.06177800194884
7672,2017-07-01,ARS,Argentina,70.0,16.9675,4.12553410932665
7684,2017-07-01,EUR,Euro area,3.91,0.875695083,4.4650244998577895
7715,2018-01-01,ARS,Argentina,75.0,18.9375,3.96039603960396
7727,2018-01-01,EUR,Euro area,3.95,0.816826629,4.8357874973246
