env_step,rew,rew_std,Agent
2826240,1279.5406,448.5542,PPO
2856960,1291.4052,369.7179,PPO
2887680,1144.7832,223.4122,PPO
2918400,1323.9516,476.6721,PPO
2949120,1208.2497,322.735,PPO
2979840,1346.5563,454.0205,PPO
3010560,1418.4356,586.806,PPO
3041280,1401.6184,675.0394,PPO
3072000,1225.8906,338.3397,PPO
5000,235.9497,126.1434,TD3
10000,164.07,81.7212,TD3
15000,211.2634,79.2344,TD3
20000,282.4783,93.0359,TD3
25000,318.5609,73.6385,TD3
30000,291.8901,40.7493,TD3
35000,313.7815,73.0841,TD3
40000,337.9159,57.573,TD3
45000,368.3768,92.3044,TD3
50000,344.416,76.0211,TD3
55000,429.7109,82.0808,TD3
60000,395.007,63.4624,TD3
65000,415.4698,62.3147,TD3
70000,459.2035,48.2942,TD3
75000,452.3541,65.0611,TD3
80000,461.8969,63.6509,TD3
85000,476.0453,71.275,TD3
90000,500.811,84.8932,TD3
95000,485.3997,80.3051,TD3
100000,503.4416,42.9756,TD3
105000,527.5804,77.3744,TD3
110000,544.3686,55.0087,TD3
115000,553.5231,50.6329,TD3
120000,574.4474,75.047,TD3
125000,559.3873,86.2582,TD3
130000,570.9049,59.5154,TD3
135000,580.3405,50.9925,TD3
140000,606.0723,62.0672,TD3
145000,605.5913,31.7131,TD3
150000,625.5167,66.0565,TD3
155000,652.0839,133.1029,TD3
160000,677.93,73.4751,TD3
165000,660.96,107.0351,TD3
170000,667.0291,57.4566,TD3
175000,699.7508,86.6757,TD3
180000,724.8383,124.4392,TD3
185000,792.9929,102.3493,TD3
190000,801.6827,176.7923,TD3
195000,860.7451,123.1047,TD3
200000,831.1765,115.7513,TD3
205000,891.3844,153.8025,TD3
210000,920.1051,138.4675,TD3
215000,968.2489,206.803,TD3
220000,987.881,128.4658,TD3
225000,1061.9422,223.8467,TD3
230000,1259.2323,497.5445,TD3
235000,1096.4967,141.7399,TD3
240000,1311.5082,429.5385,TD3
245000,1311.3561,450.7312,TD3
250000,1557.6187,1001.0859,TD3
255000,1492.0918,536.5407,TD3
260000,1478.4514,597.8008,TD3
265000,1759.7188,679.3698,TD3
270000,1536.9493,357.449,TD3
275000,1667.6531,376.0051,TD3
280000,1751.9256,554.9098,TD3
285000,2053.3891,597.2069,TD3
290000,2180.2304,747.0793,TD3
295000,2150.2635,542.9699,TD3
300000,2311.3341,776.4552,TD3
305000,2605.4033,969.016,TD3
310000,2496.6585,490.1734,TD3
315000,2636.3198,815.1771,TD3
320000,2553.8276,1048.6062,TD3
325000,2962.0407,1075.7931,TD3
330000,2935.3863,1000.7385,TD3
335000,2921.3217,774.101,TD3
340000,3469.4737,1022.4847,TD3
345000,3185.8696,733.3435,TD3
350000,3575.7222,921.7069,TD3
355000,3627.7872,1142.049,TD3
360000,3227.9706,711.5102,TD3
365000,3068.6233,691.8184,TD3
370000,3962.7737,760.0341,TD3
375000,3594.7677,928.1101,TD3
380000,3654.0992,881.6398,TD3
385000,3912.8499,945.1385,TD3
390000,3789.8911,863.4987,TD3
395000,3682.2004,1050.2498,TD3
400000,4042.171,855.7865,TD3
405000,4160.8874,634.3616,TD3
410000,3968.93,772.6093,TD3
415000,4362.0422,761.5106,TD3
420000,3947.9836,735.9527,TD3
425000,4205.5062,788.3009,TD3
430000,4308.0382,395.7122,TD3
435000,4216.2622,871.5691,TD3
440000,4050.0608,577.2572,TD3
445000,4563.2002,491.0323,TD3
450000,4183.4363,674.3578,TD3
455000,4401.7438,639.4418,TD3
460000,4497.9864,751.2121,TD3
465000,4643.5722,438.428,TD3
470000,4488.679,531.0604,TD3
475000,4291.1472,1132.5677,TD3
480000,4397.5194,554.6465,TD3
485000,4631.6336,421.5592,TD3
490000,4728.4588,522.8134,TD3
495000,4670.8286,437.9568,TD3
500000,4623.3424,494.8101,TD3
505000,4941.599,156.4723,TD3
510000,4498.4272,492.6321,TD3
515000,4630.5692,397.6329,TD3
520000,4826.7184,320.7131,TD3
525000,4598.1875,483.902,TD3
530000,4496.8694,584.4539,TD3
535000,4623.5366,351.8769,TD3
540000,4603.9342,658.6824,TD3
545000,4682.8686,562.6961,TD3
550000,4620.4423,732.4667,TD3
555000,5009.661,194.2122,TD3
560000,4688.508,488.5095,TD3
565000,4785.6807,295.0808,TD3
570000,4644.8156,532.46,TD3
575000,4779.7482,295.8876,TD3
580000,4770.5819,491.2643,TD3
585000,4631.8668,404.3156,TD3
590000,4815.5844,477.5273,TD3
595000,4915.4074,276.115,TD3
600000,4720.8844,419.8293,TD3
605000,4830.0452,425.9804,TD3
610000,4847.5045,386.9902,TD3
615000,4924.1368,266.5693,TD3
620000,4988.3792,169.3005,TD3
625000,4724.847,579.4092,TD3
630000,4761.8745,440.2406,TD3
635000,4775.3046,381.7462,TD3
640000,4946.9403,383.9484,TD3
645000,4982.5448,214.4079,TD3
650000,5004.9466,150.9016,TD3
655000,4995.9812,240.261,TD3
660000,4917.1866,469.1764,TD3
665000,4801.5734,506.8326,TD3
670000,4858.4089,262.0223,TD3
675000,4995.3341,190.7018,TD3
680000,4993.243,256.0528,TD3
685000,4894.9504,329.4103,TD3
690000,4836.4288,333.3621,TD3
695000,4863.7781,429.5135,TD3
700000,5047.3576,176.8078,TD3
705000,4996.33,201.191,TD3
710000,4880.6173,230.9537,TD3
715000,5037.2655,184.4567,TD3
720000,4857.1692,454.8993,TD3
725000,4750.6899,463.4295,TD3
730000,5040.6027,215.3514,TD3
735000,4920.5525,265.3201,TD3
740000,4908.3612,355.8871,TD3
745000,5125.8994,161.9509,TD3
750000,5000.1682,244.1228,TD3
755000,5019.9781,267.8087,TD3
760000,5121.22,108.2708,TD3
765000,5064.4168,237.7942,TD3
770000,5113.9521,139.6293,TD3
775000,4808.9893,458.4127,TD3
780000,5108.4583,140.2175,TD3
785000,4874.2555,306.674,TD3
790000,5114.0341,222.1771,TD3
795000,4875.5048,385.4428,TD3
800000,5079.8931,246.6054,TD3
805000,5133.4923,139.7789,TD3
810000,5050.1196,288.2048,TD3
815000,5100.0691,271.2653,TD3
820000,4971.7669,269.1686,TD3
825000,4933.0076,430.8825,TD3
830000,5101.0741,113.8671,TD3
835000,5013.3863,249.3497,TD3
840000,5001.234,243.7169,TD3
845000,5018.7245,199.6715,TD3
850000,4988.2064,411.9275,TD3
855000,4938.9949,352.3513,TD3
860000,5002.8016,254.9775,TD3
865000,5017.9034,171.6877,TD3
870000,4930.6844,457.0508,TD3
875000,4979.0143,219.4724,TD3
880000,4947.4845,345.9994,TD3
885000,4908.4159,484.5035,TD3
890000,4946.5147,332.8934,TD3
895000,5160.1536,207.4863,TD3
900000,5084.8653,252.4938,TD3
905000,5131.8246,158.9648,TD3
910000,5086.175,151.9426,TD3
915000,5163.2683,139.7717,TD3
920000,5113.859,133.0161,TD3
925000,5114.2944,214.1085,TD3
930000,5185.9206,109.1179,TD3
935000,5128.1275,169.5002,TD3
940000,4936.1542,303.652,TD3
945000,5150.1266,105.97,TD3
950000,5045.5078,263.0376,TD3
955000,5106.9053,143.1704,TD3
960000,4965.0764,365.9184,TD3
965000,5094.2522,240.831,TD3
970000,5142.6073,128.5266,TD3
975000,5189.5491,178.4785,TD3
980000,5005.5165,513.0527,TD3
985000,5129.9301,168.1549,TD3
990000,5030.1055,318.9333,TD3
995000,5137.759,203.0376,TD3
1000000,5043.2619,286.2232,TD3
1005000,5153.1375,176.2132,TD3
1010000,5121.4074,239.9469,TD3
1015000,5029.4641,281.9055,TD3
1020000,5119.6649,238.2116,TD3
1025000,5093.208,266.519,TD3
1030000,5063.8444,267.4462,TD3
1035000,5060.6371,270.9232,TD3
1040000,5145.6034,225.2249,TD3
1045000,5199.8301,118.791,TD3
1050000,5124.249,271.596,TD3
1055000,5157.4669,147.9857,TD3
1060000,5171.9615,221.3771,TD3
1065000,5168.2077,235.7423,TD3
1070000,5131.0357,203.1461,TD3
1075000,5114.448,254.8144,TD3
1080000,5188.6507,171.5331,TD3
1085000,5094.6068,242.4939,TD3
1090000,5178.7567,117.6536,TD3
1095000,5134.6964,241.2062,TD3
1100000,5021.4631,283.4483,TD3
1105000,5129.941,238.1083,TD3
1110000,5179.2979,226.6365,TD3
1115000,5054.2752,288.4716,TD3
1120000,5118.64,223.76,TD3
1125000,5032.9734,233.2601,TD3
1130000,5138.4733,235.9326,TD3
1135000,4996.6592,360.9811,TD3
1140000,5107.5643,267.7652,TD3
1145000,4829.5349,501.3194,TD3
1150000,5098.5737,269.75,TD3
1155000,5140.4421,219.9037,TD3
1160000,4887.2352,754.7954,TD3
1165000,5194.6158,238.8039,TD3
1170000,5103.5817,252.1515,TD3
1175000,4956.8485,407.4093,TD3
1180000,4921.0582,443.066,TD3
1185000,5166.1484,154.7587,TD3
1190000,5014.7964,365.9749,TD3
1195000,4814.9366,545.8645,TD3
1200000,5006.7689,300.7244,TD3
1205000,5108.7124,302.142,TD3
1210000,5088.0629,416.3904,TD3
1215000,4947.1785,551.1925,TD3
1220000,5089.226,211.0536,TD3
1225000,4877.8198,470.0478,TD3
1230000,5148.8341,444.5354,TD3
1235000,5116.8597,298.4278,TD3
1240000,5092.3513,270.159,TD3
1245000,4793.7686,1118.6323,TD3
1250000,4907.0573,349.6552,TD3
0,134.2851,8.9071,REINFORCE
30720,132.3317,11.5884,REINFORCE
61440,145.5181,8.2425,REINFORCE
92160,160.6736,20.2516,REINFORCE
122880,182.995,21.3789,REINFORCE
153600,229.754,36.6985,REINFORCE
184320,279.1829,34.0526,REINFORCE
215040,298.9748,51.2942,REINFORCE
245760,347.8587,34.0078,REINFORCE
276480,346.622,40.2387,REINFORCE
307200,356.9964,31.2667,REINFORCE
337920,348.9647,42.06,REINFORCE
368640,357.4741,44.106,REINFORCE
399360,369.9218,54.5148,REINFORCE
430080,390.0737,44.8478,REINFORCE
460800,381.269,48.6122,REINFORCE
491520,362.2927,40.5626,REINFORCE
522240,376.2153,48.4882,REINFORCE
552960,392.1445,49.4761,REINFORCE
583680,385.8984,51.5347,REINFORCE
614400,379.0199,37.4646,REINFORCE
645120,384.7891,28.1911,REINFORCE
675840,370.1497,46.0869,REINFORCE
706560,382.5503,30.2578,REINFORCE
737280,392.037,35.1496,REINFORCE
768000,385.1342,54.9051,REINFORCE
798720,373.2024,46.5376,REINFORCE
829440,382.3954,54.6306,REINFORCE
860160,370.3266,56.9917,REINFORCE
890880,374.9132,60.8034,REINFORCE
921600,372.2838,55.2198,REINFORCE
952320,363.9386,44.3701,REINFORCE
983040,393.1796,53.9256,REINFORCE
1013760,391.3388,41.1072,REINFORCE
1044480,378.9883,50.5282,REINFORCE
1075200,377.087,56.9021,REINFORCE
1105920,363.5972,51.4931,REINFORCE
1136640,399.5731,55.8625,REINFORCE
1167360,405.3753,62.2749,REINFORCE
1198080,402.9043,53.5287,REINFORCE
1228800,414.8761,38.5687,REINFORCE
1259520,399.3817,50.0419,REINFORCE
1290240,398.1147,57.708,REINFORCE
1320960,380.6883,54.8462,REINFORCE
1351680,396.672,56.6795,REINFORCE
1382400,386.1521,58.6364,REINFORCE
1413120,367.3148,41.4321,REINFORCE
1443840,372.0875,50.2092,REINFORCE
1474560,382.4313,48.7902,REINFORCE
1505280,396.4733,44.2938,REINFORCE
1536000,380.5775,46.8464,REINFORCE
1566720,382.3344,28.7958,REINFORCE
1597440,382.907,40.5035,REINFORCE
1628160,406.9931,37.8681,REINFORCE
1658880,413.1177,62.0168,REINFORCE
1689600,401.5583,20.9659,REINFORCE
1720320,391.8222,27.7617,REINFORCE
1751040,423.1126,38.2972,REINFORCE
1781760,412.7687,37.9509,REINFORCE
1812480,397.8555,32.0286,REINFORCE
1843200,399.915,26.438,REINFORCE
1873920,438.2131,47.8379,REINFORCE
1904640,388.0629,37.9841,REINFORCE
1935360,405.3549,47.5364,REINFORCE
1966080,400.3994,48.1861,REINFORCE
1996800,421.4098,58.5822,REINFORCE
2027520,419.1956,60.8501,REINFORCE
2058240,404.4959,39.7589,REINFORCE
2088960,411.0288,45.8849,REINFORCE
2119680,403.3878,45.458,REINFORCE
2150400,402.6161,44.98,REINFORCE
2181120,402.5555,37.1715,REINFORCE
2211840,405.1573,46.4707,REINFORCE
2242560,405.7697,51.8826,REINFORCE
2273280,399.8488,45.9409,REINFORCE
2304000,400.3283,37.1483,REINFORCE
2334720,404.6552,43.07,REINFORCE
2365440,417.5301,57.2134,REINFORCE
2396160,422.0997,46.2711,REINFORCE
2426880,421.0184,50.7304,REINFORCE
2457600,417.0316,41.817,REINFORCE
2488320,398.6818,42.1057,REINFORCE
2519040,403.3902,34.9101,REINFORCE
2549760,413.0594,57.6956,REINFORCE
2580480,391.2237,43.119,REINFORCE
2611200,398.634,38.1579,REINFORCE
2641920,414.8102,55.8519,REINFORCE
2672640,428.2386,61.3671,REINFORCE
2703360,413.7839,53.886,REINFORCE
2734080,409.3724,58.9423,REINFORCE
2764800,418.4324,41.7632,REINFORCE
2795520,411.0972,53.0598,REINFORCE
2826240,385.6242,45.5054,REINFORCE
2856960,409.6031,46.3376,REINFORCE
2887680,401.2584,62.2796,REINFORCE
2918400,401.0642,58.2344,REINFORCE
2949120,400.8198,67.4508,REINFORCE
2979840,399.4039,53.3394,REINFORCE
3010560,389.8431,39.3272,REINFORCE
3041280,394.067,47.9829,REINFORCE
3072000,387.9552,49.9772,REINFORCE
3102720,387.1675,65.9888,REINFORCE
3133440,378.6828,64.4292,REINFORCE
3164160,393.6185,45.4058,REINFORCE
3194880,394.6443,46.5393,REINFORCE
3225600,393.1369,62.1013,REINFORCE
3256320,407.482,51.7877,REINFORCE
3287040,400.4091,62.9306,REINFORCE
3317760,393.4948,64.1455,REINFORCE
3348480,406.3127,56.6238,REINFORCE
3379200,397.3756,64.2524,REINFORCE
3409920,415.5537,78.358,REINFORCE
3440640,390.5978,48.545,REINFORCE
3471360,381.6533,50.4349,REINFORCE
3502080,414.7084,75.1391,REINFORCE
3532800,411.7969,61.9639,REINFORCE
3563520,395.862,51.1378,REINFORCE
3594240,394.9354,72.9375,REINFORCE
3624960,389.1405,57.53,REINFORCE
3655680,397.4184,69.5013,REINFORCE
3686400,402.134,68.5505,REINFORCE
3717120,388.0043,60.6637,REINFORCE
3747840,388.857,61.1726,REINFORCE
3778560,395.8664,80.3261,REINFORCE
3809280,391.2895,50.6701,REINFORCE
3840000,375.5112,51.7993,REINFORCE
3870720,385.1477,74.1886,REINFORCE
3901440,385.6211,58.569,REINFORCE
3932160,403.1113,56.767,REINFORCE
3962880,393.6033,51.2387,REINFORCE
3993600,398.7294,53.0198,REINFORCE
4024320,404.4069,53.2228,REINFORCE
4055040,379.2343,57.0353,REINFORCE
4085760,387.5677,60.9631,REINFORCE
4116480,377.398,49.0542,REINFORCE
4147200,406.3338,63.9793,REINFORCE
4177920,405.1044,58.2787,REINFORCE
4208640,394.9841,57.9348,REINFORCE
4239360,425.3993,55.3748,REINFORCE
4270080,395.7237,50.2733,REINFORCE
4300800,410.0695,58.4723,REINFORCE
4331520,420.7224,54.1291,REINFORCE
4362240,407.6703,57.0062,REINFORCE
4392960,388.5928,59.4505,REINFORCE
4423680,398.4204,38.8942,REINFORCE
4454400,422.9708,62.4621,REINFORCE
4485120,407.7592,45.2911,REINFORCE
4515840,397.7424,64.5239,REINFORCE
4546560,364.0651,42.8236,REINFORCE
4577280,387.8125,67.7828,REINFORCE
4608000,387.8849,56.7927,REINFORCE
4638720,395.0737,52.0062,REINFORCE
4669440,377.2858,39.734,REINFORCE
4700160,408.0436,84.4176,REINFORCE
4730880,393.7722,55.7614,REINFORCE
4761600,386.8071,64.2477,REINFORCE
4792320,394.8259,72.5374,REINFORCE
4823040,390.2458,65.5436,REINFORCE
4853760,382.4817,62.6421,REINFORCE
4884480,399.1333,66.9132,REINFORCE
4915200,395.0744,65.0951,REINFORCE
4945920,401.2925,70.9549,REINFORCE
4976640,399.4059,60.6538,REINFORCE
5007360,406.6179,68.7601,REINFORCE
5038080,387.8888,71.1222,REINFORCE
5068800,417.4409,72.5182,REINFORCE
5099520,426.0181,84.6085,REINFORCE
5130240,416.9954,63.1179,REINFORCE
5160960,441.1564,79.9664,REINFORCE
5191680,433.2006,75.029,REINFORCE
5222400,414.7991,56.961,REINFORCE
5253120,414.7902,71.8032,REINFORCE
5283840,425.6593,62.7082,REINFORCE
5314560,419.4213,53.4877,REINFORCE
5345280,424.5813,77.928,REINFORCE
5376000,403.1615,76.368,REINFORCE
5406720,415.7097,78.4011,REINFORCE
5437440,401.4143,75.9469,REINFORCE
5468160,392.6702,76.9324,REINFORCE
5498880,387.4285,59.568,REINFORCE
5529600,384.1608,57.6717,REINFORCE
5560320,397.3022,80.0755,REINFORCE
5591040,401.4928,73.1254,REINFORCE
5621760,405.6077,64.9382,REINFORCE
5652480,403.2244,63.7616,REINFORCE
5683200,391.268,54.4662,REINFORCE
5713920,379.5553,61.4862,REINFORCE
5744640,380.6899,54.1494,REINFORCE
5775360,395.1274,40.2667,REINFORCE
5806080,395.3674,46.3753,REINFORCE
5836800,407.7103,64.0663,REINFORCE
5867520,411.9753,66.9703,REINFORCE
5898240,424.2286,69.2321,REINFORCE
5928960,414.3711,52.4139,REINFORCE
5959680,411.0705,41.1486,REINFORCE
5990400,412.0928,68.2498,REINFORCE
6021120,435.4422,67.59,REINFORCE
6051840,421.7476,54.2258,REINFORCE
6082560,421.9272,56.9114,REINFORCE
6113280,434.3955,50.4299,REINFORCE
6144000,417.1998,50.2433,REINFORCE
6174720,423.4868,69.0047,REINFORCE
6205440,421.0292,55.9664,REINFORCE
6236160,421.5478,61.617,REINFORCE
6266880,438.953,73.0025,REINFORCE
6297600,417.898,56.2191,REINFORCE
6328320,430.4892,72.7653,REINFORCE
6359040,423.9785,54.0521,REINFORCE
6389760,418.1322,60.4062,REINFORCE
6420480,432.6341,52.3553,REINFORCE
6451200,429.442,66.8584,REINFORCE
6481920,429.4091,55.5702,REINFORCE
6512640,433.1991,57.5528,REINFORCE
6543360,421.4787,64.1868,REINFORCE
6574080,429.2496,68.345,REINFORCE
6604800,428.7888,72.7331,REINFORCE
6635520,421.8156,53.2816,REINFORCE
6666240,441.9151,58.0016,REINFORCE
6696960,432.4622,52.1868,REINFORCE
6727680,428.4346,51.4958,REINFORCE
6758400,448.5581,61.1799,REINFORCE
6789120,436.737,56.055,REINFORCE
6819840,450.0283,60.1757,REINFORCE
6850560,426.9679,53.4073,REINFORCE
6881280,445.6709,58.9099,REINFORCE
6912000,435.5077,50.8351,REINFORCE
6942720,438.1268,47.7346,REINFORCE
6973440,435.6654,48.6435,REINFORCE
7004160,447.6092,45.757,REINFORCE
7034880,432.7806,59.0931,REINFORCE
7065600,464.3061,58.4102,REINFORCE
7096320,448.0351,54.4852,REINFORCE
7127040,438.2387,51.9289,REINFORCE
7157760,445.8886,49.4097,REINFORCE
7188480,428.4683,62.5219,REINFORCE
7219200,447.5914,62.3059,REINFORCE
7249920,422.7578,64.5611,REINFORCE
7280640,435.1532,53.3779,REINFORCE
7311360,425.5023,46.7849,REINFORCE
7342080,432.1564,57.7707,REINFORCE
7372800,415.4793,49.0723,REINFORCE
7403520,423.3059,54.1695,REINFORCE
7434240,434.0937,65.467,REINFORCE
7464960,421.1951,37.9896,REINFORCE
7495680,424.2354,32.1225,REINFORCE
7526400,414.4942,61.44,REINFORCE
7557120,420.6777,48.6498,REINFORCE
7587840,421.6311,41.9637,REINFORCE
7618560,419.5132,44.5098,REINFORCE
7649280,453.7393,72.3884,REINFORCE
7680000,431.989,67.0335,REINFORCE
7710720,437.4101,66.4708,REINFORCE
7741440,428.4059,57.9871,REINFORCE
7772160,429.2049,46.1541,REINFORCE
7802880,427.6781,50.5812,REINFORCE
7833600,435.1144,41.9573,REINFORCE
7864320,442.6668,63.9423,REINFORCE
7895040,416.4572,35.7496,REINFORCE
7925760,432.7108,52.7162,REINFORCE
7956480,435.7087,63.0129,REINFORCE
7987200,443.6482,64.473,REINFORCE
8017920,426.112,65.1428,REINFORCE
8048640,419.717,49.5256,REINFORCE
8079360,427.3948,51.7217,REINFORCE
8110080,418.2876,55.8575,REINFORCE
8140800,425.3464,63.9193,REINFORCE
8171520,422.2139,64.3602,REINFORCE
8202240,425.3817,62.3121,REINFORCE
8232960,430.0611,74.026,REINFORCE
8263680,426.6266,54.1855,REINFORCE
8294400,425.9563,54.4198,REINFORCE
8325120,416.8308,43.4318,REINFORCE
8355840,427.924,53.4286,REINFORCE
8386560,425.8094,48.7615,REINFORCE
8417280,436.37,51.3194,REINFORCE
8448000,450.7627,73.5331,REINFORCE
8478720,428.6428,39.332,REINFORCE
8509440,415.792,35.9552,REINFORCE
8540160,442.3338,55.9098,REINFORCE
8570880,420.0383,40.6303,REINFORCE
8601600,427.539,48.1522,REINFORCE
8632320,446.8737,53.3549,REINFORCE
8663040,422.7955,49.8506,REINFORCE
8693760,415.8156,53.8267,REINFORCE
8724480,437.5864,68.5622,REINFORCE
8755200,441.8165,61.7589,REINFORCE
8785920,432.717,62.6678,REINFORCE
8816640,430.1473,52.4954,REINFORCE
8847360,434.8537,58.7462,REINFORCE
8878080,422.1588,50.1868,REINFORCE
8908800,419.7322,43.2847,REINFORCE
8939520,415.9212,43.222,REINFORCE
8970240,425.6137,60.322,REINFORCE
9000960,421.9776,63.0022,REINFORCE
9031680,425.4186,55.3349,REINFORCE
9062400,432.6951,54.8226,REINFORCE
9093120,422.8864,48.8194,REINFORCE
9123840,421.418,46.865,REINFORCE
9154560,433.4248,42.999,REINFORCE
9185280,419.0434,44.146,REINFORCE
9216000,415.736,41.3839,REINFORCE
9246720,414.7147,36.7896,REINFORCE
9277440,434.3581,54.3064,REINFORCE
9308160,425.1595,55.6919,REINFORCE
9338880,442.9066,67.8961,REINFORCE
9369600,429.9155,52.8229,REINFORCE
9400320,433.3738,67.7054,REINFORCE
9431040,424.5967,58.8434,REINFORCE
9461760,432.9595,46.7897,REINFORCE
9492480,427.9092,43.758,REINFORCE
9523200,426.2477,48.9913,REINFORCE
9553920,415.2017,49.432,REINFORCE
9584640,438.1663,57.0268,REINFORCE
9615360,445.0344,56.2595,REINFORCE
9646080,431.6359,52.3226,REINFORCE
9676800,428.2467,53.144,REINFORCE
9707520,430.8904,50.9101,REINFORCE
9738240,435.7712,74.0012,REINFORCE
9768960,440.82,61.388,REINFORCE
9799680,434.538,62.4474,REINFORCE
9830400,414.1024,48.7035,REINFORCE
9861120,427.8226,53.4481,REINFORCE
9891840,426.8527,56.4748,REINFORCE
9922560,415.904,42.7152,REINFORCE
9953280,428.6406,52.1272,REINFORCE
9984000,427.6787,49.7561,REINFORCE
10014720,420.2958,53.3219,REINFORCE
10045440,435.3111,58.5596,REINFORCE
10076160,428.058,52.0583,REINFORCE
10106880,430.8424,53.0753,REINFORCE
10137600,434.0074,58.8144,REINFORCE
10168320,427.3266,67.2677,REINFORCE
10199040,436.6506,58.1863,REINFORCE
10229760,425.308,53.5519,REINFORCE
0,177.3211,77.5947,SAC
5000,283.2922,15.6399,SAC
10000,299.9204,31.8772,SAC
15000,435.967,59.9478,SAC
20000,449.6315,50.5159,SAC
25000,462.7225,70.3407,SAC
30000,527.9205,62.4189,SAC
35000,462.1104,103.0253,SAC
40000,502.3742,89.7226,SAC
45000,508.4995,71.7847,SAC
50000,573.9444,99.0155,SAC
55000,550.6721,65.356,SAC
60000,587.3824,68.5067,SAC
65000,601.1097,87.2493,SAC
70000,600.142,60.1349,SAC
75000,594.4696,61.1347,SAC
80000,590.6473,71.1667,SAC
85000,594.3895,62.5243,SAC
90000,618.5582,86.4116,SAC
95000,644.4827,102.1717,SAC
100000,629.4648,106.451,SAC
105000,633.1271,68.8717,SAC
110000,631.02,71.8617,SAC
115000,584.2877,59.1475,SAC
120000,597.579,52.4268,SAC
125000,622.5235,61.8045,SAC
130000,649.8092,110.1307,SAC
135000,613.3262,75.1675,SAC
140000,645.5737,97.3171,SAC
145000,586.2649,59.617,SAC
150000,625.0649,79.55,SAC
155000,637.2469,83.9602,SAC
160000,620.3274,89.7393,SAC
165000,619.5069,67.1062,SAC
170000,630.8656,68.1679,SAC
175000,682.0407,99.4304,SAC
180000,651.833,60.173,SAC
185000,658.08,53.9764,SAC
190000,680.1662,106.7121,SAC
195000,673.2192,86.1533,SAC
200000,767.8674,306.8412,SAC
205000,720.5668,146.6656,SAC
210000,747.1972,239.9881,SAC
215000,790.9514,322.2662,SAC
220000,817.9376,308.4281,SAC
225000,788.8247,334.612,SAC
230000,882.7069,506.6814,SAC
