scenario,t,y
Base,1970-01-01 18:00:00,0.9129563086531948
Base,1970-01-01 18:15:00,0.9150965837791936
Base,1970-01-01 18:30:00,0.9170789014093972
Base,1970-01-01 18:45:00,0.9189680133695152
Base,1970-01-01 19:00:00,0.9204558057977792
Base,1970-01-01 19:15:00,0.9206934031825676
Base,1970-01-01 19:30:00,0.9206877390054838
Base,1970-01-01 19:45:00,0.9159840876509118
Base,1970-01-01 20:00:00,0.9174459494141118
Base,1970-01-01 20:15:00,0.9350010738210204
Base,1970-01-01 20:30:00,0.9490115595215404
Base,1970-01-01 20:45:00,0.9599430150034112
Base,1970-01-01 21:00:00,0.9656086489264116
Base,1970-01-01 21:15:00,0.9696398261834772
Base,1970-01-01 21:30:00,0.9720716270855984
Base,1970-01-01 21:45:00,0.9750356459665662
Base,1970-01-01 22:00:00,0.9747526129317704
Base,1970-01-01 22:15:00,0.979222000841474
Base,1970-01-01 22:30:00,0.9820217580244976
Base,1970-01-01 22:45:00,0.9831576435859688
Base,1970-01-01 23:00:00,0.9829921854239326
Base,1970-01-01 23:15:00,0.9856800625998174
Base,1970-01-01 23:30:00,0.987673631205413
Base,1970-01-01 23:45:00,0.9903567469447858
Near future,1970-01-01 00:00:00,0.9983765310537944
Near future,1970-01-01 00:15:00,0.9996672162718624
Near future,1970-01-01 00:30:00,0.9996293379117522
Near future,1970-01-01 00:45:00,0.9997897135928204
Near future,1970-01-01 01:00:00,0.9996899898837306
Near future,1970-01-01 01:15:00,0.9995981821089712
Near future,1970-01-01 01:30:00,0.9997718365057688
Near future,1970-01-01 01:45:00,0.9996265383783256
Near future,1970-01-01 02:00:00,0.9993666838048454
Near future,1970-01-01 02:15:00,0.9994847142041624
Near future,1970-01-01 02:30:00,0.9993029822495272
Near future,1970-01-01 02:45:00,0.9991715845342358
Near future,1970-01-01 03:00:00,0.9993519093860306
Near future,1970-01-01 03:15:00,0.9989576636511324
Near future,1970-01-01 03:30:00,0.9989153492606926
Near future,1970-01-01 03:45:00,0.9981201222479064
Near future,1970-01-01 04:00:00,0.9982060366422368
Near future,1970-01-01 04:15:00,0.9973119669453064
Near future,1970-01-01 04:30:00,0.9964393863328904
Near future,1970-01-01 04:45:00,0.9939197441069196
Near future,1970-01-01 05:00:00,0.9889167534886508
Near future,1970-01-01 05:15:00,0.976047415735814
Near future,1970-01-01 05:30:00,0.9513579699731052
Near future,1970-01-01 05:45:00,0.9218789806437072
Near future,1970-01-01 06:00:00,0.9165441220326334
Near future,1970-01-01 06:15:00,0.9244081868561872
Near future,1970-01-01 06:30:00,0.9241714983212246
Near future,1970-01-01 06:45:00,0.9256398584563346
Near future,1970-01-01 07:00:00,0.926372539410804
Near future,1970-01-01 07:15:00,0.9238416946077154
Near future,1970-01-01 07:30:00,0.9198359098969696
Near future,1970-01-01 07:45:00,0.9146872903589418
Near future,1970-01-01 08:00:00,0.9142936326311998
Near future,1970-01-01 08:15:00,0.913755793077508
Near future,1970-01-01 08:30:00,0.9134936276212572
Near future,1970-01-01 08:45:00,0.9080712070805436
Near future,1970-01-01 09:00:00,0.910515595013948
Near future,1970-01-01 09:15:00,0.9136832542814616
Near future,1970-01-01 09:30:00,0.9185558156447704
Near future,1970-01-01 09:45:00,0.9217118939923916
Near future,1970-01-01 10:00:00,0.9202167434301176
Near future,1970-01-01 10:15:00,0.9232022412416192
Near future,1970-01-01 10:30:00,0.927660040541986
Near future,1970-01-01 10:45:00,0.9235122877529878
Near future,1970-01-01 11:00:00,0.9248957882949248
Near future,1970-01-01 11:15:00,0.9240653513872416
Near future,1970-01-01 11:30:00,0.9225379220937976
Near future,1970-01-01 11:45:00,0.91908543932178
Near future,1970-01-01 12:00:00,0.9181257127232588
Near future,1970-01-01 12:15:00,0.9181209690836164
Near future,1970-01-01 12:30:00,0.915266735117451
Near future,1970-01-01 12:45:00,0.914139167531608
Near future,1970-01-01 13:00:00,0.914406803372912
Near future,1970-01-01 13:15:00,0.9134109724382742
Near future,1970-01-01 13:30:00,0.9095954205873168
Near future,1970-01-01 13:45:00,0.9111046874607388
Near future,1970-01-01 14:00:00,0.909658789671838
Near future,1970-01-01 14:15:00,0.9110106483590288
Near future,1970-01-01 14:30:00,0.9072510598596428
Near future,1970-01-01 14:45:00,0.9075785904408404
Near future,1970-01-01 15:00:00,0.9059142424539872
Near future,1970-01-01 15:15:00,0.9033012729124176
Near future,1970-01-01 15:30:00,0.9034805613825384
Near future,1970-01-01 15:45:00,0.9035379196175716
Near future,1970-01-01 16:00:00,0.9019129532358198
Near future,1970-01-01 16:15:00,0.9023112497670968
Near future,1970-01-01 16:30:00,0.9027680895093438
Near future,1970-01-01 16:45:00,0.9047225887390906
Near future,1970-01-01 17:00:00,0.9054982750210182
Near future,1970-01-01 17:15:00,0.9089497389290486
Near future,1970-01-01 17:30:00,0.9104315677665844
Near future,1970-01-01 17:45:00,0.9092516642083012
Near future,1970-01-01 18:00:00,0.9113253855598772
Near future,1970-01-01 18:15:00,0.9130953305102152
Near future,1970-01-01 18:30:00,0.9149423920125342
Near future,1970-01-01 18:45:00,0.9176842613795492
Near future,1970-01-01 19:00:00,0.9200895745169329
Near future,1970-01-01 19:15:00,0.9186058833903118
Near future,1970-01-01 19:30:00,0.9170072117269028
Near future,1970-01-01 19:45:00,0.9121967838174454
Near future,1970-01-01 20:00:00,0.9169612073668718
Near future,1970-01-01 20:15:00,0.9333831378475524
Near future,1970-01-01 20:30:00,0.9485437882110854
Near future,1970-01-01 20:45:00,0.9596904810298158
Near future,1970-01-01 21:00:00,0.964357303136964
Near future,1970-01-01 21:15:00,0.9690176369368908
Near future,1970-01-01 21:30:00,0.9714447212367484
Near future,1970-01-01 21:45:00,0.9747094702157892
Near future,1970-01-01 22:00:00,0.9759001635264978
Near future,1970-01-01 22:15:00,0.9771711082006834
Near future,1970-01-01 22:30:00,0.9810807591244836
Near future,1970-01-01 22:45:00,0.9827176955207328
Near future,1970-01-01 23:00:00,0.9827830947045184
Near future,1970-01-01 23:15:00,0.986748673765988
Near future,1970-01-01 23:30:00,0.9887808960341666
Near future,1970-01-01 23:45:00,0.9905579499857572
Mid term,1970-01-01 00:00:00,0.9985390127096716
Mid term,1970-01-01 00:15:00,0.9996286425413208
Mid term,1970-01-01 00:30:00,0.9998738526760396
Mid term,1970-01-01 00:45:00,0.9998636898072588
Mid term,1970-01-01 01:00:00,0.9996672588343988
Mid term,1970-01-01 01:15:00,0.9997697131964556
Mid term,1970-01-01 01:30:00,0.9998065406521536
Mid term,1970-01-01 01:45:00,0.9996461855016054
Mid term,1970-01-01 02:00:00,0.9995649012054711
Mid term,1970-01-01 02:15:00,0.9993472879121136
Mid term,1970-01-01 02:30:00,0.9994098829501668
Mid term,1970-01-01 02:45:00,0.9994523103994828
Mid term,1970-01-01 03:00:00,0.999149880262619
Mid term,1970-01-01 03:15:00,0.9988678422156256
Mid term,1970-01-01 03:30:00,0.9984450142475692
Mid term,1970-01-01 03:45:00,0.998665885413578
Mid term,1970-01-01 04:00:00,0.9986634573816804
Mid term,1970-01-01 04:15:00,0.9977017138889686
Mid term,1970-01-01 04:30:00,0.996590789786772
Mid term,1970-01-01 04:45:00,0.9949801341859446
Mid term,1970-01-01 05:00:00,0.9914294156833168
Mid term,1970-01-01 05:15:00,0.9794384994016156
Mid term,1970-01-01 05:30:00,0.9567562252357242
Mid term,1970-01-01 05:45:00,0.9320422840598088
Mid term,1970-01-01 06:00:00,0.9284102598489626
Mid term,1970-01-01 06:15:00,0.935435930959408
Mid term,1970-01-01 06:30:00,0.9336244667659108
Mid term,1970-01-01 06:45:00,0.9354125908758032
Mid term,1970-01-01 07:00:00,0.936312046082675
Mid term,1970-01-01 07:15:00,0.9357531103923372
Mid term,1970-01-01 07:30:00,0.9349022801208507
Mid term,1970-01-01 07:45:00,0.9296795021931704
Mid term,1970-01-01 08:00:00,0.930115106985365
Mid term,1970-01-01 08:15:00,0.9311897267050998
Mid term,1970-01-01 08:30:00,0.9268048943493756
Mid term,1970-01-01 08:45:00,0.9218878962813232
Mid term,1970-01-01 09:00:00,0.9238958143680398
Mid term,1970-01-01 09:15:00,0.9275632324547504
Mid term,1970-01-01 09:30:00,0.9322168168574364
Mid term,1970-01-01 09:45:00,0.9317497366547862
Mid term,1970-01-01 10:00:00,0.9321130926921652
Mid term,1970-01-01 10:15:00,0.9341423909874984
Mid term,1970-01-01 10:30:00,0.9355490543978692
Mid term,1970-01-01 10:45:00,0.9335616658403822
Mid term,1970-01-01 11:00:00,0.9360851937474364
Mid term,1970-01-01 11:15:00,0.9334163584535536
Mid term,1970-01-01 11:30:00,0.9346576788230206
Mid term,1970-01-01 11:45:00,0.9308844265312578
Mid term,1970-01-01 12:00:00,0.9304572705278704
Mid term,1970-01-01 12:15:00,0.9276280314418552
Mid term,1970-01-01 12:30:00,0.926064282013062
Mid term,1970-01-01 12:45:00,0.9247248284291576
Mid term,1970-01-01 13:00:00,0.9223007745346128
Mid term,1970-01-01 13:15:00,0.9255314698871754
Mid term,1970-01-01 13:30:00,0.9217171027829452
Mid term,1970-01-01 13:45:00,0.9214416587702176
Mid term,1970-01-01 14:00:00,0.9202295137051634
Mid term,1970-01-01 14:15:00,0.9185577527581836
Mid term,1970-01-01 14:30:00,0.9191773924581644
Mid term,1970-01-01 14:45:00,0.9165069467054062
Mid term,1970-01-01 15:00:00,0.9185592146511108
Mid term,1970-01-01 15:15:00,0.9162316769308412
Mid term,1970-01-01 15:30:00,0.9136069483070828
Mid term,1970-01-01 15:45:00,0.9156812524771468
Mid term,1970-01-01 16:00:00,0.9126504561584164
Mid term,1970-01-01 16:15:00,0.913122879998636
Mid term,1970-01-01 16:30:00,0.9136559354192956
Mid term,1970-01-01 16:45:00,0.9141163113053152
Mid term,1970-01-01 17:00:00,0.9150981438777852
Mid term,1970-01-01 17:15:00,0.9170065977934913
Mid term,1970-01-01 17:30:00,0.9177110752062224
Mid term,1970-01-01 17:45:00,0.9207080222467448
Mid term,1970-01-01 18:00:00,0.9229347240150456
Mid term,1970-01-01 18:15:00,0.923361184996723
Mid term,1970-01-01 18:30:00,0.925061347243239
Mid term,1970-01-01 18:45:00,0.9265084202017916
Mid term,1970-01-01 19:00:00,0.92717579085224
Mid term,1970-01-01 19:15:00,0.9268114266802084
Mid term,1970-01-01 19:30:00,0.9268183594804558
Mid term,1970-01-01 19:45:00,0.9232690445740376
Mid term,1970-01-01 20:00:00,0.9255996032759778
Mid term,1970-01-01 20:15:00,0.9433016844678724
Mid term,1970-01-01 20:30:00,0.9557881076437984
Mid term,1970-01-01 20:45:00,0.9656470446610884
Mid term,1970-01-01 21:00:00,0.9699902810845638
Mid term,1970-01-01 21:15:00,0.9728472731126094
Mid term,1970-01-01 21:30:00,0.9758086705791108
Mid term,1970-01-01 21:45:00,0.9794988515087631
Mid term,1970-01-01 22:00:00,0.9783991253030347
Mid term,1970-01-01 22:15:00,0.9817168369958098
Mid term,1970-01-01 22:30:00,0.9832614163296568
Mid term,1970-01-01 22:45:00,0.9851946648714136
Mid term,1970-01-01 23:00:00,0.9858731232308268
Mid term,1970-01-01 23:15:00,0.9875397980389888
Mid term,1970-01-01 23:30:00,0.9899052850091832
Mid term,1970-01-01 23:45:00,0.9923206473765108
Distant future,1970-01-01 00:00:00,0.9987976217308052
Distant future,1970-01-01 00:15:00,0.9996568687029784
Distant future,1970-01-01 00:30:00,0.9997330225910256
Distant future,1970-01-01 00:45:00,0.9998927314052374
Distant future,1970-01-01 01:00:00,0.9999791099287112
Distant future,1970-01-01 01:15:00,0.9998638671920742
Distant future,1970-01-01 01:30:00,0.99965083368992
Distant future,1970-01-01 01:45:00,0.9998064151983088
Distant future,1970-01-01 02:00:00,0.9992962680737284
Distant future,1970-01-01 02:15:00,0.9996612526965176
Distant future,1970-01-01 02:30:00,0.9996908989809948
Distant future,1970-01-01 02:45:00,0.9995147164881596
Distant future,1970-01-01 03:00:00,0.9994407237817348
Distant future,1970-01-01 03:15:00,0.999354987090212
Distant future,1970-01-01 03:30:00,0.9987954616169668
Distant future,1970-01-01 03:45:00,0.9987970968187198
Distant future,1970-01-01 04:00:00,0.9988954226398729
Distant future,1970-01-01 04:15:00,0.9980672972759213
Distant future,1970-01-01 04:30:00,0.997193155961864
Distant future,1970-01-01 04:45:00,0.9957623473231254
Distant future,1970-01-01 05:00:00,0.9934644659376676
Distant future,1970-01-01 05:15:00,0.9839923876723734
Distant future,1970-01-01 05:30:00,0.965141530989481
Distant future,1970-01-01 05:45:00,0.944530628692052
Distant future,1970-01-01 06:00:00,0.943136526155888
Distant future,1970-01-01 06:15:00,0.9492780562698708
Distant future,1970-01-01 06:30:00,0.950017840560002
Distant future,1970-01-01 06:45:00,0.950159915543796
Distant future,1970-01-01 07:00:00,0.9499543009335012
Distant future,1970-01-01 07:15:00,0.9501898652704822
Distant future,1970-01-01 07:30:00,0.9457942338256282
Distant future,1970-01-01 07:45:00,0.9429438283044272
Distant future,1970-01-01 08:00:00,0.9452274885766736
Distant future,1970-01-01 08:15:00,0.9440034437499492
Distant future,1970-01-01 08:30:00,0.9421115468911128
Distant future,1970-01-01 08:45:00,0.938926967241734
Distant future,1970-01-01 09:00:00,0.939253177291052
Distant future,1970-01-01 09:15:00,0.9408216827847592
Distant future,1970-01-01 09:30:00,0.9426412453976613
Distant future,1970-01-01 09:45:00,0.9455965349816364
Distant future,1970-01-01 10:00:00,0.9472630847937544
Distant future,1970-01-01 10:15:00,0.947393975220328
Distant future,1970-01-01 10:30:00,0.9475136097218172
Distant future,1970-01-01 10:45:00,0.9446135547778226
Distant future,1970-01-01 11:00:00,0.947792356686647
Distant future,1970-01-01 11:15:00,0.9474432215594158
Distant future,1970-01-01 11:30:00,0.94684283813486
Distant future,1970-01-01 11:45:00,0.9438947235122208
Distant future,1970-01-01 12:00:00,0.9416794298635518
Distant future,1970-01-01 12:15:00,0.9415523598182848
Distant future,1970-01-01 12:30:00,0.939756939436551
Distant future,1970-01-01 12:45:00,0.939105096390666
Distant future,1970-01-01 13:00:00,0.9383501862510186
Distant future,1970-01-01 13:15:00,0.940623572400298
Distant future,1970-01-01 13:30:00,0.9358204274928988
Distant future,1970-01-01 13:45:00,0.936108047629148
Distant future,1970-01-01 14:00:00,0.9364972556241472
Distant future,1970-01-01 14:15:00,0.9351626725468728
Distant future,1970-01-01 14:30:00,0.9328421211875564
Distant future,1970-01-01 14:45:00,0.930178940788558
Distant future,1970-01-01 15:00:00,0.9332959354961576
Distant future,1970-01-01 15:15:00,0.9293042588428608
Distant future,1970-01-01 15:30:00,0.9308621672749892
Distant future,1970-01-01 15:45:00,0.9292278085677664
Distant future,1970-01-01 16:00:00,0.93023057079617
Distant future,1970-01-01 16:15:00,0.9267134580566077
Distant future,1970-01-01 16:30:00,0.9297310521940224
Distant future,1970-01-01 16:45:00,0.9316430190591004
Distant future,1970-01-01 17:00:00,0.9312769128376284
Distant future,1970-01-01 17:15:00,0.9327362399724964
Distant future,1970-01-01 17:30:00,0.934839075263802
Distant future,1970-01-01 17:45:00,0.933606116029026
Distant future,1970-01-01 18:00:00,0.934323934528064
Distant future,1970-01-01 18:15:00,0.9378602123131008
Distant future,1970-01-01 18:30:00,0.939776806421218
Distant future,1970-01-01 18:45:00,0.9404719386890804
Distant future,1970-01-01 19:00:00,0.9397530687631084
Distant future,1970-01-01 19:15:00,0.9410266876932436
Distant future,1970-01-01 19:30:00,0.9400452463700278
Distant future,1970-01-01 19:45:00,0.9372173365269474
Distant future,1970-01-01 20:00:00,0.9394172868205696
Distant future,1970-01-01 20:15:00,0.9543730089850528
Distant future,1970-01-01 20:30:00,0.9644765847762198
Distant future,1970-01-01 20:45:00,0.9714321898468172
Distant future,1970-01-01 21:00:00,0.976030986242458
Distant future,1970-01-01 21:15:00,0.9790592695498084
Distant future,1970-01-01 21:30:00,0.980265592050014
Distant future,1970-01-01 21:45:00,0.9835721160525012
Distant future,1970-01-01 22:00:00,0.983853837423373
Distant future,1970-01-01 22:15:00,0.9852728849547046
Distant future,1970-01-01 22:30:00,0.9876683944036848
Distant future,1970-01-01 22:45:00,0.9880140931370456
Distant future,1970-01-01 23:00:00,0.9876667637676196
Distant future,1970-01-01 23:15:00,0.9901967968746108
Distant future,1970-01-01 23:30:00,0.992317633749356
Distant future,1970-01-01 23:45:00,0.9933058914590752
