symbol,date,price
GBP,21/05/2018,6.495919626
GBP,22/05/2018,6.35645361
GBP,23/05/2018,6.348849815
GBP,24/05/2018,6.100196065
GBP,25/05/2018,6.154878038
GBP,28/05/2018,6.278228994
GBP,29/05/2018,5.500586167
GBP,30/05/2018,5.56193921
GBP,31/05/2018,4.364000905
GBP,01/06/2018,4.36362199
GBP,04/06/2018,4.83564612
GBP,05/06/2018,4.836704151
GBP,06/06/2018,5.357876215
GBP,07/06/2018,5.384693811
GBP,08/06/2018,5.385161397
GBP,11/06/2018,5.369535158
GBP,12/06/2018,5.349819724
GBP,13/06/2018,5.333362578
GBP,14/06/2018,5.156178571
GBP,15/06/2018,5.823124783
GBP,18/06/2018,5.858136224
GBP,19/06/2018,5.816061263
GBP,20/06/2018,6.082613583
GBP,21/06/2018,6.067441288
GBP,22/06/2018,6.252071467
GBP,25/06/2018,6.257596956
GBP,26/06/2018,5.990251264
GBP,27/06/2018,6.159965392
GBP,28/06/2018,6.501107566
GBP,29/06/2018,6.500058283
GBP,02/07/2018,7.505579749
GBP,03/07/2018,7.400687956
GBP,04/07/2018,7.517075774
GBP,05/07/2018,7.153335359
GBP,06/07/2018,7.125525934
GBP,09/07/2018,7.436077694
GBP,10/07/2018,7.496927236
GBP,11/07/2018,7.449399025
GBP,12/07/2018,7.527678523
GBP,13/07/2018,7.532031539
GBP,16/07/2018,6.95760374
GBP,17/07/2018,6.942365284
GBP,18/07/2018,7.718771552
GBP,19/07/2018,7.441745476
GBP,20/07/2018,7.558736877
GBP,23/07/2018,8.070219208
GBP,24/07/2018,8.117213603
GBP,25/07/2018,8.235648296
GBP,26/07/2018,8.223319089
GBP,27/07/2018,8.141898218
GBP,30/07/2018,8.046652839
GBP,31/07/2018,7.224115525
GBP,01/08/2018,7.038778506
GBP,02/08/2018,6.897669351
GBP,03/08/2018,7.342134682
GBP,06/08/2018,7.340746709
GBP,07/08/2018,7.078988932
GBP,08/08/2018,7.059703485
GBP,09/08/2018,7.170109779
GBP,10/08/2018,7.194693448
GBP,13/08/2018,7.325956837
GBP,14/08/2018,7.122284259
GBP,15/08/2018,7.094817989
GBP,16/08/2018,6.473939962
GBP,17/08/2018,6.559620911
GBP,20/08/2018,6.604675579
GBP,21/08/2018,5.775961786
GBP,22/08/2018,6.523276594
GBP,23/08/2018,6.323021557
GBP,24/08/2018,6.472423813
GBP,27/08/2018,6.402752458
GBP,28/08/2018,6.519800915
GBP,29/08/2018,6.468228921
GBP,30/08/2018,8.077702897
GBP,31/08/2018,8.092491341
GBP,03/09/2018,7.926299626
GBP,04/09/2018,8.034612534
GBP,05/09/2018,7.902576838
GBP,06/09/2018,8.068522065
GBP,07/09/2018,7.871196383
GBP,10/09/2018,7.714177859
GBP,11/09/2018,7.777801696
GBP,12/09/2018,7.800371129
GBP,13/09/2018,7.639718667
GBP,14/09/2018,7.662654113
GBP,17/09/2018,7.815610771
GBP,18/09/2018,7.944205112
GBP,19/09/2018,7.869788027
GBP,20/09/2018,7.576935881
GBP,21/09/2018,8.175531378
GBP,24/09/2018,9.407810834
GBP,25/09/2018,9.372442549
GBP,26/09/2018,9.44618667
GBP,27/09/2018,9.389458906
GBP,28/09/2018,8.752203438
GBP,01/10/2018,8.794450346
GBP,02/10/2018,8.430510182
GBP,03/10/2018,8.470263214
GBP,04/10/2018,8.553103961
GBP,05/10/2018,8.705112648
GBP,08/10/2018,9.08234719
GBP,09/10/2018,9.155292347
GBP,10/10/2018,8.957113092
GBP,11/10/2018,9.014170639
GBP,12/10/2018,9.009608799
GBP,15/10/2018,9.567475761
GBP,16/10/2018,9.598562372
GBP,17/10/2018,9.442376502
GBP,18/10/2018,9.680552597
GBP,19/10/2018,9.878357904
GBP,22/10/2018,9.256987939
GBP,23/10/2018,8.229347801
GBP,24/10/2018,8.167615726
GBP,25/10/2018,8.247358459
GBP,26/10/2018,8.352766179
GBP,29/10/2018,8.089520943
GBP,30/10/2018,8.06740763
GBP,31/10/2018,8.354816045
GBP,01/11/2018,8.499518845
GBP,02/11/2018,10.68196781
GBP,05/11/2018,10.44087254
GBP,06/11/2018,10.15352981
GBP,07/11/2018,10.22647688
GBP,08/11/2018,10.08790796
GBP,09/11/2018,10.10561485
GBP,12/11/2018,10.55792783
GBP,13/11/2018,10.24534381
GBP,14/11/2018,11.08571044
GBP,15/11/2018,11.04474441
GBP,16/11/2018,12.28754883
GBP,19/11/2018,12.3466209
GBP,20/11/2018,12.30946841
GBP,21/11/2018,12.18036428
GBP,22/11/2018,12.16224779
GBP,23/11/2018,12.26239031
GBP,26/11/2018,12.26278645
GBP,27/11/2018,12.26120291
GBP,28/11/2018,12.37844699
GBP,29/11/2018,12.29106613
GBP,30/11/2018,12.24398975
GBP,03/12/2018,10.33189546
GBP,04/12/2018,10.3327796
GBP,05/12/2018,10.17184115
GBP,06/12/2018,10.00573848
GBP,07/12/2018,10.14291793
GBP,10/12/2018,10.13453826
GBP,11/12/2018,10.4705375
GBP,12/12/2018,10.42792818
GBP,13/12/2018,10.22953839
GBP,14/12/2018,10.2970905
GBP,17/12/2018,8.715083258
GBP,18/12/2018,8.527945735
GBP,19/12/2018,8.579664136
GBP,20/12/2018,8.423615219
GBP,21/12/2018,8.530551994
GBP,24/12/2018,8.011166035
GBP,25/12/2018,8.099631845
GBP,26/12/2018,8.111790702
GBP,27/12/2018,7.978330758
GBP,28/12/2018,7.605158399
GBP,31/12/2018,7.697703195
GBP,01/01/2019,7.768544071
GBP,02/01/2019,7.742264027
GBP,03/01/2019,10.05316189
GBP,04/01/2019,10.54765493
GBP,07/01/2019,10.87972005
GBP,08/01/2019,10.85075834
GBP,09/01/2019,9.91917991
GBP,10/01/2019,9.75905609
GBP,11/01/2019,9.224544424
GBP,14/01/2019,9.528725983
GBP,15/01/2019,9.260813376
GBP,16/01/2019,9.258408502
GBP,17/01/2019,9.225603491
GBP,18/01/2019,9.439932659
GBP,21/01/2019,10.19732576
GBP,22/01/2019,10.18980691
GBP,23/01/2019,10.2010681
GBP,24/01/2019,10.57428174
GBP,25/01/2019,10.45068987
GBP,28/01/2019,10.55564389
GBP,29/01/2019,10.71862932
GBP,30/01/2019,11.02704472
GBP,31/01/2019,11.03995396
GBP,01/02/2019,8.451665402
GBP,04/02/2019,8.269536142
GBP,05/02/2019,8.080039054
GBP,06/02/2019,8.33272209
GBP,07/02/2019,8.226809129
GBP,08/02/2019,8.092646169
GBP,11/02/2019,7.974169235
GBP,12/02/2019,7.857009423
GBP,13/02/2019,7.864154807
GBP,14/02/2019,7.923898044
GBP,15/02/2019,8.061741194
GBP,18/02/2019,8.157952368
GBP,19/02/2019,7.347899186
GBP,20/02/2019,8.129670381
GBP,21/02/2019,7.984680771
GBP,22/02/2019,7.243606634
GBP,25/02/2019,7.19077983
GBP,26/02/2019,6.992300013
GBP,27/02/2019,7.713651542
GBP,28/02/2019,7.471183502
GBP,01/03/2019,7.6192771
GBP,04/03/2019,7.656853137
GBP,05/03/2019,7.798192684
GBP,06/03/2019,7.705400753
GBP,07/03/2019,7.386381825
GBP,08/03/2019,7.80653641
GBP,11/03/2019,8.344660981
GBP,12/03/2019,10.75807228
GBP,13/03/2019,11.73517303
GBP,14/03/2019,12.95910937
GBP,15/03/2019,12.93302109
GBP,18/03/2019,12.7524707
GBP,19/03/2019,12.60501358
GBP,20/03/2019,12.60774195
GBP,21/03/2019,12.30988556
GBP,22/03/2019,12.47668355
GBP,25/03/2019,12.60858124
GBP,26/03/2019,12.60039404
GBP,27/03/2019,12.51113916
GBP,28/03/2019,12.10344472
GBP,29/03/2019,12.19470571
GBP,01/04/2019,12.15932998
GBP,02/04/2019,12.24721741
GBP,03/04/2019,12.27748023
GBP,04/04/2019,12.33837089
GBP,05/04/2019,12.59750586
GBP,08/04/2019,12.41830595
GBP,09/04/2019,12.10636752
GBP,10/04/2019,9.795692739
GBP,11/04/2019,8.62810973
GBP,12/04/2019,6.265423875
GBP,15/04/2019,6.330100878
GBP,16/04/2019,6.246578502
GBP,17/04/2019,6.344356459
GBP,18/04/2019,6.327142219
GBP,19/04/2019,6.221375158
GBP,22/04/2019,5.976025706
GBP,23/04/2019,5.54299097
GBP,24/04/2019,5.581751047
GBP,25/04/2019,5.600643194
GBP,26/04/2019,5.468231778
GBP,29/04/2019,5.022542675
GBP,30/04/2019,4.98677739
GBP,01/05/2019,5.672415406
GBP,02/05/2019,5.441816002
GBP,03/05/2019,5.254447285
GBP,06/05/2019,5.565181503
GBP,07/05/2019,5.642724673
GBP,08/05/2019,5.673075668
GBP,09/05/2019,5.871568716
GBP,10/05/2019,5.741509169
GBP,13/05/2019,5.638845513
GBP,14/05/2019,5.698339805
GBP,15/05/2019,5.811069478
GBP,16/05/2019,5.832809363
GBP,17/05/2019,5.933158022
GBP,20/05/2019,6.056409529
GBP,21/05/2019,6.053931873
GBP,23/05/2019,6.221061979
GBP,24/05/2019,6.316989577
GBP,27/05/2019,6.631134841
GBP,28/05/2019,6.624413442
GBP,29/05/2019,6.592842599
GBP,30/05/2019,5.601746631
GBP,31/05/2019,5.516089152
GBP,03/06/2019,5.704347203
GBP,04/06/2019,4.3809838
GBP,05/06/2019,4.642120744
GBP,06/06/2019,4.634618903
GBP,07/06/2019,4.569185578
GBP,10/06/2019,4.692841486
GBP,11/06/2019,4.69530744
GBP,12/06/2019,4.794346078
GBP,13/06/2019,4.657440016
GBP,14/06/2019,4.443876436
GBP,17/06/2019,4.803876416
GBP,18/06/2019,4.709831722
GBP,19/06/2019,4.807364058
GBP,20/06/2019,5.405628305
GBP,21/06/2019,5.301740427
GBP,24/06/2019,5.416382214
GBP,25/06/2019,5.184370165
GBP,26/06/2019,5.229406769
GBP,27/06/2019,5.190159514
GBP,28/06/2019,5.150775427
GBP,01/07/2019,5.125075196
GBP,02/07/2019,5.271509328
GBP,03/07/2019,5.370982984
GBP,04/07/2019,5.243487529
GBP,05/07/2019,5.240156687
GBP,08/07/2019,5.414844998
GBP,09/07/2019,5.332621177
GBP,10/07/2019,5.468635388
GBP,11/07/2019,5.596109511
GBP,12/07/2019,5.606200259
GBP,15/07/2019,5.815643538
GBP,16/07/2019,5.549191619
GBP,17/07/2019,6.092180287
GBP,18/07/2019,6.083713708
GBP,19/07/2019,6.327287048
GBP,22/07/2019,6.140943803
GBP,23/07/2019,6.000226852
GBP,24/07/2019,6.033223213
GBP,25/07/2019,6.17647193
GBP,26/07/2019,6.186150519
GBP,29/07/2019,6.446570605
GBP,30/07/2019,7.55728625
GBP,31/07/2019,7.583223422
GBP,01/08/2019,7.56430086
GBP,02/08/2019,7.56613132
GBP,05/08/2019,7.673875799
GBP,06/08/2019,7.631741735
GBP,07/08/2019,7.672796204
GBP,08/08/2019,7.58657308
GBP,09/08/2019,7.366715434
GBP,12/08/2019,7.880067069
GBP,13/08/2019,7.963739282
GBP,14/08/2019,7.918406
GBP,15/08/2019,7.538855423
GBP,16/08/2019,7.583774527
GBP,19/08/2019,7.166487482
GBP,20/08/2019,7.168253859
GBP,21/08/2019,7.274443464
GBP,22/08/2019,7.264211771
GBP,23/08/2019,8.044588414
GBP,26/08/2019,8.041580577
GBP,27/08/2019,7.855729863
GBP,28/08/2019,6.671714973
GBP,29/08/2019,6.739354026
GBP,30/08/2019,6.806000607
GBP,02/09/2019,6.797398323
GBP,03/09/2019,7.256241437
GBP,04/09/2019,7.295319078
GBP,05/09/2019,8.625924444
GBP,06/09/2019,8.80067195
GBP,09/09/2019,8.908947585
GBP,10/09/2019,8.145946293
GBP,11/09/2019,8.04966847
GBP,12/09/2019,8.066096565
GBP,13/09/2019,8.068724412
GBP,16/09/2019,9.149435991
GBP,17/09/2019,9.333779698
GBP,18/09/2019,9.392721738
GBP,19/09/2019,9.483493094
GBP,20/09/2019,9.445918573
GBP,23/09/2019,9.140795896
GBP,24/09/2019,9.237513774
GBP,25/09/2019,9.193681806
GBP,26/09/2019,9.845178685
GBP,27/09/2019,9.683077899
GBP,30/09/2019,9.705831908
GBP,01/10/2019,9.661730839
GBP,02/10/2019,9.198938822
GBP,03/10/2019,9.190601908
GBP,04/10/2019,8.111683297
GBP,07/10/2019,7.841926059
GBP,08/10/2019,7.867469235
GBP,09/10/2019,7.8724452
GBP,10/10/2019,7.859227234
GBP,11/10/2019,10.1032684
GBP,14/10/2019,11.26631572
GBP,15/10/2019,10.326741
GBP,16/10/2019,10.79255587
GBP,17/10/2019,10.7428687
GBP,18/10/2019,10.67910883
GBP,21/10/2019,10.63498358
GBP,22/10/2019,10.51843307
GBP,23/10/2019,10.81053064
GBP,24/10/2019,10.78536958
GBP,25/10/2019,10.33841889
GBP,28/10/2019,10.27432972
GBP,29/10/2019,10.1093069
GBP,30/10/2019,10.0857405
GBP,31/10/2019,10.06062703
GBP,01/11/2019,10.05104195
GBP,04/11/2019,10.08576082
GBP,05/11/2019,10.24069619
GBP,06/11/2019,10.07855615
GBP,07/11/2019,9.791885802
GBP,08/11/2019,10.17422292
GBP,11/11/2019,8.419041598
GBP,12/11/2019,6.996414318
GBP,13/11/2019,6.994238629
GBP,14/11/2019,5.778543633
GBP,15/11/2019,5.577730713
GBP,18/11/2019,5.547874817
GBP,19/11/2019,5.539683607
GBP,20/11/2019,5.216846894
GBP,21/11/2019,4.639486262
GBP,22/11/2019,4.528569514
GBP,25/11/2019,4.315449587
GBP,26/11/2019,4.458643465
GBP,27/11/2019,4.532410728
GBP,28/11/2019,4.893079362
GBP,29/11/2019,4.83418586
GBP,02/12/2019,4.718540979
GBP,03/12/2019,4.781961301
GBP,04/12/2019,4.828332405
GBP,05/12/2019,5.590883119
GBP,06/12/2019,5.577614784
GBP,09/12/2019,5.045158915
GBP,10/12/2019,5.053724058
GBP,11/12/2019,4.945241197
GBP,12/12/2019,5.121633811
GBP,13/12/2019,8.412400029
GBP,16/12/2019,9.285375047
GBP,17/12/2019,9.649883086
GBP,18/12/2019,10.58699108
GBP,19/12/2019,10.6200827
GBP,20/12/2019,10.81581916
GBP,23/12/2019,10.82037651
GBP,24/12/2019,10.79006226
GBP,25/12/2019,10.73759748
GBP,26/12/2019,10.72411114
GBP,27/12/2019,10.59632253
GBP,30/12/2019,10.81985106
GBP,31/12/2019,10.82194352
GBP,01/01/2020,11.42529756
GBP,02/01/2020,11.38415421
GBP,03/01/2020,11.36328358
GBP,06/01/2020,11.45469866
GBP,07/01/2020,11.70676767
GBP,08/01/2020,11.80380621
GBP,09/01/2020,11.80010211
GBP,10/01/2020,11.66771495
GBP,13/01/2020,8.78830021
GBP,14/01/2020,8.423448932
GBP,15/01/2020,8.344620377
GBP,16/01/2020,7.448839848
GBP,17/01/2020,7.474001066
GBP,20/01/2020,7.485468071
GBP,21/01/2020,7.478668759
GBP,22/01/2020,7.359082526
GBP,23/01/2020,7.731608386
GBP,24/01/2020,7.740028607
GBP,27/01/2020,7.899710519
GBP,28/01/2020,7.519346889
GBP,29/01/2020,7.543917629
GBP,30/01/2020,6.242753103
GBP,31/01/2020,6.579558463
GBP,03/02/2020,6.598849951
GBP,04/02/2020,8.026189522
GBP,05/02/2020,7.681752892
GBP,06/02/2020,7.603809499
GBP,07/02/2020,7.779071708
GBP,10/02/2020,7.790580947
GBP,11/02/2020,7.832169501
GBP,12/02/2020,7.780589244
GBP,13/02/2020,7.716568427
GBP,14/02/2020,8.085401749
GBP,17/02/2020,8.021186568
GBP,18/02/2020,7.8750741
GBP,19/02/2020,7.877087266
GBP,20/02/2020,8.018863656
GBP,21/02/2020,7.552902936
GBP,24/02/2020,7.860450976
GBP,25/02/2020,7.757814686
GBP,26/02/2020,8.070951204
GBP,27/02/2020,8.415116929
GBP,28/02/2020,8.421097128
GBP,02/03/2020,8.396589389
GBP,03/03/2020,7.885394279
GBP,04/03/2020,6.667316724
GBP,05/03/2020,6.782413585
GBP,06/03/2020,7.085406441
GBP,09/03/2020,7.894053612
GBP,10/03/2020,7.83705464
GBP,11/03/2020,9.085620434
GBP,12/03/2020,9.334334776
GBP,13/03/2020,11.41827365
GBP,16/03/2020,11.74343866
GBP,17/03/2020,12.03924059
GBP,18/03/2020,12.43125488
GBP,19/03/2020,18.15184412
GBP,20/03/2020,18.27060531
GBP,23/03/2020,19.16322926
GBP,24/03/2020,18.81930318
GBP,25/03/2020,20.30185222
GBP,26/03/2020,20.2452218
GBP,27/03/2020,23.27996247
GBP,30/03/2020,24.62745937
GBP,31/03/2020,24.63234633
GBP,01/04/2020,24.67685175
GBP,02/04/2020,24.59458626
GBP,03/04/2020,24.5232379
GBP,06/04/2020,24.71656994
GBP,07/04/2020,24.23826664
GBP,08/04/2020,24.54633911
GBP,09/04/2020,24.38576017
GBP,10/04/2020,24.42225158
GBP,13/04/2020,23.51383848
GBP,14/04/2020,23.07579539
GBP,15/04/2020,22.84100901
GBP,16/04/2020,22.61509949
GBP,17/04/2020,16.36111963
GBP,20/04/2020,15.52557247
GBP,21/04/2020,15.50472236
GBP,22/04/2020,16.24421765
GBP,23/04/2020,15.42540763
GBP,24/04/2020,15.38976549
GBP,27/04/2020,11.8230703
GBP,28/04/2020,9.514562527
GBP,29/04/2020,9.225062474
GBP,30/04/2020,9.221476811
GBP,01/05/2020,9.634293716
GBP,04/05/2020,10.3488376
GBP,05/05/2020,8.937453783
GBP,06/05/2020,8.938722677
GBP,07/05/2020,9.221990135
GBP,08/05/2020,9.20279522
GBP,11/05/2020,9.107602511
GBP,12/05/2020,9.387772911
GBP,13/05/2020,9.375105952
GBP,14/05/2020,8.762811343
GBP,15/05/2020,8.397482552
GBP,18/05/2020,9.227003802
GBP,19/05/2020,9.973314114
GBP,20/05/2020,10.11730392
GBP,21/05/2020,9.315404457
GBP,22/05/2020,9.281517165
GBP,25/05/2020,9.271816046
GBP,26/05/2020,9.274173257
GBP,27/05/2020,9.958439211
GBP,28/05/2020,10.11386375
GBP,29/05/2020,10.20760504
GBP,01/06/2020,9.686795995
GBP,02/06/2020,9.933603308
GBP,03/06/2020,10.25184735
GBP,04/06/2020,10.25579458
GBP,05/06/2020,9.596586625
GBP,08/06/2020,9.956281243
GBP,09/06/2020,9.930508385
GBP,10/06/2020,9.572750994
GBP,11/06/2020,9.162421487
GBP,12/06/2020,10.07441804
GBP,15/06/2020,10.3248064
GBP,16/06/2020,9.599677323
GBP,17/06/2020,9.453242279
GBP,18/06/2020,9.482882667
GBP,19/06/2020,10.21915049
GBP,22/06/2020,10.49629662
GBP,23/06/2020,11.1760473
GBP,24/06/2020,11.1783008
GBP,25/06/2020,11.13673194
GBP,26/06/2020,10.92118368
GBP,29/06/2020,11.10368857
GBP,30/06/2020,11.11303513
GBP,01/07/2020,10.6067591
GBP,02/07/2020,10.48117408
GBP,03/07/2020,10.48301048
GBP,06/07/2020,10.43160237
GBP,07/07/2020,9.855711389
GBP,08/07/2020,9.973648651
GBP,09/07/2020,10.20019168
GBP,10/07/2020,10.20001865
GBP,13/07/2020,9.522657101
GBP,14/07/2020,9.567280516
GBP,15/07/2020,8.854933765
GBP,16/07/2020,8.761598687
GBP,17/07/2020,8.758939793
GBP,20/07/2020,7.95174853
GBP,21/07/2020,7.852443312
GBP,22/07/2020,6.92532485
GBP,23/07/2020,6.922487231
GBP,24/07/2020,5.959336754
GBP,27/07/2020,6.109490663
GBP,28/07/2020,5.676838316
GBP,29/07/2020,5.422442765
GBP,30/07/2020,5.284698382
GBP,31/07/2020,5.85780647
GBP,03/08/2020,5.943563241
GBP,04/08/2020,6.090342636
GBP,05/08/2020,6.114788397
GBP,06/08/2020,6.097247976
GBP,07/08/2020,5.979362791
GBP,10/08/2020,6.615618503
GBP,11/08/2020,6.616063103
GBP,12/08/2020,6.161042529
GBP,13/08/2020,6.201070195
GBP,14/08/2020,6.201072503
GBP,17/08/2020,6.008296915
GBP,18/08/2020,6.035597997
GBP,19/08/2020,6.585327566
GBP,20/08/2020,7.8649878
GBP,21/08/2020,8.197469009
GBP,24/08/2020,9.088935288
GBP,25/08/2020,9.04086871
GBP,26/08/2020,8.948728233
GBP,27/08/2020,9.048773329
GBP,28/08/2020,9.000815085
GBP,31/08/2020,9.205818685
GBP,01/09/2020,9.17521934
GBP,02/09/2020,9.137845763
GBP,03/09/2020,9.284266947
GBP,04/09/2020,9.612975342
GBP,07/09/2020,9.630424238
GBP,08/09/2020,9.610485425
GBP,09/09/2020,10.93667624
GBP,10/09/2020,10.96001247
GBP,11/09/2020,12.07133069
GBP,14/09/2020,12.03787651
GBP,15/09/2020,12.06208238
GBP,16/09/2020,12.12524124
GBP,17/09/2020,11.59994186
GBP,18/09/2020,11.05652793
GBP,21/09/2020,10.61329904
GBP,22/09/2020,10.52866752
GBP,23/09/2020,10.66755747
GBP,24/09/2020,10.32675896
GBP,25/09/2020,10.18346202
GBP,28/09/2020,10.21920962
GBP,29/09/2020,9.699886305
GBP,30/09/2020,9.672974811
GBP,01/10/2020,9.761412974
GBP,02/10/2020,9.741772067
GBP,05/10/2020,9.72015875
GBP,06/10/2020,9.935988319
GBP,07/10/2020,10.10725356
GBP,08/10/2020,8.831910254
GBP,09/10/2020,8.812738695
GBP,12/10/2020,7.392055931
GBP,13/10/2020,7.408347288
GBP,14/10/2020,8.264223126
GBP,15/10/2020,8.455201165
GBP,16/10/2020,8.7642923
GBP,19/10/2020,8.784585207
GBP,20/10/2020,8.729044388
GBP,21/10/2020,8.124510518
GBP,22/10/2020,8.955457325
GBP,23/10/2020,9.082380303
GBP,26/10/2020,9.120084738
GBP,27/10/2020,9.229210024
GBP,28/10/2020,8.831183613
GBP,29/10/2020,8.92276074
GBP,30/10/2020,8.98331104
GBP,02/11/2020,8.940218618
GBP,03/11/2020,8.858428258
GBP,04/11/2020,10.20310493
GBP,05/11/2020,10.63959537
GBP,06/11/2020,11.52620179
GBP,09/11/2020,11.55008911
GBP,10/11/2020,11.34176722
GBP,11/11/2020,11.54136923
GBP,12/11/2020,10.95046165
GBP,13/11/2020,11.20751377
GBP,16/11/2020,10.97413143
GBP,17/11/2020,10.97547589
GBP,18/11/2020,10.99039704
GBP,19/11/2020,10.99746017
GBP,20/11/2020,10.01252463
GBP,23/11/2020,9.952168744
GBP,24/11/2020,9.911141383
GBP,25/11/2020,9.816616883
GBP,26/11/2020,9.817606172
GBP,27/11/2020,9.769832865
GBP,30/11/2020,9.608529561
GBP,01/12/2020,9.593449084
GBP,02/12/2020,9.718813118
GBP,03/12/2020,8.589091897
GBP,04/12/2020,7.410207773
GBP,07/12/2020,6.279187682
GBP,08/12/2020,6.503275332
GBP,09/12/2020,6.481518264
GBP,10/12/2020,6.070873587
GBP,11/12/2020,6.218582393
GBP,14/12/2020,5.481451998
GBP,15/12/2020,4.895935687
GBP,16/12/2020,5.638336356
GBP,17/12/2020,5.732004193
GBP,18/12/2020,5.888190065
GBP,21/12/2020,7.532297861
GBP,22/12/2020,7.494982259
GBP,23/12/2020,7.61940473
GBP,24/12/2020,8.0328256
GBP,25/12/2020,8.089180468
GBP,28/12/2020,8.024422687
GBP,29/12/2020,8.532294846
GBP,30/12/2020,8.561171305
GBP,31/12/2020,8.904624617
GBP,01/01/2021,8.777080299
GBP,04/01/2021,8.569810451
GBP,05/01/2021,9.054750491
GBP,06/01/2021,8.948949591
GBP,07/01/2021,8.959235972
GBP,08/01/2021,9.123647386
GBP,11/01/2021,9.077968344
GBP,12/01/2021,9.07784683
GBP,13/01/2021,9.722146277
GBP,14/01/2021,9.39021385
GBP,15/01/2021,9.322640227
GBP,18/01/2021,9.634071685
GBP,19/01/2021,8.495472728
GBP,20/01/2021,8.550370532
GBP,21/01/2021,8.403520867
GBP,22/01/2021,8.127680013
GBP,25/01/2021,8.16855092
GBP,26/01/2021,8.168870849
GBP,27/01/2021,7.710989324
GBP,28/01/2021,7.980027777
GBP,29/01/2021,7.395771579
GBP,01/02/2021,7.365535622
GBP,02/02/2021,7.377403565
GBP,03/02/2021,6.769826723
GBP,04/02/2021,6.622011935
GBP,05/02/2021,6.652990245
GBP,08/02/2021,6.628748412
GBP,09/02/2021,6.421471673
GBP,10/02/2021,6.60202688
GBP,11/02/2021,5.572630904
GBP,12/02/2021,5.575539847
GBP,15/02/2021,5.698271903
GBP,16/02/2021,4.815928185
GBP,17/02/2021,4.929227106
GBP,18/02/2021,4.831081861
GBP,19/02/2021,5.324220511
GBP,22/02/2021,5.33220489
GBP,23/02/2021,5.155602868
GBP,24/02/2021,5.154718362
GBP,25/02/2021,5.038408162
GBP,26/02/2021,5.990598628
GBP,01/03/2021,6.02552325
GBP,02/03/2021,6.101721197
GBP,03/03/2021,6.058262041
GBP,04/03/2021,6.090521381
GBP,05/03/2021,6.171522006
GBP,08/03/2021,6.289977917
GBP,09/03/2021,6.189002758
GBP,10/03/2021,6.385180306
GBP,11/03/2021,6.217467871
GBP,12/03/2021,6.352968477
GBP,15/03/2021,6.535601605
GBP,16/03/2021,6.423709148
GBP,17/03/2021,6.329968816
