DATE,GDP,lnGDP,gGDP,gGDP_5y,Source
1962-10-01,612.28,6.417189694,0.054542448,0.289379696,
1963-01-01,621.672,6.432412622,0.046562954,0.329665911,
1963-04-01,629.752,6.445326091,0.048946809,0.33428253,
1963-07-01,644.444,6.46838793,0.058153415,0.326450423,
1963-10-01,653.938,6.483012546,0.068037499,0.309041047,
1964-01-01,669.822,6.507012005,0.077452419,0.312527188,
1964-04-01,678.674,6.520140894,0.077684549,0.298517372,
1964-07-01,692.031,6.539630752,0.073841947,0.318068925,
1964-10-01,697.319,6.547242982,0.066338093,0.319180855,
1965-01-01,717.79,6.576177047,0.071613055,0.322754345,
1965-04-01,730.191,6.593306144,0.075908315,0.349506542,
1965-07-01,749.323,6.619170132,0.082788199,0.373382527,
1965-10-01,771.857,6.6487993,0.106892254,0.428843552,
1966-01-01,795.734,6.679264959,0.108588863,0.460014165,
1966-04-01,804.981,6.690818675,0.102425256,0.448993331,
1966-07-01,819.638,6.708862779,0.093838038,0.443878773,
1966-10-01,833.302,6.725396121,0.079606715,0.435213189,
1967-01-01,844.17,6.738353896,0.060869587,0.421130514,
1967-04-01,848.983,6.744039163,0.05466216,0.41410906,
1967-07-01,865.233,6.762998835,0.055628216,0.420680857,
1967-10-01,881.439,6.781555799,0.057766572,0.439601163,
1968-01-01,909.387,6.812770746,0.077255766,0.462808362,
1968-04-01,934.344,6.839844679,0.100545005,0.483669762,
1968-07-01,950.825,6.857330029,0.098923643,0.475419121,
1968-10-01,968.03,6.875263079,0.098238222,0.480308531,
1969-01-01,993.337,6.901069982,0.092314933,0.482986525,
1969-04-01,1009.02,6.916734842,0.079923454,0.486752108,
1969-07-01,1029.956,6.937271362,0.083223516,0.48830905,
1969-10-01,1038.147,6.945192672,0.072432673,0.488769129,
1970-01-01,1051.2,6.957687648,0.058251127,0.464495187,
1970-04-01,1067.375,6.972957642,0.057833343,0.46177507,
1970-07-01,1086.059,6.990310827,0.054471259,0.44938698,
1970-10-01,1088.608,6.992655095,0.048606797,0.410375238,
1971-01-01,1135.156,7.034525365,0.079866819,0.426552089,
1971-04-01,1156.271,7.052955451,0.083284694,0.436395393,
1971-07-01,1177.675,7.071297435,0.084356375,0.436823329,
1971-10-01,1190.297,7.081958135,0.093411954,0.428410108,
1972-01-01,1230.609,7.115264448,0.084088002,0.457773908,
1972-04-01,1266.369,7.143909029,0.095218163,0.491630574,
1972-07-01,1290.566,7.162836161,0.095859214,0.491582036,
1972-10-01,1328.904,7.192109821,0.116447408,0.507652827,
1973-01-01,1377.49,7.228018281,0.119356351,0.514745647,
1973-04-01,1413.887,7.254097928,0.116488954,0.513240305,
1973-07-01,1433.838,7.268110044,0.111014857,0.507993585,
1973-10-01,1476.289,7.297286785,0.110907184,0.525044678,
1974-01-01,1491.209,7.307342479,0.082555227,0.501211573,
1974-04-01,1530.056,7.333059615,0.08216286,0.516378268,
1974-07-01,1560.026,7.352457767,0.088007153,0.514653053,
1974-10-01,1599.679,7.377558263,0.083581196,0.540898351,
1975-01-01,1616.116,7.387781019,0.083762236,0.537401065,
1975-04-01,1651.853,7.409652967,0.079602969,0.547584495,
1975-07-01,1709.82,7.444143381,0.096020195,0.574334359,
1975-10-01,1761.831,7.474108888,0.101365336,0.618425549,
1976-01-01,1820.487,7.506859327,0.126458126,0.603732879,
1976-04-01,1852.332,7.524200665,0.121366126,0.601987769,
1976-07-01,1886.558,7.542509284,0.103366436,0.60193432,
1976-10-01,1934.273,7.567486824,0.097876584,0.62503392,
1977-01-01,1988.648,7.59521029,0.092371437,0.615986881,
1977-04-01,2055.909,7.628473365,0.109903084,0.623467568,
1977-07-01,2118.473,7.658450825,0.122930225,0.641506905,
1977-10-01,2164.27,7.679838401,0.118906173,0.628612752,
1978-01-01,2202.76,7.697466399,0.107667119,0.599111427,
1978-04-01,2331.633,7.754324159,0.13411294,0.649094305,
1978-07-01,2395.053,7.781160639,0.130556302,0.67037908,
1978-10-01,2476.949,7.81478284,0.144473194,0.677821213,
1979-01-01,2526.61,7.834633762,0.147020102,0.694336609,
1979-04-01,2591.247,7.859894506,0.111344281,0.693563504,
1979-07-01,2667.565,7.88892135,0.113781198,0.709949065,
1979-10-01,2723.883,7.909813715,0.099692808,0.702768493,
1980-01-01,2789.842,7.933740242,0.104183867,0.726263461,
1980-04-01,2797.352,7.936428534,0.079538925,0.693463038,
1980-07-01,2856.483,7.957346427,0.070820392,0.670633751,
1980-10-01,2985.557,8.001541608,0.096066534,0.694576268,
1981-01-01,3124.206,8.04693545,0.119850515,0.716137495,
1981-04-01,3162.532,8.059128252,0.130544887,0.707324605,
1981-07-01,3260.609,8.089669267,0.141476774,0.728337533,
1981-10-01,3280.818,8.095848061,0.098896454,0.69615044,
1982-01-01,3274.302,8.093859996,0.048042927,0.646496514,
1982-04-01,3331.972,8.1113196,0.053577323,0.620680682,
1982-07-01,3366.322,8.121576033,0.032421244,0.589032289,
1982-10-01,3402.561,8.132283662,0.037107514,0.572151811,
1983-01-01,3473.413,8.152892963,0.060810212,0.576845866,
1983-04-01,3578.848,8.18279624,0.07409306,0.534910511,
1983-07-01,3689.179,8.213159219,0.095907938,0.540332928,
1983-10-01,3794.706,8.241362216,0.115249954,0.532008128,
1984-01-01,3908.054,8.270794831,0.125133694,0.546757909,
1984-04-01,4009.601,8.296447014,0.120360798,0.547363489,
1984-07-01,4084.25,8.314893392,0.107089138,0.531077968,
1984-10-01,4148.551,8.330514396,0.093247013,0.523028339,
1985-01-01,4230.168,8.349996988,0.082423119,0.516275115,
1985-04-01,4294.887,8.365180524,0.07115072,0.535340207,
1985-07-01,4386.773,8.386349156,0.074070637,0.535725226,
1985-10-01,4444.094,8.399331303,0.071240055,0.488530951,
1986-01-01,4507.894,8.413585361,0.065653657,0.44289269,
1986-04-01,4545.34,8.421857811,0.058314223,0.437247117,
1986-07-01,4607.669,8.435477368,0.05035501,0.413131412,
1986-10-01,4657.627,8.44626137,0.048048714,0.419654184,
1987-01-01,4722.156,8.460020754,0.047530399,0.442187068,
1987-04-01,4806.16,8.477653707,0.057381846,0.442437091,
1987-07-01,4884.555,8.493833465,0.060092424,0.451006469,
1987-10-01,5007.994,8.518790715,0.075224358,0.471830777,
1988-01-01,5073.372,8.531760964,0.074376196,0.460630222,
1988-04-01,5190.036,8.554495913,0.079871665,0.450197382,
1988-07-01,5282.835,8.572218164,0.081538646,0.431981208,
1988-10-01,5399.509,8.594063302,0.078178009,0.422905753,
1989-01-01,5511.253,8.614547281,0.086309658,0.41022949,
1989-04-01,5612.463,8.63274494,0.081391921,0.399755986,
1989-07-01,5695.365,8.647407965,0.078088753,0.394470221,
1989-10-01,5747.237,8.656474497,0.06439993,0.385360093,
1990-01-01,5872.701,8.678069943,0.065583634,0.388290252,
1990-04-01,5960.028,8.692830458,0.061927357,0.387703099,
1990-07-01,6015.116,8.702030913,0.056142319,0.371193814,
1990-10-01,6004.733,8.700303271,0.044803442,0.351171465,
1991-01-01,6035.178,8.705360628,0.027666486,0.33880211,
1991-04-01,6126.862,8.720437989,0.02799215,0.347943608,
1991-07-01,6205.937,8.733261693,0.031723578,0.34687127,
1991-10-01,6264.54,8.742660441,0.043267036,0.345006803,
1992-01-01,6363.102,8.758271273,0.054335431,0.34749932,
1992-04-01,6470.763,8.775049309,0.056130039,0.346347812,
1992-07-01,6566.641,8.789757717,0.058122408,0.34436832,
1992-10-01,6680.803,8.806993469,0.066447497,0.334027756,
1993-01-01,6729.459,8.814250033,0.05757522,0.326427276,
1993-04-01,6808.939,8.825991587,0.052262152,0.311925197,
1993-07-01,6882.098,8.836678826,0.048039325,0.302728175,
1993-10-01,7013.738,8.855626076,0.049834578,0.298958479,
1994-01-01,7115.652,8.870052144,0.057388417,0.291113291,
1994-04-01,7246.931,8.888333348,0.064326028,0.291221163,
1994-07-01,7331.075,8.899877442,0.065238391,0.287200206,
1994-10-01,7455.288,8.916678858,0.062955018,0.297195157,
1995-01-01,7522.289,8.925625759,0.057146836,0.280890854,
1995-04-01,7580.997,8.9334,0.046097583,0.271973387,
1995-07-01,7683.125,8.946781644,0.048021607,0.277302882,
1995-10-01,7772.586,8.958358207,0.042560126,0.294409926,
1996-01-01,7868.468,8.970618659,0.046020433,0.303767345,
1996-04-01,8032.84,8.991293418,0.059602055,0.311085512,
1996-07-01,8131.408,9.003489373,0.058346441,0.310262737,
1996-10-01,8259.771,9.019152142,0.062679911,0.318496011,
1997-01-01,8362.655,9.031531239,0.062806,0.314241859,
1997-04-01,8518.825,9.0500337,0.060499773,0.316510124,
1997-07-01,8662.823,9.06679593,0.06535338,0.319216781,
1997-10-01,8765.907,9.078625272,0.061277244,0.312103799,
1998-01-01,8866.48,9.090033153,0.060247015,0.31756208,
1998-04-01,8969.699,9.101607398,0.052926783,0.317341659,
1998-07-01,9121.097,9.118345361,0.052901231,0.325336692,
1998-10-01,9293.991,9.137123341,0.060242939,0.325112372,
1999-01-01,9411.682,9.149706963,0.061490242,0.322673172,
1999-04-01,9526.21,9.161802226,0.062043442,0.314516448,
1999-07-01,9686.626,9.17850145,0.062002301,0.321310449,
1999-10-01,9900.169,9.200307107,0.065222572,0.327939176,
2000-01-01,10002.179,9.210558248,0.062740858,0.329672258,
2000-04-01,10247.72,9.234810521,0.07573946,0.351764155,
2000-07-01,10318.165,9.241661213,0.065197005,0.342964614,
2000-10-01,10435.744,9.252992115,0.054097561,0.342634742,
2001-01-01,10470.231,9.256291367,0.046795003,0.33065687,
2001-04-01,10599.0,9.268514936,0.034278844,0.319458622,
2001-07-01,10598.02,9.26842247,0.027122555,0.303343775,
2001-10-01,10660.465,9.274297318,0.021533779,0.290648978,
2002-01-01,10783.5,9.285772467,0.02991997,0.289482826,
2002-04-01,10887.46,9.295366947,0.027215775,0.278047149,
2002-07-01,10984.04,9.304198589,0.036423785,0.267951567,
2002-10-01,11061.433,9.311219833,0.037612618,0.261869764,
2003-01-01,11174.129,9.321356475,0.036224695,0.260266645,
2003-04-01,11312.766,9.333687102,0.03906384,0.261220248,
2003-07-01,11566.669,9.355882879,0.053043234,0.268122573,
2003-10-01,11772.234,9.373498987,0.064259396,0.266650032,
2004-01-01,11923.447,9.386262077,0.067058292,0.266877376,
2004-04-01,12112.815,9.402019262,0.070720901,0.271525087,
2004-07-01,12305.307,9.417785912,0.06385918,0.270339848,
2004-10-01,12527.214,9.435658677,0.064132262,0.265353551,
2005-01-01,12767.286,9.454641397,0.070771397,0.276450461,
2005-04-01,12922.656,9.466737329,0.066858199,0.261027429,
2005-07-01,13142.642,9.483617337,0.068046657,0.273738305,
2005-10-01,13324.204,9.49733751,0.06362069,0.276785249,
2006-01-01,13599.16,9.517763305,0.065156682,0.298840494,
2006-04-01,13753.424,9.52904309,0.064287713,0.297615247,
2006-07-01,13870.188,9.537497068,0.055357667,0.308752767,
2006-10-01,14039.56,9.549634338,0.05368846,0.316974447,
2007-01-01,14215.651,9.56209882,0.045333021,0.318278017,
2007-04-01,14402.082,9.575128058,0.047163383,0.322813769,
2007-07-01,14564.117,9.586316043,0.050030252,0.325934447,
2007-10-01,14715.058,9.596626602,0.048113901,0.330303045,
2008-01-01,14706.538,9.596047436,0.034531447,0.316123879,
2008-04-01,14865.701,9.606811892,0.03219111,0.314064217,
2008-07-01,14898.999,9.609049308,0.022993636,0.288097636,
2008-10-01,14608.208,9.589338842,-0.007261269,0.240903638,
2009-01-01,14430.901,9.577127089,-0.01874248,0.210296066,
2009-04-01,14381.236,9.57367958,-0.032589449,0.187274469,
2009-07-01,14448.882,9.57837232,-0.030211224,0.17419923,
2009-10-01,14651.248,9.592280799,0.002946289,0.169553582,
2010-01-01,14764.611,9.599988448,0.023124682,0.156440844,
2010-04-01,14980.193,9.614484141,0.041648506,0.159219359,
2010-07-01,15141.605,9.625201532,0.047943017,0.152097501,
2010-10-01,15309.471,9.636226935,0.04492607,0.148997043,
2011-01-01,15351.444,9.63896482,0.039745917,0.12885237,
2011-04-01,15557.535,9.652300366,0.038540358,0.131175408,
2011-07-01,15647.681,9.658078006,0.033422877,0.128152048,
2011-10-01,15842.267,9.670436774,0.034801725,0.128401958,
2012-01-01,16068.824,9.684636276,0.046730457,0.130361459,
2012-04-01,16207.13,9.693206548,0.041754365,0.125332435,
2012-07-01,16319.54,9.700118442,0.04293665,0.120530685,
2012-10-01,16420.386,9.706278891,0.036492189,0.115889995,
2013-01-01,16629.05,9.718906445,0.034864157,0.130724988,
2013-04-01,16699.551,9.723137112,0.030382986,0.123361152,
2013-07-01,16911.068,9.735723598,0.03624661,0.135047261,
2013-10-01,17133.114,9.748768361,0.04340507,0.172841597,
2014-01-01,17144.281,9.749419928,0.03098379,0.188025682,
2014-04-01,17462.703,9.767822628,0.045698953,0.21426997,
2014-07-01,17743.227,9.783759145,0.049207951,0.227999993,
2014-10-01,17852.54,9.789901074,0.041990382,0.218499612,
2015-01-01,17991.348,9.797646255,0.049408138,0.218545345,
2015-04-01,18193.707,9.808831044,0.041860873,0.21451753,
2015-07-01,18306.96,9.815036594,0.031771729,0.209050163,
2015-10-01,18332.079,9.816407755,0.026861108,0.197433863,
2016-01-01,18425.306,9.821480325,0.024120372,0.20023276,
2016-04-01,18611.617,9.831541235,0.02297003,0.196308863,
2016-07-01,18775.459,9.840305924,0.025591305,0.199887638,
2016-10-01,18968.041,9.850510789,0.03469121,0.197305979,
2017-01-01,19148.194,9.859963682,0.039233433,0.191636301,
2017-04-01,19304.506,9.868093819,0.037228845,0.191111937,
2017-07-01,19561.896,9.881338871,0.041886433,0.198679375,
2017-10-01,19894.75,9.898211157,0.048856337,0.211588449,
2018-01-01,20155.486,9.911231788,0.052605066,0.21206479,
2018-04-01,20470.197,9.926725302,0.060384399,0.225793256,
2018-07-01,20687.278,9.937274201,0.057529291,0.223298138,
2018-10-01,20819.269,9.943634231,0.046470501,0.215147988,
2019-01-01,21013.085,9.952900618,0.04254916,0.22566149,
2019-04-01,21272.448,9.965167993,0.039191171,0.218164679,
2019-07-01,21531.839,9.977288002,0.040825139,0.213524406,
2019-10-01,21706.532,9.985368508,0.042617394,0.215879197,
2020-01-01,21538.032,9.977575582,0.02498191,0.197132755,
2020-04-01,19636.731,9.885157122,-0.076893689,0.079314457,
2020-07-01,21362.428,9.969388957,-0.00786793,0.166901987,
2020-10-01,21704.706,9.985284382,-8.41e-05,0.18397406,
2021-01-01,22313.85,10.01296284,0.03602084,0.211043659,
2021-04-01,23046.934,10.04528802,0.173664496,0.238309063,
2021-07-01,23550.42,10.06689893,0.10242244,0.254319269,
2021-10-01,24349.121,10.10025103,0.12183602,0.283691922,
2022-01-01,24740.48,10.11619605,0.108749947,0.292052922,
2022-04-01,25248.476,10.13652108,0.09552429,0.307905833,
2022-07-01,25723.941,10.15517739,0.092292239,0.315002441,
