year,region,measure_n,value,measure
2001,Scotland,3,24.65914344787598,Cost: hours worked
2001,South East,1,206.9999997615814,Basket cost
2001,South East,2,9.720000267028809,Median wage
2001,South East,3,21.29629516601563,Cost: hours worked
2001,South West,1,220.710000783205,Basket cost
2001,South West,2,8.5600004196167,Median wage
2001,South West,3,25.78387641906738,Cost: hours worked
2001,Wales,1,204.3349999189377,Basket cost
2001,Wales,2,8.270000457763672,Median wage
2001,Wales,3,24.70797920227051,Cost: hours worked
2001,West Midlands,1,206.6050010919571,Basket cost
2001,West Midlands,2,8.75,Median wage
2001,West Midlands,3,23.61199951171875,Cost: hours worked
2001,Yorkshire & Humber,1,212.1250003576279,Basket cost
2001,Yorkshire & Humber,2,8.3100004196167,Median wage
2001,Yorkshire & Humber,3,25.5264720916748,Cost: hours worked
2002,East Anglia,1,248.8599972128868,Basket cost
2002,East Anglia,2,9.539999961853027,Median wage
2002,East Anglia,3,26.08595275878906,Cost: hours worked
2002,East Midlands,1,227.3599988222122,Basket cost
2002,East Midlands,2,8.649999618530273,Median wage
2002,East Midlands,3,26.28439331054688,Cost: hours worked
2002,London,1,218.8799995779991,Basket cost
2002,London,2,13.06999969482422,Median wage
2002,London,3,16.74674797058105,Cost: hours worked
2002,North,1,204.090000629425,Basket cost
2002,North,2,8.479999542236328,Median wage
2002,North,3,24.06721878051758,Cost: hours worked
2002,North West,1,211.4200018048286,Basket cost
2002,North West,2,9.109999656677246,Median wage
2002,North West,3,23.20746612548828,Cost: hours worked
2002,Northern Ireland,1,224.2600004673004,Basket cost
2002,Northern Ireland,2,8.399999618530273,Median wage
2002,Northern Ireland,3,26.6976203918457,Cost: hours worked
2002,Scotland,1,235.1050015091896,Basket cost
2002,Scotland,2,9.140000343322754,Median wage
2002,Scotland,3,25.72264671325684,Cost: hours worked
2002,South East,1,232.1750002503395,Basket cost
2002,South East,2,10.34000015258789,Median wage
2002,South East,3,22.45406150817871,Cost: hours worked
2002,South West,1,223.3500010371208,Basket cost
2002,South West,2,8.9399995803833,Median wage
2002,South West,3,24.98322296142578,Cost: hours worked
2002,Wales,1,211.7150009870529,Basket cost
2002,Wales,2,8.529999732971191,Median wage
2002,Wales,3,24.82004737854004,Cost: hours worked
2002,West Midlands,1,226.0700006484985,Basket cost
2002,West Midlands,2,9.0,Median wage
2002,West Midlands,3,25.11888885498047,Cost: hours worked
2002,Yorkshire & Humber,1,209.1749988794327,Basket cost
2002,Yorkshire & Humber,2,8.680000305175781,Median wage
2002,Yorkshire & Humber,3,24.09850120544434,Cost: hours worked
2003,East Anglia,1,255.5149995088577,Basket cost
2003,East Anglia,2,9.880000114440918,Median wage
2003,East Anglia,3,25.86184120178223,Cost: hours worked
2003,East Midlands,1,258.4749985337257,Basket cost
2003,East Midlands,2,9.06999969482422,Median wage
2003,East Midlands,3,28.49779510498047,Cost: hours worked
2003,London,1,243.3150014877319,Basket cost
2003,London,2,13.53999996185303,Median wage
2003,London,3,17.97008895874023,Cost: hours worked
2003,North,1,201.9500015377998,Basket cost
2003,North,2,8.670000076293945,Median wage
2003,North,3,23.29296493530273,Cost: hours worked
2003,North West,1,228.9799991250038,Basket cost
2003,North West,2,9.350000381469728,Median wage
2003,North West,3,24.48983764648438,Cost: hours worked
2003,Northern Ireland,1,230.3999985456467,Basket cost
2003,Northern Ireland,2,8.640000343322754,Median wage
2003,Northern Ireland,3,26.66666603088379,Cost: hours worked
2003,Scotland,1,218.0300000905991,Basket cost
2003,Scotland,2,9.399999618530272,Median wage
2003,Scotland,3,23.19468116760254,Cost: hours worked
2003,South East,1,237.049998998642,Basket cost
2003,South East,2,10.73999977111816,Median wage
2003,South East,3,22.07169532775879,Cost: hours worked
2003,South West,1,258.5549964904785,Basket cost
2003,South West,2,9.329999923706056,Median wage
2003,South West,3,27.71221923828125,Cost: hours worked
2003,Wales,1,223.7699995040894,Basket cost
2003,Wales,2,8.90999984741211,Median wage
2003,Wales,3,25.11447906494141,Cost: hours worked
2003,West Midlands,1,242.2699999213219,Basket cost
2003,West Midlands,2,9.229999542236328,Median wage
2003,West Midlands,3,26.24810600280762,Cost: hours worked
2003,Yorkshire & Humber,1,223.7700009942055,Basket cost
2003,Yorkshire & Humber,2,9.140000343322754,Median wage
2003,Yorkshire & Humber,3,24.48249435424805,Cost: hours worked
2004,East Anglia,1,219.9799981713295,Basket cost
2004,East Anglia,2,10.22000026702881,Median wage
2004,East Anglia,3,21.52446174621582,Cost: hours worked
2004,East Midlands,1,241.3699997663498,Basket cost
2004,East Midlands,2,9.31999969482422,Median wage
2004,East Midlands,3,25.89806938171387,Cost: hours worked
2004,London,1,242.1499999761581,Basket cost
2004,London,2,13.92000007629395,Median wage
2004,London,3,17.39583396911621,Cost: hours worked
2004,North,1,220.2399998903275,Basket cost
2004,North,2,9.119999885559082,Median wage
2004,North,3,24.14912223815918,Cost: hours worked
2004,North West,1,253.1099964380264,Basket cost
2004,North West,2,9.770000457763672,Median wage
2004,North West,3,25.90685653686523,Cost: hours worked
2004,Northern Ireland,1,258.6099987030029,Basket cost
2004,Northern Ireland,2,9.140000343322754,Median wage
2004,Northern Ireland,3,28.29430961608887,Cost: hours worked
2004,Scotland,1,231.2650004327297,Basket cost
2004,Scotland,2,9.720000267028809,Median wage
2004,Scotland,3,23.79269409179688,Cost: hours worked
2004,South East,1,255.8949974179268,Basket cost
2004,South East,2,11.0600004196167,Median wage
2004,South East,3,23.13697814941406,Cost: hours worked
2004,South West,1,236.599998742342,Basket cost
2004,South West,2,9.56999969482422,Median wage
2004,South West,3,24.72309303283691,Cost: hours worked
2004,Wales,1,189.7399994134903,Basket cost
2004,Wales,2,9.399999618530272,Median wage
2004,Wales,3,20.18510627746582,Cost: hours worked
2004,West Midlands,1,261.6599967479706,Basket cost
2004,West Midlands,2,9.600000381469728,Median wage
2004,West Midlands,3,27.25624847412109,Cost: hours worked
2004,Yorkshire & Humber,1,221.0049998760223,Basket cost
2004,Yorkshire & Humber,2,9.470000267028809,Median wage
2004,Yorkshire & Humber,3,23.33738136291504,Cost: hours worked
2005,East Anglia,1,232.7099978625774,Basket cost
2005,East Anglia,2,10.36999988555908,Median wage
2005,East Anglia,3,22.44069480895996,Cost: hours worked
2005,East Midlands,1,269.2149974107742,Basket cost
2005,East Midlands,2,9.81999969482422,Median wage
2005,East Midlands,3,27.41497039794922,Cost: hours worked
2005,London,1,239.9699983000755,Basket cost
2005,London,2,14.44999980926514,Median wage
2005,London,3,16.60692024230957,Cost: hours worked
2005,North,1,218.0050012469292,Basket cost
2005,North,2,9.550000190734863,Median wage
2005,North,3,22.82774925231934,Cost: hours worked
2005,North West,1,249.0649961829185,Basket cost
2005,North West,2,10.10999965667725,Median wage
2005,North West,3,24.6355094909668,Cost: hours worked
2005,Northern Ireland,1,216.2249978780746,Basket cost
2005,Northern Ireland,2,9.5,Median wage
2005,Northern Ireland,3,22.76052665710449,Cost: hours worked
2005,Scotland,1,249.0899974107742,Basket cost
2005,Scotland,2,10.09000015258789,Median wage
2005,Scotland,3,24.68681716918945,Cost: hours worked
2005,South East,1,251.0100010037422,Basket cost
2005,South East,2,11.22999954223633,Median wage
2005,South East,3,22.35173797607422,Cost: hours worked
2005,South West,1,223.3549993038177,Basket cost
2005,South West,2,9.890000343322754,Median wage
2005,South West,3,22.58392143249512,Cost: hours worked
2005,Wales,1,192.7700017094612,Basket cost
2005,Wales,2,9.619999885559082,Median wage
2005,Wales,3,20.03846168518066,Cost: hours worked
2005,West Midlands,1,244.3000005781651,Basket cost
2005,West Midlands,2,10.0,Median wage
2005,West Midlands,3,24.43000030517578,Cost: hours worked
2005,Yorkshire & Humber,1,237.6450024843216,Basket cost
2005,Yorkshire & Humber,2,9.81999969482422,Median wage
2005,Yorkshire & Humber,3,24.20010375976563,Cost: hours worked
2006,East Anglia,1,235.2149996459484,Basket cost
2006,East Anglia,2,10.88000011444092,Median wage
2006,East Anglia,3,21.61902618408203,Cost: hours worked
2006,East Midlands,1,271.4099987745285,Basket cost
2006,East Midlands,2,10.22000026702881,Median wage
2006,East Midlands,3,26.5567512512207,Cost: hours worked
2006,London,1,249.4949980974197,Basket cost
2006,London,2,14.78999996185303,Median wage
2006,London,3,16.86916732788086,Cost: hours worked
2006,North,1,208.6650029420853,Basket cost
2006,North,2,9.9399995803833,Median wage
2006,North,3,20.99245643615723,Cost: hours worked
2006,North West,1,255.6300014853477,Basket cost
2006,North West,2,10.46000003814697,Median wage
2006,North West,3,24.43881416320801,Cost: hours worked
2006,Northern Ireland,1,230.2400006651878,Basket cost
2006,Northern Ireland,2,10.0,Median wage
2006,Northern Ireland,3,23.02400016784668,Cost: hours worked
2006,Scotland,1,254.7249999344349,Basket cost
2006,Scotland,2,10.67000007629395,Median wage
2006,Scotland,3,23.87300872802734,Cost: hours worked
2006,South East,1,235.0349998772144,Basket cost
2006,South East,2,11.75,Median wage
2006,South East,3,20.00297927856445,Cost: hours worked
2006,South West,1,245.1149995625019,Basket cost
2006,South West,2,10.28999996185303,Median wage
2006,South West,3,23.82069969177246,Cost: hours worked
2006,Wales,1,202.9099986553192,Basket cost
2006,Wales,2,10.0,Median wage
2006,Wales,3,20.29100036621094,Cost: hours worked
2006,West Midlands,1,261.1249985396862,Basket cost
2006,West Midlands,2,10.28999996185303,Median wage
2006,West Midlands,3,25.37657928466797,Cost: hours worked
2006,Yorkshire & Humber,1,277.5550009608269,Basket cost
2006,Yorkshire & Humber,2,10.14000034332275,Median wage
2006,Yorkshire & Humber,3,27.37228775024414,Cost: hours worked
2007,East Anglia,1,236.0100023150444,Basket cost
2007,East Anglia,2,11.09000015258789,Median wage
2007,East Anglia,3,21.28133392333984,Cost: hours worked
2007,East Midlands,1,298.9699984788895,Basket cost
2007,East Midlands,2,10.25,Median wage
2007,East Midlands,3,29.16780471801758,Cost: hours worked
2007,London,1,269.4249983429909,Basket cost
2007,London,2,15.25,Median wage
2007,London,3,17.66721343994141,Cost: hours worked
2007,North,1,185.0700013637543,Basket cost
2007,North,2,10.14000034332275,Median wage
2007,North,3,18.25147819519043,Cost: hours worked
2007,North West,1,279.3049981594086,Basket cost
2007,North West,2,10.84000015258789,Median wage
2007,North West,3,25.76614379882813,Cost: hours worked
2007,Northern Ireland,1,242.3750003874302,Basket cost
2007,Northern Ireland,2,9.729999542236328,Median wage
2007,Northern Ireland,3,24.91007232666016,Cost: hours worked
2007,Scotland,1,264.6349983215332,Basket cost
2007,Scotland,2,10.97999954223633,Median wage
2007,Scotland,3,24.10154914855957,Cost: hours worked
2007,South East,1,252.0899991393089,Basket cost
2007,South East,2,12.03999996185303,Median wage
2007,South East,3,20.93770790100098,Cost: hours worked
2007,South West,1,256.8599989414215,Basket cost
2007,South West,2,10.53999996185303,Median wage
2007,South West,3,24.37001991271973,Cost: hours worked
2007,Wales,1,211.1650007367134,Basket cost
2007,Wales,2,10.10000038146973,Median wage
2007,Wales,3,20.90742492675781,Cost: hours worked
2007,West Midlands,1,290.6999981403351,Basket cost
2007,West Midlands,2,10.52999973297119,Median wage
2007,West Midlands,3,27.60683822631836,Cost: hours worked
2007,Yorkshire & Humber,1,280.325001001358,Basket cost
2007,Yorkshire & Humber,2,10.36999988555908,Median wage
2007,Yorkshire & Humber,3,27.03230476379395,Cost: hours worked
2008,East Anglia,1,263.2850004434586,Basket cost
2008,East Anglia,2,11.52000045776367,Median wage
2008,East Anglia,3,22.85459899902344,Cost: hours worked
2008,East Midlands,1,329.0199978947639,Basket cost
2008,East Midlands,2,10.8100004196167,Median wage
2008,East Midlands,3,30.43663215637207,Cost: hours worked
2008,London,1,309.8499975204468,Basket cost
2008,London,2,15.78999996185303,Median wage
2008,London,3,19.62317848205566,Cost: hours worked
2008,North,1,215.7550014853477,Basket cost
2008,North,2,10.46000003814697,Median wage
2008,North,3,20.62667274475098,Cost: hours worked
2008,North West,1,298.1599966883659,Basket cost
2008,North West,2,11.25,Median wage
2008,North West,3,26.50311088562012,Cost: hours worked
2008,Northern Ireland,1,243.1599977016449,Basket cost
2008,Northern Ireland,2,10.14000034332275,Median wage
2008,Northern Ireland,3,23.98027420043945,Cost: hours worked
2008,Scotland,1,255.0350003242493,Basket cost
2008,Scotland,2,11.47999954223633,Median wage
2008,Scotland,3,22.2155933380127,Cost: hours worked
2008,South East,1,276.1649978756905,Basket cost
2008,South East,2,12.60999965667725,Median wage
2008,South East,3,21.90047645568848,Cost: hours worked
2008,South West,1,271.6600006222725,Basket cost
2008,South West,2,10.90999984741211,Median wage
2008,South West,3,24.90009117126465,Cost: hours worked
2008,Wales,1,202.7750006318092,Basket cost
2008,Wales,2,10.53999996185303,Median wage
2008,Wales,3,19.23861503601074,Cost: hours worked
2008,West Midlands,1,302.4650000929832,Basket cost
2008,West Midlands,2,11.0,Median wage
2008,West Midlands,3,27.49681854248047,Cost: hours worked
2008,Yorkshire & Humber,1,283.9549996256828,Basket cost
2008,Yorkshire & Humber,2,10.89999961853027,Median wage
2008,Yorkshire & Humber,3,26.05091857910156,Cost: hours worked
2009,East Anglia,1,264.980000436306,Basket cost
2009,East Anglia,2,11.81999969482422,Median wage
2009,East Anglia,3,22.41793632507324,Cost: hours worked
2009,East Midlands,1,316.4699997901917,Basket cost
2009,East Midlands,2,11.30000019073486,Median wage
2009,East Midlands,3,28.00619506835938,Cost: hours worked
2009,London,1,321.2749965190887,Basket cost
2009,London,2,16.38999938964844,Median wage
2009,London,3,19.60189247131348,Cost: hours worked
2009,North,1,253.0900048017502,Basket cost
2009,North,2,11.02999973297119,Median wage
2009,North,3,22.94560432434082,Cost: hours worked
2009,North West,1,315.4149971008301,Basket cost
2009,North West,2,11.63000011444092,Median wage
2009,North West,3,27.12080764770508,Cost: hours worked
2009,Northern Ireland,1,261.6650013923645,Basket cost
2009,Northern Ireland,2,10.85999965667725,Median wage
2009,Northern Ireland,3,24.09438323974609,Cost: hours worked
2009,Scotland,1,282.0099962949753,Basket cost
2009,Scotland,2,11.97999954223633,Median wage
2009,Scotland,3,23.54006767272949,Cost: hours worked
2009,South East,1,315.7099988460541,Basket cost
2009,South East,2,12.98999977111816,Median wage
2009,South East,3,24.30408096313477,Cost: hours worked
2009,South West,1,306.0999965667725,Basket cost
2009,South West,2,11.32999992370605,Median wage
2009,South West,3,27.01676940917969,Cost: hours worked
2009,Wales,1,221.9600011110306,Basket cost
2009,Wales,2,11.03999996185303,Median wage
2009,Wales,3,20.10507202148438,Cost: hours worked
2009,West Midlands,1,331.4149982333183,Basket cost
2009,West Midlands,2,11.47999954223633,Median wage
2009,West Midlands,3,28.86890411376953,Cost: hours worked
2009,Yorkshire & Humber,1,296.5399971604347,Basket cost
2009,Yorkshire & Humber,2,11.30000019073486,Median wage
2009,Yorkshire & Humber,3,26.24247741699219,Cost: hours worked
2010,East Anglia,1,283.5099960565567,Basket cost
2010,East Anglia,2,12.10000038146973,Median wage
2010,East Anglia,3,23.43057823181152,Cost: hours worked
2010,East Midlands,1,324.9299991726875,Basket cost
2010,East Midlands,2,11.32999992370605,Median wage
2010,East Midlands,3,28.67873001098633,Cost: hours worked
2010,London,1,345.2699981331825,Basket cost
2010,London,2,16.77000045776367,Median wage
2010,London,3,20.58855056762695,Cost: hours worked
2010,North,1,254.5400019288063,Basket cost
2010,North,2,11.1899995803833,Median wage
2010,North,3,22.74709701538086,Cost: hours worked
2010,North West,1,274.0300016999245,Basket cost
2010,North West,2,11.75,Median wage
2010,North West,3,23.32170295715332,Cost: hours worked
2010,Northern Ireland,1,269.7200031280518,Basket cost
2010,Northern Ireland,2,10.78999996185303,Median wage
2010,Northern Ireland,3,24.99721908569336,Cost: hours worked
2010,Scotland,1,283.0799996256828,Basket cost
2010,Scotland,2,12.14999961853027,Median wage
2010,Scotland,3,23.29876518249512,Cost: hours worked
2010,South East,1,312.9600005745888,Basket cost
2010,South East,2,13.18000030517578,Median wage
2010,South East,3,23.74506759643555,Cost: hours worked
2010,South West,1,313.8949965238571,Basket cost
2010,South West,2,11.39999961853027,Median wage
2010,South West,3,27.53464889526367,Cost: hours worked
2010,Wales,1,251.0799996256828,Basket cost
2010,Wales,2,11.27000045776367,Median wage
2010,Wales,3,22.27861404418945,Cost: hours worked
2010,West Midlands,1,359.2949982881546,Basket cost
2010,West Midlands,2,11.56999969482422,Median wage
2010,West Midlands,3,31.05401992797852,Cost: hours worked
2010,Yorkshire & Humber,1,300.159999191761,Basket cost
2010,Yorkshire & Humber,2,11.38000011444092,Median wage
2010,Yorkshire & Humber,3,26.3760986328125,Cost: hours worked
2011,East Anglia,1,313.110003054142,Basket cost
2011,East Anglia,2,12.17000007629395,Median wage
2011,East Anglia,3,25.72801971435547,Cost: hours worked
2011,East Midlands,1,325.1699990034103,Basket cost
2011,East Midlands,2,11.28999996185303,Median wage
2011,East Midlands,3,28.80159378051758,Cost: hours worked
2011,London,1,350.350002348423,Basket cost
2011,London,2,16.95999908447266,Median wage
2011,London,3,20.65743064880371,Cost: hours worked
2011,North,1,267.274998486042,Basket cost
2011,North,2,11.27000045776367,Median wage
2011,North,3,23.71561622619629,Cost: hours worked
2011,North West,1,303.1549995541573,Basket cost
2011,North West,2,11.60000038146973,Median wage
2011,North West,3,26.1340503692627,Cost: hours worked
2011,Northern Ireland,1,286.6300020217896,Basket cost
2011,Northern Ireland,2,11.0600004196167,Median wage
2011,Northern Ireland,3,25.91591262817383,Cost: hours worked
2011,Scotland,1,294.639997780323,Basket cost
2011,Scotland,2,12.27000045776367,Median wage
2011,Scotland,3,24.01303863525391,Cost: hours worked
2011,South East,1,326.4600007534027,Basket cost
2011,South East,2,13.38000011444092,Median wage
2011,South East,3,24.39910316467285,Cost: hours worked
2011,South West,1,295.7749985456467,Basket cost
2011,South West,2,11.5,Median wage
2011,South West,3,25.71956443786621,Cost: hours worked
2011,Wales,1,269.6399974822998,Basket cost
2011,Wales,2,11.39000034332275,Median wage
2011,Wales,3,23.67339706420898,Cost: hours worked
2011,West Midlands,1,388.6450004577637,Basket cost
2011,West Midlands,2,11.57999992370605,Median wage
2011,West Midlands,3,33.56174468994141,Cost: hours worked
2011,Yorkshire & Humber,1,323.6900002360344,Basket cost
2011,Yorkshire & Humber,2,11.44999980926514,Median wage
2011,Yorkshire & Humber,3,28.26986885070801,Cost: hours worked
2012,East Anglia,1,367.1899989843369,Basket cost
2012,East Anglia,2,12.27999973297119,Median wage
2012,East Anglia,3,29.90146636962891,Cost: hours worked
2012,East Midlands,1,318.7549986243248,Basket cost
2012,East Midlands,2,11.47000026702881,Median wage
2012,East Midlands,3,27.79032135009766,Cost: hours worked
2012,London,1,339.0000009536743,Basket cost
2012,London,2,17.11000061035156,Median wage
2012,London,3,19.81297492980957,Cost: hours worked
2012,North,1,248.6149995923042,Basket cost
2012,North,2,11.48999977111816,Median wage
2012,North,3,21.63751220703125,Cost: hours worked
2012,North West,1,307.0399996042252,Basket cost
2012,North West,2,11.85000038146973,Median wage
2012,North West,3,25.91054725646973,Cost: hours worked
2012,Northern Ireland,1,277.1499977111816,Basket cost
2012,Northern Ireland,2,11.35999965667725,Median wage
2012,Northern Ireland,3,24.39700698852539,Cost: hours worked
2012,Scotland,1,283.8249955177307,Basket cost
2012,Scotland,2,12.52000045776367,Median wage
2012,Scotland,3,22.66972732543945,Cost: hours worked
2012,South East,1,321.5849970579147,Basket cost
2012,South East,2,13.63000011444092,Median wage
2012,South East,3,23.59391021728516,Cost: hours worked
2012,South West,1,292.8949978351593,Basket cost
2012,South West,2,11.68000030517578,Median wage
2012,South West,3,25.07662582397461,Cost: hours worked
2012,Wales,1,277.8599965572357,Basket cost
2012,Wales,2,11.40999984741211,Median wage
2012,Wales,3,24.35232162475586,Cost: hours worked
2012,West Midlands,1,385.8850003480911,Basket cost
2012,West Midlands,2,11.73999977111816,Median wage
