Date,year,month,date2,Price,Dividend,Earnings,CPI,R,PriceReal,DividendReal,RealTotalReturn,EarningsReal,CAPE
1878.06,1878,6,1878-6-01,3.41,0.185,0.305,8.372844628,4.29,120.5970324,6.542654251,197.7062985,10.78653809,
1878.07,1878,7,1878-7-01,3.48,0.1842,0.3058,8.467928926,4.28,121.6906789,6.441213522,200.3791932,10.69339357,
1878.08,1878,8,1878-8-01,3.45,0.1833,0.3067,8.563094215,4.27,119.30088,6.338507622,197.3138483,10.60567533,
1878.09,1878,9,1878-9-01,3.52,0.1825,0.3075,8.563094215,4.26,121.7214775,6.31084365,202.1871191,10.6333393,
1878.1,1878,10,1878-10-01,3.48,0.1817,0.3083,8.467928926,4.25,121.6906789,6.353792057,203.0154651,10.78081503,
1878.11,1878,11,1878-11-01,3.47,0.1808,0.3092,8.372844628,4.24,122.7189743,6.394118317,205.6198986,10.93507402,
1878.12,1878,12,1878-12-01,3.45,0.18,0.31,8.18251405,4.23,124.8497306,6.513898989,210.0995766,11.21838159,
1879.01,1879,1,1879-1-01,3.58,0.1817,0.3158,8.277679339,4.22,128.0647784,6.499824087,216.4214247,11.29688743,
1879.02,1879,2,1879-2-01,3.71,0.1833,0.3217,8.372844628,4.203333333,131.206742,6.482532563,222.6440684,11.37714526,
1879.03,1879,3,1879-3-01,3.65,0.185,0.3275,8.277679339,4.186666667,130.5688383,6.617872625,222.4974324,11.71542316,
1879.04,1879,4,1879-4-01,3.77,0.1867,0.3333,8.18251405,4.17,136.4299955,6.756360785,233.4446476,12.06156963,
1879.05,1879,5,1879-5-01,3.94,0.1883,0.3392,8.18251405,4.153333333,142.5820112,6.814262109,244.9429833,12.27508076,
1879.06,1879,6,1879-6-01,3.96,0.19,0.345,8.087381157,4.136666667,144.9915019,6.956662968,250.0781798,12.63183539,
1879.07,1879,7,1879-7-01,4.04,0.1917,0.3508,8.18251405,4.12,146.200844,6.937302424,253.1611357,12.69486536,
1879.08,1879,8,1879-8-01,4.07,0.1933,0.3567,8.18251405,4.103333333,147.2864938,6.995203748,256.0504521,12.9083765,
1879.09,1879,9,1879-9-01,4.22,0.195,0.3625,8.467928926,4.086666667,147.5674325,6.818874249,257.5267073,12.67611239,
1879.1,1879,10,1879-10-01,4.68,0.1967,0.3683,8.94367438,4.07,154.9477051,6.5124388,271.3534565,12.19385465,
1879.11,1879,11,1879-11-01,4.93,0.1983,0.3742,9.419419835,4.053333333,154.9808503,6.233813916,272.3212538,11.76345521,
1879.12,1879,12,1879-12-01,4.92,0.2,0.38,9.704834711,4.036666667,150.1178148,6.102350196,264.6698272,11.59446537,
1880.01,1880,1,1880-1-01,5.11,0.205,0.3892,9.990330579,4.02,151.459429,6.076161046,267.9279315,11.53581404,
1880.02,1880,2,1880-2-01,5.2,0.21,0.3983,9.990330579,3.993333333,154.1270119,6.224360096,273.5643802,11.80553632,
1880.03,1880,3,1880-3-01,5.3,0.215,0.4075,10.08541488,3.966666667,155.6099544,6.312479284,277.1301798,11.96435027,
1880.04,1880,4,1880-4-01,5.18,0.22,0.4167,9.704834711,3.94,158.0508701,6.712585216,282.4734951,12.71424663,
1880.05,1880,5,1880-5-01,4.77,0.225,0.4258,9.419419835,3.913333333,149.9510458,7.073162537,269.0506822,13.38556715,
1880.06,1880,6,1880-6-01,4.79,0.23,0.435,9.229089256,3.886666667,153.6851628,7.379454582,276.8540334,13.95679454,
1880.07,1880,7,1880-7-01,5.01,0.235,0.4442,9.229089256,3.86,160.7437716,7.539877508,290.7015516,14.25197272,
1880.08,1880,8,1880-8-01,5.19,0.24,0.4533,9.229089256,3.833333333,166.5189969,7.700300434,302.306404,14.54394244,
1880.09,1880,9,1880-9-01,5.18,0.245,0.4625,9.324254545,3.806666667,164.501898,7.780495175,299.8215576,14.68766946,
1880.1,1880,10,1880-10-01,5.33,0.25,0.4717,9.324254545,3.78,169.2654665,7.939280791,309.7094951,14.979835,
1880.11,1880,11,1880-11-01,5.61,0.255,0.4808,9.419419835,3.753333333,176.3575193,8.016250876,323.9083069,15.11456244,
1880.12,1880,12,1880-12-01,5.84,0.26,0.49,9.514585124,3.726666667,181.7516095,8.091681245,335.053872,15.24970696,
1881.01,1881,1,1881-1-01,6.19,0.265,0.4858,9.419419835,3.7,194.5905605,8.330613655,360.0018799,15.27174382,18.4739523
1881.02,1881,2,1881-2-01,6.17,0.27,0.4817,9.514585124,3.693333333,192.0218203,8.402899754,356.545068,14.9913956,18.14725816
1881.03,1881,3,1881-3-01,6.24,0.275,0.4775,9.514585124,3.686666667,194.2003499,8.558509009,361.9144325,14.86068382,18.27011914
1881.04,1881,4,1881-4-01,6.22,0.28,0.4733,9.609669421,3.68,191.6625275,8.62789513,358.524834,14.58422416,17.95010828
1881.05,1881,5,1881-5-01,6.5,0.285,0.4692,9.514585124,3.673333333,202.2920311,8.869727518,379.7910801,14.60237246,18.86971869
1881.06,1881,6,1881-6-01,6.58,0.29,0.465,9.514585124,3.666666667,204.7817792,9.025336773,385.8774756,14.47166069,19.02871073
1881.07,1881,7,1881-7-01,6.35,0.295,0.4608,9.609669421,3.66,195.668336,9.090103798,370.1320956,14.19905027,18.11636719
1881.08,1881,8,1881-8-01,6.2,0.3,0.4567,9.8,3.653333333,187.3358469,9.064637755,355.799021,13.79940021,17.28624355
1881.09,1881,9,1881-9-01,6.25,0.305,0.4525,10.18058017,3.646666667,181.7869752,8.87120439,346.664343,13.16137701,16.72483665
1881.1,1881,10,1881-10-01,6.15,0.31,0.4483,10.27574545,3.64,177.221763,8.933129518,339.3781783,12.91845795,16.26198941
1881.11,1881,11,1881-11-01,6.19,0.315,0.4442,10.18058017,3.633333333,180.0418202,9.162063551,346.2406703,12.9199639,16.47864232
1881.12,1881,12,1881-12-01,6.01,0.32,0.44,10.18058017,3.626666667,174.8063554,9.307493131,337.6638955,12.79780305,15.95875421
1882.01,1882,1,1882-1-01,5.92,0.32,0.4392,10.18058017,3.62,172.1886229,9.307493131,334.105596,12.77453432,15.67876416
1882.02,1882,2,1882-2-01,5.79,0.32,0.4383,10.27574545,3.620833333,166.8478062,9.221294986,325.233603,12.63029248,15.15386153
1882.03,1882,3,1882-3-01,5.78,0.32,0.4375,10.27574545,3.621666667,166.5596407,9.221294986,326.1697965,12.60723924,15.0916703
1882.04,1882,4,1882-4-01,5.78,0.32,0.4367,10.37091074,3.6225,165.0312603,9.136678772,324.6678172,12.46871131,14.91699717
1882.05,1882,5,1882-5-01,5.71,0.32,0.4358,10.46599504,3.623333333,161.5514491,9.053671403,319.3062286,12.32996874,14.5671032
1882.06,1882,6,1882-6-01,5.68,0.32,0.435,10.56116033,3.624166667,159.2545958,8.972089907,316.2442781,12.19643472,14.32740489
1882.07,1882,7,1882-7-01,6.0,0.32,0.4342,10.46599504,3.625,169.7563388,9.053671403,338.5966237,12.28470039,15.24055976
1882.08,1882,8,1882-8-01,6.18,0.32,0.4333,10.56116033,3.625833333,173.2734863,8.972089907,347.1032529,12.14877049,15.52542933
1882.09,1882,9,1882-9-01,6.24,0.32,0.4325,10.27574545,3.626666667,179.8152522,9.221294986,361.747136,12.46315651,16.08110662
1882.1,1882,10,1882-10-01,6.07,0.32,0.4317,10.18058017,3.6275,176.5515103,9.307493131,356.741613,12.55638995,15.75558103
1882.11,1882,11,1882-11-01,5.81,0.32,0.4308,10.08541488,3.628333333,170.5837425,9.395318004,346.2651085,12.64844686,15.19267031
1882.12,1882,12,1882-12-01,5.84,0.32,0.43,9.990330579,3.629166667,173.0964903,9.484739194,352.970103,12.74511829,15.38212833
1883.01,1883,1,1883-1-01,5.81,0.3208,0.4275,9.990330579,3.63,172.207296,9.508451042,352.7726654,12.67101877,15.27025912
1883.02,1883,2,1883-2-01,5.68,0.3217,0.425,10.08541488,3.629166667,166.7668946,9.445230631,343.24022,12.47815672,14.75759015
1883.03,1883,3,1883-3-01,5.75,0.3225,0.4225,9.990330579,3.628333333,170.4289074,9.558838719,352.4168909,12.52281972,15.05125412
1883.04,1883,4,1883-4-01,5.87,0.3233,0.42,9.895165289,3.6275,175.6589662,9.674709331,364.8988618,12.56844392,15.48206722
1883.05,1883,5,1883-5-01,5.77,0.3242,0.4175,9.8,3.626666667,174.3431995,9.795851867,363.8613561,12.61495421,15.33549764
1883.06,1883,6,1883-6-01,5.82,0.325,0.415,9.514585124,3.625833333,181.1291725,10.11460156,379.7830901,12.91556814,15.90338839
1883.07,1883,7,1883-7-01,5.73,0.3258,0.4125,9.324254545,3.625,181.9683157,10.34647073,383.3503986,13.09981331,15.94878313
1883.08,1883,8,1883-8-01,5.47,0.3267,0.41,9.324254545,3.624166667,173.7114637,10.37505214,367.7772068,13.0204205,15.19681088
1883.09,1883,9,1883-9-01,5.53,0.3275,0.4075,9.229089256,3.623333333,177.4277558,10.50770163,377.499125,13.07446844,15.49469243
1883.1,1883,10,1883-10-01,5.38,0.3283,0.405,9.229089256,3.6225,172.6150681,10.5333693,369.1271319,12.99425698,15.04805627
1883.11,1883,11,1883-11-01,5.46,0.3292,0.4025,9.134004959,3.621666667,177.0054644,10.6721976,380.4175574,13.04847975,15.40821814
1883.12,1883,12,1883-12-01,5.34,0.33,0.4,9.229089256,3.620833333,171.3316846,10.5879131,370.1198351,12.83383406,14.89640394
1884.01,1884,1,1884-1-01,5.18,0.3283,0.3925,9.229089256,3.62,166.198151,10.5333693,360.926331,12.59319967,14.43282172
1884.02,1884,2,1884-2-01,5.32,0.3267,0.385,9.229089256,3.611666667,170.6899929,10.48203397,372.5780503,12.35256528,14.80596023
1884.03,1884,3,1884-3-01,5.3,0.325,0.3775,9.229089256,3.603333333,170.0483012,10.42749017,373.0741207,12.11193089,14.73602345
1884.04,1884,4,1884-4-01,5.06,0.3233,0.37,9.038839669,3.595,165.7651031,10.59127625,365.6134594,12.12116367,14.35345368
1884.05,1884,5,1884-5-01,4.65,0.3217,0.3625,8.848509091,3.586666667,155.6102232,10.76555028,345.1944556,12.1309045,13.46505031
1884.06,1884,6,1884-6-01,4.46,0.32,0.355,8.848509091,3.578333333,149.2519561,10.70866052,333.0693457,11.87992027,12.90687648
1884.07,1884,7,1884-7-01,4.46,0.3183,0.3475,8.753424793,3.57,150.8732092,10.76747589,338.6897036,11.75525565,13.04393159
1884.08,1884,8,1884-8-01,4.74,0.3167,0.34,8.753424793,3.561666667,160.3450699,10.71335098,361.9569015,11.5015451,13.85981334
1884.09,1884,9,1884-9-01,4.59,0.315,0.3325,8.658259504,3.553333333,156.9774831,10.77296453,356.3815787,11.37146256,13.56915474
1884.1,1884,10,1884-10-01,4.44,0.3133,0.325,8.563094215,3.545,153.5350455,10.8339031,350.615968,11.23848869,13.27325132
1884.11,1884,11,1884-11-01,4.35,0.3117,0.3175,8.372844628,3.536666667,153.8407891,11.02348827,353.4119606,11.22860932,13.3044376
1884.12,1884,12,1884-12-01,4.34,0.31,0.31,8.277679339,3.528333333,155.2517146,11.08940818,358.7761559,11.08940818,13.43229275
1885.01,1885,1,1885-1-01,4.24,0.3042,0.3067,8.277679339,3.52,151.6744861,10.88192893,352.6050407,10.97135964,13.12981743
1885.02,1885,2,1885-2-01,4.37,0.2983,0.3033,8.372844628,3.5075,154.5481031,10.54958791,361.3292392,10.7264164,13.38481759
1885.03,1885,3,1885-3-01,4.38,0.2925,0.3,8.18251405,3.495,158.5048754,10.58508586,372.6423681,10.85649832,13.73419409
1885.04,1885,4,1885-4-01,4.37,0.2867,0.2967,8.277679339,3.4825,156.3248831,10.25591396,369.5265323,10.6136368,13.54854854
1885.05,1885,5,1885-5-01,4.32,0.2808,0.2933,8.087381157,3.47,158.1725475,10.28121559,375.9193694,10.73889078,13.71137187
1885.06,1885,6,1885-6-01,4.3,0.275,0.29,7.897091074,3.4575,161.2339833,10.31147567,385.2375264,10.8739198,13.97878437
1885.07,1885,7,1885-7-01,4.46,0.2692,0.2867,7.992232066,3.445,165.2426105,9.973836488,396.8012484,10.62220996,14.32665878
1885.08,1885,8,1885-8-01,4.71,0.2633,0.2833,7.992232066,3.4325,174.5050886,9.755242003,420.9955966,10.49624026,15.1304108
1885.09,1885,9,1885-9-01,4.65,0.2575,0.28,7.897091074,3.42,174.3576796,9.655290858,422.5810958,10.49895705,15.11628503
1885.1,1885,10,1885-10-01,4.92,0.2517,0.2767,7.897091074,3.4075,184.4816739,9.437812462,449.0242215,10.37521934,15.99102396
1885.11,1885,11,1885-11-01,5.24,0.2458,0.2733,7.992232066,3.395,194.1415423,9.106868532,474.3832822,10.12574113,16.8240345
1885.12,1885,12,1885-12-01,5.2,0.24,0.27,8.18251405,3.3825,188.1793041,8.685198652,461.5831192,9.770848484,16.30447595
1886.01,1886,1,1886-1-01,5.2,0.2383,0.275,7.992232066,3.37,192.6595458,8.828994187,474.3773715,10.18872598,16.69231747
1886.02,1886,2,1886-2-01,5.3,0.2367,0.28,7.992232066,3.3825,196.3645371,8.769714327,485.2994544,10.37397554,17.00664826
1886.03,1886,3,1886-3-01,5.19,0.235,0.285,7.897091074,3.395,194.6056682,8.811624666,482.7673182,10.68643843,16.8432661
1886.04,1886,4,1886-4-01,5.12,0.2333,0.29,7.801941983,3.4075,194.3222448,8.85456635,483.8947112,11.0065334,16.80171613
1886.05,1886,5,1886-5-01,5.02,0.2317,0.295,7.611651901,3.42,195.2900303,9.013685261,488.1751226,11.47620696,16.86319552
1886.06,1886,6,1886-6-01,5.25,0.23,0.3,7.51650281,3.4325,206.822962,9.060815478,518.8919787,11.81845497,17.83149406
1886.07,1886,7,1886-7-01,5.33,0.2283,0.305,7.611651901,3.445,207.3497732,8.881417113,522.0705398,11.86523092,17.84584504
1886.08,1886,8,1886-8-01,5.37,0.2267,0.31,7.706792893,3.4575,206.3269089,8.710299859,521.3227307,11.91086439,17.7239128
1886.09,1886,9,1886-9-01,5.51,0.225,0.315,7.706792893,3.47,211.7060089,8.644982216,536.7342732,12.1029751,18.14714393
1886.1,1886,10,1886-10-01,5.65,0.2233,0.32,7.706792893,3.4825,217.085109,8.579664572,552.1844599,12.29508582,18.56238134
1886.11,1886,11,1886-11-01,5.79,0.2217,0.325,7.706792893,3.495,222.464209,8.518189143,567.672501,12.48719653,18.96831263
1886.12,1886,12,1886-12-01,5.64,0.22,0.33,7.801941983,3.5075,214.0580978,8.349783957,547.9977723,12.52467593,18.19405756
1887.01,1887,1,1887-1-01,5.58,0.2225,0.3325,7.992232066,3.52,206.7385126,8.243605567,531.01799,12.31909596,17.5122221
1887.02,1887,2,1887-2-01,5.54,0.225,0.335,8.087381157,3.5325,202.8416465,8.238153514,522.7720404,12.26569523,17.1253666
1887.03,1887,3,1887-3-01,5.67,0.2275,0.3375,8.087381157,3.545,207.6014686,8.329688553,536.828223,12.35723027,17.47321371
1887.04,1887,4,1887-4-01,5.8,0.23,0.34,8.087381157,3.5575,212.3612906,8.421223592,550.9511289,12.44876531,17.82298364
1887.05,1887,5,1887-5-01,5.9,0.2325,0.3425,8.087381157,3.57,216.0226922,8.512758631,562.2907481,12.54030035,18.07544543
1887.06,1887,6,1887-6-01,5.73,0.235,0.345,7.992232066,3.5825,212.2959995,8.706729475,554.4790287,12.78221987,17.70769566
1887.07,1887,7,1887-7-01,5.59,0.2375,0.3475,7.897091074,3.595,209.6041782,8.905365354,549.3867427,13.02995562,17.43146054
1887.08,1887,8,1887-8-01,5.45,0.24,0.35,7.992232066,3.6075,201.922024,8.891979038,531.1935029,12.96746943,16.73984961
1887.09,1887,9,1887-9-01,5.38,0.2425,0.3525,7.897091074,3.62,201.7299604,9.09284673,532.6816129,13.217437,16.67662967
1887.1,1887,10,1887-10-01,5.2,0.245,0.355,7.992232066,3.6325,192.6595458,9.077228602,510.727989,13.15271899,15.88066681
1887.11,1887,11,1887-11-01,5.3,0.2475,0.3575,8.087381157,3.645,194.0542828,9.061968866,516.4272375,13.08951058,15.9507122
1887.12,1887,12,1887-12-01,5.27,0.25,0.36,8.277679339,3.6575,188.5199391,8.943071116,503.6822709,12.87802241,15.45551345
