Date,y1,y3,y5,y10,y20,us10y,german10y
1979-06-28,11.92120779,11.65486058,12.06711914,12.4470119,,8.8,
1979-06-29,12.08492037,11.86157162,12.06692325,12.26986268,,8.81,
1979-07-02,11.76405692,11.29696513,11.73880586,12.06589317,,8.76,
1979-07-03,11.70703749,11.22522641,11.62221613,11.89520419,,8.77,
1979-07-04,11.91170405,11.43917678,11.73234259,11.87116162,,.,
1979-07-05,11.9216281,11.45780879,11.72779456,11.82525035,,8.8,
1979-07-06,11.85470095,11.41407906,11.70068403,11.83486313,,8.82,
1979-07-09,11.95700938,11.54993136,11.83686523,12.00086651,,8.86,
1979-07-10,11.87340441,11.47762235,11.76260067,11.95554144,,8.92,
1979-07-11,11.96438555,11.58681573,11.84942046,12.00227524,,8.97,
1979-07-12,12.06058867,11.69404581,11.90963735,12.0189328,,8.95,
1979-07-13,12.25165938,11.84889564,12.03899199,12.22962101,,8.94,
1979-07-16,12.14751117,11.76541429,11.9685953,12.16166055,,8.99,
1979-07-17,12.06204399,11.66799497,11.87840467,12.04506923,,9.01,
1979-07-18,12.00525085,11.5496886,11.75607585,11.90427627,,9.03,
1979-07-19,12.2208849,11.77713328,11.89274174,11.94036387,,9.04,
1979-07-20,12.28190089,11.78849014,11.86294859,11.85204573,,8.98,
1979-07-23,12.17296583,11.66296999,11.78354349,11.81299327,,9.03,
1979-07-24,12.13978171,11.57543738,11.67406282,11.71212113,,9.06,
1979-07-25,12.23518953,11.6689283,11.7567308,11.84702145,,8.99,
1979-07-26,12.30650902,11.82142957,11.86304074,11.94251466,,8.97,
1979-07-27,12.29262718,11.83936724,11.88288118,12.02116339,,9.02,
1979-07-30,12.36636259,11.90288284,11.94975815,12.12859809,,9.03,
1979-07-31,12.46908568,11.96369673,11.99422525,12.17672888,,9.01,
1979-08-01,12.4071777,11.88574941,11.90231314,12.0389367,,8.99,
1979-08-02,12.30156606,11.78918914,11.88083485,12.06659931,,8.91,
1979-08-03,12.23983643,11.69872493,11.80942811,12.03796082,,8.92,
1979-08-06,12.25576302,11.7157765,11.82469409,12.05733371,,8.91,
1979-08-07,12.12394847,11.61725687,11.73806434,11.99711537,,8.91,
1979-08-08,12.10644546,11.63446026,11.62357878,11.85686227,,8.93,
1979-08-09,11.97712333,11.41565297,11.47339661,11.81955448,,8.97,
1979-08-10,11.99078128,11.42984964,11.49704421,11.86445888,,9,
1979-08-13,12.05736156,11.5076696,11.56980757,11.93359383,,9,
1979-08-14,12.04976365,11.41588901,11.47763127,11.85380536,,8.98,
1979-08-15,11.88531473,11.23935313,11.33567115,11.79988557,,9,
1979-08-16,11.92819173,11.35536208,11.38036652,11.77368653,,9,
1979-08-17,12.0367546,11.5195136,11.54620528,11.80697073,,9.01,
1979-08-20,12.03814503,11.58419016,11.58448354,11.79138357,,9.02,
1979-08-21,12.00454283,11.42993307,11.48830763,11.77936908,,9.04,
1979-08-22,12.03591573,11.47024554,11.52880876,11.79067441,,9.04,
1979-08-23,12.05538715,11.49766639,11.52736112,11.75589018,,9.05,
1979-08-24,12.09738745,11.56400121,11.60797405,11.81272152,,9.14,
1979-08-27,,,,,,9.12,
1979-08-28,12.09919001,11.53883412,11.56017601,11.77144709,,9.15,
1979-08-29,12.13659033,11.52305242,11.55998119,11.77908741,,9.14,
1979-08-30,12.19462106,11.65427585,11.63911968,11.79850539,,9.21,
1979-08-31,12.2484745,11.68873117,11.65983795,11.80673364,,9.24,
1979-09-03,12.27918202,11.70660745,11.69376772,11.86608903,,.,
1979-09-04,12.17199134,11.56979714,11.61096954,11.86539224,,9.32,
1979-09-05,12.12275754,11.48371506,11.53126704,11.8284543,,9.32,
1979-09-06,12.1210842,11.48862094,11.52645872,11.80354783,,9.35,
1979-09-07,12.18164743,11.57178037,11.54229776,11.77633946,,9.34,
1979-09-10,12.19612106,11.54612344,11.54081242,11.82183587,,9.36,
1979-09-11,12.26663897,11.61234048,11.58088163,11.83395654,,9.25,
1979-09-12,12.44041033,11.76418479,11.6863342,11.89327504,,9.3,
1979-09-13,12.42592913,11.74222267,11.68341797,11.89163991,,9.34,
1979-09-14,12.51687251,11.84995757,11.75324694,11.91449245,,9.29,
1979-09-17,12.58313115,11.97974155,11.89061803,12.09151639,,9.37,
1979-09-18,12.54531106,11.88444809,11.81859856,12.0293259,,9.36,
1979-09-19,12.54859765,11.89474711,11.80815981,11.95842037,,9.31,
1979-09-20,12.59535805,11.88880557,11.83377061,12.03053068,,9.29,
1979-09-21,12.4536741,11.74427355,11.74150261,11.97296865,,9.26,
1979-09-24,12.46047772,11.83023871,11.816447,12.00340989,,9.34,
1979-09-25,12.41984887,11.78528582,11.78239968,11.99502159,,9.32,
1979-09-26,12.48196906,11.75990508,11.72555305,11.90787864,,9.36,
1979-09-27,12.39832691,11.71516817,11.70001933,11.89474488,,9.44,
1979-09-28,12.43610722,11.74064994,11.70715919,11.8643409,,9.44,
1979-10-01,12.47004267,11.74263714,11.7176057,11.87710473,,9.51,
1979-10-02,12.56209371,11.82586607,11.77401241,11.94101227,,9.47,
1979-10-03,12.43498682,11.71257453,11.71514551,11.91390836,,9.5,
1979-10-04,12.43870536,11.70498288,11.71820527,11.92545161,,9.58,
1979-10-05,12.28180057,11.69715459,11.70174255,11.92732066,,9.6,
1979-10-08,12.49322665,11.88076574,11.82182885,12.0118301,,.,
1979-10-09,12.67558603,11.99286404,11.91240554,12.09952299,,9.93,
1979-10-10,12.96511409,12.27756041,12.10212369,12.25255976,,10.09,
1979-10-11,12.75251577,12.12773639,12.01176616,12.22711636,,10.17,
1979-10-12,12.65447934,12.06521832,11.95142733,12.12940088,,10.15,
1979-10-15,12.89736997,12.33519235,12.30323765,12.27392537,,10.31,
1979-10-16,12.71825301,12.22742278,12.26278383,12.34477201,,10.27,
1979-10-17,12.53446903,12.08398067,12.16696949,12.2832915,,10.2,
1979-10-18,12.43533639,12.05535857,12.15570263,12.28462518,,10.41,
1979-10-19,12.58248984,12.24509463,12.31233763,12.40593712,,10.68,
1979-10-22,12.68211835,12.40208837,12.44353158,12.49566547,,10.96,
1979-10-23,12.71413606,12.43506137,12.44679779,12.50345169,,11.02,
1979-10-24,13.15098728,12.78928811,12.74967755,12.78915243,,10.83,
1979-10-25,13.41563124,12.95809604,12.8024591,12.67567008,,10.98,
1979-10-26,13.47925708,13.06109384,12.90028051,12.69668901,,10.67,
1979-10-29,13.17981189,12.76151544,12.72220537,12.61731155,,10.78,
1979-10-30,13.28638841,12.8314514,12.76334048,12.6314584,,10.75,
1979-10-31,13.1410943,12.72172914,12.708277,12.6108791,,10.72,
1979-11-01,13.0899391,12.69605164,12.71430151,12.61938858,,10.79,
1979-11-02,13.32627518,13.00835187,12.976068,12.7439822,,10.84,
1979-11-05,13.47921148,13.17715521,13.14331644,12.8178864,,10.85,
1979-11-06,13.62151766,13.41285876,13.36928643,12.99545992,,.,
1979-11-07,13.89327676,13.75844037,13.68570833,13.21251984,,11,
1979-11-08,13.96132291,13.83578855,13.8042474,13.34774307,,10.96,
1979-11-09,14.12196431,13.98261331,13.97146877,13.51672847,,10.68,
1979-11-12,14.31209383,14.05047309,14.04476299,13.59171508,,.,
1979-11-13,14.07595567,13.9361411,13.91417672,13.36004433,,10.63,
1979-11-14,14.51125889,14.32772368,14.24809984,13.57686225,,10.75,
1979-11-15,14.99113107,14.71450863,14.68022379,14.09928929,,10.62,
1979-11-16,14.57867504,14.46050039,14.44133192,13.69306301,,10.77,
1979-11-19,14.22540258,14.127512,14.15525001,13.44809553,,10.8,
1979-11-20,14.46771982,14.40790483,14.35983904,13.57782158,,10.78,
1979-11-21,14.52729002,14.51155222,14.46718165,13.66357009,,10.73,
1979-11-22,14.57548983,14.60167307,14.55970881,13.65970437,,.,
1979-11-23,14.50518781,14.50756594,14.49500959,13.62971858,,10.51,
1979-11-26,14.70732883,14.73397835,14.69739708,13.8052476,,10.37,
1979-11-27,14.56442244,14.59592413,14.57039819,13.68442435,,10.24,
1979-11-28,14.43223735,14.54131357,14.55961093,13.69164623,,10.37,
1979-11-29,14.27808798,14.45372352,14.51268584,13.71241526,,10.34,
1979-11-30,14.38376661,14.51989484,14.53832356,13.71351762,,10.38,
1979-12-03,14.28972151,14.41589011,14.52197907,13.84661784,,10.44,
1979-12-04,14.40633688,14.50401857,14.5508818,13.81222155,,10.32,
1979-12-05,14.51235934,14.62597852,14.6108465,13.82994909,,10.27,
1979-12-06,14.7044614,14.73802758,14.67551688,13.91310069,,10.13,
1979-12-07,14.62998795,14.90675663,14.89560538,14.18673825,,10.3,
1979-12-10,14.86633041,15.01888798,14.93507632,14.21677895,,10.27,
1979-12-11,14.62235507,14.66867903,14.64426111,14.02183465,,10.46,
1979-12-12,14.46367197,14.5894022,14.5436137,13.92580884,,10.58,
1979-12-13,14.32527684,14.46857744,14.40404354,13.84150865,,10.51,
1979-12-14,14.12508551,14.21506938,14.3976174,14.04039611,,10.45,
1979-12-17,14.21383594,14.21073157,14.36175127,14.02660627,,10.42,
1979-12-18,14.26989895,14.33822856,14.45989981,14.12472818,,10.34,
1979-12-19,14.07754797,14.14358421,14.28591418,14.05088321,,10.33,
1979-12-20,14.05205413,14.12729028,14.27453796,14.05569907,,10.38,
1979-12-21,14.02980272,14.04744421,14.17377237,13.96573348,,10.39,
1979-12-24,14.01716655,14.04043896,14.16834157,13.9669062,,10.45,
1979-12-25,,,,,,.,
1979-12-26,,,,,,10.48,
1979-12-27,14.07469173,14.08539919,14.15860886,13.93910911,,10.46,
1979-12-28,14.03721678,14.07402834,14.14585573,13.91076086,,10.41,
1979-12-31,14.3269635,14.37294019,14.31452057,13.91550305,,10.33,
1980-01-01,,,,,,.,
1980-01-02,14.64017775,14.69627909,14.53361415,14.00332041,,10.5,
1980-01-03,14.56964628,14.63180751,14.577178,14.09282676,,10.6,
1980-01-04,14.29115463,14.32461239,14.29174586,13.91140216,,10.66,
1980-01-07,14.33161866,14.41171127,14.36955485,13.90064766,,10.63,
1980-01-08,14.15903694,14.34565267,14.32862117,13.84284961,,10.57,
1980-01-09,14.22780281,14.3643226,14.33060378,13.82253572,,10.58,
1980-01-10,14.03146032,14.22736369,14.25745335,13.71969695,,10.51,
1980-01-11,13.8551417,14.14081129,14.10051554,13.41250606,,10.68,
1980-01-14,13.90293005,14.04061489,13.96142066,13.2382398,,10.7,
1980-01-15,13.8939668,14.03674766,14.05314705,13.37610547,,10.65,
1980-01-16,13.87950626,14.00294177,13.96320908,13.239416,,10.65,
1980-01-17,13.94147221,14.07643372,14.01621277,13.2824648,,10.71,
1980-01-18,13.8281316,13.88479484,13.89032935,13.30985387,,10.82,
1980-01-21,13.82109067,13.86916762,13.7265086,13.00669627,,10.96,
1980-01-22,14.03387598,14.03218111,13.89663958,13.15661325,,10.85,
1980-01-23,13.97425827,13.95064281,13.85061511,13.18439112,,10.82,
1980-01-24,14.03847516,14.05542559,13.98895686,13.38020467,,11.01,
1980-01-25,14.14111977,14.12576288,14.07561134,13.50897375,,11.1,
1980-01-28,14.15205406,14.14081459,14.09923965,13.52885971,,11.15,
1980-01-29,14.09986636,14.09613129,14.05669628,13.50091079,,11.21,
1980-01-30,14.10450211,14.08732923,14.03889959,13.47963451,,11.16,
1980-01-31,14.41117269,14.34521763,14.20546421,13.54421397,,11.13,
1980-02-01,14.79097632,14.61805189,14.38748468,13.70983006,,11.29,
1980-02-04,14.99169328,14.83556683,14.58139567,13.80024223,,11.4,
1980-02-05,15.0079272,14.94659346,14.6350699,13.83228883,,11.73,
1980-02-06,14.88404999,14.91012189,14.66381111,13.92296415,,11.92,
1980-02-07,14.68937346,14.70724011,14.54141626,13.77469886,,11.71,
1980-02-08,14.71006404,14.58336838,14.39379509,13.65062245,,11.8,
1980-02-11,14.84226257,14.76232648,14.48066683,13.60932308,,12.01,
1980-02-12,15.00263101,14.86339826,14.56004954,13.7260195,,.,
1980-02-13,14.60803973,14.42297709,14.18254176,13.45748469,,11.86,
1980-02-14,14.57956226,14.43265145,14.21385284,13.51759027,,11.97,
1980-02-15,14.86592187,14.69793354,14.39870025,13.63475103,,12.2,
1980-02-18,14.8509464,14.70667795,14.41385578,13.70889761,,.,
1980-02-19,14.76665466,14.62708319,14.33809538,13.63894576,,12.85,
1980-02-20,14.75056439,14.52240127,14.23429994,13.60226446,,12.84,
1980-02-21,14.68780561,14.41632799,14.19175655,13.63282044,,13.22,
1980-02-22,14.68240567,14.44452071,14.22117819,13.68489457,,13.06,
1980-02-25,14.57206375,14.36027865,14.18794756,13.70627926,,13.27,
1980-02-26,14.65431507,14.38374561,14.18942256,13.72148927,,13.65,
1980-02-27,14.71172296,14.47544928,14.24200905,13.70222569,,13.46,
1980-02-28,14.7344387,14.48674991,14.24397839,13.64840882,,12.92,
1980-02-29,14.95460211,14.70389184,14.36838394,13.6836671,,12.72,
1980-03-03,14.97746468,14.65856994,14.367843,13.72265973,,12.79,
1980-03-04,15.38486166,14.9493077,14.59458503,13.88071161,,12.91,
1980-03-05,15.13247043,14.7218822,14.41693436,13.79638047,,13.03,
1980-03-06,15.23450217,14.7020364,14.45723393,13.88430615,,13.13,
1980-03-07,15.17246425,14.72150325,14.44540987,13.87621642,,12.86,
1980-03-10,15.04949771,14.56158374,14.33263021,13.82504267,,12.63,
1980-03-11,14.93434758,14.46445127,14.27290625,13.83796034,,12.41,
1980-03-12,14.98425804,14.50377765,14.27066033,13.81515655,,12.62,
1980-03-13,14.94350255,14.49376062,14.28446739,13.81206368,,12.5,
1980-03-14,14.92915608,14.49120163,14.24798461,13.72991314,,12.52,
1980-03-17,14.98035876,14.56327588,14.29402206,13.71455436,,12.58,
1980-03-18,14.97013399,14.4991006,14.27220783,13.82548011,,12.4,
1980-03-19,14.99934974,14.51635439,14.23579104,13.72477867,,12.35,
1980-03-20,15.01795439,14.55765118,14.25907142,13.71377282,,12.62,
1980-03-21,15.15535703,14.63532505,14.31107216,13.74809307,,12.75,
1980-03-24,15.07673089,14.55870624,14.27197879,13.73815306,,13.17,
1980-03-25,14.93756794,14.48772769,14.19873856,13.67457914,,13.1,
1980-03-26,14.90956103,14.43452554,14.14297111,13.66918429,,13.03,
1980-03-27,15.05047318,14.61470267,14.24856689,13.68886947,,12.97,
1980-03-28,15.03212597,14.63064871,14.29306966,13.7821702,,12.72,
1980-03-31,14.93863472,14.49733888,14.16002185,13.65937387,,12.64,
1980-04-01,14.84147581,14.48892147,14.12283337,13.54130721,,12.69,
1980-04-02,14.78529974,14.4012551,14.05806457,13.51033402,,12.63,
1980-04-03,14.7889367,14.37707027,14.04635471,13.61874995,,12.52,
1980-04-04,,,,,,.,
1980-04-07,,,,,,12.13,
1980-04-08,14.68887043,14.27986678,13.96218688,13.55726148,,12.21,
1980-04-09,14.59222904,14.19172926,13.86850323,13.48644133,,12.06,
1980-04-10,14.45698,14.05109562,13.71334572,13.36005795,,12.06,
1980-04-11,14.51869933,14.02509593,13.63473629,13.26069581,,11.79,
1980-04-14,14.49587761,13.93430828,13.62898309,13.05675384,,11.62,
1980-04-15,14.5147649,14.08762656,13.80742979,13.26662854,,11.57,
1980-04-16,14.40303914,13.97072439,13.75569656,13.26421502,,10.9,
1980-04-17,14.33107587,13.86624236,13.65613102,13.23258198,,11.13,
1980-04-18,14.34501483,13.92054337,13.68342749,13.19470925,,11.05,
1980-04-21,14.27340919,13.87643588,13.63209964,13.13690592,,10.9,
1980-04-22,14.32715945,13.96322881,13.70654163,13.23764683,,10.82,
1980-04-23,14.24737948,13.85170434,13.60810158,13.20986063,,10.89,
1980-04-24,14.30157729,13.97515589,13.7232687,13.30100601,,10.96,
1980-04-25,14.60347636,14.21919349,13.88758521,13.45645213,,10.95,
1980-04-28,14.2897851,13.94332333,13.69776181,13.32447947,,10.63,
1980-04-29,14.09775181,13.79355308,13.54225714,13.18363841,,10.67,
1980-04-30,13.88152132,13.61376772,13.41055553,13.10580498,,10.76,
1980-05-01,13.91277809,13.64952763,13.40231554,13.06854592,,10.57,
1980-05-02,13.63168234,13.54327573,13.3094143,12.96829812,,10.24,
1980-05-05,,,,,,10.18,
1980-05-06,13.48396764,13.34300456,13.14944961,12.89797671,,9.8,
1980-05-07,13.61920362,13.49327077,13.29373742,13.01590574,,9.96,
1980-05-08,13.71040027,13.67573031,13.4169316,13.0528796,,10.18,
1980-05-09,13.72554718,13.71314583,13.43410133,13.04396081,,10.3,
1980-05-12,13.57780226,13.60164548,13.36310538,13.02800433,,10.3,
1980-05-13,13.56620957,13.42162708,13.22653991,12.92228529,,10.13,
1980-05-14,13.67133056,13.5479409,13.31380241,12.97130183,,10.14,
1980-05-15,13.68486199,13.58989017,13.34730766,12.98358645,,10.31,
1980-05-16,13.72497087,13.55761175,13.32698638,12.96801727,,10.37,
1980-05-19,13.75691502,13.58104685,13.35213487,12.98538697,,10.53,
1980-05-20,13.80648929,13.61617842,13.40227018,13.05238792,,10.22,
1980-05-21,13.65254491,13.51398945,13.29517815,13.00085512,,10.08,
1980-05-22,13.75041978,13.57569568,13.29397258,12.93550054,,10.1,
1980-05-23,13.65716767,13.4173144,13.13403665,12.79452651,,9.85,
1980-05-26,,,,,,.,
1980-05-27,13.68493412,13.40173502,13.09101374,12.69626622,,9.96,
1980-05-28,13.82693039,13.56193059,13.18879497,12.73278475,,10.1,
1980-05-29,13.73729066,13.49907419,13.16424499,12.75297113,,10.24,
1980-05-30,13.75787408,13.54063397,13.20636704,12.79107635,,10.25,
1980-06-02,13.9930299,13.72875701,13.3879396,13.05720623,,10.31,
1980-06-03,13.86401798,13.57640124,13.27270625,12.97522798,,10.16,
