date,label,month,quarter,sourceDataset,updateDate,value,year
1999 MAY,1999 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,4.3,1999
1999 JUN,1999 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,4.3,1999
1999 JUL,1999 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,4.2,1999
1999 AUG,1999 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,4.3,1999
1999 SEP,1999 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,4.3,1999
1999 OCT,1999 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,4.3,1999
1999 NOV,1999 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,4.2,1999
1999 DEC,1999 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,4.2,1999
2000 JAN,1999 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,4.1,2000
2000 FEB,2000 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,4.0,2000
2000 MAR,2000 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,4.0,2000
2000 APR,2000 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,3.9,2000
2000 MAY,2000 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,3.9,2000
2000 JUN,2000 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,3.8,2000
2000 JUL,2000 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,3.7,2000
2000 AUG,2000 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,3.9,2000
2000 SEP,2000 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,3.8,2000
2000 OCT,2000 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,3.7,2000
2000 NOV,2000 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,3.5,2000
2000 DEC,2000 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,3.6,2000
2001 JAN,2000 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,3.7,2001
2001 FEB,2001 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,3.6,2001
2001 MAR,2001 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,3.6,2001
2001 APR,2001 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,3.5,2001
2001 MAY,2001 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,3.6,2001
2001 JUN,2001 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,3.6,2001
2001 JUL,2001 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,3.6,2001
2001 AUG,2001 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,3.4,2001
2001 SEP,2001 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,3.5,2001
2001 OCT,2001 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,3.5,2001
2001 NOV,2001 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,3.6,2001
2001 DEC,2001 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,3.5,2001
2002 JAN,2001 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,3.5,2002
2002 FEB,2002 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,3.5,2002
2002 MAR,2002 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,3.5,2002
2002 APR,2002 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,3.6,2002
2002 MAY,2002 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,3.6,2002
2002 JUN,2002 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,3.6,2002
2002 JUL,2002 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,3.6,2002
2002 AUG,2002 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,3.8,2002
2002 SEP,2002 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,3.8,2002
2002 OCT,2002 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,3.7,2002
2002 NOV,2002 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,3.6,2002
2002 DEC,2002 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,3.4,2002
2003 JAN,2002 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,3.4,2003
2003 FEB,2003 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,3.3,2003
2003 MAR,2003 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,3.3,2003
2003 APR,2003 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,3.3,2003
2003 MAY,2003 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,3.1,2003
2003 JUN,2003 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,3.3,2003
2003 JUL,2003 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,3.3,2003
2003 AUG,2003 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,3.4,2003
2003 SEP,2003 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,3.4,2003
2003 OCT,2003 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,3.3,2003
2003 NOV,2003 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,3.3,2003
2003 DEC,2003 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,3.2,2003
2004 JAN,2003 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,3.2,2004
2004 FEB,2004 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,3.1,2004
2004 MAR,2004 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,3.2,2004
2004 APR,2004 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,3.3,2004
2004 MAY,2004 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,3.2,2004
2004 JUN,2004 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,3.1,2004
2004 JUL,2004 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,3.0,2004
2004 AUG,2004 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,2.9,2004
2004 SEP,2004 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,2.8,2004
2004 OCT,2004 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,2.8,2004
2004 NOV,2004 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,2.8,2004
2004 DEC,2004 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,2.9,2004
2005 JAN,2004 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,3.0,2005
2005 FEB,2005 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,3.0,2005
2005 MAR,2005 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,3.0,2005
2005 APR,2005 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,3.0,2005
2005 MAY,2005 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,3.0,2005
2005 JUN,2005 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,3.0,2005
2005 JUL,2005 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,2.9,2005
2005 AUG,2005 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,2.9,2005
2005 SEP,2005 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,3.0,2005
2005 OCT,2005 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,3.2,2005
2005 NOV,2005 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,3.4,2005
2005 DEC,2005 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,3.4,2005
2006 JAN,2005 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,3.6,2006
2006 FEB,2006 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,3.6,2006
2006 MAR,2006 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,3.6,2006
2006 APR,2006 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,3.7,2006
2006 MAY,2006 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,3.7,2006
2006 JUN,2006 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,3.7,2006
2006 JUL,2006 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,3.7,2006
2006 AUG,2006 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,3.6,2006
2006 SEP,2006 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,3.6,2006
2006 OCT,2006 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,3.7,2006
2006 NOV,2006 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,3.7,2006
2006 DEC,2006 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,3.6,2006
2007 JAN,2006 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,3.6,2007
2007 FEB,2007 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,3.5,2007
2007 MAR,2007 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,3.5,2007
2007 APR,2007 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,3.4,2007
2007 MAY,2007 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,3.4,2007
2007 JUN,2007 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,3.3,2007
2007 JUL,2007 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,3.5,2007
2007 AUG,2007 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,3.5,2007
2007 SEP,2007 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,3.5,2007
2007 OCT,2007 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,3.5,2007
2007 NOV,2007 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,3.5,2007
2007 DEC,2007 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,3.6,2007
2008 JAN,2007 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,3.5,2008
2008 FEB,2008 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,3.5,2008
2008 MAR,2008 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,3.5,2008
2008 APR,2008 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,3.4,2008
2008 MAY,2008 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,3.5,2008
2008 JUN,2008 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,3.7,2008
2008 JUL,2008 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,3.8,2008
2008 AUG,2008 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,3.8,2008
2008 SEP,2008 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,3.9,2008
2008 OCT,2008 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,4.1,2008
2008 NOV,2008 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,4.3,2008
2008 DEC,2008 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,4.4,2008
2009 JAN,2008 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,4.6,2009
2009 FEB,2009 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,4.8,2009
2009 MAR,2009 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,4.9,2009
2009 APR,2009 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,5.1,2009
2009 MAY,2009 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,5.3,2009
2009 JUN,2009 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,5.4,2009
2009 JUL,2009 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,5.4,2009
2009 AUG,2009 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,5.4,2009
2009 SEP,2009 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,5.4,2009
2009 OCT,2009 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,5.3,2009
2009 NOV,2009 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,5.3,2009
2009 DEC,2009 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,5.2,2009
2010 JAN,2009 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,5.4,2010
2010 FEB,2010 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,5.5,2010
2010 MAR,2010 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,5.6,2010
2010 APR,2010 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,5.5,2010
2010 MAY,2010 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,5.5,2010
2010 JUN,2010 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,5.5,2010
2010 JUL,2010 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,5.6,2010
2010 AUG,2010 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,5.6,2010
2010 SEP,2010 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,5.6,2010
2010 OCT,2010 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,5.6,2010
2010 NOV,2010 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,5.5,2010
2010 DEC,2010 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,5.5,2010
2011 JAN,2010 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,5.5,2011
2011 FEB,2011 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,5.4,2011
2011 MAR,2011 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,5.3,2011
2011 APR,2011 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,5.4,2011
2011 MAY,2011 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,5.4,2011
2011 JUN,2011 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,5.4,2011
2011 JUL,2011 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,5.4,2011
2011 AUG,2011 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,5.4,2011
2011 SEP,2011 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,5.4,2011
2011 OCT,2011 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,5.5,2011
2011 NOV,2011 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,5.5,2011
2011 DEC,2011 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,5.5,2011
2012 JAN,2011 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,5.4,2012
2012 FEB,2012 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,5.4,2012
2012 MAR,2012 FEB-APR,March,,LMS,2019-02-19T00:00:00.000Z,5.4,2012
2012 APR,2012 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,5.3,2012
2012 MAY,2012 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,5.3,2012
2012 JUN,2012 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,5.3,2012
2012 JUL,2012 JUN-AUG,July,,LMS,2019-02-19T00:00:00.000Z,5.3,2012
2012 AUG,2012 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,5.3,2012
2012 SEP,2012 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,5.5,2012
2012 OCT,2012 SEP-NOV,October,,LMS,2017-05-16T23:00:00.000Z,5.3,2012
2012 NOV,2012 OCT-DEC,November,,LMS,2016-05-18T08:30:00.000Z,5.4,2012
2012 DEC,2012 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,5.4,2012
2013 JAN,2012 DEC-FEB,January,,LMS,2019-02-19T00:00:00.000Z,5.5,2013
2013 FEB,2013 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,5.5,2013
2013 MAR,2013 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,5.4,2013
2013 APR,2013 MAR-MAY,April,,LMS,2019-02-19T00:00:00.000Z,5.4,2013
2013 MAY,2013 APR-JUN,May,,LMS,2016-05-18T08:30:00.000Z,5.2,2013
2013 JUN,2013 MAY-JUL,June,,LMS,2016-05-18T08:30:00.000Z,5.1,2013
2013 JUL,2013 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,5.2,2013
2013 AUG,2013 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,5.1,2013
2013 SEP,2013 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,4.9,2013
2013 OCT,2013 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,4.7,2013
2013 NOV,2013 OCT-DEC,November,,LMS,2016-05-18T08:30:00.000Z,4.8,2013
2013 DEC,2013 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,4.7,2013
2014 JAN,2013 DEC-FEB,January,,LMS,2019-02-19T00:00:00.000Z,4.4,2014
2014 FEB,2014 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,4.4,2014
2014 MAR,2014 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,4.3,2014
2014 APR,2014 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,4.3,2014
2014 MAY,2014 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,4.3,2014
2014 JUN,2014 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,4.2,2014
2014 JUL,2014 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,4.2,2014
2014 AUG,2014 JUL-SEP,August,,LMS,2016-05-18T08:30:00.000Z,4.1,2014
2014 SEP,2014 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,4.1,2014
2014 OCT,2014 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,3.9,2014
2014 NOV,2014 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,3.7,2014
2014 DEC,2014 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,3.9,2014
2015 JAN,2014 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,3.8,2015
2015 FEB,2015 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,3.8,2015
2015 MAR,2015 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,3.7,2015
2015 APR,2015 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,3.8,2015
2015 MAY,2015 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,3.7,2015
2015 JUN,2015 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,3.6,2015
2015 JUL,2015 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,3.5,2015
2015 AUG,2015 JUL-SEP,August,,LMS,2015-12-16T00:00:00.000Z,3.6,2015
2015 SEP,2015 AUG-OCT,September,,LMS,2019-02-19T00:00:00.000Z,3.4,2015
2015 OCT,2015 SEP-NOV,October,,LMS,2015-12-16T00:00:00.000Z,3.2,2015
2015 NOV,2015 OCT-DEC,November,,LMS,2016-03-16T09:30:00.000Z,3.3,2015
2015 DEC,2015 NOV-JAN,December,,LMS,2016-03-16T09:30:00.000Z,3.2,2015
2016 JAN,2015 DEC-FEB,January,,LMS,2016-04-20T08:30:00.000Z,3.3,2016
