Unnamed: 0,DATE,Under,Total,underpct,cont
44,1959-01-01,2749.0,67936,0.0404645548751766,US
45,1959-02-01,2515.0,67649,0.037177194045736,US
46,1959-03-01,2846.0,68068,0.0418111300464241,US
47,1959-04-01,2592.0,68339,0.037928562021686,US
48,1959-05-01,2353.0,68178,0.0345125993722315,US
49,1959-06-01,2543.0,68278,0.0372447933448548,US
50,1959-07-01,2668.0,68539,0.0389267424386115,US
51,1959-08-01,2599.0,68432,0.0379793079261164,US
52,1959-09-01,2507.0,68545,0.0365745130935881,US
53,1959-10-01,2730.0,68821,0.039668124555005,US
54,1959-11-01,2799.0,68533,0.0408416383348168,US
55,1959-12-01,2734.0,68994,0.0396266342000753,US
56,1960-01-01,2507.0,68962,0.036353354021055,US
57,1960-02-01,2565.0,68949,0.0372014097376321,US
58,1960-03-01,2405.0,68399,0.0351613327680229,US
59,1960-04-01,2769.0,69579,0.0397964903203552,US
60,1960-05-01,2733.0,69626,0.0392525780599201,US
61,1960-06-01,2904.0,69934,0.0415248663025138,US
62,1960-07-01,2830.0,69745,0.0405763854039716,US
63,1960-08-01,2933.0,69841,0.0419953895276413,US
64,1960-09-01,3071.0,70151,0.0437769953386266,US
65,1960-10-01,3069.0,69884,0.04391563161811,US
66,1960-11-01,3119.0,70439,0.0442794474651826,US
67,1960-12-01,3305.0,70395,0.0469493571986646,US
68,1961-01-01,3428.0,70447,0.0486606952744616,US
69,1961-02-01,3561.0,70420,0.0505680204487361,US
70,1961-03-01,3325.0,70703,0.0470277074523004,US
71,1961-04-01,3295.0,70267,0.0468925669233068,US
72,1961-05-01,3269.0,70452,0.0464003860784647,US
73,1961-06-01,3151.0,70878,0.0444566720279917,US
74,1961-07-01,3035.0,70536,0.0430276738119541,US
75,1961-08-01,3152.0,70534,0.0446876683585221,US
76,1961-09-01,2976.0,70217,0.0423828987282282,US
77,1961-10-01,2913.0,70492,0.041323838166033,US
78,1961-11-01,2875.0,70376,0.0408519949982948,US
79,1961-12-01,2645.0,70077,0.0377441956704767,US
80,1962-01-01,2392.0,70189,0.0340794141532148,US
81,1962-02-01,2631.0,70409,0.0373673820108224,US
82,1962-03-01,2783.0,70414,0.0395233902348964,US
83,1962-04-01,2596.0,70278,0.0369390136315774,US
84,1962-05-01,2756.0,70551,0.039063939561452,US
85,1962-06-01,2683.0,70514,0.0380491817227784,US
86,1962-07-01,2759.0,70302,0.0392449716935506,US
87,1962-08-01,2626.0,70981,0.036995815781688,US
88,1962-09-01,2675.0,71153,0.0375950416707658,US
89,1962-10-01,2704.0,70917,0.0381290804743573,US
90,1962-11-01,2714.0,70871,0.0382949302253389,US
91,1962-12-01,2575.0,70854,0.0363423377649815,US
92,1963-01-01,2613.0,71146,0.0367272931717875,US
93,1963-02-01,2560.0,71262,0.0359237742415312,US
94,1963-03-01,2645.0,71423,0.037032888565308,US
95,1963-04-01,2644.0,71697,0.0368774146756489,US
96,1963-05-01,2571.0,71832,0.0357918476445038,US
97,1963-06-01,2627.0,71626,0.0366766258062714,US
98,1963-07-01,2482.0,71956,0.0344933014620045,US
99,1963-08-01,2740.0,71786,0.0381690023124286,US
100,1963-09-01,2723.0,72131,0.0377507590356434,US
101,1963-10-01,2647.0,72281,0.0366209653989291,US
102,1963-11-01,2623.0,72418,0.0362202767267806,US
103,1963-12-01,2580.0,72188,0.0357400121903917,US
104,1964-01-01,2428.0,72356,0.0335563049367018,US
105,1964-02-01,2567.0,72683,0.0353177496801177,US
106,1964-03-01,2467.0,72713,0.033927908352014,US
107,1964-04-01,2562.0,73274,0.0349646532194229,US
108,1964-05-01,2539.0,73395,0.0345936371687444,US
109,1964-06-01,2484.0,73032,0.0340124876766349,US
110,1964-07-01,2369.0,73007,0.0324489432520169,US
111,1964-08-01,2369.0,73118,0.0323996827046691,US
112,1964-09-01,2455.0,73290,0.0334970664483558,US
113,1964-10-01,2435.0,73308,0.0332160200796638,US
114,1964-11-01,2367.0,73286,0.0322981196954397,US
115,1964-12-01,2462.0,73465,0.0335125569999319,US
116,1965-01-01,2383.0,73569,0.0323913604915113,US
117,1965-02-01,2304.0,73857,0.0311954181729558,US
118,1965-03-01,2296.0,73949,0.0310484252660617,US
119,1965-04-01,2230.0,74228,0.0300425715363474,US
120,1965-05-01,2258.0,74466,0.0303225633174871,US
121,1965-06-01,2170.0,74412,0.0291619631242272,US
122,1965-07-01,2289.0,74761,0.0306175679833068,US
123,1965-08-01,2259.0,74616,0.0302750080411707,US
124,1965-09-01,2019.0,74502,0.0270999436256744,US
125,1965-10-01,2168.0,74838,0.0289692402255538,US
126,1965-11-01,2077.0,74797,0.0277684933887722,US
127,1965-12-01,2037.0,75093,0.0271263633094962,US
128,1966-01-01,2081.0,75186,0.0276780251642593,US
129,1966-02-01,1884.0,74954,0.0251354163887184,US
130,1966-03-01,1905.0,75075,0.0253746253746253,US
131,1966-04-01,1908.0,75338,0.025325864769439,US
132,1966-05-01,1923.0,75447,0.0254880909777724,US
133,1966-06-01,2185.0,75647,0.0288841593189419,US
134,1966-07-01,2128.0,75736,0.0280976021971057,US
135,1966-08-01,1942.0,76046,0.0255371748678431,US
136,1966-09-01,1856.0,76056,0.0244030714210581,US
137,1966-10-01,1857.0,76199,0.0243703985616609,US
138,1966-11-01,1738.0,76610,0.0226863333768437,US
139,1966-12-01,2007.0,76641,0.0261870278310564,US
140,1967-01-01,2182.0,76639,0.0284711439345502,US
141,1967-02-01,2322.0,76521,0.0303446112831771,US
142,1967-03-01,2308.0,76328,0.0302379205534011,US
143,1967-04-01,2374.0,76777,0.0309207184443257,US
144,1967-05-01,1835.0,76773,0.0239016320841962,US
145,1967-06-01,2095.0,77270,0.0271127216254691,US
146,1967-07-01,2062.0,77464,0.0266188164824951,US
147,1967-08-01,2069.0,77712,0.0266239448219065,US
148,1967-09-01,2233.0,77812,0.0286973731558114,US
149,1967-10-01,2180.0,78194,0.0278793769342916,US
150,1967-11-01,2227.0,78191,0.0284815387960251,US
151,1967-12-01,2124.0,78491,0.0270604273101374,US
152,1968-01-01,1873.0,77578,0.0241434427286086,US
153,1968-02-01,2153.0,78230,0.0275214112233158,US
154,1968-03-01,1983.0,78256,0.0253399100388468,US
155,1968-04-01,1943.0,78270,0.0248243260508496,US
156,1968-05-01,1933.0,78847,0.0245158344642155,US
157,1968-06-01,2052.0,79120,0.0259352881698685,US
158,1968-07-01,1950.0,78970,0.0246929213625427,US
159,1968-08-01,1962.0,78811,0.0248950019667305,US
160,1968-09-01,1946.0,78858,0.0246772680007101,US
161,1968-10-01,1883.0,78913,0.0238617211359345,US
162,1968-11-01,1927.0,79209,0.0243280435304069,US
163,1968-12-01,1988.0,79463,0.0250179328744195,US
164,1969-01-01,1914.0,79523,0.0240685084818228,US
165,1969-02-01,1952.0,80019,0.0243942063759857,US
166,1969-03-01,2044.0,80079,0.0255247942656626,US
167,1969-04-01,1951.0,80281,0.0243021387376838,US
168,1969-05-01,1961.0,80125,0.0244742589703588,US
169,1969-06-01,2092.0,80696,0.0259244572221671,US
170,1969-07-01,2004.0,80827,0.0247936951761168,US
171,1969-08-01,2142.0,81106,0.0264098833625132,US
172,1969-09-01,2190.0,81290,0.0269405830975519,US
173,1969-10-01,2165.0,81494,0.0265663729845142,US
174,1969-11-01,2084.0,81397,0.0256029091981277,US
175,1969-12-01,2122.0,81624,0.0259972557091051,US
176,1970-01-01,2182.0,81981,0.0266159232017174,US
177,1970-02-01,2186.0,82151,0.0266095360981607,US
178,1970-03-01,2236.0,82498,0.0271036873621178,US
179,1970-04-01,2631.0,82727,0.0318034015496754,US
180,1970-05-01,2487.0,82483,0.0301516676163573,US
181,1970-06-01,2353.0,82484,0.0285267445807671,US
182,1970-07-01,2493.0,82901,0.0300720136065909,US
183,1970-08-01,2438.0,82880,0.0294160231660231,US
184,1970-09-01,2425.0,82954,0.0292330689297683,US
185,1970-10-01,2612.0,83276,0.0313655795187088,US
186,1970-11-01,2581.0,83548,0.0308924211231866,US
187,1970-12-01,2760.0,83670,0.032986733596271,US
188,1971-01-01,2756.0,83850,0.0328682170542635,US
189,1971-02-01,2732.0,83603,0.032678253172733,US
190,1971-03-01,2747.0,83575,0.0328686808256057,US
191,1971-04-01,2806.0,83946,0.0334262502084673,US
192,1971-05-01,2720.0,84135,0.0323289950674511,US
193,1971-06-01,2431.0,83706,0.0290421236231572,US
194,1971-07-01,2701.0,84340,0.0320251363528574,US
195,1971-08-01,2676.0,84673,0.0316039351387101,US
196,1971-09-01,2636.0,84731,0.0311102194002195,US
197,1971-10-01,2726.0,84872,0.0321189556037326,US
198,1971-11-01,2819.0,85458,0.03298696435676,US
199,1971-12-01,2606.0,85625,0.0304350364963503,US
200,1972-01-01,2669.0,85978,0.0310428249086975,US
201,1972-02-01,2585.0,86036,0.0300455623227486,US
202,1972-03-01,2637.0,86611,0.0304464790846428,US
203,1972-04-01,2728.0,86614,0.0314960629921259,US
204,1972-05-01,2565.0,86809,0.0295476275501388,US
205,1972-06-01,2805.0,87006,0.0322391559202813,US
206,1972-07-01,2799.0,87143,0.0321196194760336,US
207,1972-08-01,2831.0,87517,0.0323480009598135,US
208,1972-09-01,2678.0,87392,0.0306435371658733,US
209,1972-10-01,2562.0,87491,0.0292830119669451,US
210,1972-11-01,2407.0,87592,0.0274796785094529,US
211,1972-12-01,2366.0,87943,0.0269037899548571,US
212,1973-01-01,2170.0,87487,0.0248036851189319,US
213,1973-02-01,2393.0,88364,0.0270811642750441,US
214,1973-03-01,2369.0,88846,0.0266641154356977,US
215,1973-04-01,2338.0,89018,0.0262643510301287,US
216,1973-05-01,2392.0,88977,0.0268833518774514,US
217,1973-06-01,2744.0,89548,0.0306427837584312,US
218,1973-07-01,2703.0,89604,0.0301660640149993,US
219,1973-08-01,2609.0,89509,0.0291479069143884,US
220,1973-09-01,2644.0,89838,0.0294307531334179,US
221,1973-10-01,2655.0,90131,0.0294571235202094,US
222,1973-11-01,2687.0,90716,0.0296199126945632,US
223,1973-12-01,2846.0,90890,0.0313125756408845,US
224,1974-01-01,2748.0,91199,0.0301319093411111,US
225,1974-02-01,2963.0,91485,0.0323878231404055,US
226,1974-03-01,2720.0,91453,0.0297420532951352,US
227,1974-04-01,2629.0,91287,0.0287992813872731,US
228,1974-05-01,2872.0,91596,0.0313550810079042,US
229,1974-06-01,2784.0,91868,0.0303043497191622,US
230,1974-07-01,2821.0,92212,0.0305925476076866,US
231,1974-08-01,2993.0,92059,0.0325117587634017,US
232,1974-09-01,3184.0,92488,0.0344260877086757,US
233,1974-10-01,3188.0,92518,0.0344581594932877,US
234,1974-11-01,3484.0,92766,0.0375568635060259,US
235,1974-12-01,3583.0,92780,0.0386182366889415,US
236,1975-01-01,4133.0,93128,0.0443797783695558,US
237,1975-02-01,3994.0,92776,0.0430499267051823,US
238,1975-03-01,4087.0,93165,0.0438684055170933,US
239,1975-04-01,4179.0,93399,0.0447435197378986,US
240,1975-05-01,3972.0,93884,0.0423075284393506,US
241,1975-06-01,3774.0,93575,0.0403312850654555,US
242,1975-07-01,3669.0,94021,0.0390231969453632,US
243,1975-08-01,3650.0,94162,0.0387629829442875,US
244,1975-09-01,3566.0,94202,0.0378548226152311,US
245,1975-10-01,3600.0,94267,0.0381893981987333,US
246,1975-11-01,3554.0,94250,0.037708222811671,US
247,1975-12-01,3544.0,94409,0.0375387939709137,US
248,1976-01-01,3776.0,94934,0.039775001580045,US
249,1976-02-01,3536.0,94998,0.0372218362491841,US
250,1976-03-01,3507.0,95215,0.0368324318647272,US
251,1976-04-01,3515.0,95746,0.0367117164163516,US
252,1976-05-01,3572.0,95847,0.0372677287760701,US
253,1976-06-01,3462.0,95885,0.036105751681702,US
254,1976-07-01,3497.0,96583,0.0362072000248491,US
255,1976-08-01,3542.0,96741,0.0366132250028426,US
256,1976-09-01,3670.0,96553,0.0380102120079127,US
257,1976-10-01,3781.0,96704,0.0390986929185969,US
258,1976-11-01,3768.0,97254,0.0387439077055956,US
259,1976-12-01,3728.0,97348,0.0382955992932571,US
260,1977-01-01,3580.0,97208,0.0368282445889227,US
261,1977-02-01,3883.0,97785,0.0397095669069898,US
262,1977-03-01,3596.0,98115,0.036650868878357,US
263,1977-04-01,3407.0,98330,0.0346486321570222,US
264,1977-05-01,3555.0,98665,0.0360310140373992,US
265,1977-06-01,3648.0,99093,0.0368139020919742,US
266,1977-07-01,3726.0,98913,0.037669467107458,US
267,1977-08-01,3568.0,99366,0.0359076545297184,US
268,1977-09-01,3610.0,99453,0.036298553085377,US
269,1977-10-01,3577.0,99815,0.035836297149727,US
270,1977-11-01,3577.0,100576,0.0355651447661469,US
271,1977-12-01,3501.0,100491,0.0348389408006687,US
272,1978-01-01,3333.0,100873,0.0330415472921396,US
273,1978-02-01,3495.0,100837,0.0346598966649146,US
274,1978-03-01,3524.0,101092,0.0348593360503303,US
275,1978-04-01,3588.0,101574,0.0353240002362809,US
276,1978-05-01,3533.0,101896,0.0346726073643715,US
277,1978-06-01,3669.0,102371,0.035840228189624,US
278,1978-07-01,3563.0,102399,0.0347952616724772,US
279,1978-08-01,3603.0,102511,0.0351474475909902,US
280,1978-09-01,3566.0,102795,0.034690403229729,US
281,1978-10-01,3510.0,103080,0.0340512223515716,US
282,1978-11-01,3428.0,103562,0.0331009443618315,US
283,1978-12-01,3309.0,103809,0.0318758489148339,US
284,1979-01-01,3451.0,104057,0.0331645156020258,US
285,1979-02-01,3486.0,104502,0.0333582132399379,US
286,1979-03-01,3494.0,104589,0.0334069548422874,US
287,1979-04-01,3535.0,104172,0.0339342625657566,US
288,1979-05-01,3532.0,104171,0.033905789519156,US
289,1979-06-01,3701.0,104638,0.0353695598157457,US
290,1979-07-01,3556.0,105002,0.0338660215995885,US
291,1979-08-01,3627.0,105096,0.0345113039506736,US
292,1979-09-01,3495.0,105530,0.0331185444897185,US
293,1979-10-01,3530.0,105700,0.0333964049195837,US
294,1979-11-01,3692.0,105812,0.0348920727327713,US
295,1979-12-01,3787.0,106258,0.0356396694837094,US
296,1980-01-01,3736.0,106562,0.03505940203825,US
297,1980-02-01,3765.0,106697,0.0352868403047883,US
298,1980-03-01,3730.0,106442,0.035042558388606,US
299,1980-04-01,4163.0,106591,0.0390558302295691,US
300,1980-05-01,4700.0,106929,0.0439543996483648,US
301,1980-06-01,4553.0,106780,0.0426390709870762,US
302,1980-07-01,4520.0,107159,0.042180311499734,US
303,1980-08-01,4619.0,107105,0.0431259044862518,US
304,1980-09-01,4512.0,107098,0.0421296382752245,US
305,1980-10-01,4505.0,107405,0.0419440435733904,US
306,1980-11-01,4497.0,107568,0.0418061133422579,US
307,1980-12-01,4449.0,107352,0.0414431030628213,US
308,1981-01-01,4626.0,108026,0.0428230240867939,US
309,1981-02-01,4493.0,108242,0.0415088413000498,US
310,1981-03-01,4474.0,108553,0.04121489042219,US
311,1981-04-01,4424.0,108925,0.0406151021344962,US
312,1981-05-01,4532.0,109222,0.0414934720111332,US
313,1981-06-01,4434.0,108396,0.0409055684711613,US
314,1981-07-01,4725.0,108556,0.0435259221047201,US
315,1981-08-01,4713.0,108725,0.0433478960680616,US
316,1981-09-01,4809.0,108294,0.0444068923486065,US
317,1981-10-01,5332.0,109024,0.0489066627531552,US
318,1981-11-01,5204.0,109236,0.0476399721703467,US
319,1981-12-01,5536.0,108912,0.050830027912443,US
320,1982-01-01,5067.0,109089,0.0464483128454747,US
321,1982-02-01,5737.0,109467,0.0524084884028976,US
322,1982-03-01,5938.0,109567,0.0541951499995436,US
323,1982-04-01,6049.0,109820,0.0550810417046075,US
324,1982-05-01,6112.0,110451,0.0553367556654081,US
325,1982-06-01,5997.0,110081,0.0544780661512886,US
326,1982-07-01,6084.0,110342,0.0551376629026118,US
327,1982-08-01,6221.0,110514,0.0562915105778453,US
328,1982-09-01,6705.0,110721,0.060557617796082,US
329,1982-10-01,6857.0,110744,0.0619175756700137,US
330,1982-11-01,6704.0,111050,0.0603692030616839,US
331,1982-12-01,6657.0,111083,0.0599281618249417,US
332,1983-01-01,6733.0,110695,0.060824788834184,US
333,1983-02-01,6570.0,110634,0.0593849991865068,US
334,1983-03-01,6448.0,110587,0.058307034280702,US
335,1983-04-01,6300.0,110828,0.0568448406539863,US
336,1983-05-01,6229.0,110796,0.0562204411711614,US
337,1983-06-01,6240.0,111879,0.0557745421392754,US
338,1983-07-01,6182.0,111756,0.0553169404774687,US
339,1983-08-01,6248.0,112231,0.0556708930687599,US
340,1983-09-01,6196.0,112298,0.0551746246593884,US
341,1983-10-01,6009.0,111926,0.0536872576523774,US
342,1983-11-01,6141.0,112228,0.05471896496418,US
343,1983-12-01,5882.0,112327,0.0523649701318472,US
344,1984-01-01,5934.0,112209,0.0528834585461059,US
345,1984-02-01,5904.0,112615,0.0524264085601385,US
346,1984-03-01,5665.0,112713,0.0502603958727032,US
347,1984-04-01,5761.0,113098,0.0509381244584342,US
348,1984-05-01,5566.0,113649,0.0489753539406418,US
349,1984-06-01,5884.0,113817,0.051697022413172,US
350,1984-07-01,5744.0,113972,0.0503983434527778,US
351,1984-08-01,5589.0,113682,0.049163455956088,US
352,1984-09-01,5728.0,113857,0.0503087205881061,US
353,1984-10-01,5710.0,114019,0.0500793727361229,US
354,1984-11-01,5626.0,114170,0.0492773933607777,US
355,1984-12-01,5797.0,114581,0.0505930302580707,US
356,1985-01-01,5629.0,114725,0.0490651558073654,US
357,1985-02-01,5273.0,114876,0.045901667885372,US
358,1985-03-01,5718.0,115328,0.0495803274139844,US
359,1985-04-01,5629.0,115331,0.0488073458133546,US
360,1985-05-01,5828.0,115234,0.0505753510248711,US
361,1985-06-01,5618.0,114965,0.0488670464924107,US
362,1985-07-01,5583.0,115320,0.0484131113423517,US
363,1985-08-01,5750.0,115291,0.0498737976077924,US
364,1985-09-01,5602.0,115905,0.0483326862516716,US
365,1985-10-01,5459.0,116145,0.0470015928365405,US
366,1985-11-01,5494.0,116135,0.0473070133895897,US
367,1985-12-01,5512.0,116354,0.0473726730494869,US
368,1986-01-01,5541.0,116682,0.0474880444284465,US
369,1986-02-01,5258.0,116882,0.044985540972947,US
370,1986-03-01,5555.0,117220,0.0473895239720184,US
371,1986-04-01,5825.0,117316,0.0496522213508813,US
372,1986-05-01,5908.0,117528,0.0502688720985637,US
373,1986-06-01,5628.0,118084,0.0476609870939331,US
374,1986-07-01,5415.0,118129,0.0458397175968644,US
375,1986-08-01,5521.0,118150,0.0467287346593313,US
376,1986-09-01,5615.0,118395,0.0474259892731956,US
377,1986-10-01,5769.0,118516,0.0486769718856525,US
378,1986-11-01,5512.0,118634,0.0464622283662356,US
379,1986-12-01,5613.0,118611,0.0473227609580898,US
380,1987-01-01,5482.0,118845,0.0461273086793722,US
381,1987-02-01,5569.0,119122,0.0467503903561055,US
382,1987-03-01,5436.0,119270,0.0455772616751907,US
383,1987-04-01,5350.0,119336,0.0448314004156331,US
384,1987-05-01,5386.0,120008,0.0448803413105792,US
385,1987-06-01,5242.0,119644,0.0438133128280565,US
386,1987-07-01,5493.0,119902,0.0458124134710013,US
387,1987-08-01,5334.0,120318,0.0443325188251134,US
388,1987-09-01,5309.0,120011,0.0442376115522743,US
389,1987-10-01,5455.0,120509,0.045266328655951,US
390,1987-11-01,5527.0,120540,0.0458519993363198,US
391,1987-12-01,5279.0,120729,0.0437260310281705,US
392,1988-01-01,5297.0,120969,0.0437880779373227,US
393,1988-02-01,5316.0,121156,0.0438773151969361,US
394,1988-03-01,5278.0,120913,0.0436512202988925,US
395,1988-04-01,5137.0,121251,0.0423666608935184,US
396,1988-05-01,4917.0,121071,0.0406125331417102,US
397,1988-06-01,5294.0,121473,0.0435817012834127,US
398,1988-07-01,5460.0,121665,0.0448773270866724,US
399,1988-08-01,5259.0,122125,0.0430624360286591,US
400,1988-09-01,5085.0,121960,0.0416939980321416,US
401,1988-10-01,5005.0,122206,0.0409554359033108,US
402,1988-11-01,5033.0,122637,0.0410398166947984,US
403,1988-12-01,5369.0,122622,0.0437849651775374,US
404,1989-01-01,5055.0,123390,0.0409676635059567,US
405,1989-02-01,4902.0,123135,0.0398099646729199,US
406,1989-03-01,4871.0,123227,0.0395286747222605,US
407,1989-04-01,5048.0,123565,0.0408529923522032,US
408,1989-05-01,4897.0,123474,0.0396601713721107,US
409,1989-06-01,4969.0,123995,0.040074196540183,US
410,1989-07-01,4924.0,123967,0.0397202481305508,US
411,1989-08-01,4888.0,124166,0.039366654317607,US
412,1989-09-01,4825.0,123944,0.0389288711030788,US
413,1989-10-01,4743.0,124211,0.0381850238706716,US
414,1989-11-01,4800.0,124637,0.0385118383786516,US
415,1989-12-01,4817.0,124497,0.038691695382218,US
416,1990-01-01,4856.0,125833,0.0385908307041873,US
417,1990-02-01,4809.0,125710,0.03825471322886,US
418,1990-03-01,4856.0,125801,0.03860064705368,US
419,1990-04-01,4941.0,125649,0.0393238306711553,US
420,1990-05-01,4988.0,125893,0.0396209479478604,US
421,1990-06-01,5364.0,125573,0.0427161889896713,US
422,1990-07-01,5276.0,125732,0.0419622689530111,US
423,1990-08-01,5365.0,125990,0.0425827446622747,US
424,1990-09-01,5364.0,125892,0.0426079496711467,US
425,1990-10-01,5474.0,125995,0.0434461684987499,US
426,1990-11-01,5492.0,126070,0.0435630998651542,US
427,1990-12-01,5699.0,126142,0.0451792424410584,US
428,1991-01-01,5465.0,125955,0.0433885117700766,US
429,1991-02-01,5971.0,126020,0.0473813680368195,US
430,1991-03-01,6062.0,126238,0.0480204058999667,US
431,1991-04-01,6263.0,126548,0.0494911021904731,US
432,1991-05-01,6052.0,126176,0.0479647476540705,US
433,1991-06-01,6106.0,126331,0.0483333465261891,US
434,1991-07-01,6151.0,126154,0.0487578673684544,US
435,1991-08-01,6180.0,126150,0.0489892984542211,US
436,1991-09-01,6437.0,126650,0.0508251085669167,US
437,1991-10-01,6385.0,126642,0.0504177129230429,US
438,1991-11-01,6495.0,126701,0.0512624209753671,US
439,1991-12-01,6455.0,126664,0.0509615991915619,US
440,1992-01-01,6593.0,127261,0.0518069164944484,US
441,1992-02-01,6551.0,127207,0.0514987382769816,US
442,1992-03-01,6531.0,127604,0.0511817811353876,US
443,1992-04-01,6492.0,127841,0.0507818305551427,US
444,1992-05-01,6550.0,128119,0.0511243453351961,US
445,1992-06-01,6462.0,128459,0.0503039880428774,US
446,1992-07-01,6509.0,128563,0.0506288745595544,US
447,1992-08-01,6485.0,128613,0.050422585586216,US
448,1992-09-01,6410.0,128501,0.0498828802888693,US
449,1992-10-01,6575.0,128026,0.0513567556590067,US
450,1992-11-01,6628.0,128441,0.0516034599543759,US
451,1992-12-01,6458.0,128554,0.0502356986169236,US
452,1993-01-01,6196.0,128400,0.0482554517133956,US
453,1993-02-01,6627.0,128458,0.0515888461598343,US
454,1993-03-01,6318.0,128598,0.0491298464983903,US
455,1993-04-01,6586.0,128584,0.0512194363217818,US
456,1993-05-01,6543.0,129264,0.0506173412551058,US
457,1993-06-01,6635.0,129411,0.0512707575090216,US
458,1993-07-01,6700.0,129397,0.0517786347442367,US
459,1993-08-01,6681.0,129619,0.0515433694134347,US
460,1993-09-01,6575.0,129268,0.0508633227094099,US
461,1993-10-01,6376.0,129573,0.0492077824855487,US
462,1993-11-01,6250.0,129711,0.0481840399040944,US
463,1993-12-01,6291.0,129941,0.0484142803272254,US
464,1994-01-01,4947.0,130596,0.0378801800973996,US
465,1994-02-01,4677.0,130669,0.0357927281910782,US
466,1994-03-01,4890.0,130400,0.0375,US
467,1994-04-01,4752.0,130621,0.0363800613990093,US
468,1994-05-01,4836.0,130779,0.0369784139655449,US
469,1994-06-01,4816.0,130561,0.036886972373067,US
470,1994-07-01,4505.0,130652,0.034480911122677,US
471,1994-08-01,4359.0,131275,0.0332051037897543,US
472,1994-09-01,4332.0,131421,0.0329627685073161,US
473,1994-10-01,4472.0,131744,0.0339446198688365,US
474,1994-11-01,4468.0,131891,0.033876458590806,US
475,1994-12-01,4440.0,131951,0.0336488544990185,US
476,1995-01-01,4550.0,132038,0.034459776730941,US
477,1995-02-01,4397.0,132115,0.0332816107179351,US
478,1995-03-01,4451.0,132108,0.033692130680958,US
479,1995-04-01,4428.0,132590,0.0333961837242627,US
480,1995-05-01,4513.0,131851,0.0342280301249137,US
481,1995-06-01,4489.0,131949,0.0340207201267156,US
482,1995-07-01,4436.0,132343,0.0335189620909303,US
483,1995-08-01,4513.0,132336,0.0341025873534034,US
484,1995-09-01,4580.0,132611,0.0345371047650647,US
485,1995-10-01,4462.0,132716,0.033620663672805,US
486,1995-11-01,4489.0,132614,0.0338501214049798,US
487,1995-12-01,4434.0,132511,0.033461373018089,US
488,1996-01-01,4022.0,132616,0.0303281655305543,US
489,1996-02-01,4420.0,132952,0.0332450809314639,US
490,1996-03-01,4429.0,133180,0.0332557441057215,US
491,1996-04-01,4464.0,133409,0.0334610108763276,US
492,1996-05-01,4327.0,133667,0.0323714903454106,US
493,1996-06-01,4312.0,133697,0.0322520325811349,US
494,1996-07-01,4358.0,134284,0.0324536057907122,US
495,1996-08-01,4391.0,134054,0.0327554567562325,US
496,1996-09-01,4382.0,134515,0.0325762926067724,US
497,1996-10-01,4372.0,134921,0.0324041476123064,US
498,1996-11-01,4025.0,135007,0.0298132689416104,US
499,1996-12-01,4365.0,135113,0.032306291770592,US
