Unnamed: 0,x,y,year
19,0.6220180180180181,0.0878940214523915,2011
20,0.6998075675675677,0.1037968811905829,2011
21,0.7669201201201201,0.125270257550368,2011
22,0.969876447876448,0.2149495419057574,2011
23,1.0510045045045044,0.2563576128614803,2011
24,1.1874630630630632,0.3314167705769916,2011
25,1.2593693693693695,0.3517998470595156,2011
26,1.385585585585586,0.3911104474640387,2011
27,0.8702702702702705,0.1597780100542531,2011
28,0.437837837837838,0.047115623911204,2011
29,-0.2828828828828829,-0.0375242645960878,2011
30,-0.1747747747747747,-0.0238614304912647,2011
0,-1.3554054054054054,-0.4017581988316792,1971
1,-1.281538018018018,-0.4069320153302473,1971
2,-1.2115927927927927,-0.3842868107610375,1971
3,-1.140993873873874,-0.3574332273157135,1971
4,-1.0685065065065065,-0.328107350444367,1971
5,-0.9952201801801802,-0.2964997655666717,1971
6,-0.9246212612612612,-0.2657793220845157,1971
7,-0.8540223423423424,-0.2365621935194861,1971
8,-0.7830602602602603,-0.2087932031478993,1971
9,-0.7089023423423422,-0.1826432984918621,1971
10,-0.6370686686686686,-0.160554701662989,1971
11,-0.5644360360360361,-0.1402489149370365,1971
12,-0.4918034034034033,-0.1212237298071553,1971
13,-0.4199697297297298,-0.099975875765268,1971
14,-0.3500245045045043,-0.0798696030560947,1971
15,-0.2768108108108107,-0.0655259964887037,1971
16,-0.0684459459459458,-0.0104170181922252,1971
17,0.0088533333333333,0.0050313483649395,1971
18,0.1554441441441441,0.0392798417201731,1971
19,0.2330702702702702,0.0592168222089493,1971
20,0.3049765765765768,0.0722715096311781,1971
21,0.3742681081081083,0.0882111622119357,1971
22,0.4487891891891891,0.1059733840570859,1971
23,0.5214218218218216,0.1254701477720813,1971
24,0.5926018018018018,0.1433955832779037,1971
25,0.6632007207207209,0.1625602423970931,1971
26,0.7409902702702704,0.1838750358369418,1971
27,0.8148576576576578,0.2079285464771654,1971
28,0.8926472072072069,0.237826660693843,1971
29,0.9659335335335332,0.2638200139365886,1971
30,1.0377672072072073,0.2859828485391469,1971
31,1.108366126126126,0.3143648021502165,1971
32,1.180926126126126,0.3347491450264931,1971
33,1.2528324324324325,0.3508977760281628,1971
34,1.3221239639639644,0.3573232673834055,1971
35,1.377034234234234,0.3463985018167339,1971
0,-1.3554054054054054,-0.4059644435998026,1991
1,-1.2854601801801802,-0.3913839920860087,1991
2,-1.2261193193193192,-0.3605542736106271,1991
3,-1.1592972972972972,-0.338889839864978,1991
4,-1.089352072072072,-0.3023830088099148,1991
5,-1.0154846846846848,-0.2636949552264471,1991
6,-0.9422709909909908,-0.228673176048977,1991
7,-0.8736331531531532,-0.1984511288636703,1991
8,-0.7997657657657657,-0.1667329898959733,1991
9,-0.7227751751751752,-0.1391393611843888,1991
10,-0.6592216216216216,-0.1199067617341098,1991
11,-0.5840468468468467,-0.1006345353640932,1991
12,-0.5121405405405406,-0.0870066142234651,1991
13,-0.4402342342342342,-0.0713514956945896,1991
14,-0.3683279279279279,-0.0594622569581132,1991
15,-0.2964216216216215,-0.0519918529780406,1991
16,-0.2245153153153152,-0.0349017520282713,1991
17,-0.0807027027027027,-0.0127632544649118,1991
18,0.000645845845846,0.0033723347657048,1991
19,0.0768374774774776,0.0129551271713703,1991
20,0.1480900900900901,0.0222334489436699,1991
21,0.2905953153153155,0.0378404064008758,1991
22,0.6547027027027028,0.1131296227166392,1991
23,0.8744164164164163,0.1939773170961016,1991
24,0.9314330330330332,0.2110196514193753,1991
25,1.1286306306306308,0.3133649725566854,1991
26,1.2005369369369372,0.3371744356360379,1991
27,1.270482162162162,0.3560666676621373,1991
28,1.3443495495495494,0.3783321446509292,1991
29,1.390108108108108,0.3898095415857847,1991
30,-1.3855855855855856,-0.3978796476034043,1991
31,0.4882882882882884,0.0719078194216316,1991
