speed,x,pred
6,70,627.4698673000042
6,71,630.9959096215766
6,72,634.6657229319366
6,73,638.4839892416315
6,74,642.4553905612097
6,75,646.5846089012184
6,76,650.8763262722057
6,77,655.335224684719
6,78,659.9659861493067
6,79,664.7732926765159
6,80,669.7618262768948
6,81,674.9362689609908
6,82,680.3013027393521
6,83,685.861609622526
6,84,691.6218716210607
6,85,697.5867707455035
6,86,703.7609890064027
6,87,710.1492084143056
6,88,716.7561109797604
6,89,723.5863787133143
6,90,730.6446936255156
6,91,737.9357377269116
6,92,745.4641930280507
6,93,753.2347415394798
6,94,761.2520652717475
6,95,769.520846235401
6,96,778.0457664409885
6,97,786.8315078990572
6,98,795.8827526201554
6,99,805.2041826148305
6,100,814.8004798936307
7,0,594.942001911865
7,1,599.7282172583638
7,2,604.3592935965758
7,3,608.8396235711429
7,4,613.1735998267067
7,5,617.3656150079095
7,6,621.4200617593933
7,7,625.3413327257999
7,8,629.1338205517714
7,9,632.8019178819494
7,10,636.3500173609764
7,11,639.7825116334939
7,12,643.1037933441442
7,13,646.3182551375689
7,14,649.4302896584103
7,15,652.4442895513101
7,16,655.3646474609105
7,17,658.1957560318534
7,18,660.9420079087805
7,19,663.6077957363342
7,20,666.197512159156
7,21,668.7155498218882
7,22,671.1663013691727
7,23,673.5541594456513
7,24,675.8835166959661
7,25,678.1587657647589
7,26,680.3842992966719
7,27,682.564509936347
7,28,684.703790328426
7,29,686.8065331175509
7,30,688.8771309483639
7,31,690.9199764655067
7,32,692.9394623136212
7,33,694.9399811373497
7,34,696.9259255813339
7,35,698.9016882902157
7,36,700.8716619086373
7,37,702.8402390812405
7,38,704.8118124526673
7,39,706.7907746675596
7,40,708.7815183705595
7,41,710.7884362063089
7,42,712.8159208194496
7,43,714.8683648546238
7,44,716.9501609564733
7,45,719.0657017696401
7,46,721.2193799387662
7,47,723.4155881084936
7,48,725.6587189234641
7,49,727.9531650283197
7,50,730.3033190677027
7,51,732.7135736862546
7,52,735.1883215286175
7,53,737.7319552394333
7,54,740.348867463344
7,55,743.043450844992
7,56,745.8200980290186
7,57,748.6832016600661
7,58,751.6371543827763
7,59,754.6863488417912
7,60,757.8351776817531
7,61,761.0880335473034
7,62,764.4493090830845
7,63,767.923396933738
7,64,771.5146897439063
7,65,775.2275801582309
7,66,779.066460821354
7,67,783.0357243779175
7,68,787.1397634725635
7,69,791.3829707499339
7,70,795.7697388546704
7,71,800.3044604314152
7,72,804.9915281248103
7,73,809.8353345794976
7,74,814.8402724401191
7,75,820.0107343513166
7,76,825.3511129577322
7,77,830.8658009040078
7,78,836.5591908347853
7,79,842.435675394707
7,80,848.4996472284145
7,81,854.7554989805498
7,82,861.2076232957548
7,83,867.8604128186719
7,84,874.7182601939425
7,85,881.7855580662089
7,86,889.0666990801129
7,87,896.5660758802965
7,88,904.288081111402
7,89,912.2371074180705
7,90,920.4175474449448
7,91,928.8337938366666
7,92,937.490239237878
7,93,946.3912762932202
7,94,955.5412976473364
7,95,964.9446959448676
7,96,974.605863830456
7,97,984.5291939487436
7,98,994.7190789443724
7,99,1005.1799114619844
7,100,1015.9160841462216
8,0,660.9177793944918
8,1,666.144035760447
8,2,671.2024842576077
8,3,676.0979314133563
8,4,680.8351837550742
8,5,685.4190478101439
8,6,689.8543301059467
8,7,694.1458371698648
8,8,698.2983755292798
8,9,702.3167517115738
8,10,706.2057722441285
8,11,709.970243654326
8,12,713.614972469548
8,13,717.1447652171763
8,14,720.564428424593
8,15,723.8787686191797
8,16,727.0925923283185
8,17,730.2107060793912
8,18,733.2379163997796
8,19,736.1790298168656
8,20,739.0388528580311
8,21,741.822192050658
8,22,744.533853922128
8,23,747.1786449998233
8,24,749.7613718111253
8,25,752.2868408834163
8,26,754.759858744078
8,27,757.1852319204924
8,28,759.567766940041
8,29,761.9122703301061
8,30,764.2235486180692
8,31,766.5064083313126
8,32,768.7656559972177
8,33,771.0060981431668
8,34,773.2325412965415
8,35,775.4497919847236
8,36,777.6626567350952
8,37,779.875942075038
8,38,782.094454531934
8,39,784.3230006331652
8,40,786.566386906113
8,41,788.8294198781597
8,42,791.116906076687
8,43,793.4336520290767
8,44,795.7844642627109
8,45,798.1741493049713
8,46,800.6075136832399
8,47,803.0893639248982
8,48,805.6245065573285
8,49,808.2177481079125
8,50,810.8738951040322
8,51,813.5977540730692
8,52,816.3941315424056
8,53,819.2678340394231
8,54,822.2236680915037
8,55,825.2664402260292
8,56,828.4009569703816
8,57,831.6320248519427
8,58,834.9644503980942
8,59,838.4030401362181
8,60,841.9526005936965
8,61,845.6179382979108
8,62,849.4038597762433
8,63,853.3151715560756
8,64,857.3566801647899
8,65,861.5331921297675
8,66,865.8495139783906
8,67,870.3104522380413
8,68,874.9208134361011
8,69,879.6854040999522
8,70,884.6090307569759
8,71,889.6964999345546
8,72,894.9526181600703
8,73,900.3821919609044
8,74,905.9900278644388
8,75,911.7809323980556
8,76,917.7597120891368
8,77,923.931173465064
8,78,930.300123053219
8,79,936.8713673809838
8,80,943.6497129757404
8,81,950.6399663648706
8,82,957.846934075756
8,83,965.2754226357788
8,84,972.930238572321
8,85,980.8161884127638
8,86,988.9380786844896
8,87,997.3007159148804
8,88,1005.9089066313178
8,89,1014.7674573611836
8,90,1023.8811746318596
8,91,1033.254864970728
8,92,1042.8933349051708
8,93,1052.8013909625693
8,94,1062.9838396703055
8,95,1073.4454875557617
8,96,1084.1911411463195
8,97,1095.2256069693608
8,98,1106.553691552267
8,99,1118.180201422421
8,100,1130.109943107204
10,0,819.5830262296014
10,1,825.8012981561404
10,2,831.8221577653906
10,3,837.6513385558658
10,4,843.2945740260807
10,5,848.7575976745495
10,6,854.0461429997868
10,7,859.1659435003064
10,8,864.122732674623
10,9,868.9222440212508
10,10,873.5702110387041
10,11,878.0723672254973
10,12,882.4344460801445
10,13,886.6621811011604
10,14,890.7613057870591
10,15,894.7375536363548
10,16,898.5966581475622
10,17,902.3443528191953
10,18,905.9863711497684
10,19,909.5284466377958
10,20,912.976312781792
10,21,916.3357030802714
10,22,919.6123510317482
10,23,922.8119901347368
10,24,925.940353887751
10,25,929.0031757893058
10,26,932.0061893379152
10,27,934.9551280320936
10,28,937.8557253703556
10,29,940.7137148512148
10,30,943.534829973186
10,31,946.3248042347836
10,32,949.0893711345218
10,33,951.8342641709148
10,34,954.5652168424772
10,35,957.2879626477228
10,36,960.0082350851666
10,37,962.7317676533224
10,38,965.4642938507048
10,39,968.2115471758278
10,40,970.9792611272064
10,41,973.773169203354
10,42,976.5990049027856
10,43,979.4625017240152
10,44,982.3693931655572
10,45,985.3254127259264
10,46,988.336293903636
10,47,991.4077701972016
10,48,994.5455751051364
10,49,997.7554421259558
10,50,1001.0431047581732
10,51,1004.4142965003032
10,52,1007.8747508508602
10,53,1011.4302013083588
10,54,1015.0863813713128
10,55,1018.8490245382368
10,56,1022.7238643076448
10,57,1026.716634178052
10,58,1030.8330676479716
10,59,1035.0788982159186
10,60,1039.4598593804071
10,61,1043.9816846399517
10,62,1048.6501074930663
10,63,1053.4708614382655
10,64,1058.4496799740634
10,65,1063.5922965989744
10,66,1068.9044448115133
10,67,1074.3918581101937
10,68,1080.0602699935305
10,69,1085.915413960037
10,70,1091.9630235082288
10,71,1098.2088321366195
10,72,1104.658573343724
10,73,1111.317980628056
10,74,1118.19278748813
10,75,1125.2887274224602
10,76,1132.6115339295611
10,77,1140.1669405079472
10,78,1147.9606806561326
10,79,1155.9984878726316
10,80,1164.286095655959
10,81,1172.8292375046278
10,82,1181.6336469171538
10,83,1190.7050573920503
10,84,1200.0492024278326
10,85,1209.671815523014
10,86,1219.5786301761095
10,87,1229.7753798856334
10,88,1240.2677981500997
10,89,1251.0616184680223
10,90,1262.1625743379168
10,91,1273.5763992582963
10,92,1285.308826727676
10,93,1297.3655902445696
10,94,1309.7524233074917
10,95,1322.4750594149568
10,96,1335.5392320654787
10,97,1348.9506747575722
10,98,1362.715120989751
10,99,1376.8383042605303
10,100,1391.325958068424
15,0,1138.7832834079409
15,1,1146.4764334762772
15,2,1153.9652141374445
15,3,1161.2558640361406
15,4,1168.3546218170657
15,5,1175.2677261249178
15,6,1182.0014156043962
15,7,1188.5619289002
15,8,1194.955504657028
15,9,1201.1883815195788
15,10,1207.2667981325517
15,11,1213.1969931406452
15,12,1218.985205188559
15,13,1224.6376729209908
15,14,1230.1606349826409
15,15,1235.5603300182063
15,16,1240.8429966723882
15,17,1246.0148735898845
15,18,1251.082199415394
15,19,1256.0512127936156
15,20,1260.9281523692482
15,21,1265.7192567869909
15,22,1270.430764691543
15,23,1275.0689147276023
15,24,1279.639945539869
15,25,1284.150095773041
15,26,1288.6056040718177
15,27,1293.012709080898
15,28,1297.3776494449808
15,29,1301.7066638087651
15,30,1306.00599081695
15,31,1310.2818691142336
15,32,1314.5405373453154
15,33,1318.7882341548946
15,34,1323.0311981876694
15,35,1327.2756680883392
15,36,1331.527882501603
15,37,1335.7940800721594
15,38,1340.0804994447076
15,39,1344.3933792639464
15,40,1348.7389581745747
15,41,1353.1234748212912
15,42,1357.5531678487953
15,43,1362.0342759017856
15,44,1366.573037624961
15,45,1371.1756916630202
15,46,1375.8484766606628
15,47,1380.5976312625871
15,48,1385.429394113493
15,49,1390.3500038580778
15,50,1395.3656991410414
15,51,1400.482718607083
15,52,1405.7073009009007
15,53,1411.045684667194
15,54,1416.504108550662
15,55,1422.0888111960028
15,56,1427.806031247916
15,57,1433.6620073511003
15,58,1439.6629781502547
15,59,1445.8151822900782
15,60,1452.1248584152693
15,61,1458.5982451705274
15,62,1465.241581200551
15,63,1472.0611051500396
15,64,1479.063055663691
15,65,1486.2536713862055
15,66,1493.6391909622814
15,67,1501.2258530366173
15,68,1509.0198962539127
15,69,1517.027559258866
15,70,1525.2550806961765
15,71,1533.708699210543
15,72,1542.3946534466645
15,73,1551.3191820492398
15,74,1560.4885236629673
15,75,1569.9089169325468
15,76,1579.5866005026771
15,77,1589.5278130180568
15,78,1599.738793123385
15,79,1610.2257794633604
15,80,1620.995010682682
15,81,1632.052725426049
15,82,1643.4051623381597
15,83,1655.0585600637137
15,84,1667.019157247409
15,85,1679.293192533946
15,86,1691.8869045680224
15,87,1704.8065319943375
15,88,1718.0583134575902
15,89,1731.6484876024797
15,90,1745.5832930737042
15,91,1759.8689685159634
15,92,1774.5117525739556
15,93,1789.51788389238
15,94,1804.893601115936
15,95,1820.6451428893213
15,96,1836.778747857236
15,97,1853.3006546643785
15,98,1870.217101955448
15,99,1887.5343283751424
15,100,1905.258572568162
20,0,1386.54860797669
20,1,1394.9377840831478
20,2,1403.1339082697984
20,3,1411.1433756394158
20,4,1418.972581294773
20,5,1426.6279203386437
20,6,1434.1157878738015
20,7,1441.4425790030198
20,8,1448.6146888290723
20,9,1455.6385124547326
20,10,1462.5204449827736
20,11,1469.2668815159695
20,12,1475.884217157094
20,13,1482.3788470089196
20,14,1488.7571661742209
20,15,1495.025569755771
20,16,1501.1904528563432
20,17,1507.2582105787114
20,18,1513.235238025649
20,19,1519.1279302999294
20,20,1524.9426825043265
20,21,1530.685889741613
20,22,1536.3639471145636
20,23,1541.9832497259508
20,24,1547.550192678549
20,25,1553.071171075131
20,26,1558.5525800184705
20,27,1564.000814611341
20,28,1569.4222699565164
20,29,1574.82334115677
20,30,1580.2104233148752
20,31,1585.5899115336058
20,32,1590.968200915735
20,33,1596.3516865640363
20,34,1601.746763581284
20,35,1607.1598270702505
20,36,1612.5972721337105
20,37,1618.0654938744362
20,38,1623.5708873952024
20,39,1629.1198477987816
20,40,1634.718770187948
20,41,1640.374049665475
20,42,1646.092081334136
20,43,1651.8792602967044
20,44,1657.741981655954
20,45,1663.686640514658
20,46,1669.7196319755906
20,47,1675.8473511415248
20,48,1682.0761931152338
20,49,1688.412552999492
20,50,1694.8628258970723
20,51,1701.433406910748
20,52,1708.1306911432937
20,53,1714.9610736974817
20,54,1721.930949676086
20,55,1729.0467141818808
20,56,1736.3147623176385
20,57,1743.7414891861335
20,58,1751.3332898901388
20,59,1759.0965595324278
20,60,1767.0376932157749
20,61,1775.1630860429527
20,62,1783.4791331167353
20,63,1791.992229539896
20,64,1800.7087704152082
20,65,1809.6351508454457
20,66,1818.777765933382
20,67,1828.14301078179
20,68,1837.737280493444
20,69,1847.5669701711176
20,70,1857.638474917584
20,71,1867.9581898356168
20,72,1878.5325100279888
20,73,1889.3678305974747
20,74,1900.470546646848
20,75,1911.8470532788808
20,76,1923.503745596348
20,77,1935.4470187020224
20,78,1947.6832676986785
20,79,1960.2188876890884
20,80,1973.0602737760264
20,81,1986.2138210622663
20,82,1999.6859246505812
20,83,2013.4829796437452
20,84,2027.6113811445312
20,85,2042.077524255713
20,86,2056.887804080064
20,87,2072.0486157203577
20,88,2087.566354279368
20,89,2103.4474148598674
20,90,2119.6981925646305
20,91,2136.3250824964307
20,92,2153.334479758041
20,93,2170.7327794522357
20,94,2188.526376681787
20,95,2206.7216665494702
20,96,2225.3250441580576
20,97,2244.342904610323
20,98,2263.78164300904
20,99,2283.6476544569823
20,100,2303.947334056923
30,0,1758.36060362135
30,1,1765.6858031811942
30,2,1772.9037258806518
30,3,1780.0203230516877
30,4,1787.0415460262675
30,5,1793.973346136357
30,6,1800.8216747139204
30,7,1807.5924830909237
30,8,1814.2917225993317
30,9,1820.9253445711097
30,10,1827.4993003382235
30,11,1834.0195412326375
30,12,1840.4920185863184
30,13,1846.9226837312297
30,14,1853.3174879993376
30,15,1859.682382722608
30,16,1866.0233192330047
30,17,1872.346248862494
30,18,1878.6571229430408
30,19,1884.9618928066104
30,20,1891.2665097851684
30,21,1897.5769252106795
30,22,1903.8990904151087
30,23,1910.2389567304228
30,24,1916.602475488586
30,25,1922.9955980215636
30,26,1929.4242756613207
30,27,1935.8944597398229
30,28,1942.412101589035
30,29,1948.983152540923
30,30,1955.613563927452
30,31,1962.3092870805865
30,32,1969.076273332292
30,33,1975.9204740145349
30,34,1982.8478404592795
30,35,1989.8643239984908
30,36,1996.975875964135
30,37,2004.188447688177
30,38,2011.5079905025807
30,39,2018.9404557393136
30,40,2026.49179473034
30,41,2034.167958807625
30,42,2041.9748993031333
30,43,2049.918567548832
30,44,2058.0049148766843
30,45,2066.239892618657
30,46,2074.6294521067143
30,47,2083.179544672822
30,48,2091.896121648945
30,49,2100.785134367049
30,50,2109.8525341591
30,51,2119.1042723570617
30,52,2128.5463002929005
30,53,2138.1845692985808
30,54,2148.0250307060683
30,55,2158.073635847328
30,56,2168.336336054326
30,57,2178.819082659026
30,58,2189.527826993396
30,59,2200.468520389398
30,60,2211.647114178999
30,61,2223.069559694164
30,62,2234.7418082668587
30,63,2246.6698112290483
30,64,2258.859519912697
30,65,2271.3168856497714
30,66,2284.047859772236
30,67,2297.058393612056
30,68,2310.354438501197
30,69,2323.9419457716244
30,70,2337.826866755303
30,71,2352.015152784199
30,72,2366.5127551902765
30,73,2381.325625305501
30,74,2396.4597144618383
30,75,2411.920973991253
30,76,2427.7153552257114
30,77,2443.8488094971776
30,78,2460.327288137618
30,79,2477.156742478997
30,80,2494.34312385328
30,81,2511.892383592432
30,82,2529.8104730284194
30,83,2548.1033434932065
30,84,2566.7769463187583
30,85,2585.837232837041
30,86,2605.2901543800194
30,87,2625.1416622796587
30,88,2645.397707867924
30,89,2666.0642424767816
30,90,2687.147217438195
30,91,2708.6525840841314
30,92,2730.586293746554
30,93,2752.9542977574306
30,94,2775.7625474487245
30,95,2799.016994152401
30,96,2822.7235892004264
30,97,2846.888283924765
30,98,2871.517029657383
30,99,2896.6157777302446
30,100,2922.1904794753164
40,0,2056.855647994004
40,1,2065.2968785600383
40,2,2073.600237771916
40,3,2081.7732418629294
40,4,2089.823407066369
40,5,2097.7582496155264
40,6,2105.585285743693
40,7,2113.3120316841587
40,8,2120.946003670216
40,9,2128.494717935154
40,10,2135.9656907122658
40,11,2143.366438234842
40,12,2150.704476736173
40,13,2157.987322449552
40,14,2165.222491608267
40,15,2172.4175004456106
40,16,2179.5798651948758
40,17,2186.71710208935
40,18,2193.836727362328
40,19,2200.946257247097
40,20,2208.0532079769523
40,21,2215.165095785182
40,22,2222.2894369050787
40,23,2229.433747569933
40,24,2236.6055440130363
40,25,2243.812342467679
40,26,2251.0616591671533
40,27,2258.361010344749
40,28,2265.717912233759
40,29,2273.1398810674727
40,30,2280.634433079182
40,31,2288.2090845021776
40,32,2295.871351569752
40,33,2303.628750515194
40,34,2311.488797571797
40,35,2319.4590089728504
40,36,2327.546900951646
40,37,2335.7599897414752
40,38,2344.105791575629
40,39,2352.5918226873982
40,40,2361.225599310074
40,41,2370.014637676948
40,42,2378.9664540213103
40,43,2388.088564576453
40,44,2397.388485575667
40,45,2406.873733252244
40,46,2416.551823839473
40,47,2426.4302735706474
40,48,2436.5165986790566
40,49,2446.818315397993
40,50,2457.342939960748
40,51,2468.097988600612
40,52,2479.090977550876
40,53,2490.32942304483
40,54,2501.820841315767
40,55,2513.572748596978
40,56,2525.5926611217533
40,57,2537.8880951233846
40,58,2550.466566835162
40,59,2563.3355924903776
40,60,2576.5026883223227
40,61,2589.9753705642884
40,62,2603.7611554495643
40,63,2617.867559211444
40,64,2632.302098083216
40,65,2647.0722882981727
40,66,2662.185646089606
40,67,2677.6496876908054
40,68,2693.471929335063
40,69,2709.6598872556706
40,70,2726.221077685918
40,71,2743.1630168590964
40,72,2760.4932210084976
40,73,2778.2192063674124
40,74,2796.3484891691323
40,75,2814.888585646948
40,76,2833.847012034149
40,77,2853.2312845640304
40,78,2873.0489194698803
40,79,2893.30743298499
40,80,2914.014341342652
40,81,2935.1771607761552
40,82,2956.8034075187934
40,83,2978.9005978038563
40,84,3001.476247864635
40,85,3024.5378739344205
40,86,3048.0929922465043
40,87,3072.149119034177
40,88,3096.7137705307314
40,89,3121.7944629694566
40,90,3147.398712583644
40,91,3173.534035606586
40,92,3200.207948271572
40,93,3227.4279668118943
40,94,3255.201607460844
40,95,3283.536386451712
40,96,3312.439820017789
40,97,3341.919424392366
40,98,3371.9827158087355
40,99,3402.637210500188
40,100,3433.8904247000137
50,0,2355.3478892591224
50,1,2360.3666362539484
50,2,2365.4781619405094
50,3,2370.686305651966
50,4,2375.994906721478
50,5,2381.4078044822054
50,6,2386.9288382673085
50,7,2392.561847409948
50,8,2398.310671243283
50,9,2404.1791491004747
50,10,2410.171120314682
50,11,2416.2904242190666
50,12,2422.5409001467874
50,13,2428.9263874310054
50,14,2435.45072540488
50,15,2442.1177534015724
50,16,2448.9313107542416
50,17,2455.8952367960483
50,18,2463.0133708601525
50,19,2470.289552279715
50,20,2477.7276203878946
50,21,2485.331414517853
50,22,2493.104774002749
50,23,2501.051538175744
50,24,2509.175546369997
50,25,2517.4806379186693
50,26,2525.97065215492
50,27,2534.649428411909
50,28,2543.5208060227983
50,29,2552.5886243207465
50,30,2561.8567226389146
50,31,2571.328940310462
50,32,2581.0091166685493
50,33,2590.901091046336
50,34,2601.008702776984
50,35,2611.335791193651
50,36,2621.8861956294986
50,37,2632.6637554176878
50,38,2643.672309891376
50,39,2654.9156983837265
50,40,2666.3977602278974
50,41,2678.12233475705
50,42,2690.0932613043437
50,43,2702.3143792029377
50,44,2714.789527785995
50,45,2727.522546386673
50,46,2740.5172743381336
50,47,2753.777550973536
50,48,2767.3072156260414
50,49,2781.110107628808
50,50,2795.1900663149977
50,51,2809.5509310177704
50,52,2824.196541070285
50,53,2839.1307358057043
50,54,2854.357354557186
50,55,2869.8802366578907
50,56,2885.70322144098
50,57,2901.830148239612
50,58,2918.264856386947
50,59,2935.011185216147
50,60,2952.0729740603715
50,61,2969.45406225278
50,62,2987.1582891265325
50,63,3005.18949401479
50,64,3023.551516250712
50,65,3042.2481951674586
50,66,3061.2833700981905
50,67,3080.660880376068
50,68,3100.384565334251
50,69,3120.4582643059
50,70,3140.885816624173
50,71,3161.6710616222326
50,72,3182.8178386332384
50,73,3204.32998699035
50,74,3226.211346026728
50,75,3248.465755075533
50,76,3271.097053469924
50,77,3294.1090805430617
50,78,3317.5056756281065
50,79,3341.2906780582184
50,80,3365.4679271665577
50,81,3390.041262286284
50,82,3415.0145227505577
50,83,3440.39154789254
50,84,3466.176177045389
50,85,3492.3722495422667
50,86,3518.983604716333
50,87,3546.014081900747
50,88,3573.467520428669
50,89,3601.34775963326
50,90,3629.65863884768
50,91,3658.403997405089
50,92,3687.587674638647
50,93,3717.213509881514
50,94,3747.2853424668506
50,95,3777.807011727817
50,96,3808.782356997572
50,97,3840.215217609278
50,98,3872.1094328960935
50,99,3904.46884219118
50,100,3937.297284827696
60,0,2528.6958064223813
60,1,2530.040535699582
60,2,2531.64720390259
60,3,2533.5172534256853
60,4,2535.652126663151
60,5,2538.053266009268
60,6,2540.7221138583163
60,7,2543.66011260458
60,8,2546.868704642337
60,9,2550.349332365872
60,10,2554.1034381694653
60,11,2558.132464447398
60,12,2562.437853593952
60,13,2567.021048003409
60,14,2571.883490070049
60,15,2577.0266221881543
60,16,2582.451886752007
60,17,2588.160726155888
60,18,2594.1545827940786
60,19,2600.43489906086
60,20,2607.0031173505145
60,21,2613.860680057323
60,22,2621.0090295755667
60,23,2628.449608299527
60,24,2636.183858623486
60,25,2644.2132229417243
60,26,2652.5391436485243
60,27,2661.163063138167
60,28,2670.086423804933
60,29,2679.310668043105
60,30,2688.837238246964
60,31,2698.667576810792
60,32,2708.8031261288684
60,33,2719.2453285954766
60,34,2729.9956266048976
60,35,2741.055462551413
60,36,2752.426278829304
60,37,2764.109517832851
60,38,2776.1066219563368
60,39,2788.4190335940425
60,40,2801.04819514025
60,41,2813.9955489892395
60,42,2827.2625375352936
60,43,2840.8506031726934
60,44,2854.76118829572
60,45,2868.995735298655
60,46,2883.55568657578
60,47,2898.442484521376
60,48,2913.6575715297245
60,49,2929.2023899951087
60,50,2945.0783823118068
60,51,2961.2869908741027
60,52,2977.8296580762767
60,53,2994.707826312611
60,54,3011.9229379773874
60,55,3029.476435464886
60,56,3047.3697611693883
60,57,3065.604357485177
60,58,3084.181666806533
60,59,3103.1031315277364
60,60,3122.3701940430706
60,61,3141.984296746816
60,62,3161.9468820332545
60,63,3182.259392296668
60,64,3202.923269931336
60,65,3223.9399573315413
60,66,3245.3108968915653
60,67,3267.037531005689
60,68,3289.1213020681957
60,69,3311.563652473364
60,70,3334.3660246154764
60,71,3357.5298608888147
60,72,3381.056603687661
60,73,3404.947695406296
60,74,3429.204578439
60,75,3453.8286951800565
60,76,3478.821488023745
60,77,3504.184399364349
60,78,3529.918871596148
60,79,3556.026347113425
60,80,3582.50826831046
60,81,3609.366077581536
60,82,3636.601217320933
60,83,3664.2151299229326
60,84,3692.209257781816
60,85,3720.5850432918655
60,86,3749.3439288473646
60,87,3778.487356842591
60,88,3808.016769671827
60,89,3837.9336097293553
60,90,3868.239319409456
60,91,3898.935341106412
60,92,3930.023117214503
60,93,3961.504090128012
60,94,3993.37970224122
60,95,4025.651395948408
60,96,4058.3206136438575
60,97,4091.3887977218506
60,98,4124.857390576667
60,99,4158.727834602591
60,100,4193.001572193901
70,0,2762.9141388998905
70,1,2758.7391036545887
70,2,2755.0510561967026
70,3,2751.8477666488143
70,4,2749.127005133504
70,5,2746.886541773355
70,6,2745.124146690948
70,7,2743.8375900088654
70,8,2743.024641849688
70,9,2742.6830723359976
70,10,2742.810651590376
70,11,2743.405149735405
70,12,2744.464336893666
70,13,2745.98598318774
70,14,2747.96785874021
70,15,2750.407733673657
70,16,2753.3033781106624
70,17,2756.6525621738074
70,18,2760.453055985675
70,19,2764.702629668845
70,20,2769.3990533459014
70,21,2774.540097139424
70,22,2780.1235311719943
70,23,2786.147125566195
70,24,2792.608650444607
70,25,2799.505875929813
