Date,Gender,Employment
2005-12-01,Female,0.7220210476134961
2006-01-01,Female,0.721366563217382
2006-02-01,Female,0.723207221154324
2006-03-01,Female,0.7227508207271091
2006-04-01,Female,0.7213013529632509
2006-05-01,Female,0.7235757219953921
2006-06-01,Female,0.725157923064617
2006-07-01,Female,0.726723071831434
2006-08-01,Female,0.725957144630208
2006-09-01,Female,0.725262629826042
2006-10-01,Female,0.729720251703967
2006-11-01,Female,0.727463403739914
2006-12-01,Female,0.727720385378568
2007-01-01,Female,0.727368066071959
2007-02-01,Female,0.7247065623659801
2007-03-01,Female,0.7262812602246569
2007-04-01,Female,0.7226558843997669
2007-05-01,Female,0.7250169355093421
2007-06-01,Female,0.725094165699844
2007-07-01,Female,0.723693108953177
2007-08-01,Female,0.725156596929289
2007-09-01,Female,0.7256357064674129
2007-10-01,Female,0.7242389718771279
2007-11-01,Female,0.725565959570844
2007-12-01,Female,0.7247841286122381
2008-01-01,Female,0.7267433341367401
2008-02-01,Female,0.7248250900225941
2008-03-01,Female,0.725674050469273
2008-04-01,Female,0.727518190058418
2008-05-01,Female,0.7255739374791941
2008-06-01,Female,0.7260778907176519
2008-07-01,Female,0.723865696856796
2008-08-01,Female,0.7206652378534539
2008-09-01,Female,0.723135503206693
2008-10-01,Female,0.719134554501566
2008-11-01,Female,0.71749549597675
2008-12-01,Female,0.71534835493782
2009-01-01,Female,0.710914035512364
2009-02-01,Female,0.7092025468905421
2009-03-01,Female,0.7050754855249269
2009-04-01,Female,0.707088868276145
2009-05-01,Female,0.702955981561977
2009-06-01,Female,0.704513900959257
2009-07-01,Female,0.7049637273024111
2009-08-01,Female,0.700922182355155
2009-09-01,Female,0.695982069582563
2009-10-01,Female,0.6942806061792891
2009-11-01,Female,0.697697512205377
2009-12-01,Female,0.691284227363362
2010-01-01,Female,0.69791955111953
2010-02-01,Female,0.696566172616032
2010-03-01,Female,0.694324660941727
2010-04-01,Female,0.695694619302809
2010-05-01,Female,0.6920057683777711
2010-06-01,Female,0.695032181456495
2010-07-01,Female,0.69231562357192
2010-08-01,Female,0.690741868135044
2010-09-01,Female,0.6915677606759271
2010-10-01,Female,0.69088334382587
2010-11-01,Female,0.6909012186681189
2010-12-01,Female,0.693035901907891
2011-01-01,Female,0.693139211800535
2011-02-01,Female,0.6887030723455391
2011-03-01,Female,0.6915448266993081
2011-04-01,Female,0.6901974069132799
2011-05-01,Female,0.688892124494772
2011-06-01,Female,0.688331773854166
2011-07-01,Female,0.69176434067193
2011-08-01,Female,0.689957816770643
2011-09-01,Female,0.6882864838575761
2011-10-01,Female,0.689350819979692
2011-11-01,Female,0.6874438436416319
2011-12-01,Female,0.688404302891745
2012-01-01,Female,0.688815352909586
2012-02-01,Female,0.688508027941459
2012-03-01,Female,0.691285794392016
2012-04-01,Female,0.690486218988929
2012-05-01,Female,0.691788890119012
2012-06-01,Female,0.690395231612818
2012-07-01,Female,0.6922328755996421
2012-08-01,Female,0.69314101062453
2012-09-01,Female,0.6957308554346411
2012-10-01,Female,0.696178523579306
2012-11-01,Female,0.692748070686509
2012-12-01,Female,0.6924958206697799
2013-01-01,Female,0.688588973715378
2013-02-01,Female,0.689698267009755
2013-03-01,Female,0.689688437618033
2013-04-01,Female,0.691106338272288
2013-05-01,Female,0.693840226852358
2013-06-01,Female,0.691824842531826
2013-07-01,Female,0.695460979418304
2013-08-01,Female,0.696211847957557
2013-09-01,Female,0.696650072038306
2013-10-01,Female,0.690776501479086
2013-11-01,Female,0.692505433402918
2013-12-01,Female,0.693995966265497
2014-01-01,Female,0.698204673323265
2014-02-01,Female,0.700253446691726
2014-03-01,Female,0.697995015408424
2014-04-01,Female,0.699006659277752
2014-05-01,Female,0.698946654632503
2014-06-01,Female,0.7015465052169211
2014-07-01,Female,0.698481011458126
2014-08-01,Female,0.700995820467918
2014-09-01,Female,0.699051348706103
2014-10-01,Female,0.701212798306743
2014-11-01,Female,0.702000030690896
2014-12-01,Female,0.701536394481491
2015-01-01,Female,0.701916599102082
2015-02-01,Female,0.702557309345378
2015-03-01,Female,0.6997589792680979
2015-04-01,Female,0.70218223248388
2015-05-01,Female,0.70495535002794
2015-06-01,Female,0.7046618976560499
2015-07-01,Female,0.702036623660386
2015-08-01,Female,0.702626920937366
2015-09-01,Female,0.7023484258299181
2015-10-01,Female,0.703291852155673
2015-11-01,Female,0.706640307809275
2015-12-01,Female,0.7056306822304179
2016-01-01,Female,0.70739215117055
2016-02-01,Female,0.7082315001489541
2016-03-01,Female,0.709357507200976
2016-04-01,Female,0.708937622448985
2016-05-01,Female,0.710559631218182
2016-06-01,Female,0.709043064529579
2016-07-01,Female,0.7142992485124939
2016-08-01,Female,0.711222159047755
2016-09-01,Female,0.7141592045126239
2016-10-01,Female,0.715092508387866
2016-11-01,Female,0.7140380655675681
2016-12-01,Female,0.713499888716963
2017-01-01,Female,0.7127248056158141
2017-02-01,Female,0.71636687706131
2017-03-01,Female,0.720007378120986
2017-04-01,Female,0.720261794084888
2017-05-01,Female,0.719298911773335
2017-06-01,Female,0.720429518593924
2017-07-01,Female,0.7242963195843809
2017-08-01,Female,0.720671779056445
2017-09-01,Female,0.7255432107476539
2017-10-01,Female,0.7214830997832099
2017-11-01,Female,0.725233026632641
2017-12-01,Female,0.722111297104706
2018-01-01,Female,0.720757617684304
2018-02-01,Female,0.7234385789316239
2018-03-01,Female,0.724118564201908
2018-04-01,Female,0.7229098876385209
2018-05-01,Female,0.7248966832431449
2018-06-01,Female,0.7271567376945229
2018-07-01,Female,0.730921714023332
2018-08-01,Female,0.728213281500483
2018-09-01,Female,0.730801955411132
2018-10-01,Female,0.734036903960526
2018-11-01,Female,0.7318702980078019
2018-12-01,Female,0.732839875863356
2019-01-01,Female,0.7326723950854741
2019-02-01,Female,0.73347757306387
2019-03-01,Female,0.730883102953057
2019-04-01,Female,0.732148059674097
2019-05-01,Female,0.7333474682474239
2019-06-01,Female,0.734227754909603
2019-07-01,Female,0.7313727197017189
2019-08-01,Female,0.738984669036432
2019-09-01,Female,0.7423716941654359
2019-10-01,Female,0.743689709626469
2019-11-01,Female,0.742216881313277
2019-12-01,Female,0.745037292333056
2020-01-01,Female,0.746022552618016
2020-02-01,Female,0.746266484176111
2020-03-01,Female,0.733685844546116
2020-04-01,Female,0.634354251186878
2020-05-01,Female,0.649203220445757
2020-06-01,Female,0.6757469201038
2020-07-01,Female,0.680022088297611
2020-08-01,Female,0.6913606110616951
2020-09-01,Female,0.6897434219577999
2020-10-01,Female,0.701167341542064
2020-11-01,Female,0.703146242710595
2020-12-01,Female,0.7047072972306629
2021-01-01,Female,0.703815970925522
2021-02-01,Female,0.706669230139692
2021-03-01,Female,0.711180501746123
2021-04-01,Female,0.711320944048198
2021-05-01,Female,0.7131486467021411
2021-06-01,Female,0.712680579342881
2021-07-01,Female,0.719524880210674
2021-08-01,Female,0.7193386792613551
2021-09-01,Female,0.721029148907319
2021-10-01,Female,0.722645591942087
2021-11-01,Female,0.730178103334992
2021-12-01,Female,0.733603433514662
2022-01-01,Female,0.733405857059744
2022-02-01,Female,0.732229728796617
2022-03-01,Female,0.741739454543269
2022-04-01,Female,0.7399340919935029
2022-05-01,Female,0.7410463277733341
2022-06-01,Female,0.7383386318144081
2022-07-01,Female,0.741067463551627
2022-08-01,Female,0.7465465476012809
2022-09-01,Female,0.74422413855001
2022-10-01,Female,0.740336427049322
2022-11-01,Female,0.738779491048259
2022-12-01,Female,0.7417315003184219
2023-01-01,Female,0.746623912916324
1977-01-01,Male,0.895342499750852
1977-02-01,Male,0.8971979076883749
1977-03-01,Male,0.897916045101172
1977-04-01,Male,0.900047244443584
1977-05-01,Male,0.8990769306049221
1977-06-01,Male,0.901841470549746
1977-07-01,Male,0.900221893333115
1977-08-01,Male,0.902557608191087
1977-09-01,Male,0.904288656386862
1977-10-01,Male,0.904125052801151
1977-11-01,Male,0.90755270701947
1977-12-01,Male,0.910096579516344
1978-01-01,Male,0.909944905738605
1978-02-01,Male,0.90901889483435
1978-03-01,Male,0.907809591937006
1978-04-01,Male,0.910609765745685
1978-05-01,Male,0.9098650201775328
1978-06-01,Male,0.911351547270484
1978-07-01,Male,0.910815402717846
1978-08-01,Male,0.908325736136145
1978-09-01,Male,0.910548643886306
1978-10-01,Male,0.910044985311994
1978-11-01,Male,0.912798904099802
1978-12-01,Male,0.91203573489656
1979-01-01,Male,0.911336316097363
1979-02-01,Male,0.913004358612065
1979-03-01,Male,0.912370484675003
1979-04-01,Male,0.91019779425922
1979-05-01,Male,0.912821284446212
1979-06-01,Male,0.91398644993783
1979-07-01,Male,0.9142046156514708
1979-08-01,Male,0.9109103005395228
1979-09-01,Male,0.911877489625597
1979-10-01,Male,0.910810123317663
1979-11-01,Male,0.906466128980822
1979-12-01,Male,0.910018329251818
1980-01-01,Male,0.906114181317617
1980-02-01,Male,0.904493173701766
1980-03-01,Male,0.899860466284757
1980-04-01,Male,0.894733027051134
1980-05-01,Male,0.890645777385087
1980-06-01,Male,0.8889699248984521
1980-07-01,Male,0.887465220086717
1980-08-01,Male,0.8869915555872779
1980-09-01,Male,0.887217439757936
1980-10-01,Male,0.890995876498521
1980-11-01,Male,0.891611808969931
1980-12-01,Male,0.891906399915429
1981-01-01,Male,0.892146556607171
1981-02-01,Male,0.890106613510468
1981-03-01,Male,0.8934968233341419
1981-04-01,Male,0.896430721465952
1981-05-01,Male,0.896354722679003
1981-06-01,Male,0.891715386867598
1981-07-01,Male,0.892076079107393
1981-08-01,Male,0.891288598530042
1981-09-01,Male,0.88948424926919
1981-10-01,Male,0.8855513711725991
1981-11-01,Male,0.88287426028379
1981-12-01,Male,0.876205982466854
1982-01-01,Male,0.876213369502822
1982-02-01,Male,0.8768957542917479
1982-03-01,Male,0.8733450616390429
1982-04-01,Male,0.871699368559035
1982-05-01,Male,0.8711146072369399
1982-06-01,Male,0.865837339152462
1982-07-01,Male,0.8639029896793571
1982-08-01,Male,0.862403267526293
1982-09-01,Male,0.856518169100998
1982-10-01,Male,0.8543827188283789
1982-11-01,Male,0.8529943379436701
1982-12-01,Male,0.8523134009003379
1983-01-01,Male,0.854820308559205
1983-02-01,Male,0.8527364677428421
1983-03-01,Male,0.854318815361064
1983-04-01,Male,0.855189706993625
1983-05-01,Male,0.85533635739543
1983-06-01,Male,0.859799233601304
1983-07-01,Male,0.8633757091632449
1983-08-01,Male,0.863251636268189
1983-09-01,Male,0.864393930997098
1983-10-01,Male,0.866882766069472
1983-11-01,Male,0.870491358713265
1983-12-01,Male,0.8747585334147
1984-01-01,Male,0.8762874741336709
1984-02-01,Male,0.87864673853734
1984-03-01,Male,0.880232673793885
1984-04-01,Male,0.879711124874256
1984-05-01,Male,0.8822998832820871
1984-06-01,Male,0.8871214208808129
1984-07-01,Male,0.885613043115288
1984-08-01,Male,0.887982707721922
1984-09-01,Male,0.887111255844946
1984-10-01,Male,0.8876742785326389
1984-11-01,Male,0.887169204465013
1984-12-01,Male,0.886855604483805
1985-01-01,Male,0.885171290730742
1985-02-01,Male,0.886291022209592
1985-03-01,Male,0.8866282095676981
1985-04-01,Male,0.884839639751463
1985-05-01,Male,0.889053962299312
1985-06-01,Male,0.8846608095168681
1985-07-01,Male,0.886752027986989
1985-08-01,Male,0.887340850313161
1985-09-01,Male,0.888326411443972
1985-10-01,Male,0.888895143037603
1985-11-01,Male,0.888152949065747
1985-12-01,Male,0.8869460204713291
1986-01-01,Male,0.8892488443293629
1986-02-01,Male,0.8844530182868159
1986-03-01,Male,0.8852074893602431
1986-04-01,Male,0.8845296909357511
1986-05-01,Male,0.8826856740198931
1986-06-01,Male,0.885117130770029
1986-07-01,Male,0.883393201649491
1986-08-01,Male,0.887020069919344
1986-09-01,Male,0.8857549293429081
1986-10-01,Male,0.882504704615462
1986-11-01,Male,0.885006792827274
1986-12-01,Male,0.887133662762998
1987-01-01,Male,0.887867770353133
1987-02-01,Male,0.887770221882476
1987-03-01,Male,0.887641215193517
1987-04-01,Male,0.8879414905444359
1987-05-01,Male,0.8899607763557199
1987-06-01,Male,0.889423562596636
1987-07-01,Male,0.889890419928068
1987-08-01,Male,0.891333029111788
1987-09-01,Male,0.892020756380283
1987-10-01,Male,0.891601628583371
1987-11-01,Male,0.892700644238425
1987-12-01,Male,0.892285208004989
1988-01-01,Male,0.893221638294856
1988-02-01,Male,0.8942580061172789
1988-03-01,Male,0.8928141997605159
1988-04-01,Male,0.897369700768166
1988-05-01,Male,0.894867569489778
1988-06-01,Male,0.894494990150685
1988-07-01,Male,0.8965852488738141
1988-08-01,Male,0.894993157901162
1988-09-01,Male,0.895490462276065
1988-10-01,Male,0.895673737708653
1988-11-01,Male,0.894658890257935
1988-12-01,Male,0.894083874708259
1989-01-01,Male,0.896974466899972
1989-02-01,Male,0.89682490641347
1989-03-01,Male,0.8977125204761021
1989-04-01,Male,0.895922855009012
1989-05-01,Male,0.8990162628113021
1989-06-01,Male,0.9021777034387648
1989-07-01,Male,0.89992998539179
1989-08-01,Male,0.901309872556348
1989-09-01,Male,0.898402731822104
1989-10-01,Male,0.899196385274351
1989-11-01,Male,0.8990465544909959
1989-12-01,Male,0.899669386919674
1990-01-01,Male,0.896000006734363
1990-02-01,Male,0.897403882953254
1990-03-01,Male,0.8953905255102519
1990-04-01,Male,0.8934326629852509
1990-05-01,Male,0.8940360345441261
1990-06-01,Male,0.893585859260882
1990-07-01,Male,0.890010797857846
1990-08-01,Male,0.8890398668508681
1990-09-01,Male,0.8890512560197059
1990-10-01,Male,0.887664072615584
1990-11-01,Male,0.884991864279463
1990-12-01,Male,0.8819474054514551
1991-01-01,Male,0.880911582183178
1991-02-01,Male,0.8790600935067251
1991-03-01,Male,0.8771394714590249
1991-04-01,Male,0.8787080538164891
1991-05-01,Male,0.8747868704122701
1991-06-01,Male,0.875472473064124
1991-07-01,Male,0.8746158482429629
1991-08-01,Male,0.8729118315668739
1991-09-01,Male,0.875351996075476
1991-10-01,Male,0.8716760559059771
1991-11-01,Male,0.870703680452926
1991-12-01,Male,0.870077616734246
1992-01-01,Male,0.869798174094104
1992-02-01,Male,0.867082659600248
1992-03-01,Male,0.869267571962418
1992-04-01,Male,0.8687715758289469
1992-05-01,Male,0.8680086263953819
1992-06-01,Male,0.868459116714312
1992-07-01,Male,0.869150944907513
1992-08-01,Male,0.8673788762737109
1992-09-01,Male,0.8676701417239789
1992-10-01,Male,0.86665518878555
1992-11-01,Male,0.865105209511949
1992-12-01,Male,0.867140578125239
1993-01-01,Male,0.8680769298292429
1993-02-01,Male,0.8668942885844859
1993-03-01,Male,0.8670817940939609
1993-04-01,Male,0.868332774595072
1993-05-01,Male,0.870336727050756
1993-06-01,Male,0.870044656984463
1993-07-01,Male,0.871181015945171
1993-08-01,Male,0.871570893486686
1993-09-01,Male,0.870734683031135
1993-10-01,Male,0.8712179447182931
1993-11-01,Male,0.874579063193805
1993-12-01,Male,0.8737966419302841
1994-01-01,Male,0.869869673327127
1994-02-01,Male,0.868365231902706
1994-03-01,Male,0.8715230172737329
1994-04-01,Male,0.871212690270493
1994-05-01,Male,0.8736528149022721
1994-06-01,Male,0.870210118739802
