index,accuracy_train,loss_train,step,accuracy_val,loss_val,Experiment
968,1.0,0.0278346041,1415.0,0.5583333313,1.0540097594,5
969,1.0,0.0276604175,1425.0,0.5603333314,1.0464726051,5
970,1.0,0.0274709107,1435.0,0.5589999974,1.0561068793,5
971,1.0,0.0272418944,1445.0,0.5596666634,1.0572296401,5
972,1.0,0.0269994015,1455.0,0.5566666633,1.0639689664,5
973,1.0,0.0269360383,1465.0,0.5613333305,1.0546701372,5
974,1.0,0.0266345151,1475.0,0.5629999975,1.0502634724,5
975,1.0,0.026471002,1485.0,0.5613333305,1.0506183783,5
976,1.0,0.0263377775,1495.0,0.5649999976,1.0428243498,5
977,1.0,0.0262023574,1505.0,0.5629999975,1.0486867368,5
978,1.0,0.0262026482,1515.0,0.5603333314,1.0534037789,5
979,1.0,0.0260408806,1525.0,0.5599999964,1.0593970696,5
980,1.0,0.0260036491,1535.0,0.5609999975,1.0572354833,5
981,1.0,0.0256628141,1545.0,0.5586666644,1.0657598535,5
982,1.0,0.0256329715,1555.0,0.5583333313,1.067275703,5
983,1.0,0.025462242,1565.0,0.5553333302,1.074015375,5
984,1.0,0.0250624269,1575.0,0.5563333293,1.0652289212,5
985,1.0,0.0247851734,1585.0,0.5586666624,1.0594717662,5
986,1.0,0.0246197325,1595.0,0.5609999975,1.0526975135,5
987,1.0,0.0244845977,1605.0,0.5616666655,1.0483018498,5
988,1.0,0.0242745945,1615.0,0.5643333316,1.040867871,5
989,1.0,0.0239117673,1625.0,0.5666666647,1.0354943295,5
990,1.0,0.0237875483,1635.0,0.5679999987,1.0347485562,5
991,1.0,0.0237934694,1645.0,0.5679999987,1.0390377522,5
992,1.0,0.0236661751,1655.0,0.5729999999,1.0287590861,5
993,1.0,0.0235529914,1665.0,0.5716666679,1.0284387549,5
994,1.0,0.0233755109,1675.0,0.5706666668,1.0311613758,5
995,1.0,0.0233342727,1685.0,0.5699999988,1.030522116,5
996,1.0,0.0231709262,1695.0,0.5686666667,1.0393968105,5
997,1.0,0.0230425514,1705.0,0.5676666657,1.043420883,5
998,1.0,0.0229022488,1715.0,0.5659999996,1.0420939167,5
999,1.0,0.0227378118,1725.0,0.5639999996,1.0425764998,5
1000,1.0,0.0226419623,1735.0,0.5593333334,1.0518243909,5
1001,1.0,0.0224792908,1745.0,0.5563333342,1.0460436225,5
1002,1.0,0.0222207767,1755.0,0.5556666682,1.0407563806,5
1003,1.0,0.0221141773,1765.0,0.5543333342,1.0399103721,5
1004,1.0,0.0219905389,1775.0,0.5470000009,1.0515179098,5
1005,1.0,0.0218183896,1785.0,0.5450000008,1.0512026886,5
1006,1.0,0.0215887749,1795.0,0.5383333345,1.062149326,5
1007,1.0,0.0215350259,1805.0,0.5380000005,1.0583190918,5
1008,1.0,0.021302966,1815.0,0.5376666655,1.0575978239,5
1009,1.0,0.0210449246,1825.0,0.5383333335,1.0478218595,5
1010,1.0,0.0208790446,1835.0,0.5369999995,1.0503321052,5
1011,1.0,0.021003185,1845.0,0.5353333334,1.0515648365,5
1012,1.0,0.0208039768,1855.0,0.5376666665,1.0432613969,5
1013,1.0,0.0206486418,1865.0,0.5376666665,1.0451009194,5
1014,1.0,0.020688541,1875.0,0.5370000005,1.0499925832,5
1015,1.0,0.0207621604,1885.0,0.5330000003,1.060244755,5
1016,1.0,0.0206348414,1895.0,0.5293333332,1.0694604377,5
1017,1.0,0.0205511712,1905.0,0.5263333321,1.0734323521,5
1018,1.0,0.02027421,1915.0,0.524666665,1.0804007391,5
1019,1.0,0.0203015586,1925.0,0.523999997,1.0874615212,5
1020,1.0,0.0201255793,1935.0,0.525333331,1.0830495298,5
1021,1.0,0.0198551282,1945.0,0.5233333309,1.0887248417,5
1022,1.0,0.0197933326,1955.0,0.5176666637,1.0991645435,5
1023,1.0,0.0197402955,1965.0,0.5159999967,1.1036419372,5
1024,1.0,0.0195916954,1975.0,0.5169999977,1.0999313136,5
1025,1.0,0.0193719644,1985.0,0.5196666658,1.0982914031,5
1026,1.0,0.01921748,1995.0,0.5209999979,1.0966870884,5
1027,1.0,0.0192486412,2005.0,0.5216666659,1.0933584611,5
1028,1.0,0.0192427562,2015.0,0.525999999,1.0955909928,5
1029,1.0,0.0191616254,2025.0,0.5263333321,1.1014123201,5
1030,1.0,0.0190466156,2035.0,0.5309999983,1.0860467513,5
1031,1.0,0.0188609377,2045.0,0.5299999982,1.0998064597,5
1032,1.0,0.0189103374,2055.0,0.5299999982,1.1032638232,5
1033,1.0,0.0187772014,2065.0,0.5293333322,1.1060834527,5
1034,1.0,0.0187200401,2075.0,0.5316666653,1.1014437,5
1035,1.0,0.0185823719,2085.0,0.5316666653,1.1051986853,5
1036,1.0,0.0185550804,2095.0,0.5309999983,1.1094813506,5
1037,1.0,0.0184906176,2105.0,0.5349999994,1.1059077342,5
1038,1.0,0.0183195949,2115.0,0.5383333335,1.1051191787,5
1039,1.0,0.0183793876,2125.0,0.5400000006,1.1052940985,5
1040,1.0,0.0182674713,2135.0,0.5420000007,1.102369529,5
1041,1.0,0.0180696968,2145.0,0.5473333339,1.0943099002,5
1042,1.0,0.0180395227,2155.0,0.5453333338,1.1093280256,5
1043,1.0,0.0179919923,2165.0,0.5466666679,1.1070797781,5
1044,1.0,0.0177452142,2175.0,0.549000001,1.1084947209,5
1045,1.0,0.0175893706,2185.0,0.549000001,1.1109875818,5
1046,1.0,0.0175678663,2195.0,0.550333333,1.1050307492,5
1047,1.0,0.0174875932,2205.0,0.5523333331,1.1086718818,5
1048,1.0,0.017474531,2215.0,0.5560000002,1.1047132274,5
1049,1.0,0.0172530058,2225.0,0.5556666672,1.0992470602,5
1050,1.0,0.0171645092,2235.0,0.550999999,1.1117351651,5
1051,1.0,0.0170224661,2245.0,0.5533333321,1.1060050448,5
1052,1.0,0.0169442835,2255.0,0.5529999981,1.112679259,5
1053,1.0,0.0167136379,2265.0,0.5553333312,1.1076341192,5
1054,1.0,0.0166112909,2275.0,0.5526666641,1.1098742803,5
1055,1.0,0.0165780264,2285.0,0.5509999971,1.1122047106,5
1056,1.0,0.0166282687,2295.0,0.5446666648,1.1233737628,5
1057,1.0,0.0164390743,2305.0,0.5399999976,1.1267483294,5
1058,1.0,0.016403218,2315.0,0.5373333305,1.1265868922,5
1059,1.0,0.0163320007,2325.0,0.5366666645,1.1264857789,5
1060,1.0,0.0162474733,2335.0,0.5359999985,1.1293641826,5
1061,1.0,0.0161733387,2345.0,0.5353333314,1.1297109822,5
1062,1.0,0.0159091818,2355.0,0.5363333315,1.1271884541,5
1063,1.0,0.0159106987,2365.0,0.5373333305,1.1287328541,5
1064,1.0,0.0159207239,2375.0,0.5396666646,1.137296623,5
1065,1.0,0.015871372,2385.0,0.5436666648,1.1333632449,5
1066,1.0,0.015778401,2395.0,0.5509999981,1.1181514343,5
1067,1.0,0.0156417002,2405.0,0.5516666641,1.114982754,5
1068,1.0,0.0155857263,2415.0,0.5479999969,1.1206884543,5
1069,1.0,0.0155093926,2425.0,0.5449999958,1.1222486456,5
1070,1.0,0.015485152,2435.0,0.5449999958,1.1257969618,5
1071,1.0,0.0153424855,2445.0,0.5389999956,1.1355540752,5
1072,1.0,0.0152097082,2455.0,0.5396666616,1.1293829997,5
1073,1.0,0.0151062304,2465.0,0.5403333277,1.1253557324,5
1074,1.0,0.0151365866,2475.0,0.5373333285,1.130780824,5
1075,1.0,0.0150478423,2485.0,0.5409999957,1.120304356,5
1076,1.0,0.0149117184,2495.0,0.5446666628,1.1135275225,5
1077,1.0,0.0148333333,2505.0,0.5463333299,1.1073726793,5
1078,1.0,0.0148633245,2515.0,0.5439999968,1.1089463731,5
1079,1.0,0.0149108826,2525.0,0.5416666637,1.110483863,5
1080,1.0,0.0148761206,2535.0,0.5376666645,1.1120292087,5
1081,1.0,0.0148716339,2545.0,0.5313333313,1.1195482274,5
1082,1.0,0.0148292913,2555.0,0.5333333323,1.1084656974,5
1083,1.0,0.0148305851,2565.0,0.5283333321,1.1148831149,5
1084,1.0,0.0148213616,2575.0,0.5296666652,1.1101362824,5
1085,1.0,0.0147570649,2585.0,0.5266666651,1.1145203789,5
1086,1.0,0.0146093172,2595.0,0.5289999982,1.1026974042,5
1087,1.0,0.0145788233,2605.0,0.5286666642,1.1149322828,5
1088,1.0,0.0144398032,2615.0,0.5339999974,1.1098228971,5
1089,1.0,0.014326743,2625.0,0.5363333305,1.1074345311,5
1090,1.0,0.0142549755,2635.0,0.5359999975,1.1094625552,5
1091,1.0,0.0143159344,2645.0,0.5379999975,1.1035835107,5
1092,1.0,0.0143224185,2655.0,0.5443333308,1.0922721008,5
1093,1.0,0.0143622936,2665.0,0.5459999979,1.0890082796,5
1094,1.0,0.0142507694,2675.0,0.5476666629,1.0803754608,5
1095,1.0,0.0141900559,2685.0,0.5453333298,1.0809272965,5
1096,1.0,0.014128777,2695.0,0.5399999966,1.0964696229,5
1097,1.0,0.0141607997,2705.0,0.5383333296,1.1001480222,5
1098,1.0,0.0142251,2715.0,0.5376666635,1.1094553431,5
1099,1.0,0.0141519018,2725.0,0.5393333306,1.1154419462,5
1100,1.0,0.0141413218,2735.0,0.5363333295,1.1123249253,5
1101,1.0,0.0141092509,2745.0,0.5406666627,1.099382937,5
1102,1.0,0.0141166751,2755.0,0.5413333287,1.0953520815,5
1103,1.0,0.0140970646,2765.0,0.5399999946,1.099493285,5
1104,1.0,0.0140785136,2775.0,0.5389999936,1.1053720435,5
1105,1.0,0.0139594654,2785.0,0.5363333275,1.1114408433,5
1106,1.0,0.013917339,2795.0,0.5346666604,1.1195910076,5
1107,1.0,0.0139797607,2805.0,0.5309999933,1.1282123864,5
1108,1.0,0.013870903,2815.0,0.5299999942,1.1334360063,5
1109,1.0,0.0137887185,2825.0,0.5306666603,1.1337790747,5
1110,1.0,0.0137259169,2835.0,0.5356666605,1.131167239,5
1111,1.0,0.0137073612,2845.0,0.5426666617,1.1219329615,5
1112,1.0,0.0136302048,2855.0,0.5423333267,1.1327775419,5
1113,1.0,0.0135295875,2865.0,0.54766666,1.1240830998,5
1114,1.0,0.0134495302,2875.0,0.549333327,1.1271996538,5
1115,1.0,0.0134871529,2885.0,0.5559999943,1.1131967207,5
1116,1.0,0.0134970035,2895.0,0.5596666604,1.1075825473,5
1117,1.0,0.0134262344,2905.0,0.5643333266,1.0939571917,5
1118,1.0,0.0134486341,2915.0,0.5626666596,1.0916324675,5
1119,1.0,0.01345527,2925.0,0.5586666604,1.089056168,5
1120,1.0,0.0134404189,2935.0,0.5629999936,1.0783278108,5
1121,1.0,0.0133004624,2945.0,0.5666666607,1.0733966907,5
1122,1.0,0.0132763456,2955.0,0.5626666605,1.0806219637,5
1123,1.0,0.0131277353,2965.0,0.5613333265,1.0879247983,5
1124,1.0,0.0130468049,2975.0,0.5563333273,1.1014452537,5
1125,1.0,0.0130431922,2985.0,0.5583333274,1.094122082,5
1126,1.0,0.0130094095,2995.0,0.5593333274,1.0855361919,5
1127,1.0,0.0129341289,3005.0,0.5553333273,1.0924743871,5
1128,1.0,0.0128010973,3015.0,0.5559999933,1.0772183577,5
1129,1.0,0.0128234094,3025.0,0.5553333273,1.0722217957,5
1130,1.0,0.0127604022,3035.0,0.5526666611,1.0776791096,5
1131,1.0,0.0127676692,3045.0,0.5519999951,1.084176151,5
1132,1.0,0.0126626118,3055.0,0.5476666629,1.0959652583,5
1133,1.0,0.0125698893,3065.0,0.549666663,1.0962618868,5
1134,1.0,0.0125462012,3075.0,0.5459999969,1.0951260765,5
1135,1.0,0.0125649693,3085.0,0.5436666628,1.0912213326,5
1136,1.0,0.0125808386,3095.0,0.5403333306,1.09844021,5
1137,1.0,0.0124674404,3105.0,0.5379999975,1.0976585428,5
1138,1.0,0.0124233237,3115.0,0.5399999976,1.0903707961,5
1139,1.0,0.0123201663,3125.0,0.5369999985,1.0975474656,5
1140,1.0,0.0122144338,3135.0,0.5333333313,1.100615265,5
1141,1.0,0.0121232631,3145.0,0.5299999972,1.101037842,5
1142,1.0,0.012088096,3155.0,0.5303333322,1.0952919026,5
1143,1.0,0.0120825689,3165.0,0.5276666661,1.103168414,5
1144,1.0,0.0120707125,3175.0,0.524333333,1.1113082588,5
1145,1.0,0.0119702594,3185.0,0.5223333329,1.1231578191,5
1146,1.0,0.0119086194,3195.0,0.524,1.1236817718,5
1147,1.0,0.0119408418,3205.0,0.5219999999,1.1260194818,5
1148,1.0,0.0118040786,3215.0,0.5176666677,1.1362274448,5
1149,1.0,0.0117142198,3225.0,0.5216666669,1.1396944404,5
1150,1.0,0.0116988529,3235.0,0.5186666658,1.1439284186,5
1151,1.0,0.0117226073,3245.0,0.5156666646,1.1462675035,5
1152,1.0,0.0117316243,3255.0,0.5163333307,1.1465632816,5
1153,1.0,0.0117203038,3265.0,0.5136666646,1.156454132,5
1154,1.0,0.0116704427,3275.0,0.5176666647,1.1399818301,5
1155,1.0,0.0115846072,3285.0,0.5143333306,1.148127383,5
1156,1.0,0.0115559248,3295.0,0.5183333308,1.1398440957,5
1157,1.0,0.0114870784,3305.0,0.5196666648,1.1308333437,5
1158,1.0,0.0114226583,3315.0,0.5176666657,1.1445371767,5
1159,1.0,0.0113056359,3325.0,0.5169999977,1.1446968575,5
1160,1.0,0.01128338,3335.0,0.5199999988,1.1383703013,5
1161,1.0,0.0112318386,3345.0,0.5209999979,1.1385504584,5
1162,1.0,0.0111702557,3355.0,0.5209999979,1.1328779439,5
1163,1.0,0.0112021346,3365.0,0.5189999978,1.1297346969,5
1164,1.0,0.0111486773,3375.0,0.5223333309,1.1213493764,5
1165,1.0,0.0110300427,3385.0,0.52433333,1.1223321418,5
1166,1.0,0.0109047438,3395.0,0.52433333,1.1231489678,5
1167,1.0,0.0108101125,3405.0,0.52533333,1.122261105,5
1168,1.0,0.0107948588,3415.0,0.5216666629,1.131935064,5
1169,1.0,0.0107958112,3425.0,0.52333333,1.1338435729,5
1170,1.0,0.0107813098,3435.0,0.52533333,1.1325372458,5
1171,1.0,0.0108107092,3445.0,0.5263333291,1.1378716151,5
1172,1.0,0.0108074334,3455.0,0.524333328,1.1336696823,5
1173,1.0,0.0108113532,3465.0,0.5253333271,1.1338990529,5
1174,1.0,0.0107907225,3475.0,0.5269999931,1.1288227956,5
1175,1.0,0.0107290726,3485.0,0.523666659,1.1261603236,5
1176,1.0,0.0107189182,3495.0,0.5203333249,1.126275756,5
1177,1.0,0.0106095351,3505.0,0.5179999928,1.1266303877,5
1178,1.0,0.0106492487,3515.0,0.5199999919,1.1179950078,5
1179,1.0,0.0106131983,3525.0,0.5189999928,1.1169415077,5
1180,1.0,0.0105368659,3535.0,0.5163333267,1.1328228434,5
1181,1.0,0.0105480389,3545.0,0.5163333267,1.1383889993,5
1182,1.0,0.0104649651,3555.0,0.5143333266,1.1425657153,5
1183,1.0,0.0104406324,3565.0,0.5183333268,1.1209567805,5
1184,1.0,0.0104650754,3575.0,0.5129999936,1.1370204806,5
1185,1.0,0.0104292525,3585.0,0.5133333266,1.1354562044,5
1186,1.0,0.0103791637,3595.0,0.5096666594,1.1447430352,5
1187,1.0,0.0103330053,3605.0,0.5079999924,1.1442965686,5
1188,1.0,0.0103424834,3615.0,0.5073333253,1.1452687482,5
1189,1.0,0.0103358558,3625.0,0.5073333253,1.1459253132,5
1190,1.0,0.0102403452,3635.0,0.5053333243,1.1540136635,5
1191,1.0,0.0102416782,3645.0,0.5029999912,1.1562085211,5
1192,1.0,0.0103473184,3655.0,0.5023333242,1.1605371217,5
1193,1.0,0.0102508471,3665.0,0.498666658,1.1722124875,5
1194,1.0,0.0101646009,3675.0,0.497666658,1.1797966818,5
1195,1.0,0.0101959629,3685.0,0.4973333249,1.1838108162,5
1196,1.0,0.0101879086,3695.0,0.5009999921,1.1757290781,5
1197,1.0,0.0102402766,3705.0,0.5013333261,1.1770870586,5
1198,1.0,0.01021382,3715.0,0.5036666592,1.1694792767,5
1199,1.0,0.0102451925,3725.0,0.5073333263,1.1529417475,5
1200,1.0,0.0102101753,3735.0,0.5076666594,1.1495974422,5
1201,1.0,0.0101244204,3745.0,0.5086666604,1.1425139546,5
1202,1.0,0.0100663531,3755.0,0.5089999944,1.146478796,5
1203,1.0,0.0100264631,3765.0,0.5079999954,1.1401360591,5
1204,1.0,0.0099930487,3775.0,0.5043333292,1.1467029969,5
1205,1.0,0.0099559602,3785.0,0.5049999952,1.1515525063,5
1206,1.0,0.0099544504,3795.0,0.5036666632,1.1613899847,5
1207,1.0,0.0099882792,3805.0,0.5023333291,1.1643362661,5
1208,1.0,0.0099299032,3815.0,0.5036666632,1.1619563957,5
1209,1.0,0.0099792539,3825.0,0.5016666631,1.163979727,5
1210,1.0,0.0099426076,3835.0,0.5026666641,1.152869912,5
1211,1.0,0.009851707,3845.0,0.5013333311,1.1558671792,5
1212,1.0,0.0099119681,3854.9666666667,0.5016666641,1.1541863958,5
841,0.7979999979,0.7443066557,145.0,0.7376666645,0.811231933,5-augx10
842,0.8086666644,0.7073831638,155.0,0.7536666652,0.7780315379,5-augx10
843,0.8176666657,0.6805327773,165.0,0.7646666666,0.7503686865,5-augx10
844,0.8266666651,0.6548263709,175.0,0.7696666678,0.729890132,5-augx10
845,0.8296666662,0.6342344085,185.0,0.775333335,0.7104800324,5-augx10
846,0.8326666673,0.6172113429,195.0,0.7806666692,0.6941600819,5-augx10
847,0.8363333344,0.6010124673,205.0,0.7833333353,0.6790989101,5-augx10
848,0.8420000017,0.5852279872,215.0,0.7873333355,0.669923832,5-augx10
849,0.8456666688,0.5729101827,225.0,0.7900000016,0.6584239443,5-augx10
850,0.850000002,0.5595207443,235.0,0.7910000026,0.6525556823,5-augx10
851,0.8536666691,0.5467468907,245.0,0.7906666676,0.6451918165,5-augx10
852,0.8566666683,0.5340181818,255.0,0.7943333348,0.6351956666,5-augx10
853,0.8613333344,0.5245241602,265.0,0.7946666678,0.6264886697,5-augx10
854,0.8680000007,0.5117673119,275.0,0.7920000017,0.6232326925,5-augx10
855,0.8680000007,0.5066955705,285.0,0.7950000008,0.6175520738,5-augx10
856,0.8669999997,0.502080214,295.0,0.7970000009,0.6077335765,5-augx10
857,0.8693333328,0.4963319788,305.0,0.7953333338,0.6033531855,5-augx10
858,0.873666666,0.4877543936,315.0,0.7966666659,0.5968250344,5-augx10
859,0.875,0.4771879921,325.0,0.7966666659,0.593932723,5-augx10
860,0.873999999,0.4745071371,335.0,0.8,0.586145855,5-augx10
861,0.8763333321,0.4684006413,345.0,0.800999999,0.5791417172,5-augx10
862,0.8769999981,0.4647179802,355.0,0.8036666652,0.5682898492,5-augx10
863,0.8813333313,0.4585398366,365.0,0.8089999974,0.559154578,5-augx10
864,0.8813333313,0.4554018746,375.0,0.8109999975,0.5552434127,5-augx10
865,0.8823333323,0.4511302561,385.0,0.8133333306,0.5504987309,5-augx10
866,0.8823333323,0.4490309467,395.0,0.8143333316,0.5453427444,5-augx10
867,0.8859999994,0.4416731993,405.0,0.8129999995,0.5426836818,5-augx10
868,0.8879999995,0.4375959267,415.0,0.8143333336,0.5370856315,5-augx10
869,0.8906666656,0.4301110586,425.0,0.8166666687,0.5301864068,5-augx10
870,0.8916666667,0.4239840051,435.0,0.8140000025,0.5314863225,5-augx10
