Year,Population,GDP,GDP per capita,A Population,B GDP,C GDP per capita
1308,4.706475273,3816,810.8267443,1.078254226,1.084815066,1.006084687
1309,4.703987043,3910,831.2392814,1.077684173,1.111537289,1.031412836
1310,4.70150013,3858,820.5840774,1.07711442,1.09670898,1.018191716
1311,4.699014531,3994,849.8738345,1.076544969,1.135254176,1.054534839
1312,4.696530246,3888,827.7725752,1.075975819,1.105146923,1.027111301
1313,4.694047274,3957,842.8841011,1.07540697,1.12472716,1.045861884
1314,4.691565615,3957,843.5177786,1.074838422,1.124977656,1.04664816
1315,4.689085268,3556,758.286882,1.074270174,1.010772773,0.940892522
1316,4.628291969,3356,725.1425995,1.060342419,0.954060749,0.899766652
1317,4.568286846,3511,768.4855977,1.046595236,0.997977983,0.953547225
1318,4.509059681,3873,859.0086298,1.033026283,1.101071121,1.065869416
1319,4.450600387,3890,873.9476872,1.01963325,1.105696412,1.084405998
1320,4.392899009,3762,856.3075659,1.006413855,1.069332735,1.062517899
1321,4.335945721,3181,733.6116688,0.993365848,0.904236283,0.910275187
1322,4.279730824,3347,782.072298,0.980487006,0.951470262,0.970405784
1323,4.224244745,3472,821.8932436,0.967775137,0.986952711,1.019816147
1324,4.169478035,3163,758.6058854,0.955228075,0.899145054,0.941288345
1325,4.115421367,3423,831.722969,0.942843684,0.97302694,1.032013002
1326,4.143572347,3488,841.796378,0.949293078,0.991548223,1.044512223
1327,4.171915891,3449,826.7555619,0.955786588,0.980493076,1.025849377
1328,4.200453314,3223,767.3575481,0.962324516,0.916274907,0.952147526
1329,4.229185944,3411,806.6316607,0.968907166,0.969759195,1.000879371
1330,4.258115116,3343,785.0393697,0.975534844,0.950256167,0.974087367
1331,4.287242174,3205,747.6802702,0.982207857,0.911225361,0.927731696
1332,4.316568471,3394,786.3875702,0.988926517,0.964955168,0.975760232
1333,4.346095371,3517,809.3382489,0.995691134,0.999910616,1.004237742
1334,4.375824245,3422,782.0766267,1.002502024,0.972839148,0.970411156
1335,4.405756476,3299,748.7916613,1.009359503,0.937806739,0.929110725
1336,4.435893455,3476,783.6648878,1.016263889,0.988196603,0.972381891
1337,4.466236581,3876,867.896439,1.023215504,1.101898248,1.076897528
1338,4.496787265,3976,884.0906526,1.030214671,1.130136763,1.096991526
1339,4.527546927,3265,721.0862017,1.037261714,0.92807272,0.894733419
1340,4.558516997,3680,807.2886243,1.044356962,1.046126667,1.00169454
1341,4.589698913,3741,815.0881389,1.051500744,1.063458707,1.011372282
1342,4.621094124,3940,852.5930767,1.058693392,1.120001174,1.057908911
1343,4.65270409,3854,828.2607747,1.06593524,1.095479837,1.027717065
1344,4.68453028,4140,883.8043625,1.073226625,1.176939268,1.096636293
1345,4.716574173,3879,822.5004716,1.080567886,1.10279474,1.020569604
1346,4.748837257,3709,780.9734739,1.087959364,1.054278697,0.969042349
1347,4.781321033,3877,810.946489,1.095401402,1.102229332,1.006233267
1348,4.81402701,4000,830.9845613,1.102894346,1.137190805,1.031096776
1349,3.92210118,3062,780.6184347,0.898553998,0.87034103,0.968601811
1350,3.1954282,2841,888.9966107,0.732073104,0.807534397,1.103078904
1351,2.60339061,2674,1026.986799,0.596437199,0.760039314,1.274298979
1352,2.599336092,2767,1064.661062,0.595508308,0.786693695,1.321045709
1353,2.595287888,2771,1067.860581,0.594580864,0.787828988,1.325015714
1354,2.591245988,2650,1022.794301,0.593654864,0.75340553,1.26909687
1355,2.587210384,2727,1054.141062,0.592730307,0.775286707,1.307992351
1356,2.583181064,2686,1039.811742,0.591807189,0.763556937,1.290212339
1357,2.57915802,2733,1059.54407,0.590885509,0.776835096,1.314696477
1358,2.575141241,2743,1065.05837,0.589965264,0.779661925,1.321538694
1359,2.571130718,2768,1076.68352,0.589046453,0.786944464,1.335963336
1360,2.567126441,2746,1069.494177,0.588129072,0.780472393,1.327042703
1361,2.5631284,2645,1031.998953,0.58721312,0.751937045,1.280518126
1362,2.559136586,2572,1004.952353,0.586298595,0.731089924,1.246958342
1363,2.555150989,2493,975.7081726,0.585385494,0.708709693,1.210671772
1364,2.551171599,2765,1084.002331,0.584473815,0.786143357,1.345044614
1365,2.547198406,2638,1035.749993,0.583563556,0.749979815,1.285172466
1366,2.543231401,2714,1067.051532,0.582654715,0.771441739,1.324011836
1367,2.539270574,2543,1001.391417,0.581747289,0.722844209,1.242539885
1368,2.535315916,2521,994.5271089,0.580841276,0.716771238,1.23402256
1369,2.531367417,2351,928.6774652,0.579936674,0.668269984,1.15231544
1370,2.527425068,2630,1040.673279,0.579033481,0.747695133,1.291281346
1371,2.523488858,2541,1007.002775,0.578131695,0.722377017,1.249502533
1372,2.519558778,2295,910.8357426,0.577231313,0.652373664,1.130177192
1373,2.515634819,2481,986.2519697,0.576332333,0.705289377,1.223754656
1374,2.511716971,2278,907.0993176,0.575434754,0.6476754,1.125540985
1375,2.507805225,2194,874.8808218,0.574538572,0.623698301,1.085563844
1376,2.503899571,2532,1011.179474,0.573643786,0.719742276,1.254685038
1377,2.5,2603,1041.011871,0.572750394,0.739822529,1.291701476
1378,2.480214237,2555,1030.035388,0.568217472,0.726228358,1.278081708
1379,2.460585064,2327,945.763321,0.563720426,0.661534826,1.173515799
1380,2.441111242,2414,988.8269572,0.55925897,0.686182646,1.226949735
1381,2.421791543,2458,1014.76121,0.554832824,0.698606268,1.259129304
1382,2.402624745,2523,1050.085347,0.550441708,0.717203509,1.302959967
1383,2.383609639,2393,1003.99276,0.546085344,0.680295465,1.245767667
1384,2.364745025,2687,1136.198865,0.541763458,0.763783959,1.409810773
1385,2.34602971,2431,1036.033922,0.537475776,0.690938423,1.285524769
1386,2.327462515,2698,1159.084277,0.533222029,0.766883814,1.438207299
1387,2.309042266,2698,1168.573085,0.529001947,0.767042845,1.449981139
1388,2.2907678,2477,1081.32663,0.524815264,0.704157534,1.341724569
1389,2.272637965,2546,1120.077327,0.520661716,0.723619273,1.389806953
1390,2.254651614,2370,1051.001244,0.51654104,0.673619323,1.304096424
1391,2.236807613,2637,1179.089273,0.512452976,0.749733958,1.463029766
1392,2.219104834,2952,1330.165913,0.508397267,0.839103428,1.650487684
1393,2.201542161,2427,1102.323522,0.504373656,0.689871086,1.367777794
1394,2.184118484,2652,1214.000273,0.500381889,0.753749159,1.506347802
1395,2.166832703,2525,1165.236806,0.496421714,0.717747085,1.445841439
1396,2.149683728,2527,1175.594636,0.492492881,0.7183962,1.458693573
1397,2.132670474,2459,1152.910567,0.488595142,0.698958254,1.430546876
1398,2.115791869,2619,1237.629882,0.484728251,0.744381536,1.535667738
1399,2.099046846,2501,1191.501569,0.480891963,0.710965638,1.478431109
1400,2.082434349,2419,1161.55458,0.477086037,0.687610978,1.441272484
1401,2.080298342,2386,1146.904673,0.476596678,0.678242198,1.423094683
1402,2.078164527,2448,1177.806738,0.476107821,0.695802242,1.461438379
1403,2.076032901,2486,1197.345848,0.475619465,0.706619643,1.485682768
1404,2.073903461,2526,1218.1643,0.47513161,0.718168357,1.511514583
1405,2.071776205,2529,1220.550717,0.474644255,0.718837181,1.51447568
1406,2.069651131,2344,1132.32253,0.4741574,0.666191605,1.405000965
1407,2.067528237,2345,1134.182505,0.473671045,0.666601452,1.407308846
1408,2.065407521,2168,1049.681594,0.473185188,0.6163043,1.302458984
1409,2.06328898,2242,1086.655417,0.47269983,0.637358481,1.348336599
1410,2.061172611,2381,1155.078743,0.47221497,0.676796051,1.433237178
1411,2.059058414,2330,1131.667911,0.471730607,0.66239879,1.404188704
1412,2.056946385,2275,1105.930192,0.471246741,0.646669753,1.372252998
1413,2.054836523,2061,1003.022875,0.470763371,0.585895248,1.24456422
1414,2.052728824,2341,1140.293151,0.470280497,0.665395651,1.414891017
1415,2.050623288,2393,1167.157049,0.469798118,0.680372958,1.448224102
1416,2.048519911,2307,1126.000444,0.469316234,0.655708197,1.397156436
1417,2.046418692,2520,1231.460872,0.468834845,0.716385807,1.528013148
1418,2.044319628,2390,1169.024972,0.468353949,0.679367002,1.450541846
1419,2.042222717,2516,1231.74748,0.467873546,0.715083319,1.528368774
1420,2.040127957,2453,1202.193407,0.467393636,0.697210006,1.491697685
1421,2.038035346,2289,1123.141949,0.466914219,0.650696127,1.393609577
1422,2.035944881,2363,1160.493148,0.466435293,0.67164604,1.439955445
1423,2.03385656,2492,1225.26174,0.465956858,0.708404081,1.520321181
1424,2.031770382,2510,1235.522026,0.465478915,0.713603512,1.533052282
1425,2.029686343,2422,1193.475185,0.465001461,0.688611362,1.480879998
1426,2.027604442,2348,1157.970347,0.464524497,0.667440466,1.436825119
1427,2.025524676,2285,1128.247464,0.464048022,0.649641508,1.399944568
1428,2.023447044,2144,1059.723959,0.463572037,0.609559996,1.314919685
1429,2.021371542,2217,1096.732796,0.463096539,0.630200639,1.360840745
1430,2.01929817,2280,1129.064594,0.462621529,0.648113551,1.400958474
1431,2.01337393,2289,1137.072924,0.461264285,0.650795619,1.410895317
1432,2.007467071,2259,1125.253226,0.459911022,0.642141234,1.396229277
1433,2.001577542,2324,1161.064458,0.45856173,0.660633529,1.440664333
1434,1.995705291,2461,1233.016921,0.457216397,0.699515443,1.529943913
1435,1.989850268,2184,1097.809424,0.45587501,0.620982289,1.36217664
1436,1.984012423,2033,1024.91585,0.454537559,0.578048739,1.271729318
1437,1.978191705,1950,985.6059269,0.453204031,0.554247247,1.222953038
1438,1.972388064,2045,1036.858828,0.451874416,0.581358273,1.286548324
1439,1.96660145,2134,1085.173263,0.450548702,0.606662711,1.346497522
1440,1.960831813,2152,1097.652761,0.449226877,0.611839033,1.36198225
1441,1.955079102,1901,972.425524,0.44790893,0.540446296,1.206598617
1442,1.949343269,1967,1008.817599,0.44659485,0.559027065,1.251754391
1443,1.943624264,2377,1223.036272,0.445284625,0.675746042,1.517559791
1444,1.937922037,2372,1223.926428,0.443978244,0.674253913,1.518664308
1445,1.93223654,2044,1057.97702,0.442675696,0.581123431,1.312752059
1446,1.926567722,2172,1127.557655,0.441376969,0.617525505,1.399088644
1447,1.920915536,2223,1157.147267,0.440082052,0.631871496,1.435803831
1448,1.915279933,2295,1198.258836,0.438790934,0.652401213,1.486815616
1449,1.909660863,2104,1101.645348,0.437503605,0.598039561,1.366936306
1450,1.904058278,2167,1137.996215,0.436220052,0.615960575,1.412040948
1451,1.909631234,2177,1139.863684,0.437496817,0.618777179,1.414358129
1452,1.915220502,2154,1124.797823,0.438777319,0.612385799,1.395664208
1453,1.920826128,2178,1133.819674,0.440061569,0.61910442,1.406858641
1454,1.926448162,2184,1133.949862,0.441349577,0.620987762,1.407020179
1455,1.93208665,2173,1124.559969,0.442641356,0.617648059,1.395369075
1456,1.937741642,2202,1136.172866,0.443936915,0.625852725,1.409778513
1457,1.943413185,2019,1038.699254,0.445236267,0.573834726,1.28883195
1458,1.949101328,2142,1099.000501,0.446539421,0.608925511,1.363654545
1459,1.95480612,2114,1081.271755,0.44784639,0.600856011,1.341656479
1460,1.960527609,2119,1080.654348,0.449157184,0.602270553,1.340890393
1461,1.966265844,2132,1084.196575,0.450471815,0.606013261,1.345285635
1462,1.972020875,2336,1184.659615,0.451790293,0.66410531,1.469941521
1463,1.977792749,2370,1198.274497,0.45311263,0.67370374,1.486835049
1464,1.983581517,2166,1092.209504,0.454438838,0.615868321,1.355228184
1465,1.989387228,2108,1059.533911,0.455768927,0.599192058,1.31468387
1466,1.995209932,2096,1050.670272,0.45710291,0.59591855,1.303685749
1467,2.001049679,2165,1082.156516,0.458440797,0.615573352,1.342754302
1468,2.006906517,2265,1128.470161,0.459782599,0.643797202,1.400220893
1469,2.012780498,2239,1112.409096,0.461128329,0.636491794,1.380292109
1470,2.018671671,2180,1079.959606,0.462477998,0.619733627,1.340028347
1471,2.024580087,2088,1031.483312,0.463831617,0.593648027,1.279878312
1472,2.030505796,2162,1064.921071,0.465189198,0.614686274,1.321368332
1473,2.036448849,2149,1055.31685,0.466550752,0.610925482,1.309451285
1474,2.042409297,2268,1110.319219,0.467916292,0.644647789,1.377698962
1475,2.04838719,2205,1076.471673,0.469285828,0.626825302,1.335700473
1476,2.05438258,2049,997.4187071,0.470659373,0.582492979,1.237610494
1477,2.060395518,2148,1042.366539,0.472036938,0.610524251,1.293382365
1478,2.066426054,2212,1070.637235,0.473418535,0.628918072,1.328461025
1479,2.072474242,2343,1130.569038,0.474804175,0.666067266,1.402825208
1480,2.078540132,2415,1161.810551,0.476193872,0.686476369,1.441590096
1481,2.084623776,2312,1108.969676,0.477587635,0.657172254,1.37602443
1482,2.090725226,2215,1059.343548,0.478985479,0.629601344,1.314447665
1483,2.096844534,2327,1109.594356,0.480387413,0.66139717,1.376799542
1484,2.102981753,2308,1097.68485,0.481793451,0.656213312,1.362022068
1485,2.109136935,2186,1036.318487,0.483203604,0.621340817,1.285877862
1486,2.115310132,2426,1147.04082,0.484617884,0.689739003,1.423263616
1487,2.121501397,2222,1047.219734,0.486036304,0.631557652,1.299404275
1488,2.127710784,2272,1067.7447,0.487458876,0.645820581,1.324871928
1489,2.133938345,2327,1090.457432,0.488885611,0.661488725,1.35305419
1490,2.140184133,2345,1095.860961,0.490316522,0.666712285,1.359758961
1491,2.146448201,2369,1103.517713,0.491751621,0.673335609,1.369259562
1492,2.152730604,2401,1115.306386,0.493190921,0.682520556,1.383887105
1493,2.159031395,2366,1095.77327,0.494634433,0.672529782,1.359650153
1494,2.165350628,2482,1146.012227,0.49608217,0.705422558,1.421987325
1495,2.171688356,2437,1122.048623,0.497534144,0.692693387,1.392252963
1496,2.178044634,2364,1085.431136,0.498990369,0.672048959,1.346817495
1497,2.184419516,2526,1156.289659,0.500450855,0.71801671,1.434739699
1498,2.190813056,2555,1166.060551,0.501915616,0.726203412,1.446863553
1499,2.19722531,2569,1168.984609,0.503384665,0.73015531,1.450491763
1500,2.203656332,2530,1147.928102,0.504858013,0.719101865,1.424364568
1501,2.210106176,2441,1104.694572,0.506335673,0.694044345,1.370719824
1502,2.216574899,2531,1142.029974,0.507817658,0.719601028,1.417046092
1503,2.223062554,2642,1188.356895,0.509303981,0.75098357,1.474529156
1504,2.229569198,2651,1189.003249,0.510794655,0.75359127,1.47533116
1505,2.236094887,2681,1198.860296,0.512289691,0.762062634,1.487561916
1506,2.242639675,2694,1201.334377,0.513789103,0.765870369,1.490631788
1507,2.249203619,2646,1176.589926,0.515292904,0.752290817,1.459928542
1508,2.255786775,2685,1190.085623,0.516801106,0.763146851,1.476674184
1509,2.262389199,2811,1242.482429,0.518313722,0.799078482,1.541688843
1510,2.269010948,2713,1195.483191,0.519830766,0.771102173,1.483371559
1511,2.275652078,2769,1216.714034,0.52135225,0.787093349,1.509715073
1512,2.282312645,2647,1159.624864,0.522878187,0.752357954,1.438878067
1513,2.288992708,2763,1207.06471,0.52440859,0.785428803,1.497742062
1514,2.295692322,2759,1201.629706,0.525943473,0.78418079,1.490998237
1515,2.302411545,2835,1231.171997,0.527482848,0.805811655,1.527654708
1516,2.309150434,2811,1217.149697,0.529026728,0.798965605,1.51025565
1517,2.315909048,2820,1217.532578,0.530575128,0.801556152,1.510730734
1518,2.322687443,2836,1220.926296,0.532128059,0.806142989,1.514941704
1519,2.329485677,2811,1206.801876,0.533685536,0.799149226,1.497415935
1520,2.336303809,2772,1186.700729,0.535247571,0.788138219,1.472474162
1521,2.343141898,2839,1211.521692,0.536814178,0.806977909,1.503272346
1522,2.35,2890,1229.772374,0.53838537,0.821531947,1.525918036
1523,2.373924051,2965,1248.926975,0.543866374,0.842821737,1.549685322
1524,2.398091659,3027,1262.076038,0.549403177,0.860365845,1.566000855
1525,2.422505304,3028,1249.833464,0.554996347,0.860693943,1.550810106
1526,2.447167491,3066,1252.7953,0.560646458,0.871516616,1.554485191
1527,2.47208075,2864,1158.512686,0.566354089,0.814132905,1.437498061
1528,2.497247638,2908,1164.321177,0.572119827,0.826544555,1.444705314
1529,2.522670735,2970,1177.395279,0.577944263,0.844334861,1.460927835
1530,2.548352651,3026,1187.25506,0.583827994,0.860073205,1.473161984
1531,2.57429602,2941,1142.476107,0.589771624,0.836060053,1.417599659
1532,2.600503505,3062,1177.362495,0.595775763,0.87036116,1.460887156
1533,2.626977793,3065,1166.600827,0.601841026,0.871185309,1.447533934
1534,2.653721601,3221,1213.946128,0.607968037,0.915770471,1.506280619
1535,2.680737674,3018,1125.761834,0.614157423,0.857892162,1.396860365
1536,2.708028782,3001,1108.295569,0.620409821,0.853180133,1.375187989
1537,2.735597726,3252,1188.763612,0.62672587,0.924441851,1.475033815
1538,2.763447333,3097,1120.83075,0.633106219,0.880487289,1.39074181
1539,2.791580463,3361,1203.950314,0.639551524,0.955411746,1.493877678
1540,2.82,3268,1158.759085,0.646062444,0.928911035,1.437803796
1541,2.830458,3175,1121.748707,0.648458374,0.902576775,1.391880823
1542,2.867727,3318,1157.147993,0.656996708,0.943318981,1.435804732
1543,2.884361,3217,1115.425601,0.66080756,0.91458081,1.384035029
1544,2.916003,3419,1172.663108,0.668056747,0.97206004,1.455056094
1545,2.911613,3308,1136.301458,0.667050997,0.940500596,1.409938071
1546,2.908466,3353,1152.920978,0.666330019,0.953224935,1.430559795
1547,2.91044,3623,1244.811558,0.666782263,1.029897785,1.544578858
1548,2.951903,3504,1187.070482,0.676281442,0.996117225,1.472932957
1549,2.98118,3382,1134.611168,0.682988808,0.961539467,1.407840738
1550,3.020841,3379,1118.530973,0.692075149,0.960522944,1.387888216
1551,3.065168,3326,1084.942292,0.702230472,0.945350337,1.34621093
1552,3.087215,3190,1033.356292,0.707281443,0.906877915,1.282202331
1553,3.110592,3747,1204.463314,0.712637117,1.065046302,1.494514215
1554,3.137961,3430,1093.088999,0.718907359,0.975068052,1.356319474
1555,3.161626,3419,1081.415679,0.724329015,0.971930068,1.341835061
1556,3.212505,2813,875.7442315,0.735985402,0.799747625,1.086635174
1557,3.204974,3076,959.8508002,0.734260048,0.874500584,1.190995732
1558,3.133757,3906,1246.459591,0.717944222,1.110389592,1.546623758
1559,3.036742,3581,1179.205603,0.695718071,1.017956668,1.463174109
1560,3.015219,3574,1185.399858,0.690787148,1.016051201,1.470860024
1561,3.035688,3651,1202.720582,0.695476599,1.037895762,1.492351811
1562,3.069343,3658,1191.765916,0.703186965,1.039844133,1.478759114
1563,3.099546,4011,1294.012705,0.710106477,1.140167055,1.605628299
1564,3.110707,3878,1246.58755,0.712663464,1.102335397,1.546782532
1565,3.149204,3916,1243.575875,0.721483133,1.113281377,1.543045606
1566,3.173513,4413,1390.639913,0.727052328,1.254546703,1.725524634
1567,3.208378,4167,1298.822729,0.735039905,1.184587843,1.611596642
1568,3.252345,4203,1292.317383,0.745112752,1.194806718,1.603524721
1569,3.274741,4198,1281.822659,0.750243679,1.193264618,1.590502727
1570,3.296204,3873,1175.077624,0.755160856,1.10106384,1.458052058
1571,3.310219,3889,1174.964461,0.758371694,1.105638924,1.457911644
1572,3.341349,3786,1132.982283,0.765503582,1.076159936,1.405819595
1573,3.360591,4351,1294.569152,0.769911928,1.236723963,1.606318747
1574,3.380804,3862,1142.33306,0.774542729,1.097854031,1.417422164
1575,3.413301,4330,1268.523622,0.781987797,1.230849656,1.574001104
1576,3.447945,4497,1304.337248,0.789924743,1.278445114,1.618439131
1577,3.490202,3848,1102.573066,0.799605828,1.093930683,1.368087431
1578,3.527355,4424,1254.073662,0.808117586,1.257488664,1.5560714
1579,3.560316,4383,1231.205875,0.815668957,1.246094808,1.527696743
1580,3.602085,4181,1160.832693,0.825238241,1.188653981,1.440376757
1581,3.631441,4063,1118.776671,0.831963705,1.154926259,1.388193081
1582,3.671239,3664,997.9582233,0.841081433,1.041494261,1.238279933
1583,3.721513,4181,1123.377222,0.852599215,1.18843933,1.393901507
1584,3.768244,4069,1079.90812,0.863305294,1.156798415,1.339964463
1585,3.797796,3585,944.0570508,0.870075662,1.019205443,1.171398636
1586,3.840647,3523,917.373366,0.879892833,1.001572476,1.138289162
1587,3.859383,3919,1015.561829,0.884185253,1.114181929,1.260122723
1588,3.846636,4397,1143.063963,0.881264914,1.249923653,1.418329078
1589,3.885426,3874,997.0738888,0.890151709,1.10128024,1.237182639
1590,3.93426,4145,1053.45615,0.901339586,1.178179283,1.307142503
1591,3.937845,4177,1060.608881,0.90216091,1.187259732,1.316017708
1592,3.945029,4515,1144.570865,0.903806765,1.28358534,1.420198862
1593,3.943129,4780,1212.243605,0.903371475,1.35882256,1.504168105
1594,3.979088,3914,983.6452276,0.911609688,1.112638016,1.220520176
1595,4.028223,3959,982.8624638,0.922866524,1.125480865,1.219548912
1596,4.056574,3783,932.6012573,0.929361743,1.075442663,1.157184134
1597,4.054783,3610,890.1858227,0.928951424,1.02607747,1.104554494
1598,4.028631,4274,1061.006159,0.922959997,1.215086671,1.316510656
1599,4.065427,4916,1209.234577,0.931389966,1.397489604,1.500434463
1600,4.114891,4705,1143.365734,0.942722176,1.33744327,1.41870352
1601,4.161785,4704,1130.242796,0.953465599,1.337159609,1.402420402
1602,4.187655,4960,1184.511128,0.95939242,1.410073991,1.469757277
1603,4.209409,5265,1250.782518,0.964376265,1.496700106,1.551987704
1604,4.219477,5613,1330.178164,0.966682845,1.595512826,1.650502886
1605,4.270233,5060,1184.860273,0.978311053,1.438303616,1.4701905
1606,4.31042,5338,1238.434441,0.987517901,1.517485228,1.536666046
1607,4.361009,4896,1122.757029,0.999107849,1.391889078,1.393131962
1608,4.398228,4674,1062.677069,1.007634728,1.328650973,1.318583944
1609,4.435392,5436,1225.612724,1.016149006,1.545315396,1.520756687
1610,4.449135,5774,1297.750426,1.019297529,1.641340272,1.610266114
1611,4.47631,5318,1188.136055,1.025523326,1.511883029,1.474255134
1612,4.49831,5096,1132.766974,1.03056353,1.44851108,1.405552437
1613,4.518285,4927,1090.407646,1.035139805,1.400536304,1.352992414
1614,4.518328,4752,1051.609024,1.035149657,1.350715614,1.304850565
1615,4.55311,5176,1136.765294,1.043118218,1.47133244,1.410513606
1616,4.568412,4901,1072.890236,1.046623909,1.393324964,1.331256578
1617,4.573625,5411,1183.05711,1.047818208,1.538147999,1.467953111
1618,4.602855,5415,1176.455846,1.054514806,1.539340826,1.459762175
1619,4.645663,4985,1072.96526,1.064322125,1.416984909,1.331349669
1620,4.68869,5841,1245.828704,1.074179618,1.660510836,1.545840946
1621,4.744972,5879,1238.982248,1.087073833,1.67120836,1.537345771
1622,4.829012,5163,1069.067835,1.10632741,1.467558456,1.326513691
1623,4.859479,5152,1060.164158,1.113307405,1.464517916,1.31546589
1624,4.829546,5817,1204.507459,1.10644975,1.653665486,1.494568991
1625,4.821584,5864,1216.134627,1.104625654,1.666875845,1.508996137
1626,4.761954,5572,1170.079777,1.090964412,1.583917404,1.451850663
1627,4.796562,5621,1171.853878,1.09889311,1.597847714,1.454051991
1628,4.896191,6446,1316.50525,1.12171813,1.832368461,1.63353735
1629,4.973912,4812,967.3579363,1.139524023,1.367782862,1.200310687
1630,4.959428,4749,957.6457912,1.136205736,1.350107518,1.188259727
1631,4.926322,4833,981.0489131,1.128621146,1.37386898,1.217298634
1632,4.989043,5499,1102.202178,1.142990537,1.563184981,1.367627228
1633,5.114408,5190,1014.81534,1.171711679,1.475415208,1.259196469
1634,5.176634,5318,1027.220921,1.185967665,1.511621909,1.27458948
1635,5.199885,5526,1062.75171,1.191294473,1.570932096,1.318676559
1636,5.089826,5253,1031.975587,1.166079939,1.493152689,1.280489133
1637,5.19585,5185,997.9189222,1.190370054,1.473953301,1.238231167
1638,5.163125,5672,1098.550165,1.182872751,1.612368833,1.363095761
1639,5.207413,5776,1109.212173,1.193019139,1.641982453,1.376325325
1640,5.20928,5929,1138.236299,1.193446869,1.685551376,1.412338848
1641,5.130123,5202,1014.011324,1.175311988,1.478776174,1.258198835
1642,5.192783,5743,1105.863131,1.189667403,1.632425669,1.372169788
1643,5.268977,6147,1166.585433,1.207123461,1.747329116,1.447514834
1644,5.217877,6158,1180.255669,1.195416443,1.750659941,1.464477046
1645,5.247014,5360,1021.628227,1.202091734,1.523831575,1.267649991
1646,5.23124,5393,1030.847802,1.198477908,1.532960824,1.279089763
1647,5.315683,5448,1024.853948,1.217823813,1.548648707,1.271652509
1648,5.309168,5512,1038.173156,1.216331225,1.566852537,1.28817916
1649,5.315384,5422,1019.99816,1.217755312,1.541224467,1.265627382
1650,5.312343,5195,977.9668385,1.217058618,1.476869421,1.213474355
1651,5.307978,5482,1032.875634,1.216058596,1.5585079,1.281605924
1652,5.391294,6270,1162.981705,1.235146305,1.782369575,1.44304328
1653,5.385708,6994,1298.587091,1.233866551,1.988134429,1.611304259
1654,5.313195,6839,1287.202092,1.217253812,1.944170521,1.5971776
1655,5.397694,7236,1340.484137,1.236612546,2.056846117,1.663290675
1656,5.390765,6689,1240.915951,1.235025111,1.901623908,1.539745137
1657,5.394992,6301,1168.011112,1.235993517,1.791305425,1.449283835
1658,5.320309,6123,1150.831602,1.21888363,1.740525928,1.427967268
1659,5.266505,5132,974.3662889,1.206557125,1.458735702,1.209006745
1660,5.245768,5598,1067.104109,1.201806275,1.591284137,1.324077074
