LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FRA,GDPHRWKD,TOT,USD,A,2020,67.601638,
DEU,GDPHRWKD,TOT,USD,A,1970,24.997145,
DEU,GDPHRWKD,TOT,USD,A,1971,26.088089,
DEU,GDPHRWKD,TOT,USD,A,1972,27.388072,
DEU,GDPHRWKD,TOT,USD,A,1973,28.785134,
DEU,GDPHRWKD,TOT,USD,A,1974,29.947238,
DEU,GDPHRWKD,TOT,USD,A,1975,31.074,
DEU,GDPHRWKD,TOT,USD,A,1976,32.522757,
DEU,GDPHRWKD,TOT,USD,A,1977,33.862079,
DEU,GDPHRWKD,TOT,USD,A,1978,34.907447,
DEU,GDPHRWKD,TOT,USD,A,1979,35.906958,
DEU,GDPHRWKD,TOT,USD,A,1980,36.209255,
DEU,GDPHRWKD,TOT,USD,A,1981,36.81123,
DEU,GDPHRWKD,TOT,USD,A,1982,37.192097,
DEU,GDPHRWKD,TOT,USD,A,1983,38.412381,
DEU,GDPHRWKD,TOT,USD,A,1984,39.426925,
DEU,GDPHRWKD,TOT,USD,A,1985,40.336667,
DEU,GDPHRWKD,TOT,USD,A,1986,40.947861,
DEU,GDPHRWKD,TOT,USD,A,1987,41.507998,
DEU,GDPHRWKD,TOT,USD,A,1988,42.578714,
DEU,GDPHRWKD,TOT,USD,A,1989,44.060484,
DEU,GDPHRWKD,TOT,USD,A,1990,45.617388,
DEU,GDPHRWKD,TOT,USD,A,1991,47.203373,
DEU,GDPHRWKD,TOT,USD,A,1992,48.408308,
DEU,GDPHRWKD,TOT,USD,A,1993,49.35082,
DEU,GDPHRWKD,TOT,USD,A,1994,50.628,
DEU,GDPHRWKD,TOT,USD,A,1995,51.390581,
DEU,GDPHRWKD,TOT,USD,A,1996,52.255597,
DEU,GDPHRWKD,TOT,USD,A,1997,53.53631,
DEU,GDPHRWKD,TOT,USD,A,1998,54.081496,
DEU,GDPHRWKD,TOT,USD,A,1999,54.695538,
DEU,GDPHRWKD,TOT,USD,A,2000,56.051436,
DEU,GDPHRWKD,TOT,USD,A,2001,57.4591,
DEU,GDPHRWKD,TOT,USD,A,2002,57.991792,
DEU,GDPHRWKD,TOT,USD,A,2003,58.437853,
DEU,GDPHRWKD,TOT,USD,A,2004,58.970058,
DEU,GDPHRWKD,TOT,USD,A,2005,59.900695,
DEU,GDPHRWKD,TOT,USD,A,2006,60.858653,
DEU,GDPHRWKD,TOT,USD,A,2007,61.577685,
DEU,GDPHRWKD,TOT,USD,A,2008,61.593702,
DEU,GDPHRWKD,TOT,USD,A,2009,59.739676,
DEU,GDPHRWKD,TOT,USD,A,2010,61.116778,
DEU,GDPHRWKD,TOT,USD,A,2011,62.706421,
DEU,GDPHRWKD,TOT,USD,A,2012,63.093299,
DEU,GDPHRWKD,TOT,USD,A,2013,63.392823,
DEU,GDPHRWKD,TOT,USD,A,2014,64.049842,
DEU,GDPHRWKD,TOT,USD,A,2015,64.376152,
DEU,GDPHRWKD,TOT,USD,A,2016,65.248665,
DEU,GDPHRWKD,TOT,USD,A,2017,66.411797,
DEU,GDPHRWKD,TOT,USD,A,2018,66.438174,
DEU,GDPHRWKD,TOT,USD,A,2019,66.682355,
DEU,GDPHRWKD,TOT,USD,A,2020,66.937949,
ITA,GDPHRWKD,TOT,USD,A,1970,25.305962,
ITA,GDPHRWKD,TOT,USD,A,1971,26.437245,
ITA,GDPHRWKD,TOT,USD,A,1972,27.746945,
ITA,GDPHRWKD,TOT,USD,A,1973,29.55267,
ITA,GDPHRWKD,TOT,USD,A,1974,31.189027,
ITA,GDPHRWKD,TOT,USD,A,1975,30.761898,
ITA,GDPHRWKD,TOT,USD,A,1976,32.659556,
ITA,GDPHRWKD,TOT,USD,A,1977,34.014961,
ITA,GDPHRWKD,TOT,USD,A,1978,35.189797,
ITA,GDPHRWKD,TOT,USD,A,1979,37.006682,
ITA,GDPHRWKD,TOT,USD,A,1980,37.709445,
ITA,GDPHRWKD,TOT,USD,A,1981,37.930318,
ITA,GDPHRWKD,TOT,USD,A,1982,37.77805,
ITA,GDPHRWKD,TOT,USD,A,1983,38.111703,
ITA,GDPHRWKD,TOT,USD,A,1984,39.562281,
ITA,GDPHRWKD,TOT,USD,A,1985,40.363743,
ITA,GDPHRWKD,TOT,USD,A,1986,41.048174,
ITA,GDPHRWKD,TOT,USD,A,1987,41.833545,
ITA,GDPHRWKD,TOT,USD,A,1988,43.041769,
ITA,GDPHRWKD,TOT,USD,A,1989,44.572499,
ITA,GDPHRWKD,TOT,USD,A,1990,45.001814,
ITA,GDPHRWKD,TOT,USD,A,1991,45.022633,
ITA,GDPHRWKD,TOT,USD,A,1992,45.652707,
ITA,GDPHRWKD,TOT,USD,A,1993,46.516213,
ITA,GDPHRWKD,TOT,USD,A,1994,48.470113,
ITA,GDPHRWKD,TOT,USD,A,1995,49.907066,
ITA,GDPHRWKD,TOT,USD,A,1996,49.964089,
ITA,GDPHRWKD,TOT,USD,A,1997,50.886196,
ITA,GDPHRWKD,TOT,USD,A,1998,50.921112,
ITA,GDPHRWKD,TOT,USD,A,1999,51.279218,
ITA,GDPHRWKD,TOT,USD,A,2000,52.751834,
ITA,GDPHRWKD,TOT,USD,A,2001,53.105591,
ITA,GDPHRWKD,TOT,USD,A,2002,52.689151,
ITA,GDPHRWKD,TOT,USD,A,2003,52.31578,
ITA,GDPHRWKD,TOT,USD,A,2004,52.754499,
ITA,GDPHRWKD,TOT,USD,A,2005,52.990201,
ITA,GDPHRWKD,TOT,USD,A,2006,52.873541,
ITA,GDPHRWKD,TOT,USD,A,2007,52.833352,
ITA,GDPHRWKD,TOT,USD,A,2008,52.532095,
ITA,GDPHRWKD,TOT,USD,A,2009,51.485627,
ITA,GDPHRWKD,TOT,USD,A,2010,52.656139,
ITA,GDPHRWKD,TOT,USD,A,2011,53.011615,
ITA,GDPHRWKD,TOT,USD,A,2012,52.728249,
ITA,GDPHRWKD,TOT,USD,A,2013,53.147359,
ITA,GDPHRWKD,TOT,USD,A,2014,53.189636,
ITA,GDPHRWKD,TOT,USD,A,2015,53.221214,
ITA,GDPHRWKD,TOT,USD,A,2016,53.057615,
ITA,GDPHRWKD,TOT,USD,A,2017,53.399887,
ITA,GDPHRWKD,TOT,USD,A,2018,53.393274,
ITA,GDPHRWKD,TOT,USD,A,2019,53.623274,
ITA,GDPHRWKD,TOT,USD,A,2020,54.836611,
JPN,GDPHRWKD,TOT,USD,A,1970,13.920888,
JPN,GDPHRWKD,TOT,USD,A,1971,14.498788,
JPN,GDPHRWKD,TOT,USD,A,1972,15.714555,
JPN,GDPHRWKD,TOT,USD,A,1973,16.805398,
JPN,GDPHRWKD,TOT,USD,A,1974,17.168834,
JPN,GDPHRWKD,TOT,USD,A,1975,17.953289,
JPN,GDPHRWKD,TOT,USD,A,1976,18.376213,
JPN,GDPHRWKD,TOT,USD,A,1977,18.946678,
JPN,GDPHRWKD,TOT,USD,A,1978,19.808702,
JPN,GDPHRWKD,TOT,USD,A,1979,20.653147,
JPN,GDPHRWKD,TOT,USD,A,1980,21.138899,
JPN,GDPHRWKD,TOT,USD,A,1981,22.017829,
JPN,GDPHRWKD,TOT,USD,A,1982,22.584236,
JPN,GDPHRWKD,TOT,USD,A,1983,23.130217,
JPN,GDPHRWKD,TOT,USD,A,1984,23.940945,
JPN,GDPHRWKD,TOT,USD,A,1985,25.237632,
JPN,GDPHRWKD,TOT,USD,A,1986,25.89504,
JPN,GDPHRWKD,TOT,USD,A,1987,27.025923,
JPN,GDPHRWKD,TOT,USD,A,1988,28.58296,
JPN,GDPHRWKD,TOT,USD,A,1989,29.850208,
JPN,GDPHRWKD,TOT,USD,A,1990,31.388102,
JPN,GDPHRWKD,TOT,USD,A,1991,32.339284,
JPN,GDPHRWKD,TOT,USD,A,1992,32.791227,
JPN,GDPHRWKD,TOT,USD,A,1993,33.521966,
JPN,GDPHRWKD,TOT,USD,A,1994,33.941482,
JPN,GDPHRWKD,TOT,USD,A,1995,34.972729,
JPN,GDPHRWKD,TOT,USD,A,1996,35.880452,
JPN,GDPHRWKD,TOT,USD,A,1997,36.494536,
JPN,GDPHRWKD,TOT,USD,A,1998,36.903426,
JPN,GDPHRWKD,TOT,USD,A,1999,37.939032,
JPN,GDPHRWKD,TOT,USD,A,2000,39.036502,
JPN,GDPHRWKD,TOT,USD,A,2001,39.591999,
JPN,GDPHRWKD,TOT,USD,A,2002,40.321568,
JPN,GDPHRWKD,TOT,USD,A,2003,40.896276,
JPN,GDPHRWKD,TOT,USD,A,2004,41.832148,
JPN,GDPHRWKD,TOT,USD,A,2005,42.533796,
JPN,GDPHRWKD,TOT,USD,A,2006,42.602238,
JPN,GDPHRWKD,TOT,USD,A,2007,42.869805,
JPN,GDPHRWKD,TOT,USD,A,2008,42.745248,
JPN,GDPHRWKD,TOT,USD,A,2009,42.137637,
JPN,GDPHRWKD,TOT,USD,A,2010,43.440399,
JPN,GDPHRWKD,TOT,USD,A,2011,43.713823,
JPN,GDPHRWKD,TOT,USD,A,2012,44.192081,
JPN,GDPHRWKD,TOT,USD,A,2013,45.179653,
JPN,GDPHRWKD,TOT,USD,A,2014,45.259761,
JPN,GDPHRWKD,TOT,USD,A,2015,46.169987,
JPN,GDPHRWKD,TOT,USD,A,2016,46.216381,
JPN,GDPHRWKD,TOT,USD,A,2017,46.638749,
JPN,GDPHRWKD,TOT,USD,A,2018,46.885354,
JPN,GDPHRWKD,TOT,USD,A,2019,47.615151,
JPN,GDPHRWKD,TOT,USD,A,2020,48.138082,E
GBR,GDPHRWKD,TOT,USD,A,1970,23.646949,
GBR,GDPHRWKD,TOT,USD,A,1971,25.191936,
GBR,GDPHRWKD,TOT,USD,A,1972,26.678707,
GBR,GDPHRWKD,TOT,USD,A,1973,27.153849,
GBR,GDPHRWKD,TOT,USD,A,1974,26.962457,
GBR,GDPHRWKD,TOT,USD,A,1975,26.744929,
GBR,GDPHRWKD,TOT,USD,A,1976,27.930369,
GBR,GDPHRWKD,TOT,USD,A,1977,28.895351,
GBR,GDPHRWKD,TOT,USD,A,1978,30.275363,
GBR,GDPHRWKD,TOT,USD,A,1979,31.222817,
GBR,GDPHRWKD,TOT,USD,A,1980,31.537425,
GBR,GDPHRWKD,TOT,USD,A,1981,33.419078,
GBR,GDPHRWKD,TOT,USD,A,1982,34.408328,
GBR,GDPHRWKD,TOT,USD,A,1983,36.228799,
GBR,GDPHRWKD,TOT,USD,A,1984,35.892383,
GBR,GDPHRWKD,TOT,USD,A,1985,36.305072,
GBR,GDPHRWKD,TOT,USD,A,1986,37.255577,
GBR,GDPHRWKD,TOT,USD,A,1987,38.631631,
GBR,GDPHRWKD,TOT,USD,A,1988,38.570571,
GBR,GDPHRWKD,TOT,USD,A,1989,38.730214,
GBR,GDPHRWKD,TOT,USD,A,1990,39.146779,
GBR,GDPHRWKD,TOT,USD,A,1991,39.942504,
GBR,GDPHRWKD,TOT,USD,A,1992,41.846252,
GBR,GDPHRWKD,TOT,USD,A,1993,43.37788,
GBR,GDPHRWKD,TOT,USD,A,1994,44.440523,
GBR,GDPHRWKD,TOT,USD,A,1995,45.062549,
GBR,GDPHRWKD,TOT,USD,A,1996,45.728387,
GBR,GDPHRWKD,TOT,USD,A,1997,47.129354,
GBR,GDPHRWKD,TOT,USD,A,1998,48.246228,
GBR,GDPHRWKD,TOT,USD,A,1999,49.286009,
GBR,GDPHRWKD,TOT,USD,A,2000,50.994353,
GBR,GDPHRWKD,TOT,USD,A,2001,51.457704,
GBR,GDPHRWKD,TOT,USD,A,2002,52.788493,
GBR,GDPHRWKD,TOT,USD,A,2003,54.165884,
GBR,GDPHRWKD,TOT,USD,A,2004,54.838747,
GBR,GDPHRWKD,TOT,USD,A,2005,55.277146,
GBR,GDPHRWKD,TOT,USD,A,2006,56.438924,
GBR,GDPHRWKD,TOT,USD,A,2007,57.065862,
GBR,GDPHRWKD,TOT,USD,A,2008,57.043284,
GBR,GDPHRWKD,TOT,USD,A,2009,55.836707,
GBR,GDPHRWKD,TOT,USD,A,2010,57.224896,
GBR,GDPHRWKD,TOT,USD,A,2011,57.462167,
GBR,GDPHRWKD,TOT,USD,A,2012,57.075996,
GBR,GDPHRWKD,TOT,USD,A,2013,57.369742,
GBR,GDPHRWKD,TOT,USD,A,2014,57.420731,
GBR,GDPHRWKD,TOT,USD,A,2015,58.56933,
GBR,GDPHRWKD,TOT,USD,A,2016,58.413715,
GBR,GDPHRWKD,TOT,USD,A,2017,59.266936,
GBR,GDPHRWKD,TOT,USD,A,2018,59.534549,
GBR,GDPHRWKD,TOT,USD,A,2019,59.841982,
GBR,GDPHRWKD,TOT,USD,A,2020,61.26845,
USA,GDPHRWKD,TOT,USD,A,1970,33.708826,
USA,GDPHRWKD,TOT,USD,A,1971,34.972937,
USA,GDPHRWKD,TOT,USD,A,1972,35.823553,
USA,GDPHRWKD,TOT,USD,A,1973,36.673833,
USA,GDPHRWKD,TOT,USD,A,1974,36.342967,
USA,GDPHRWKD,TOT,USD,A,1975,37.337947,
USA,GDPHRWKD,TOT,USD,A,1976,38.242547,
USA,GDPHRWKD,TOT,USD,A,1977,38.650575,
USA,GDPHRWKD,TOT,USD,A,1978,38.956695,
USA,GDPHRWKD,TOT,USD,A,1979,39.131168,
USA,GDPHRWKD,TOT,USD,A,1980,39.139085,
USA,GDPHRWKD,TOT,USD,A,1981,40.047014,
USA,GDPHRWKD,TOT,USD,A,1982,39.918352,
USA,GDPHRWKD,TOT,USD,A,1983,41.010658,
USA,GDPHRWKD,TOT,USD,A,1984,41.86562,
USA,GDPHRWKD,TOT,USD,A,1985,42.635509,
USA,GDPHRWKD,TOT,USD,A,1986,43.599936,
USA,GDPHRWKD,TOT,USD,A,1987,43.916782,
USA,GDPHRWKD,TOT,USD,A,1988,44.424496,
USA,GDPHRWKD,TOT,USD,A,1989,44.815883,
USA,GDPHRWKD,TOT,USD,A,1990,45.583299,
USA,GDPHRWKD,TOT,USD,A,1991,46.180488,
USA,GDPHRWKD,TOT,USD,A,1992,47.766894,
USA,GDPHRWKD,TOT,USD,A,1993,47.94876,
USA,GDPHRWKD,TOT,USD,A,1994,48.354938,
USA,GDPHRWKD,TOT,USD,A,1995,48.461331,
USA,GDPHRWKD,TOT,USD,A,1996,49.666111,
USA,GDPHRWKD,TOT,USD,A,1997,50.386032,
USA,GDPHRWKD,TOT,USD,A,1998,51.519575,
USA,GDPHRWKD,TOT,USD,A,1999,53.041436,
USA,GDPHRWKD,TOT,USD,A,2000,54.498167,
USA,GDPHRWKD,TOT,USD,A,2001,55.693748,
USA,GDPHRWKD,TOT,USD,A,2002,57.234455,
USA,GDPHRWKD,TOT,USD,A,2003,58.965099,
USA,GDPHRWKD,TOT,USD,A,2004,60.507996,
USA,GDPHRWKD,TOT,USD,A,2005,61.772136,
USA,GDPHRWKD,TOT,USD,A,2006,62.357058,
USA,GDPHRWKD,TOT,USD,A,2007,63.232543,
USA,GDPHRWKD,TOT,USD,A,2008,64.042389,
USA,GDPHRWKD,TOT,USD,A,2009,66.089166,
USA,GDPHRWKD,TOT,USD,A,2010,67.835864,
USA,GDPHRWKD,TOT,USD,A,2011,67.861916,
USA,GDPHRWKD,TOT,USD,A,2012,68.118172,
USA,GDPHRWKD,TOT,USD,A,2013,68.407668,
USA,GDPHRWKD,TOT,USD,A,2014,68.630768,
USA,GDPHRWKD,TOT,USD,A,2015,69.032836,
USA,GDPHRWKD,TOT,USD,A,2016,69.228555,
USA,GDPHRWKD,TOT,USD,A,2017,69.885486,
USA,GDPHRWKD,TOT,USD,A,2018,70.644189,
USA,GDPHRWKD,TOT,USD,A,2019,71.645454,
USA,GDPHRWKD,TOT,USD,A,2020,74.192156,E
OECD,GDPHRWKD,TOT,USD,A,2000,41.874552,
OECD,GDPHRWKD,TOT,USD,A,2001,42.565054,
OECD,GDPHRWKD,TOT,USD,A,2002,43.189972,
OECD,GDPHRWKD,TOT,USD,A,2003,44.09333,
OECD,GDPHRWKD,TOT,USD,A,2004,45.08957,
OECD,GDPHRWKD,TOT,USD,A,2005,45.793844,
OECD,GDPHRWKD,TOT,USD,A,2006,46.532922,
OECD,GDPHRWKD,TOT,USD,A,2007,47.200639,
OECD,GDPHRWKD,TOT,USD,A,2008,47.209079,
OECD,GDPHRWKD,TOT,USD,A,2009,47.217861,
OECD,GDPHRWKD,TOT,USD,A,2010,47.949269,
OECD,GDPHRWKD,TOT,USD,A,2011,48.446304,
OECD,GDPHRWKD,TOT,USD,A,2012,48.645807,
OECD,GDPHRWKD,TOT,USD,A,2013,49.147642,
OECD,GDPHRWKD,TOT,USD,A,2014,49.528574,
OECD,GDPHRWKD,TOT,USD,A,2015,50.050969,
OECD,GDPHRWKD,TOT,USD,A,2016,50.294576,
OECD,GDPHRWKD,TOT,USD,A,2017,51.072887,
OECD,GDPHRWKD,TOT,USD,A,2018,51.553629,
OECD,GDPHRWKD,TOT,USD,A,2019,52.226732,
OECD,GDPHRWKD,TOT,USD,A,2020,53.980747,
