Year Acquired,count,mean,std,min,25%,50%,75%,max
1917-01-01T00:00:00,2.0,16488.0,16393.563615028917,4896.0,10692.0,16488.0,22284.0,28080.0
1918-01-01T00:00:00,6.0,7100.5,5232.420462845087,168.0,4916.75,6522.0,8470.0,15890.0
1919-01-01T00:00:00,6.0,10813.0,9682.2401953267,2100.0,5588.25,6017.5,15196.25,27042.0
1920-01-01T00:00:00,38.0,10580.5,20442.264121640706,100.0,1575.0,3282.5,7585.0,100000.0
1921-01-01T00:00:00,18.0,10417.222222222223,15577.069049824699,168.0,1806.0,5527.0,11241.75,65876.0
1922-01-01T00:00:00,10.0,17159.4,24697.70899046666,288.0,673.5,1723.0,39454.5,55764.0
1923-01-01T00:00:00,13.0,42258.46153846154,116712.13873859006,138.0,1701.0,3083.0,3200.0,420367.0
1924-01-01T00:00:00,8.0,15792.125,13856.473798373092,3200.0,9447.5,12879.0,15391.0,47493.0
1925-01-01T00:00:00,13.0,43784.46153846154,70809.25675905115,25.0,1800.0,8296.0,38988.0,203204.0
1926-01-01T00:00:00,17.0,64058.64705882353,142584.866876249,108.0,4635.0,12624.0,63440.0,596000.0
1927-01-01T00:00:00,18.0,35424.72222222222,45566.20191197645,693.0,5218.75,17263.5,49970.5,150659.0
1928-01-01T00:00:00,30.0,17604.066666666666,20197.49902908489,48.0,2271.5,9359.0,20854.25,69600.0
1929-01-01T00:00:00,37.0,21414.297297297297,74637.60498638473,10.0,2500.0,4386.0,7900.0,450000.0
1930-01-01T00:00:00,101.0,8335.336633663366,14198.32314062279,50.0,800.0,2333.0,10548.0,73856.0
1931-01-01T00:00:00,29.0,35125.1724137931,71166.494532223,388.0,1950.0,3025.0,15220.0,299772.0
1932-01-01T00:00:00,60.0,6901.216666666666,16106.37998138633,25.0,325.0,1060.0,5418.0,90200.0
1933-01-01T00:00:00,9.0,7662.555555555556,8360.394026466563,300.0,2581.0,3240.0,12000.0,26110.0
1934-01-01T00:00:00,13.0,13542.23076923077,20302.343748747524,282.0,282.0,1155.0,12473.0,58305.0
1935-01-01T00:00:00,214.0,3236.121495327103,11348.703456140014,30.0,228.0,239.0,800.0,80000.0
1936-01-01T00:00:00,60.0,11056.666666666666,14641.102723898613,70.0,900.0,5437.0,16126.75,76228.0
1937-01-01T00:00:00,52.0,17813.384615384617,35813.398188526524,130.0,2004.75,12414.0,17836.5,254636.0
1938-01-01T00:00:00,32.0,34791.28125,42049.79960769586,48.0,2503.25,26928.5,33219.75,134450.0
1939-01-01T00:00:00,30.0,11719.1,21553.732876712787,224.0,1898.25,3816.5,10883.5,109393.0
1940-01-01T00:00:00,67.0,19286.567164179105,52759.11072613757,30.0,795.0,2656.0,13242.0,341100.0
1941-01-01T00:00:00,27.0,12807.777777777777,20989.624296365193,100.0,1475.5,4000.0,12810.0,88973.0
1942-01-01T00:00:00,25.0,9722.8,18649.57300896368,122.0,432.0,2182.0,7609.0,71274.0
1943-01-01T00:00:00,9.0,6402.0,7343.639986410009,363.0,876.0,1633.0,11034.0,18626.0
1944-01-01T00:00:00,10.0,4460.2,5603.509947642935,224.0,660.75,3260.5,4830.0,18826.0
1945-01-01T00:00:00,20.0,9503.95,23119.28846445391,27.0,937.0,1707.0,3299.5,96404.0
1946-01-01T00:00:00,8.0,7350.0,15332.06515770136,270.0,925.5,1650.0,3400.5,45000.0
1947-01-01T00:00:00,20.0,8236.5,14075.313893854243,50.0,525.75,3080.5,5557.5,49185.0
1948-01-01T00:00:00,54.0,7007.537037037037,9656.249597595084,100.0,863.25,3205.0,7376.0,38305.0
1949-01-01T00:00:00,40.0,22588.95,40756.41390766392,80.0,1771.0,7670.5,17077.5,185214.0
1950-01-01T00:00:00,175.0,6808.171428571429,23767.581492790137,12.0,309.0,1374.0,4575.0,260237.0
1951-01-01T00:00:00,38.0,15408.763157894737,32213.845755323826,145.0,555.0,2227.5,8750.25,155636.0
1952-01-01T00:00:00,44.0,26227.0,50095.752137142794,25.0,1578.75,9290.5,27378.25,280139.0
1953-01-01T00:00:00,65.0,7561.476923076923,24018.615784238384,120.0,280.0,1618.0,3711.0,164939.0
1954-01-01T00:00:00,73.0,10464.82191780822,31190.464513899857,40.0,576.0,892.0,4900.0,243593.0
1955-01-01T00:00:00,65.0,12526.476923076923,57663.39538056934,20.0,350.0,1469.0,5220.0,452523.0
1956-01-01T00:00:00,54.0,21482.12962962963,54267.860881750195,132.0,2382.0,4423.0,13901.75,331541.0
1957-01-01T00:00:00,56.0,16544.303571428572,26266.414561647933,40.0,883.5,5928.0,20059.5,119500.0
1958-01-01T00:00:00,92.0,10273.108695652174,25633.219600490233,12.0,560.0,2400.0,8043.0,190977.0
1959-01-01T00:00:00,63.0,23393.539682539682,54551.838832383706,20.0,2442.0,6000.0,16933.5,344652.0
1960-01-01T00:00:00,141.0,6770.992907801418,30578.95301101641,9.0,288.0,984.0,2912.0,323525.0
1961-01-01T00:00:00,51.0,16320.313725490196,33994.958697718816,25.0,727.5,2800.0,8354.0,183750.0
1962-01-01T00:00:00,72.0,17826.76388888889,40203.09748997627,12.0,1279.5,3239.5,12446.5,252320.0
1963-01-01T00:00:00,113.0,21474.672566371682,50204.6323233443,12.0,1512.0,3804.0,19000.0,335918.0
1964-01-01T00:00:00,130.0,19322.992307692308,36597.21245399766,20.0,600.0,2632.0,17667.0,185880.0
1965-01-01T00:00:00,173.0,24489.323699421966,53535.174160169925,20.0,1456.0,4200.0,23120.0,460546.0
1966-01-01T00:00:00,77.0,28220.12987012987,45177.83189252476,16.0,2048.0,5863.0,36075.0,224843.0
1967-01-01T00:00:00,117.0,20335.1452991453,34592.45432178191,12.0,1800.0,8349.0,18490.0,228083.0
1968-01-01T00:00:00,123.0,13546.325203252032,40273.1453669295,20.0,955.0,2400.0,7196.0,277091.0
1969-01-01T00:00:00,62.0,35578.596774193546,82299.22748725335,25.0,589.5,4456.0,13613.75,456722.0
1970-01-01T00:00:00,216.0,9183.99537037037,28057.24095147776,18.0,240.0,889.0,4380.5,226525.0
1971-01-01T00:00:00,109.0,23629.577981651375,58685.713467036134,124.0,1437.0,5760.0,20303.0,500000.0
1972-01-01T00:00:00,121.0,15613.01652892562,48993.933549978654,16.0,144.0,1280.0,5353.0,347981.0
1973-01-01T00:00:00,125.0,9745.432,26849.922143617525,24.0,1800.0,2920.0,3040.0,185458.0
1974-01-01T00:00:00,192.0,4999.770833333333,22745.999592577427,16.0,36.0,1680.0,2800.0,277831.0
1975-01-01T00:00:00,238.0,5861.399159663865,16332.917613982721,16.0,640.0,2729.5,3750.0,160305.0
1976-01-01T00:00:00,139.0,10166.84892086331,37905.41062711686,16.0,200.0,1120.0,3600.0,298474.0
1977-01-01T00:00:00,98.0,12004.65306122449,75215.12199048368,18.0,42.0,349.5,1734.0,671416.0
1978-01-01T00:00:00,79.0,12148.658227848102,30707.55389021007,48.0,534.0,1440.0,6804.0,144534.0
1979-01-01T00:00:00,116.0,3286.043103448276,9702.435457941334,12.0,150.0,460.5,2220.0,70995.0
1980-01-01T00:00:00,136.0,3040.25,9626.164334192976,12.0,120.0,310.0,1800.0,82247.0
1981-01-01T00:00:00,175.0,10051.891428571429,26853.691353624563,20.0,432.0,3450.0,8895.0,216283.0
1982-01-01T00:00:00,80.0,10162.3875,34968.08857037605,20.0,400.0,1000.0,4364.0,258516.0
1983-01-01T00:00:00,56.0,12152.964285714286,26712.921492970596,25.0,234.0,900.0,12147.0,147000.0
1984-01-01T00:00:00,137.0,14252.21897810219,78602.29920130268,18.0,192.0,1100.0,10160.0,913236.0
1985-01-01T00:00:00,147.0,13685.251700680272,99310.80973863353,20.0,240.0,805.0,4350.0,1200000.0
1986-01-01T00:00:00,169.0,5693.7692307692305,14956.371277342452,12.0,190.0,896.0,3000.0,101614.0
1987-01-01T00:00:00,159.0,8526.4213836478,31069.05988367671,18.0,104.0,1128.0,4774.0,344228.0
1988-01-01T00:00:00,135.0,3601.651851851852,8764.455069282427,18.0,220.0,900.0,3156.0,75000.0
1989-01-01T00:00:00,192.0,11383.854166666666,36610.124618552596,16.0,144.0,1584.5,5334.0,443865.0
1990-01-01T00:00:00,182.0,12137.626373626374,30761.232022991848,36.0,183.5,1810.0,13194.0,226062.0
1991-01-01T00:00:00,99.0,16705.52525252525,81556.11927733221,18.0,544.0,1728.0,5139.0,779732.0
1992-01-01T00:00:00,110.0,8187.363636363636,18316.353153371783,20.0,360.0,1818.0,4710.0,119735.0
1993-01-01T00:00:00,91.0,3868.1098901098903,7280.909893459668,18.0,90.0,1050.0,4223.0,40000.0
1994-01-01T00:00:00,107.0,4071.5607476635514,8359.03900676136,36.0,560.0,1568.0,3936.0,49275.0
1995-01-01T00:00:00,122.0,7191.770491803279,17967.95543163361,64.0,309.0,1920.0,4815.0,119700.0
1996-01-01T00:00:00,137.0,9865.627737226278,33201.52837995283,20.0,144.0,1176.0,4032.0,242165.0
1997-01-01T00:00:00,108.0,10283.925925925925,22768.56624831277,24.0,224.75,1825.0,4652.25,125000.0
1998-01-01T00:00:00,124.0,5898.3387096774195,14060.043460529747,25.0,286.0,847.5,4299.0,116030.0
1999-01-01T00:00:00,151.0,2413.3576158940396,5231.4449824681915,30.0,144.0,384.0,2104.0,45000.0
2000-01-01T00:00:00,357.0,3498.002801120448,11276.816349499057,24.0,144.0,234.0,1584.0,131835.0
2001-01-01T00:00:00,168.0,7916.392857142857,29596.446083590352,64.0,144.0,313.0,2401.5,307288.0
2002-01-01T00:00:00,116.0,8931.98275862069,20494.191820667358,80.0,332.0,1300.0,6300.0,140000.0
2003-01-01T00:00:00,104.0,10015.663461538461,37322.69734282203,20.0,144.0,180.0,2456.0,318437.0
2004-01-01T00:00:00,79.0,7281.658227848101,24762.442250873566,70.0,144.0,144.0,4052.5,155174.0
2005-01-01T00:00:00,75.0,19925.48,56811.5000471236,60.0,144.0,288.0,3036.0,335247.0
2006-01-01T00:00:00,193.0,3221.295336787565,16471.966229616108,36.0,75.0,75.0,700.0,180000.0
2007-01-01T00:00:00,42.0,23703.0,47710.47411310813,20.0,501.75,2460.0,10833.0,202759.0
2008-01-01T00:00:00,11.0,14565.727272727272,43181.08288380668,93.0,147.0,700.0,2437.5,144580.0
2009-01-01T00:00:00,20.0,12986.2,25445.14786462503,20.0,466.5,2109.5,9186.5,96000.0
2010-01-01T00:00:00,22.0,17214.772727272728,34147.04657511437,24.0,495.0,4000.0,10937.75,148183.0
2011-01-01T00:00:00,23.0,6650.130434782609,15220.376605973586,24.0,144.0,1386.0,4036.0,64000.0
2012-01-01T00:00:00,23.0,10874.478260869566,29866.02269967049,100.0,850.0,2464.0,4670.0,136000.0
2013-01-01T00:00:00,8.0,48935.625,84820.0285713185,144.0,144.0,2673.0,54398.5,230665.0
2014-01-01T00:00:00,33.0,20130.242424242424,25152.687037161533,10.0,3200.0,13387.0,23040.0,94830.0
2015-01-01T00:00:00,20.0,15254.65,29153.085289960036,144.0,696.0,3152.0,10590.25,105000.0
2016-01-01T00:00:00,10.0,30483.9,61864.18049144252,1152.0,2464.0,3352.5,3793.0,184000.0
2017-01-01T00:00:00,1.0,6720.0,,6720.0,6720.0,6720.0,6720.0,6720.0
2018-01-01T00:00:00,4.0,4290.0,5153.644341628553,1455.0,1455.0,1852.5,4687.5,12000.0
2019-01-01T00:00:00,2.0,760.0,0.0,760.0,760.0,760.0,760.0,760.0
