Unnamed: 0,Country,Fuel type,Exajoules,Total,Percentages,Rank
59,Japan,Nuclear energy,0.5534177111861854,17.74027404200516,0.0311955559353711,4.0
60,Mexico,Oil,2.559649819895826,6.788998976374384,0.3770290478468726,15.0
61,Mexico,Hydro electric,0.3270830375364616,6.788998976374384,0.0481783895791862,15.0
62,Mexico,Coal,0.2315865119784635,6.788998976374384,0.0341120263509217,15.0
63,Mexico,Natural Gas,3.176138190184252,6.788998976374384,0.4678360095850898,15.0
64,Mexico,Renewables,0.3867634643409826,6.788998976374384,0.0569691445950888,15.0
65,Mexico,Nuclear energy,0.1077779524383983,6.788998976374384,0.0158753820428407,15.0
66,Poland,Renewables,0.3227420319441184,4.442018406864433,0.0726566174163916,10.0
67,Poland,Hydro electric,0.0220334665284865,4.442018406864433,0.0049602375565209,10.0
68,Poland,Nuclear energy,0.0,4.442018406864433,0.0,10.0
69,Poland,Oil,1.3780338762805746,4.442018406864433,0.3102269621735566,10.0
70,Poland,Coal,1.882374429741033,4.442018406864433,0.423765562707287,10.0
71,Poland,Natural Gas,0.8368346023702203,4.442018406864433,0.1883906201462437,10.0
72,Russian Federation,Oil,6.706620526484154,31.297044412312346,0.2142892612519586,6.0
73,Russian Federation,Coal,3.4121082939584784,31.297044412312346,0.1090233393609572,6.0
74,Russian Federation,Natural Gas,17.08610707964602,31.297044412312346,0.5459335665870192,6.0
75,Russian Federation,Hydro electric,2.020912281803513,31.297044412312346,0.0645719849829807,6.0
76,Russian Federation,Renewables,0.0610026025357803,31.297044412312346,0.0019491489909437,6.0
77,Russian Federation,Nuclear energy,2.010293627884401,31.297044412312346,0.0642326988261404,6.0
78,Saudi Arabia,Coal,0.0036913522973769,10.824213163769372,0.0003410273099325,19.0
79,Saudi Arabia,Natural Gas,4.222331431304,10.824213163769372,0.3900820657742512,19.0
80,Saudi Arabia,Renewables,0.0078225535963123,10.824213163769372,0.0007226902757695,19.0
81,Saudi Arabia,Nuclear energy,0.0,10.824213163769372,0.0,19.0
82,Saudi Arabia,Hydro electric,0.0,10.824213163769372,0.0,19.0
83,Saudi Arabia,Oil,6.590367826571684,10.824213163769372,0.6088542166400467,19.0
84,South Africa,Oil,1.0409999707320348,4.978430620332561,0.2091020343801629,5.0
85,South Africa,Renewables,0.1598411389368049,4.978430620332561,0.0321067322469038,5.0
86,South Africa,Hydro electric,0.0131975669801956,4.978430620332561,0.0026509492622625,5.0
87,South Africa,Natural Gas,0.1387228455992558,4.978430620332561,0.0278647742990921,5.0
88,South Africa,Coal,3.5314401825796717,4.978430620332561,0.7093480761099308,5.0
89,South Africa,Nuclear energy,0.094228915504598,4.978430620332561,0.0189274337016478,5.0
90,South Korea,Oil,5.390754460239051,12.57552413787351,0.4286703600690328,8.0
91,South Korea,Renewables,0.4396571687422573,12.57552413787351,0.0349613394974249,8.0
92,South Korea,Natural Gas,2.2517192365200005,12.57552413787351,0.1790556967513213,8.0
93,South Korea,Nuclear energy,1.4283675217917935,12.57552413787351,0.1135831402438329,8.0
94,South Korea,Hydro electric,0.028779324580409,12.57552413787351,0.0022885188931199,8.0
95,South Korea,Coal,3.036246426,12.57552413787351,0.2414409445452682,8.0
96,Turkey,Renewables,0.6075281815539253,6.827258413134946,0.0889856725483106,11.0
97,Turkey,Hydro electric,0.5246511425209828,6.827258413134946,0.0768465335238531,11.0
98,Turkey,Natural Gas,2.063644526689127,6.827258413134946,0.3022654778554868,11.0
99,Turkey,Nuclear energy,0.0,6.827258413134946,0.0,11.0
100,Turkey,Coal,1.7426685839961311,6.827258413134946,0.2552515927393952,11.0
101,Turkey,Oil,1.8887659783747803,6.827258413134946,0.2766507233329542,11.0
102,US,Oil,35.326947876969534,92.9716585822148,0.3799754507523379,3.0
103,US,Coal,10.5715730231669,92.9716585822148,0.1137074801544866,3.0
104,US,Nuclear energy,7.40425850179503,92.9716585822148,0.0796399528061279,3.0
105,US,Renewables,7.479600791595573,92.9716585822148,0.0804503319146594,3.0
106,US,Hydro electric,2.427450293965114,92.9716585822148,0.0261095728632024,3.0
107,US,Natural Gas,29.76182809472264,92.9716585822148,0.3201172115091855,3.0
108,United Kingdom,Hydro electric,0.0472405435201826,7.179401538961596,0.0065800113371309,17.0
109,United Kingdom,Oil,2.495896168951396,7.179401538961596,0.3476468275811737,17.0
110,United Kingdom,Renewables,1.24121373605145,7.179401538961596,0.172885404071016,17.0
111,United Kingdom,Coal,0.2103233506686197,7.179401538961596,0.0292953875789262,17.0
112,United Kingdom,Natural Gas,2.77011171,7.179401538961596,0.3858415906906719,17.0
113,United Kingdom,Nuclear energy,0.4146160297699476,7.179401538961596,0.057750778741081,17.0
