item_id,description,up1,up2,up3,up4,down1,down2,down3,down4,level1,level2,level3,level4,up_ch1,up_ch2,up_ch3,up_ch4,down_ch1,down_ch2,down_ch3,down_ch4,total1,total2,total3,total4,up1_sh,up2_sh,up3_sh,up4_sh,down1_sh,down2_sh,down3_sh,down4_sh,level1_sh,level2_sh,level3_sh,level4_sh,change1_sh,change2_sh,change3_sh,change4_sh,net1_sh,net2_sh,net3_sh,net4_sh,item,id_count,item_id_raw,division,date_quote_s,date_quote_e,desc_appearances,date_start,date_end,coicop4_id,group,n_shops,p_min,p_max,p_mean,p_med,p_sd,coicop5_id,order,to_adjust_id,max_id,n_obs,span,spanrank,chartrank,meat_fish,track_kg,kg,to_adjust,observations,name1,name2,name3,name4,name5,weight,coicopname,sex,origin,durability,goods_services
210113,WHOLEMEAL SLICED LOAF BRANDED,2939.0,461.0,116.0,76.0,2165.0,303.0,99.0,67.0,19241.0,4096.0,1078.0,768.0,0.14214876,0.095589057,0.080566309,0.068308063,-0.1219755,-0.10590985,-0.076752536,-0.076579124,24345.0,4860.0,1293.0,911.0,0.12072294,0.094855964,0.089713842,0.083424807,0.088929966,0.06234568,0.076566122,0.073545553,0.7903471,0.84279835,0.83372003,0.84302962,0.2096529,0.15720165,0.16627997,0.15697035,0.031792976,0.032510284,0.013147719,0.0098792538,11,1.0,210113.0,1.0,200402.0,202103.0,1.0,193.0,398.0,10101.0,101.0,132.0,0.36000001,2.79,1.0885444,1.09,0.25021476,1010103.0,1285.0,,210113.0,28097.0,205.0,384.0,405.0,,ED,0.0,,25696.0,Food and drink,Food,Bread and cereals,Bread,"Wholemeal sliced loaf, branded",0.0,Food and non-alcoholic beverages,Unisex,2.0,ND,Goods
210114,CHILLED GARLIC BREAD,2688.0,624.0,137.0,68.0,2348.0,315.0,146.0,112.0,20333.0,6985.0,1714.0,1218.0,0.33810741,0.35809553,0.27872208,0.25706616,-0.25905892,-0.29648161,-0.19377869,-0.19201389,25369.0,7924.0,1997.0,1398.0,0.10595609,0.078748107,0.068602905,0.048640914,0.092553906,0.039752651,0.073109664,0.080114447,0.80149001,0.88149923,0.85828745,0.87124461,0.19850999,0.11850075,0.14171258,0.12875536,0.013402179,0.038995456,-0.0045067593,-0.031473532,12,1.0,210114.0,1.0,201002.0,202103.0,1.0,265.0,398.0,10101.0,101.0,117.0,0.27000001,2.75,0.85446244,0.80000001,0.38943133,1010103.0,333.0,,210114.0,29419.0,133.0,657.0,661.0,,AD,0.0,,25571.0,Food and drink,Food,Bread and cereals,Bread,Garlic bread,0.0,Food and non-alcoholic beverages,Unisex,2.0,ND,Goods
210201,FLOUR-SELF-RAISING-1.5KG,3797.0,211.0,10.0,6.0,3450.0,207.0,55.0,50.0,40767.0,4433.0,743.0,537.0,0.17124802,0.21870911,0.35073575,0.14647448,-0.12917799,-0.18395276,-0.21586883,-0.19631626,48014.0,4851.0,808.0,593.0,0.079081103,0.043496188,0.012376238,0.010118044,0.07185404,0.042671613,0.068069309,0.084317029,0.84906483,0.91383219,0.91955447,0.9055649,0.15093514,0.086167797,0.080445543,0.094435073,0.0072270632,0.00082457438,-0.055693071,-0.074198984,13,1.0,210201.0,1.0,198802.0,202103.0,1.0,1.0,398.0,10101.0,101.0,216.0,0.090000004,3.49,0.75695956,0.73000002,0.29550228,1010102.0,577.0,,210201.0,56531.0,397.0,1.0,95.0,,KG,0.0,,39315.0,Food and drink,Food,Bread and cereals,Flour,Self raising flour,1500.0,Food and non-alcoholic beverages,Unisex,2.0,ND,Goods
210202,RICE-LONG GRAIN-WHITE-500G,1660.0,0.0,0.0,0.0,1251.0,0.0,0.0,0.0,19262.0,0.0,0.0,0.0,0.10635403,,,,-0.097033404,,,,22173.0,0.0,0.0,0.0,0.074865825,,,,0.056419969,,,,0.86871421,,,,0.13128579,,,,0.018445857,,,,14,1.0,210202.0,1.0,198802.0,200301.0,1.0,1.0,180.0,10101.0,101.0,205.0,0.19,1.99,0.64290589,0.57999998,0.21498047,0.0,1106.0,,210202.0,27513.0,179.0,512.0,529.0,,0G,0.0,,12736.0,Food and drink,Food,Bread and cereals,Rice,Long grain white rice,500.0,Food and non-alcoholic beverages,Unisex,1.0,ND,Goods
210204,DRY SPAGHETTI OR PASTA 500G,6409.0,707.0,86.0,56.0,5817.0,700.0,212.0,108.0,54103.0,6955.0,1733.0,1262.0,0.22457187,0.45793727,0.30394113,0.27213115,-0.17004731,-0.27665517,-0.18292071,-0.13034768,66329.0,8362.0,2031.0,1426.0,0.096624404,0.084549151,0.042343672,0.039270688,0.087699197,0.083712034,0.10438208,0.075736329,0.81567639,0.83173883,0.85327423,0.88499302,0.18432361,0.16826119,0.14672574,0.11500701,0.008925207,0.00083711743,-0.062038403,-0.036465641,15,1.0,210204.0,1.0,198802.0,202103.0,1.0,1.0,398.0,10101.0,101.0,225.0,0.12,2.52,0.69649106,0.60000002,0.3324939,1010106.0,517.0,,210204.0,76510.0,397.0,1.0,61.0,,0G,0.0,,57761.0,Food and drink,Food,Bread and cereals,Pasta,Spaghetti / Pasta,500.0,Food and non-alcoholic beverages,Unisex,1.0,ND,Goods
210205,MUESLI 500G - 1KG,2692.0,0.0,0.0,0.0,1996.0,0.0,0.0,0.0,20383.0,0.0,0.0,0.0,0.11553616,,,,-0.10520154,,,,25071.0,0.0,0.0,0.0,0.10737506,,,,0.079613894,,,,0.81301105,,,,0.18698895,,,,0.027761161,,,,16,1.0,210205.0,1.0,198802.0,200601.0,1.0,1.0,216.0,10101.0,101.0,221.0,0.47999999,3.99,1.5466406,1.47,0.49691063,0.0,915.0,,210205.0,30830.0,215.0,361.0,372.0,,KG,0.0,,15962.0,Food and drink,Food,Bread and cereals,Cereal,Museli,500.0,Food and non-alcoholic beverages,Unisex,3.0,ND,Goods
210206,CORN FLAKES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,17,1.0,210206.0,,199601.0,199601.0,1.0,96.0,96.0,,,100.0,0.69,1.79,1.048093,1.0599999,0.14193453,,430.0,,210206.0,215.0,0.0,1283.0,1296.0,,ES,0.0,,215.0,Food and drink,Food,Bread and cereals,Cereal,Cornflakes,0.0,Food and non-alcoholic beverages,Unisex,2.0,ND,Goods
210208,BREAKFAST CEREAL 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,18,1.0,210208.0,,199601.0,199601.0,1.0,96.0,96.0,,,102.0,0.86000001,1.49,0.99568623,0.99000001,0.09125302,,226.0,,210208.0,204.0,0.0,1283.0,1305.0,, 4,0.0,,204.0,Food and drink,Food,Bread and cereals,Cereal,Cereal 4,0.0,Food and non-alcoholic beverages,Unisex,6.0,ND,Goods
210209,BREAKFAST CEREAL 1 NOT MUESLI,1910.0,0.0,0.0,0.0,1591.0,0.0,0.0,0.0,14988.0,0.0,0.0,0.0,0.1132235,,,,-0.096498184,,,,18489.0,0.0,0.0,0.0,0.10330467,,,,0.086051166,,,,0.81064415,,,,0.18935584,,,,0.017253503,,,,19,1.0,210209.0,1.0,199602.0,200601.0,1.0,97.0,216.0,10101.0,101.0,208.0,0.37,3.1900001,1.4735007,1.45,0.39917704,0.0,223.0,,210209.0,20790.0,119.0,722.0,729.0,,LI,0.0,,20790.0,Food and drink,Food,Bread and cereals,Cereal,Cereal 1,0.0,Food and non-alcoholic beverages,Unisex,6.0,ND,Goods
210210,BREAKFAST CEREAL 2 NOT MUESLI,947.0,0.0,0.0,0.0,705.0,0.0,0.0,0.0,7357.0,0.0,0.0,0.0,0.12558213,,,,-0.10522135,,,,9009.0,0.0,0.0,0.0,0.1051171,,,,0.07825508,,,,0.8166278,,,,0.18337218,,,,0.026862025,,,,20,1.0,210210.0,1.0,200002.0,200601.0,1.0,145.0,216.0,10101.0,101.0,139.0,0.44999999,2.79,1.5070096,1.49,0.41339689,0.0,225.0,,210210.0,10196.0,71.0,907.0,920.0,,LI,0.0,,10196.0,Food and drink,Food,Bread and cereals,Cereal,Cereal 2,0.0,Food and non-alcoholic beverages,Unisex,6.0,ND,Goods
210211,CORN SNACK SINGLE PACKET,2013.0,263.0,39.0,22.0,975.0,80.0,42.0,34.0,21054.0,3020.0,613.0,396.0,0.12545414,0.19048584,0.28445998,0.40350139,-0.12976013,-0.251643,-0.18317084,-0.18874754,24042.0,3363.0,694.0,452.0,0.083728477,0.078203984,0.056195967,0.048672568,0.040554032,0.023788285,0.06051873,0.075221241,0.87571752,0.89800775,0.88328528,0.8761062,0.12428251,0.10199226,0.1167147,0.12389381,0.043174446,0.054415699,-0.0043227635,-0.026548672,21,2.0,210211.0,1.0,200102.0,202103.0,2.0,157.0,398.0,10101.0,101.0,152.0,0.079999998,1.39,0.46995449,0.44999999,0.19520223,1010107.0,55.0,1.0,210211.0,56690.0,241.0,271.0,280.0,,ET,0.0,,26715.0,Food and drink,Food,Bread and cereals,Cereal,Corn snack,0.0,Food and non-alcoholic beverages,Unisex,0.0,ND,Goods
210211,CORN SNACK SINGLE PACKET,2013.0,263.0,39.0,22.0,975.0,80.0,42.0,34.0,21054.0,3020.0,613.0,396.0,0.12545414,0.19048584,0.28445998,0.40350139,-0.12976013,-0.251643,-0.18317084,-0.18874754,24042.0,3363.0,694.0,452.0,0.083728477,0.078203984,0.056195967,0.048672568,0.040554032,0.023788285,0.06051873,0.075221241,0.87571752,0.89800775,0.88328528,0.8761062,0.12428251,0.10199226,0.1167147,0.12389381,0.043174446,0.054415699,-0.0043227635,-0.026548672,21,2.0,210211.0,1.0,200102.0,202103.0,2.0,157.0,398.0,10107.0,101.0,152.0,0.079999998,1.39,0.46995449,0.44999999,0.19520223,1010705.0,56.0,1.0,210211.0,56690.0,241.0,271.0,280.0,,ET,0.0,,26715.0,Food and drink,Food,Bread and cereals,Cereal,Corn snack,0.0,Food and non-alcoholic beverages,Unisex,0.0,ND,Goods
210212,BASMATI RICE 500G-1KG,2392.0,443.0,72.0,53.0,2166.0,284.0,127.0,62.0,20366.0,4138.0,780.0,537.0,0.22774695,0.25983834,0.40905771,0.46184298,-0.17524119,-0.22294526,-0.22472318,-0.24334934,24924.0,4865.0,979.0,652.0,0.095971756,0.091058582,0.073544435,0.081288345,0.08690419,0.058376156,0.1297242,0.095092021,0.81712407,0.85056525,0.79673135,0.8236196,0.18287595,0.14943475,0.20326865,0.17638037,0.0090675652,0.032682426,-0.056179769,-0.013803676,22,1.0,210212.0,1.0,200302.0,202103.0,1.0,181.0,398.0,10101.0,101.0,132.0,0.44,5.4499998,1.4733976,1.3200001,0.70062095,1010101.0,166.0,,210212.0,28402.0,217.0,340.0,356.0,,KG,0.0,,26268.0,Food and drink,Food,Bread and cereals,Rice,Basmati rice,0.0,Food and non-alcoholic beverages,Unisex,1.0,ND,Goods
210213,BREAKFAST CEREAL 1,4871.0,1144.0,355.0,259.0,4701.0,1014.0,405.0,263.0,25863.0,5400.0,1415.0,1063.0,0.29162094,0.35163572,0.40571147,0.41833335,-0.20785099,-0.27093118,-0.23664077,-0.23285748,35435.0,7558.0,2175.0,1585.0,0.13746296,0.15136279,0.16321839,0.16340694,0.13266544,0.13416247,0.18620689,0.1659306,0.72987157,0.71447474,0.65057468,0.67066246,0.2701284,0.28552526,0.34942529,0.32933754,0.0047975183,0.017200321,-0.022988498,-0.0025236607,23,1.0,210213.0,1.0,200602.0,202103.0,1.0,217.0,398.0,10101.0,101.0,130.0,0.69,5.0,2.2042596,2.2,0.5986833,1010107.0,222.0,,210213.0,40147.0,181.0,496.0,498.0,, 1,0.0,,36249.0,Food and drink,Food,Bread and cereals,Cereal,Cereal 1,0.0,Food and non-alcoholic beverages,Unisex,6.0,ND,Goods
210214,BREAKFAST CEREAL 2,4697.0,1007.0,214.0,161.0,4373.0,864.0,205.0,127.0,26694.0,6085.0,1823.0,1314.0,0.20682645,0.25406492,0.34609714,0.37732986,-0.15984617,-0.23194163,-0.26023379,-0.24665199,35764.0,7956.0,2242.0,1602.0,0.13133319,0.12657115,0.095450491,0.10049938,0.1222738,0.10859729,0.091436215,0.079275906,0.74639302,0.7648316,0.81311327,0.8202247,0.25360698,0.23516843,0.1868867,0.17977528,0.0090593919,0.017973863,0.004014276,0.021223471,24,1.0,210214.0,1.0,200602.0,202103.0,1.0,217.0,398.0,10101.0,101.0,130.0,0.43000001,4.0,1.8676866,1.89,0.57142031,1010107.0,224.0,,210214.0,40543.0,181.0,496.0,497.0,, 2,0.0,,36527.0,Food and drink,Food,Bread and cereals,Cereal,Cereal 2,0.0,Food and non-alcoholic beverages,Unisex,6.0,ND,Goods
210215,CEREAL BAR,3730.0,1307.0,447.0,320.0,3487.0,1327.0,500.0,366.0,17078.0,4684.0,1446.0,1083.0,0.64271176,0.77747476,0.62329984,0.63538015,-0.36098018,-0.40226009,-0.39920092,-0.40207711,24295.0,7318.0,2393.0,1769.0,0.15352954,0.17860071,0.18679482,0.18089315,0.14352748,0.18133369,0.20894276,0.20689656,0.70294297,0.64006561,0.60426241,0.61221027,0.29705703,0.35993439,0.39573759,0.38778973,0.010002062,-0.0027329773,-0.022147939,-0.026003405,25,1.0,210215.0,1.0,201002.0,202103.0,1.0,265.0,398.0,10101.0,101.0,121.0,0.090000004,1.0,0.33370176,0.33000001,0.11580483,1010104.0,293.0,,210215.0,28654.0,133.0,657.0,662.0,,AR,0.0,,24573.0,Food and drink,Food,Bread and cereals,Bar,Cereal bar,0.0,Food and non-alcoholic beverages,Unisex,6.0,ND,Goods
210216,HOT OAT CEREAL,2032.0,732.0,152.0,119.0,1593.0,560.0,205.0,121.0,17553.0,6708.0,1892.0,1363.0,0.31958121,0.33229715,0.46774897,0.45499998,-0.24107406,-0.27102464,-0.29311189,-0.30133918,21178.0,8000.0,2249.0,1603.0,0.095948629,0.091499999,0.067585595,0.074235804,0.075219564,0.07,0.091151625,0.075483471,0.82883179,0.83850002,0.84126276,0.8502807,0.17116819,0.16150001,0.15873721,0.14971927,0.020729065,0.021499999,-0.02356603,-0.0012476668,26,1.0,210216.0,1.0,201202.0,202103.0,1.0,289.0,398.0,10101.0,101.0,111.0,0.38999999,4.0,1.7945517,2.0,0.64327949,1010107.0,758.0,,210216.0,24885.0,109.0,752.0,753.0,,AL,0.0,,20833.0,Food and drink,Food,Bread and cereals,Cereal,Hot Oat Cereal,0.0,Food and non-alcoholic beverages,Unisex,2.0,ND,Goods
210217,RICE MICRO POUCH/TRAY 220-280G,1749.0,1257.0,162.0,127.0,1697.0,1189.0,349.0,152.0,7714.0,5854.0,1809.0,1385.0,0.52215362,0.54135722,0.67136592,0.685,-0.35134771,-0.35001427,-0.25971863,-0.29602695,11160.0,8300.0,2320.0,1664.0,0.15672043,0.15144578,0.069827586,0.076322116,0.15206093,0.14325301,0.15043104,0.091346152,0.69121861,0.70530123,0.77974141,0.83233172,0.30878136,0.29469877,0.22025862,0.16766827,0.0046595037,0.0081927627,-0.080603451,-0.015024036,27,1.0,210217.0,1.0,201602.0,202103.0,1.0,337.0,398.0,10101.0,101.0,100.0,0.34999999,2.1500001,1.0446738,1.0,0.42495722,1010101.0,1105.0,,210217.0,14378.0,61.0,932.0,937.0,,0G,0.0,,10246.0,Food and drink,Food,Bread and cereals,Rice,Microwave rice pouch,0.0,Food and non-alcoholic beverages,Unisex,1.0,ND,Goods
210218,"POPCORN, BAG, 10-30G",347.0,285.0,224.0,174.0,285.0,220.0,197.0,153.0,1497.0,1157.0,1422.0,1013.0,0.47942257,0.51324934,0.42415366,0.37764245,-0.32760391,-0.3148506,-0.25420961,-0.24418107,2129.0,1662.0,1843.0,1340.0,0.16298732,0.17148015,0.12154096,0.12985075,0.13386567,0.13237064,0.10689094,0.1141791,0.70314699,0.69614923,0.77156812,0.75597012,0.29685301,0.30385077,0.22843191,0.24402985,0.029121652,0.039109513,0.014650024,0.015671641,28,1.0,210218.0,1.0,201902.0,202103.0,1.0,373.0,398.0,10101.0,101.0,61.0,0.15000001,1.7,0.42682177,0.30000001,0.26128468,1010107.0,986.0,,210218.0,4629.0,25.0,1112.0,1125.0,,0G,0.0,,1243.0,Food and drink,Food,,,,,Food and non-alcoholic beverages,Unisex,,ND,Goods
210219,BREAKFAST CEREAL GLUTEN FREE,1.0,0.0,142.0,98.0,16.0,0.0,146.0,67.0,154.0,0.0,1725.0,1309.0,0.16333334,,0.49392909,0.54645091,-0.33333334,,-0.30579874,-0.30437711,171.0,0.0,2013.0,1474.0,0.0058479533,,0.070541479,0.066485755,0.093567252,,0.072528563,0.045454547,0.90058482,,0.85692996,0.88805968,0.099415205,,0.14307004,0.1119403,-0.087719299,,-0.0019870847,0.021031208,29,1.0,210219.0,1.0,202002.0,202103.0,1.0,385.0,398.0,10101.0,101.0,52.0,0.58999997,4.1500001,2.3164086,2.2,0.81889713,1010107.0,227.0,,210219.0,2570.0,13.0,1169.0,1176.0,,EE,0.0,,,,,,,,,,,,,
210301,CREAM CRACKERS PACK 200G-300G,4069.0,169.0,39.0,16.0,2474.0,101.0,46.0,33.0,41962.0,4235.0,1092.0,771.0,0.12116079,0.14660674,0.15810923,0.13701679,-0.10969859,-0.10628793,-0.1970571,-0.085291348,48505.0,4505.0,1177.0,820.0,0.083888263,0.037513874,0.03313509,0.019512195,0.051005051,0.022419535,0.039082412,0.040243901,0.8651067,0.94006658,0.92778248,0.9402439,0.13489331,0.059933409,0.072217502,0.059756096,0.032883212,0.01509434,-0.0059473217,-0.020731706,31,1.0,210301.0,1.0,198802.0,202103.0,1.0,1.0,398.0,10101.0,101.0,223.0,0.11,2.5899999,0.48881206,0.34999999,0.303469,1010104.0,434.0,,210301.0,59422.0,397.0,1.0,91.0,,0G,0.0,,37735.0,Food and drink,Food,Bread and cereals,Biscuits,Cream crackers,0.0,Food and non-alcoholic beverages,Unisex,2.0,ND,Goods
210302,PLAIN BISCUITS-200-300G,4300.0,213.0,100.0,75.0,2973.0,173.0,33.0,6.0,44897.0,4365.0,1059.0,752.0,0.11646452,0.20081806,0.17432772,0.14760268,-0.11131718,-0.18278024,-0.23584475,-0.22500001,52170.0,4751.0,1192.0,833.0,0.082422845,0.044832665,0.083892621,0.090036012,0.056986775,0.036413386,0.027684564,0.0072028809,0.8605904,0.91875392,0.88842285,0.9027611,0.13940962,0.081246048,0.11157718,0.097238891,0.02543607,0.008419279,0.056208059,0.082833134,32,1.0,210302.0,1.0,198802.0,202103.0,1.0,1.0,398.0,10101.0,101.0,224.0,0.14,2.3900001,0.57296228,0.47999999,0.27365658,1010104.0,974.0,,210302.0,62800.0,397.0,1.0,79.0,,0G,0.0,,41324.0,Food and drink,Food,Bread and cereals,Biscuits,Plain biscuits,0.0,Food and non-alcoholic beverages,Unisex,3.0,ND,Goods
