Unnamed: 0,Country,Year,GDP,rank,rank2
49,Bangladesh,2019,0.315780512814675,5.0,5.0
50,Bangladesh,2020,0.262714465475855,5.0,5.0
51,Bangladesh,2021,0.2772400470366309,5.0,5.0
52,Brazil,1970,0.144791733661385,9.0,9.0
53,Brazil,1971,0.146509169793049,9.0,9.0
54,Brazil,1972,0.161319526216382,9.0,9.0
55,Brazil,1973,0.168561891361338,9.0,9.0
56,Brazil,1974,0.209677780688456,9.0,9.0
57,Brazil,1975,0.1823433036833489,9.0,9.0
58,Brazil,1976,0.164155479824129,9.0,9.0
59,Brazil,1977,0.151552494051265,9.0,9.0
60,Brazil,1978,0.145778875985257,9.0,9.0
61,Brazil,1979,0.165668826070039,9.0,9.0
62,Brazil,1980,0.201554074919697,9.0,9.0
63,Brazil,1981,0.1963292399270919,9.0,9.0
64,Brazil,1982,0.164911703717319,9.0,9.0
65,Brazil,1983,0.2190035252320329,9.0,9.0
66,Brazil,1984,0.238300746657723,9.0,9.0
67,Brazil,1985,0.204497665840761,9.0,9.0
68,Brazil,1986,0.158606541452464,9.0,9.0
69,Brazil,1987,0.162623973390749,9.0,9.0
70,Brazil,1988,0.177672447097778,9.0,9.0
71,Brazil,1989,0.143908776472134,9.0,9.0
72,Brazil,1990,0.151556030169304,9.0,9.0
73,Brazil,1991,0.165920777626646,9.0,9.0
74,Brazil,1992,0.192533747878959,9.0,9.0
75,Brazil,1993,0.195993205474635,9.0,9.0
76,Brazil,1994,0.186747597961023,9.0,9.0
77,Brazil,1995,0.169844599991956,9.0,9.0
78,Brazil,1996,0.156355914758682,9.0,9.0
79,Brazil,1997,0.1657620926132469,9.0,9.0
80,Brazil,1998,0.164385849312059,9.0,9.0
81,Brazil,1999,0.209821664782285,9.0,9.0
82,Brazil,2000,0.226397613567941,9.0,9.0
83,Brazil,2001,0.26936285022064,9.0,9.0
84,Brazil,2002,0.276183574022309,9.0,9.0
85,Brazil,2003,0.281403847231593,9.0,9.0
86,Brazil,2004,0.296782524787535,9.0,9.0
87,Brazil,2005,0.270867952147935,9.0,9.0
88,Brazil,2006,0.260416998853051,9.0,9.0
89,Brazil,2007,0.252926113736798,9.0,9.0
90,Brazil,2008,0.272575694196952,9.0,9.0
91,Brazil,2009,0.221059756017065,9.0,9.0
92,Brazil,2010,0.227721781120049,9.0,9.0
93,Brazil,2011,0.239344051776102,9.0,9.0
94,Brazil,2012,0.251142736128073,9.0,9.0
95,Brazil,2013,0.257859573255328,9.0,9.0
96,Brazil,2014,0.246854058183204,9.0,9.0
97,Brazil,2015,0.269536259360114,9.0,9.0
98,Brazil,2016,0.245336820804399,9.0,9.0
99,Brazil,2017,0.243197343746749,9.0,9.0
100,Brazil,2018,0.288762033745466,9.0,9.0
101,Brazil,2019,0.288902578692948,9.0,9.0
102,Brazil,2020,0.328904521044545,9.0,9.0
103,Brazil,2021,0.391761221482005,9.0,9.0
104,China,1970,0.0495240601833575,8.0,8.0
105,China,1971,0.0492083519882779,8.0,8.0
106,China,1972,0.0575536749725748,8.0,8.0
107,China,1973,0.0800014512734925,8.0,8.0
108,China,1974,0.103334865791986,8.0,8.0
109,China,1975,0.0955420299391347,8.0,8.0
110,China,1976,0.0883691360503246,8.0,8.0
111,China,1977,0.0838461538461539,8.0,8.0
112,China,1978,0.0965014154062668,8.0,8.0
113,China,1979,0.110865781306023,8.0,8.0
114,China,1980,0.124248485276547,8.0,8.0
115,China,1981,0.148971819799761,8.0,8.0
116,China,1982,0.142247872204408,8.0,8.0
117,China,1983,0.1356579410986839,8.0,8.0
118,China,1984,0.157698782987393,8.0,8.0
119,China,1985,0.206896058894423,8.0,8.0
120,China,1986,0.19897615647239,8.0,8.0
121,China,1987,0.2074500340498559,8.0,8.0
122,China,1988,0.230255314037809,8.0,8.0
123,China,1989,0.191347070877387,8.0,8.0
124,China,1990,0.221994733269413,8.0,8.0
125,China,1991,0.2406633472258889,8.0,8.0
126,China,1992,0.260975773886431,8.0,8.0
127,China,1993,0.259004301892499,8.0,8.0
128,China,1994,0.357698149885745,8.0,8.0
129,China,1995,0.342769690636024,8.0,8.0
130,China,1996,0.338147454665978,8.0,8.0
131,China,1997,0.34533017359241,8.0,8.0
132,China,1998,0.324243046250791,8.0,8.0
133,China,1999,0.3352416176194859,8.0,8.0
134,China,2000,0.394110148520634,8.0,8.0
135,China,2001,0.385273592759292,8.0,8.0
136,China,2002,0.427474036337363,8.0,8.0
137,China,2003,0.51803987999976,8.0,8.0
138,China,2004,0.59505524224399,8.0,8.0
139,China,2005,0.622078928661672,8.0,8.0
140,China,2006,0.644788839037687,8.0,8.0
141,China,2007,0.621933634767067,8.0,8.0
142,China,2008,0.5761271534332559,8.0,8.0
143,China,2009,0.451848703785545,8.0,8.0
144,China,2010,0.507170776627367,8.0,8.0
145,China,2011,0.50740904586359,8.0,8.0
146,China,2012,0.482675223673812,8.0,8.0
147,China,2013,0.467443755773118,8.0,8.0
148,China,2014,0.4490521595435019,8.0,8.0
149,China,2015,0.394641693352447,8.0,8.0
150,China,2016,0.368944150170311,8.0,8.0
151,China,2017,0.376324132404996,8.0,8.0
152,China,2018,0.375657841020956,8.0,8.0
153,China,2019,0.358900960342649,8.0,8.0
154,China,2020,0.347542957760482,8.0,8.0
155,China,2021,0.374689582368945,8.0,8.0
156,"Congo, Dem. Rep.",1970,0.0,17.0,17.0
157,"Congo, Dem. Rep.",1971,0.0,17.0,17.0
158,"Congo, Dem. Rep.",1972,0.0,17.0,17.0
159,"Congo, Dem. Rep.",1973,0.0,17.0,17.0
160,"Congo, Dem. Rep.",1974,0.0,17.0,17.0
161,"Congo, Dem. Rep.",1975,0.0,17.0,17.0
162,"Congo, Dem. Rep.",1976,0.0,17.0,17.0
163,"Congo, Dem. Rep.",1977,0.0,17.0,17.0
164,"Congo, Dem. Rep.",1978,0.0,17.0,17.0
165,"Congo, Dem. Rep.",1979,0.0,17.0,17.0
166,"Congo, Dem. Rep.",1980,0.0,17.0,17.0
167,"Congo, Dem. Rep.",1981,0.0,17.0,17.0
168,"Congo, Dem. Rep.",1982,0.0,17.0,17.0
169,"Congo, Dem. Rep.",1983,0.0,17.0,17.0
170,"Congo, Dem. Rep.",1984,0.0,17.0,17.0
171,"Congo, Dem. Rep.",1985,0.0,17.0,17.0
172,"Congo, Dem. Rep.",1986,0.0,17.0,17.0
173,"Congo, Dem. Rep.",1987,0.0,17.0,17.0
174,"Congo, Dem. Rep.",1988,0.0,17.0,17.0
175,"Congo, Dem. Rep.",1989,0.0,17.0,17.0
176,"Congo, Dem. Rep.",1990,0.0,17.0,17.0
177,"Congo, Dem. Rep.",1991,0.0,17.0,17.0
178,"Congo, Dem. Rep.",1992,0.0,17.0,17.0
179,"Congo, Dem. Rep.",1993,0.0,17.0,17.0
180,"Congo, Dem. Rep.",1994,0.425167224681773,17.0,17.0
181,"Congo, Dem. Rep.",1995,0.522085314177979,17.0,17.0
182,"Congo, Dem. Rep.",1996,0.603162567434145,17.0,17.0
183,"Congo, Dem. Rep.",1997,0.33750000421875,17.0,17.0
184,"Congo, Dem. Rep.",1998,0.626793067265869,17.0,17.0
185,"Congo, Dem. Rep.",1999,0.411776608191529,17.0,17.0
186,"Congo, Dem. Rep.",2000,0.270144029227569,17.0,17.0
187,"Congo, Dem. Rep.",2001,0.2504193751383909,17.0,17.0
188,"Congo, Dem. Rep.",2002,0.293168456429821,17.0,17.0
189,"Congo, Dem. Rep.",2003,0.540313561776419,17.0,17.0
190,"Congo, Dem. Rep.",2004,0.493364146254994,17.0,17.0
191,"Congo, Dem. Rep.",2005,0.523146046950079,17.0,17.0
192,"Congo, Dem. Rep.",2006,0.479632596230374,17.0,17.0
193,"Congo, Dem. Rep.",2007,0.801420550528087,17.0,17.0
194,"Congo, Dem. Rep.",2008,0.837722916477706,17.0,17.0
195,"Congo, Dem. Rep.",2009,0.6294687936474049,17.0,17.0
196,"Congo, Dem. Rep.",2010,0.907476102952768,17.0,17.0
197,"Congo, Dem. Rep.",2011,0.851981441945765,17.0,17.0
198,"Congo, Dem. Rep.",2012,0.683517113979555,17.0,17.0
199,"Congo, Dem. Rep.",2013,0.774659451458626,17.0,17.0
200,"Congo, Dem. Rep.",2014,0.7869015012619459,17.0,17.0
201,"Congo, Dem. Rep.",2015,0.593324309643087,17.0,17.0
202,"Congo, Dem. Rep.",2016,0.559252102636584,17.0,17.0
203,"Congo, Dem. Rep.",2017,0.7429137961719541,17.0,17.0
204,"Congo, Dem. Rep.",2018,0.6991972915047979,17.0,17.0
205,"Congo, Dem. Rep.",2019,0.552351580391404,17.0,17.0
206,"Congo, Dem. Rep.",2020,0.584917573282023,17.0,17.0
207,"Congo, Dem. Rep.",2021,0.804813114206906,17.0,17.0
208,"Egypt, Arab Rep.",1970,0.3066279360319839,6.0,6.0
209,"Egypt, Arab Rep.",1971,0.310246763634209,6.0,6.0
210,"Egypt, Arab Rep.",1972,0.300853465291485,6.0,6.0
211,"Egypt, Arab Rep.",1973,0.316962722041531,6.0,6.0
212,"Egypt, Arab Rep.",1974,0.516648281140953,6.0,6.0
213,"Egypt, Arab Rep.",1975,0.5371424264123921,6.0,6.0
214,"Egypt, Arab Rep.",1976,0.450854637114817,6.0,6.0
215,"Egypt, Arab Rep.",1977,0.529519238967588,6.0,6.0
216,"Egypt, Arab Rep.",1978,0.538393825871563,6.0,6.0
217,"Egypt, Arab Rep.",1979,0.6946426306443431,6.0,6.0
218,"Egypt, Arab Rep.",1980,0.733830375629879,6.0,6.0
219,"Egypt, Arab Rep.",1981,0.74459577429536,6.0,6.0
220,"Egypt, Arab Rep.",1982,0.642019950124688,6.0,6.0
221,"Egypt, Arab Rep.",1983,0.5714285714285711,6.0,6.0
222,"Egypt, Arab Rep.",1984,0.525316455696203,6.0,6.0
223,"Egypt, Arab Rep.",1985,0.46112600536193,6.0,6.0
224,"Egypt, Arab Rep.",1986,0.360544217687075,6.0,6.0
225,"Egypt, Arab Rep.",1987,0.353398058252427,6.0,6.0
226,"Egypt, Arab Rep.",1988,0.525974025974026,6.0,6.0
227,"Egypt, Arab Rep.",1989,0.501298701298701,6.0,6.0
228,"Egypt, Arab Rep.",1990,0.5292275574112729,6.0,6.0
229,"Egypt, Arab Rep.",1991,0.628444444444444,6.0,6.0
230,"Egypt, Arab Rep.",1992,0.593098490294752,6.0,6.0
231,"Egypt, Arab Rep.",1993,0.559278350515464,6.0,6.0
232,"Egypt, Arab Rep.",1994,0.506285714285714,6.0,6.0
233,"Egypt, Arab Rep.",1995,0.502450980392157,6.0,6.0
234,"Egypt, Arab Rep.",1996,0.4694856146469049,6.0,6.0
235,"Egypt, Arab Rep.",1997,0.437382474614517,6.0,6.0
236,"Egypt, Arab Rep.",1998,0.419276270006959,6.0,6.0
237,"Egypt, Arab Rep.",1999,0.383615084525358,6.0,6.0
238,"Egypt, Arab Rep.",2000,0.3901793590120549,6.0,6.0
239,"Egypt, Arab Rep.",2001,0.398104265402844,6.0,6.0
240,"Egypt, Arab Rep.",2002,0.409870678279229,6.0,6.0
241,"Egypt, Arab Rep.",2003,0.461796407185629,6.0,6.0
242,"Egypt, Arab Rep.",2004,0.578199052132701,6.0,6.0
243,"Egypt, Arab Rep.",2005,0.629526462395543,6.0,6.0
244,"Egypt, Arab Rep.",2006,0.615185365063947,6.0,6.0
245,"Egypt, Arab Rep.",2007,0.6507787325456501,6.0,6.0
246,"Egypt, Arab Rep.",2008,0.716806253489671,6.0,6.0
247,"Egypt, Arab Rep.",2009,0.565534446363462,6.0,6.0
248,"Egypt, Arab Rep.",2010,0.4793635007458979,6.0,6.0
249,"Egypt, Arab Rep.",2011,0.452556341623514,6.0,6.0
250,"Egypt, Arab Rep.",2012,0.407117692721084,6.0,6.0
251,"Egypt, Arab Rep.",2013,0.40373038056332,6.0,6.0
252,"Egypt, Arab Rep.",2014,0.369201877934272,6.0,6.0
253,"Egypt, Arab Rep.",2015,0.348459429600229,6.0,6.0
254,"Egypt, Arab Rep.",2016,0.302465490514505,6.0,6.0
255,"Egypt, Arab Rep.",2017,0.451268011527377,6.0,6.0
256,"Egypt, Arab Rep.",2018,0.482782710596295,6.0,6.0
257,"Egypt, Arab Rep.",2019,0.4324045019823,6.0,6.0
258,"Egypt, Arab Rep.",2020,0.337591801878736,6.0,6.0
259,"Egypt, Arab Rep.",2021,0.313736003784892,6.0,6.0
260,Ethiopia,1970,0.0,2.0,2.0
261,Ethiopia,1971,0.0,2.0,2.0
262,Ethiopia,1972,0.0,2.0,2.0
263,Ethiopia,1973,0.0,2.0,2.0
264,Ethiopia,1974,0.0,2.0,2.0
265,Ethiopia,1975,0.0,2.0,2.0
266,Ethiopia,1976,0.0,2.0,2.0
267,Ethiopia,1977,0.0,2.0,2.0
268,Ethiopia,1978,0.0,2.0,2.0
269,Ethiopia,1979,0.0,2.0,2.0
270,Ethiopia,1980,0.0,2.0,2.0
271,Ethiopia,1981,0.0,2.0,2.0
272,Ethiopia,1982,0.0,2.0,2.0
273,Ethiopia,1983,0.0,2.0,2.0
274,Ethiopia,1984,0.0,2.0,2.0
275,Ethiopia,1985,0.0,2.0,2.0
276,Ethiopia,1986,0.0,2.0,2.0
277,Ethiopia,1987,0.0,2.0,2.0
278,Ethiopia,1988,0.0,2.0,2.0
279,Ethiopia,1989,0.0,2.0,2.0
280,Ethiopia,1990,0.0,2.0,2.0
281,Ethiopia,1991,0.0,2.0,2.0
282,Ethiopia,1992,0.0,2.0,2.0
283,Ethiopia,1993,0.0,2.0,2.0
284,Ethiopia,1994,0.0,2.0,2.0
285,Ethiopia,1995,0.0,2.0,2.0
286,Ethiopia,1996,0.0,2.0,2.0
287,Ethiopia,1997,0.0,2.0,2.0
288,Ethiopia,1998,0.0,2.0,2.0
289,Ethiopia,1999,0.0,2.0,2.0
290,Ethiopia,2000,0.0,2.0,2.0
291,Ethiopia,2001,0.0,2.0,2.0
292,Ethiopia,2002,0.0,2.0,2.0
293,Ethiopia,2003,0.0,2.0,2.0
294,Ethiopia,2004,0.0,2.0,2.0
295,Ethiopia,2005,0.0,2.0,2.0
296,Ethiopia,2006,0.0,2.0,2.0
297,Ethiopia,2007,0.0,2.0,2.0
298,Ethiopia,2008,0.0,2.0,2.0
299,Ethiopia,2009,0.0,2.0,2.0
300,Ethiopia,2010,0.0,2.0,2.0
301,Ethiopia,2011,0.48232935411689,2.0,2.0
302,Ethiopia,2012,0.453979041835072,2.0,2.0
303,Ethiopia,2013,0.414717870807625,2.0,2.0
304,Ethiopia,2014,0.407410841498626,2.0,2.0
305,Ethiopia,2015,0.396561241449515,2.0,2.0
306,Ethiopia,2016,0.348990528009428,2.0,2.0
307,Ethiopia,2017,0.311036313022906,2.0,2.0
308,Ethiopia,2018,0.31199374943469,2.0,2.0
309,Ethiopia,2019,0.288153010070423,2.0,2.0
310,Ethiopia,2020,0.24006113643482,2.0,2.0
311,Ethiopia,2021,0.242555150173086,2.0,2.0
312,France,1970,0.314189565466435,14.0,14.0
313,France,1971,0.320089591417485,14.0,14.0
314,France,1972,0.32470428853515,14.0,14.0
315,France,1973,0.3440597231120639,14.0,14.0
316,France,1974,0.423557676233599,14.0,14.0
317,France,1975,0.36691736336041,14.0,14.0
318,France,1976,0.395998708787581,14.0,14.0
319,France,1977,0.406359698442343,14.0,14.0
320,France,1978,0.394383488949127,14.0,14.0
321,France,1979,0.410336254739961,14.0,14.0
322,France,1980,0.435026672864511,14.0,14.0
323,France,1981,0.454109434591213,14.0,14.0
324,France,1982,0.452523852836828,14.0,14.0
325,France,1983,0.451398283198465,14.0,14.0
326,France,1984,0.475418299082076,14.0,14.0
327,France,1985,0.470163879903232,14.0,14.0
328,France,1986,0.408879984679522,14.0,14.0
329,France,1987,0.402927394586107,14.0,14.0
330,France,1988,0.4139221694416969,14.0,14.0
331,France,1989,0.4400178112786709,14.0,14.0
332,France,1990,0.4273605518885739,14.0,14.0
333,France,1991,0.42983681489047,14.0,14.0
334,France,1992,0.41991612606025,14.0,14.0
335,France,1993,0.399051237217838,14.0,14.0
336,France,1994,0.4182623973719069,14.0,14.0
337,France,1995,0.4364612857709229,14.0,14.0
338,France,1996,0.443292399538117,14.0,14.0
339,France,1997,0.4803349688306639,14.0,14.0
340,France,1998,0.495067667927119,14.0,14.0
341,France,1999,0.497609206002288,14.0,14.0
342,France,2000,0.558612457180345,14.0,14.0
343,France,2001,0.549593680925757,14.0,14.0
344,France,2002,0.530720247583335,14.0,14.0
345,France,2003,0.507978335232353,14.0,14.0
346,France,2004,0.5192500787843329,14.0,14.0
347,France,2005,0.539807067764121,14.0,14.0
348,France,2006,0.5610342444962559,14.0,14.0
349,France,2007,0.56420756583014,14.0,14.0
350,France,2008,0.573970828857949,14.0,14.0
351,France,2009,0.5046245085007299,14.0,14.0
352,France,2010,0.548677910818934,14.0,14.0
353,France,2011,0.587905764224005,14.0,14.0
354,France,2012,0.597020591687875,14.0,14.0
355,France,2013,0.59764055074913,14.0,14.0
356,France,2014,0.604787965196196,14.0,14.0
357,France,2015,0.617516939345861,14.0,14.0
358,France,2016,0.611001423821095,14.0,14.0
359,France,2017,0.629618472934066,14.0,14.0
360,France,2018,0.64437952596913,14.0,14.0
361,France,2019,0.641414731902028,14.0,14.0
362,France,2020,0.5686382288617591,14.0,14.0
363,France,2021,0.608396677956071,14.0,14.0
364,Germany,1970,0.3171070870658969,19.0,19.0
365,Germany,1971,0.308437604701513,19.0,19.0
366,Germany,1972,0.307327137062479,19.0,19.0
367,Germany,1973,0.317032168786672,19.0,19.0
368,Germany,1974,0.369529209561801,19.0,19.0
369,Germany,1975,0.359068477988722,19.0,19.0
370,Germany,1976,0.383701405541903,19.0,19.0
371,Germany,1977,0.381039605229245,19.0,19.0
372,Germany,1978,0.371805928204973,19.0,19.0
373,Germany,1979,0.39224573364244,19.0,19.0
374,Germany,1980,0.41854070791428,19.0,19.0
375,Germany,1981,0.4418312264595579,19.0,19.0
376,Germany,1982,0.443878637812521,19.0,19.0
377,Germany,1983,0.435755726577335,19.0,19.0
378,Germany,1984,0.462426559117963,19.0,19.0
379,Germany,1985,0.479153501709494,19.0,19.0
380,Germany,1986,0.429446314642645,19.0,19.0
381,Germany,1987,0.416894700598024,19.0,19.0
382,Germany,1988,0.425265238948391,19.0,19.0
383,Germany,1989,0.452159180692242,19.0,19.0
384,Germany,1990,0.4586358757732929,19.0,19.0
385,Germany,1991,0.478173792407618,19.0,19.0
386,Germany,1992,0.448908381608169,19.0,19.0
387,Germany,1993,0.405767352603533,19.0,19.0
388,Germany,1994,0.420578830860048,19.0,19.0
389,Germany,1995,0.435816342149572,19.0,19.0
390,Germany,1996,0.45005620959935,19.0,19.0
391,Germany,1997,0.496426586441629,19.0,19.0
392,Germany,1998,0.515849723493611,19.0,19.0
393,Germany,1999,0.5336584963194589,19.0,19.0
394,Germany,2000,0.615260610026125,19.0,19.0
395,Germany,2001,0.6206283888904229,19.0,19.0
396,Germany,2002,0.609348898149328,19.0,19.0
397,Germany,2003,0.618493197140493,19.0,19.0
398,Germany,2004,0.662261991054223,19.0,19.0
399,Germany,2005,0.7091871293662131,19.0,19.0
400,Germany,2006,0.774497291495463,19.0,19.0
401,Germany,2007,0.798744173951311,19.0,19.0
402,Germany,2008,0.8152480473121829,19.0,19.0
403,Germany,2009,0.7122871289962509,19.0,19.0
404,Germany,2010,0.798686242395882,19.0,19.0
405,Germany,2011,0.852061212670221,19.0,19.0
406,Germany,2012,0.8651405487904831,19.0,19.0
407,Germany,2013,0.850788766962491,19.0,19.0
408,Germany,2014,0.8462009339249791,19.0,19.0
409,Germany,2015,0.862462246132087,19.0,19.0
410,Germany,2016,0.8476964596744869,19.0,19.0
411,Germany,2017,0.872372029530234,19.0,19.0
412,Germany,2018,0.885198710425055,19.0,19.0
413,Germany,2019,0.8768640988581331,19.0,19.0
414,Germany,2020,0.8039830505986031,19.0,19.0
415,Germany,2021,0.887427778163393,19.0,19.0
416,India,1970,0.0766176933794548,12.0,12.0
417,India,1971,0.0766960655842498,12.0,12.0
418,India,1972,0.0773639959724787,12.0,12.0
419,India,1973,0.0893209601877254,12.0,12.0
420,India,1974,0.108518902537234,12.0,12.0
421,India,1975,0.122939782139853,12.0,12.0
422,India,1976,0.128012030726837,12.0,12.0
423,India,1977,0.126481011375529,12.0,12.0
424,India,1978,0.129030118424849,12.0,12.0
425,India,1979,0.149188045313762,12.0,12.0
426,India,1980,0.153845768485061,12.0,12.0
427,India,1981,0.145072647616204,12.0,12.0
428,India,1982,0.141259277495475,12.0,12.0
429,India,1983,0.1369059388688019,12.0,12.0
430,India,1984,0.140093759441289,12.0,12.0
431,India,1985,0.129000361941487,12.0,12.0
432,India,1986,0.122192718993726,12.0,12.0
433,India,1987,0.125848140356758,12.0,12.0
434,India,1988,0.134904501163017,12.0,12.0
435,India,1989,0.151681320906695,12.0,12.0
436,India,1990,0.155062615101965,12.0,12.0
437,India,1991,0.169877265511351,12.0,12.0
438,India,1992,0.18433099041828,12.0,12.0
439,India,1993,0.196515397864684,12.0,12.0
440,India,1994,0.200781443763393,12.0,12.0
441,India,1995,0.228674487058705,12.0,12.0
442,India,1996,0.219294878713867,12.0,12.0
443,India,1997,0.226193868664624,12.0,12.0
444,India,1998,0.23699470078931,12.0,12.0
445,India,1999,0.248155980442929,12.0,12.0
446,India,2000,0.269009229100702,12.0,12.0
447,India,2001,0.259932547534365,12.0,12.0
448,India,2002,0.295086629352982,12.0,12.0
449,India,2003,0.305924361330175,12.0,12.0
450,India,2004,0.37503814059447,12.0,12.0
451,India,2005,0.4200166961510039,12.0,12.0
452,India,2006,0.457244804990503,12.0,12.0
453,India,2007,0.456862686794412,12.0,12.0
454,India,2008,0.533682204392226,12.0,12.0
455,India,2009,0.462728696431018,12.0,12.0
456,India,2010,0.492552064974806,12.0,12.0
457,India,2011,0.5562388001351191,12.0,12.0
458,India,2012,0.557937217174389,12.0,12.0
459,India,2013,0.5384413194668111,12.0,12.0
460,India,2014,0.489221857470489,12.0,12.0
461,India,2015,0.419229138658647,12.0,12.0
462,India,2016,0.40082485713276,12.0,12.0
463,India,2017,0.4074249695452039,12.0,12.0
464,India,2018,0.436169693323889,12.0,12.0
465,India,2019,0.399625279339591,12.0,12.0
466,India,2020,0.378053535787506,12.0,12.0
467,India,2021,0.452902657416073,12.0,12.0
468,Indonesia,1970,0.286826347305389,10.0,10.0
469,Indonesia,1971,0.31062091503268,10.0,10.0
470,Indonesia,1972,0.354119193689746,10.0,10.0
471,Indonesia,1973,0.395341605709717,10.0,10.0
472,Indonesia,1974,0.504183787822189,10.0,10.0
473,Indonesia,1975,0.445212576626458,10.0,10.0
474,Indonesia,1976,0.430065883478699,10.0,10.0
475,Indonesia,1977,0.435701999400338,10.0,10.0
476,Indonesia,1978,0.4271476303525889,10.0,10.0
477,Indonesia,1979,0.5365553591836479,10.0,10.0
478,Indonesia,1980,0.526540464774445,10.0,10.0
479,Indonesia,1981,0.531773002387695,10.0,10.0
480,Indonesia,1982,0.486762274326459,10.0,10.0
481,Indonesia,1983,0.5655923666442331,10.0,10.0
482,Indonesia,1984,0.5011061997730171,10.0,10.0
483,Indonesia,1985,0.447183723110447,10.0,10.0
484,Indonesia,1986,0.410095381677863,10.0,10.0
485,Indonesia,1987,0.4697424787829209,10.0,10.0
486,Indonesia,1988,0.472545614222743,10.0,10.0
487,Indonesia,1989,0.4908188368911749,10.0,10.0
488,Indonesia,1990,0.528918614376893,10.0,10.0
489,Indonesia,1991,0.548395648805761,10.0,10.0
490,Indonesia,1992,0.574274341101528,10.0,10.0
491,Indonesia,1993,0.505233858882307,10.0,10.0
492,Indonesia,1994,0.51877101049475,10.0,10.0
493,Indonesia,1995,0.539585900635426,10.0,10.0
494,Indonesia,1996,0.52264743657148,10.0,10.0
495,Indonesia,1997,0.559938588086777,10.0,10.0
496,Indonesia,1998,0.961861923602686,10.0,10.0
497,Indonesia,1999,0.629439128601924,10.0,10.0
498,Indonesia,2000,0.714368759173731,10.0,10.0
499,Indonesia,2001,0.697932075256238,10.0,10.0
500,Indonesia,2002,0.590794617663723,10.0,10.0
501,Indonesia,2003,0.536164937473016,10.0,10.0
502,Indonesia,2004,0.59761294836691,10.0,10.0
503,Indonesia,2005,0.639879358688635,10.0,10.0
504,Indonesia,2006,0.566571268148867,10.0,10.0
505,Indonesia,2007,0.548292499782075,10.0,10.0
506,Indonesia,2008,0.585613996312961,10.0,10.0
507,Indonesia,2009,0.455121213687054,10.0,10.0
508,Indonesia,2010,0.467012738758737,10.0,10.0
509,Indonesia,2011,0.5018001318411041,10.0,10.0
510,Indonesia,2012,0.495828982992627,10.0,10.0
511,Indonesia,2013,0.486373726752893,10.0,10.0
512,Indonesia,2014,0.480801755855227,10.0,10.0
513,Indonesia,2015,0.419376402415294,10.0,10.0
514,Indonesia,2016,0.374213418023318,10.0,10.0
515,Indonesia,2017,0.393554970704606,10.0,10.0
516,Indonesia,2018,0.430743089551995,10.0,10.0
