taxon,sample_id,abundance,growth_rate
Bifidobacterium,Cancer4,0.0174544454,0.0218159001
Blautia,Cancer4,0.0456891942,0.1636819114
Collinsella,Cancer4,0.2088602324,0.3913046885
Desulfovibrio,Cancer4,0.0039540815,0.0044206564
Dorea,Cancer4,0.0098852037,0.0124997796
Erysipelatoclostridium,Cancer4,0.0031471261,0.0069321418
Eubacterium,Cancer4,0.0016946063,0.0257087725
Faecalibacterium,Cancer4,0.0048719933,0.0242974279
Lachnoclostridium,Cancer4,0.0029270473,0.0339915725
Methanobrevibacter,Cancer4,0.3592565459,2.3494498811
Odoribacter,Cancer4,0.0033892127,0.0233538102
Parabacteroides,Cancer4,0.0076963372,0.0660811548
Slackia,Cancer4,0.0360103849,0.2355055448
Streptococcus,Cancer4,0.0027113702,0.037457619
Veillonella,Cancer4,0.0004236516,0.004717914
Acidaminococcus,Cancer3,0.0110768457,8.0901836821
Actinomyces,Cancer3,0.0029538255,3.8475384448
Alistipes,Cancer3,0.0060596862,7.2553992028
Barnesiella,Cancer3,0.0014769128,3.25176e-05
Blautia,Cancer3,0.0896372435,1.97034e-05
Collinsella,Cancer3,0.1373528865,6.4557e-06
Dorea,Cancer3,0.0594457385,4.82852e-05
Erysipelatoclostridium,Cancer3,0.0006329626,0.0003899387
Faecalitalea,Cancer3,0.0013846057,9.2702e-06
Haemophilus,Cancer3,0.0022153691,2.2646370532
Lachnoclostridium,Cancer3,0.0025174649,2.4638458756
Lachnospira,Cancer3,0.0016615269,1.48198e-05
Megamonas,Cancer3,0.0454150673,6.3451091459
Mogibacterium,Cancer3,0.007753792,1.2095e-06
Parabacteroides,Cancer3,0.0056307299,2.7033473962
Paraprevotella,Cancer3,0.0631380204,9.259614212
Pseudomonas,Cancer3,0.0022153691,3.3422016413
Roseburia,Cancer3,0.0609226513,0.0004213264
Streptococcus,Cancer3,0.0048738121,6.2660419599
Subdoligranulum,Cancer3,0.0158768121,1.2946e-06
Sutterella,Cancer3,0.0022153691,0.3252753895
Alistipes,Cancer7,0.0002234489,0.0472622182
Bifidobacterium,Cancer7,0.0129153451,0.4687903707
Blautia,Cancer7,0.0235588167,1.633073751
Collinsella,Cancer7,0.1096854673,5.0220959686
Dorea,Cancer7,0.0085469195,0.2938464636
Erysipelatoclostridium,Cancer7,0.0005426616,0.0231631364
Lachnoclostridium,Cancer7,0.0056979464,1.0138147874
Parabacteroides,Cancer7,0.0020575917,0.2823979933
Pseudomonas,Cancer7,0.0009496577,0.2114633451
Streptococcus,Cancer7,0.0412151453,8.365480868
Anaerostipes,Healthy1,0.0331894905,0.4646111079
Bacteroides,Healthy1,0.087533128,0.7248115308
Blautia,Healthy1,0.0204654799,0.7030587929
Dialister,Healthy1,0.1156279025,5.0252121068
Dorea,Healthy1,0.0185575646,0.4925166127
Erysipelatoclostridium,Healthy1,0.0015294696,0.0428334949
Faecalibacterium,Healthy1,0.0563418368,2.1727418819
Haemophilus,Healthy1,0.0064237724,0.3818011144
Lachnoclostridium,Healthy1,0.0006813092,0.0405112519
Roseburia,Healthy1,0.0513901789,0.6230539076
Streptococcus,Healthy1,0.0062096466,0.3989234245
Veillonella,Healthy1,0.0069590867,0.3696838348
Alistipes,Healthy8,0.0415154821,8.6223519659
Anaerostipes,Healthy8,0.0361929844,1.6192690002
Bacteroides,Healthy8,0.0858605047,2.196285664
Bifidobacterium,Healthy8,0.0138024093,1.2173377615
Blautia,Healthy8,0.0182616492,2.0624979371
Butyricimonas,Healthy8,0.0036806425,0.5280078271
Collinsella,Healthy8,0.0262245777,2.4994104395
Dorea,Healthy8,0.008894886,0.7717310227
Erysipelatoclostridium,Healthy8,0.0023661273,0.2164351706
Faecalibacterium,Healthy8,0.0198984734,2.5280679627
Lachnoclostridium,Healthy8,0.0004182548,0.081385964
Parabacteroides,Healthy8,0.0062877642,1.0301957261
Parasutterella,Healthy8,0.0335858626,1.2225660623
Roseburia,Healthy8,0.0081664255,0.3140659165
Streptococcus,Healthy8,0.0025764497,0.5490155704
Actinomyces,Healthy6,0.001979962,0.0879298231
Alistipes,Healthy6,0.1134692902,4.8903793733
Anaerostipes,Healthy6,0.0410842105,0.5528888389
Bacteroides,Healthy6,0.16636801,1.6590463497
Bifidobacterium,Healthy6,0.0044549144,0.0951683825
Blautia,Healthy6,0.0042264572,0.109311362
Butyricimonas,Healthy6,0.0152209575,0.4781537728
Dorea,Healthy6,0.0188096386,0.396907721
Eggerthella,Healthy6,0.0014849715,0.0580793485
Erysipelatoclostridium,Healthy6,0.0282144578,0.6195405561
Eubacterium,Healthy6,0.0022274572,0.10294537
Fusobacterium,Healthy6,0.0344018389,0.1955877957
Holdemanella,Healthy6,0.000989981,0.0004157311
Hungatella,Healthy6,0.0252445149,0.5326870961
Lachnoclostridium,Healthy6,0.0080998444,0.3293986397
Odoribacter,Healthy6,0.0267294864,0.8396898155
Parabacteroides,Healthy6,0.0341543437,1.1995846214
Streptococcus,Healthy6,0.0044549144,0.1965526281
Alistipes,Healthy5,0.0056754108,0.4326697865
Bifidobacterium,Healthy5,0.1341288742,0.9086165786
Blautia,Healthy5,0.019791176,0.4187422699
Collinsella,Healthy5,0.0747262416,0.8150802544
Dorea,Healthy5,0.02112514,0.1129755526
Eggerthella,Healthy5,0.0028377054,0.169355721
Erysipelatoclostridium,Healthy5,0.0012161594,0.013757487
Eubacterium,Healthy5,0.0331065627,2.7750194422
Faecalibacterium,Healthy5,0.1280514552,3.7593872425
Lachnoclostridium,Healthy5,0.0017198214,0.1177503614
Methanobrevibacter,Healthy5,0.0018918036,0.073770964
Parabacteroides,Healthy5,0.0018918036,0.0963319151
Paraprevotella,Healthy5,0.0160803305,0.6254661438
Slackia,Healthy5,0.0094590179,0.3679241642
Streptococcus,Healthy5,0.0578891897,4.5949461112
Veillonella,Healthy5,0.0148191281,0.8552954793
Akkermansia,Healthy2,0.1454258288,0.0015716825
Alistipes,Healthy2,0.0004897592,0.004427797
Anaerostipes,Healthy2,0.0111012083,0.0562124683
Bacteroides,Healthy2,0.009359467,0.0442823103
Blautia,Healthy2,0.0075253383,0.0493410352
Dorea,Healthy2,0.0091584969,0.0548001815
Enterococcus,Healthy2,0.2114780182,1.616850771
Erysipelatoclostridium,Healthy2,0.000237883,0.0018126519
Faecalibacterium,Healthy2,0.0570324577,0.3915546105
Flavonifractor,Healthy2,0.0016651812,0.005187979
Haemophilus,Healthy2,0.0424621218,0.3565307436
Intestinibacter,Healthy2,0.2397860994,0.6557543507
Lachnospira,Healthy2,0.0049955437,0.0119946378
Marvinbryantia,Healthy2,0.0033303625,0.009115292
Parabacteroides,Healthy2,0.0043017182,0.0340555475
Parasutterella,Healthy2,0.0074933156,0.0365779156
Roseburia,Healthy2,0.0293488195,0.1445758518
Subdoligranulum,Healthy2,0.0312221484,0.0877761337
Terrisporobacter,Healthy2,0.159024809,0.3814764205
Veillonella,Healthy2,0.0245614234,0.1948980126
Alistipes,Cancer5,0.0131557576,0.1176132019
Anaerostipes,Cancer5,0.079009507,0.3588180573
Bacteroides,Cancer5,0.0739890197,0.2982639978
Bifidobacterium,Cancer5,0.0422445993,0.2407431508
Bilophila,Cancer5,0.0133806423,0.0241074093
Blautia,Cancer5,0.0430092074,0.2734421511
Butyricimonas,Cancer5,0.0007168201,0.0061386861
Collinsella,Cancer5,0.0845847746,0.4980480378
Desulfovibrio,Cancer5,0.0226196572,0.1217119046
Faecalibacterium,Cancer5,0.0434870875,0.2928178346
Flavonifractor,Cancer5,0.0028672805,0.0048398609
Gemella,Cancer5,0.0019115203,0.0156890927
Holdemania,Cancer5,0.0038230407,0.007289685
Lachnoclostridium,Cancer5,0.001824633,0.0157274423
Odoribacter,Cancer5,0.0019115203,0.0157773056
Parabacteroides,Cancer5,0.0305046786,0.2352914974
Paraprevotella,Cancer5,0.2661792061,1.9086128358
Parasutterella,Cancer5,0.0033451606,0.0164403527
Phascolarctobacterium,Cancer5,0.217594731,0.4042188357
Roseburia,Cancer5,0.0234161241,0.102426
Slackia,Cancer5,0.0081239614,0.0590787064
Sutterella,Cancer5,0.0105133618,0.0753856711
Akkermansia,Cancer6,0.226662135,0.1736417187
Alistipes,Cancer6,0.0108794952,0.0361749531
Anaerostipes,Cancer6,0.0046797389,0.0109227557
Bacteroides,Cancer6,0.0145022792,0.0307946538
Barnesiella,Cancer6,0.0421176499,0.0912063342
Bifidobacterium,Cancer6,0.0064702477,0.0170788568
Bilophila,Cancer6,0.0012208014,0.0030408853
Blautia,Cancer6,0.0117619524,0.0311274369
Butyricimonas,Cancer6,0.0019838023,0.0062629156
Catenibacterium,Cancer6,0.003357204,0.0052135498
Cloacibacillus,Cancer6,0.007630009,0.0182839015
Collinsella,Cancer6,0.0021364025,0.0055142631
Dorea,Cancer6,0.0034589374,0.009390467
Faecalibacterium,Cancer6,0.0208299247,0.0569602834
Intestinibacter,Cancer6,0.0024416029,0.0044351645
Lachnospira,Cancer6,0.003357204,0.0050807104
Methanobrevibacter,Cancer6,0.5328798308,1.5120595042
Neisseria,Cancer6,0.0018312022,0.0061493939
Odoribacter,Cancer6,0.0057988069,0.0176484009
Parabacteroides,Cancer6,0.0125132148,0.0376167542
Paraprevotella,Cancer6,0.0274680325,0.0779818078
Phascolarctobacterium,Cancer6,0.0278749663,0.0441900364
Roseburia,Cancer6,0.0087745104,0.0191435379
Streptococcus,Cancer6,0.0026857632,0.0089467127
Subdoligranulum,Cancer6,0.0141409501,0.0222303243
Terrisporobacter,Cancer6,0.0014242684,0.0037344417
Tyzzerella,Cancer6,0.0006104007,0.0023573968
Veillonella,Cancer6,0.0005086673,0.0015978436
