sample_id,taxon,TSNE 1,TSNE 2
Cancer6,Streptococcus,8.8465127945,-1.2668932676
Cancer6,Subdoligranulum,23.5598773956,-4.3304510117
Cancer6,Terrisporobacter,-16.0881786346,-9.3612928391
Cancer6,Tyzzerella,-19.5458202362,-14.9455900192
Cancer6,Veillonella,-10.1663274765,-12.0079860687
Cancer7,Akkermansia,-4.1172165871,-17.8274879456
Cancer7,Alistipes,-12.1634731293,-15.0252571106
Cancer7,Anaerostipes,12.3422660828,-11.9396066666
Cancer7,Bacteroides,4.3488578796,12.6920146942
Cancer7,Bifidobacterium,7.1406989098,18.1268463135
Cancer7,Bilophila,-4.7420401573,-24.2299060822
Cancer7,Blautia,22.318977356,15.4493465424
Cancer7,Butyricicoccus,-11.2984819412,4.2144083977
Cancer7,Collinsella,5.681265831,6.8814358711
Cancer7,Dorea,0.1598110348,4.0351819992
Cancer7,Erysipelatoclostridium,-13.0405082703,-14.6447515488
Cancer7,Faecalitalea,-16.8656234741,-7.0025839806
Cancer7,Fusobacterium,24.3451919556,26.2939453125
Cancer7,Lachnoclostridium,7.8479852676,3.4860925674
Cancer7,Parabacteroides,-1.3026484251,9.3292694092
Cancer7,Pseudomonas,-16.3499755859,-14.5157642365
Cancer7,Streptococcus,14.1952857971,18.4027366638
Cancer7,Tyzzerella,-17.7992324829,-4.4788608551
Cancer8,Acidaminococcus,-10.8341884613,-2.3686621189
Cancer8,Actinomyces,-2.4686565399,-13.2726449966
Cancer8,Akkermansia,-4.1008024216,-17.7538337708
Cancer8,Alistipes,-5.2901659012,-10.6796045303
Cancer8,Anaerofustis,-22.374420166,-16.2599582672
Cancer8,Anaerostipes,26.8006839752,7.2877788544
Cancer8,Bacteroides,14.1373968124,26.9758892059
Cancer8,Bifidobacterium,19.0818939209,21.6949729919
Cancer8,Blautia,26.0731372833,21.8693828583
Cancer8,Butyricicoccus,-12.3305902481,3.3195567131
Cancer8,Catenibacterium,21.3499202728,5.402015686
Cancer8,Collinsella,31.2866001129,13.6893434525
Cancer8,Desulfovibrio,5.9218034744,0.8479804397
Cancer8,Dialister,14.3806810379,1.8576416969
Cancer8,Dorea,14.4828119278,11.4064235687
Cancer8,Eggerthella,-20.0483360291,-25.6921081543
Cancer8,Erysipelatoclostridium,-4.1813044548,-9.7573518753
Cancer8,Faecalibacterium,17.1292686462,7.693148613
Cancer8,Flavonifractor,-20.727804184,-1.9247967005
Cancer8,Fusobacterium,-8.1518983841,-10.681845665
Cancer8,Gordonibacter,-21.1148986816,-19.337430954
Cancer8,Holdemania,-17.2905826569,-18.9057064056
Cancer8,Hungatella,-21.3161735535,-7.2973399162
Cancer8,Intestinibacter,-6.5510601997,13.7393703461
Cancer8,Lachnoclostridium,7.4483017921,2.8623669147
Cancer8,Lactobacillus,-8.2256526947,-5.396797657
Cancer8,Marvinbryantia,-23.9090976715,-11.9280195236
Cancer8,Megasphaera,9.1995458603,6.1751456261
Cancer8,Odoribacter,-4.0000200272,-2.4850099087
Cancer8,Parabacteroides,1.7823456526,12.7156896591
Cancer8,Paraprevotella,-16.7307262421,-17.0268497467
Cancer8,Roseburia,18.3170433044,-1.3093487024
Cancer8,Streptococcus,15.0581064224,17.1184482574
Cancer8,Subdoligranulum,19.9421977997,-2.2342371941
Healthy1,Akkermansia,7.3073225021,28.5949707031
Healthy1,Anaerostipes,-14.035941124,8.2397212982
Healthy1,Bacteroides,20.6875305176,27.1880779266
Healthy1,Blautia,23.9073181152,19.1348628998
Healthy1,Butyricicoccus,-7.3260974884,6.5306096077
Healthy1,Dialister,13.971654892,1.3937283754
Healthy1,Dorea,1.4863022566,6.2131328583
Healthy1,Erysipelatoclostridium,-3.6158833504,-8.7335166931
Healthy1,Faecalibacterium,21.4865074158,12.2968540192
Healthy1,Haemophilus,-16.2140731812,-10.9521179199
Healthy1,Lachnoclostridium,-7.1284646988,-9.0255708694
Healthy1,Lachnospira,-5.2858691216,2.7989320755
Healthy1,Marvinbryantia,-23.9886417389,-12.6284666061
Healthy1,Roseburia,23.4464263916,0.0529455952
Healthy1,Streptococcus,8.2368497849,-0.6294659972
Healthy1,Subdoligranulum,23.2134017944,-4.4170637131
Healthy1,Veillonella,5.105009079,3.6833794117
Healthy2,Akkermansia,8.1762838364,27.3879432678
Healthy2,Alistipes,-0.7626388669,-6.3814735413
Healthy2,Anaerostipes,-14.152338028,6.9109897614
Healthy2,Bacteroides,15.5148839951,27.7158107758
Healthy2,Blautia,24.4885959625,18.2976055145
Healthy2,Dorea,1.0607573986,6.6223773956
Healthy2,Enterococcus,17.0162277222,20.712097168
Healthy2,Erysipelatoclostridium,-14.2048158646,-15.0634126663
Healthy2,Faecalibacterium,24.8812446594,12.5553665161
Healthy2,Flavonifractor,-21.1562404633,-8.9257717133
Healthy2,Haemophilus,8.7319688797,-9.3264579773
Healthy2,Intestinibacter,-5.0473227501,15.747841835
Healthy2,Lachnospira,-6.007083416,1.9579149485
Healthy2,Marvinbryantia,-25.6402873993,-7.2717051506
Healthy2,Parabacteroides,0.7648985386,13.0359525681
Healthy2,Parasutterella,-28.0902404785,-18.6854858398
Healthy2,Roseburia,17.0048656464,-0.9289539456
Healthy2,Subdoligranulum,25.3888988495,-3.6337714195
Healthy2,Terrisporobacter,20.5018024445,14.4093284607
Healthy2,Veillonella,14.067565918,-6.3488240242
Healthy3,Acidaminococcus,-11.2741708755,-2.8785071373
Healthy3,Actinomyces,-0.6440898776,-12.7050924301
Healthy3,Alistipes,6.9507513046,9.7088165283
Healthy3,Anaerostipes,-13.3054494858,11.3836154938
Healthy3,Bacteroides,16.2417125702,25.2509384155
Healthy3,Barnesiella,-10.446015358,-22.79022789
Healthy3,Bifidobacterium,9.630865097,20.2071933746
Healthy3,Bilophila,-19.5245780945,-19.6007137299
Healthy3,Blautia,25.3762321472,25.3556499481
Healthy3,Butyricicoccus,-7.3708252907,7.3261003494
Healthy3,Collinsella,29.6240768433,14.8504190445
Healthy3,Dialister,15.148223877,2.5012221336
Healthy3,Dorea,13.2260017395,10.6077604294
Healthy3,Erysipelatoclostridium,-3.0039250851,-8.6646251678
Healthy3,Faecalibacterium,22.2482738495,11.9687337875
Healthy3,Haemophilus,7.2609629631,-8.8456602097
Healthy3,Holdemanella,20.4665756226,7.0804624557
Healthy3,Lachnoclostridium,-6.3544054031,-8.4493846893
Healthy3,Lachnospira,-7.7289543152,-0.3108318448
Healthy3,Lactobacillus,-8.2909841537,-5.3941135406
Healthy3,Leuconostoc,-4.6010527611,-6.0942964554
Healthy3,Marvinbryantia,-24.4487762451,-12.0293560028
Healthy3,Methanobrevibacter,-20.6966228485,-17.8387012482
Healthy3,Odoribacter,-10.7302150726,-17.0190868378
Healthy3,Parasutterella,-23.956987381,-19.4795455933
Healthy3,Roseburia,16.7026424408,-3.744058609
Healthy3,Streptococcus,9.3062705994,0.5638273358
Healthy3,Subdoligranulum,22.9325122833,-5.2382354736
Healthy3,Veillonella,-10.620593071,-12.1372156143
Healthy4,Actinomyces,-9.7497663498,-14.696354866
Healthy4,Adlercreutzia,-23.3009929657,-21.3226089478
Healthy4,Akkermansia,-13.8175649643,0.5546948314
Healthy4,Alistipes,-1.0947117805,-6.785507679
Healthy4,Anaerococcus,-13.6099147797,-13.6505737305
Healthy4,Anaerofustis,-21.2904968262,-16.3305263519
Healthy4,Anaerostipes,27.2085666656,7.2010354996
Healthy4,Bacteroides,17.814699173,26.8443126678
Healthy4,Bifidobacterium,8.9892978668,21.0027008057
Healthy4,Blautia,24.7610740662,22.2705898285
Healthy4,Collinsella,-7.5825791359,-13.012465477
Healthy4,Dialister,13.669210434,1.076597929
Healthy4,Dorea,15.393196106,11.6456279755
Healthy4,Erysipelatoclostridium,2.6356675625,0.7163116932
Healthy4,Faecalibacterium,23.6239585876,11.9002370834
Healthy4,Holdemanella,21.0665016174,7.552084446
Healthy4,Intestinibacter,-4.4557952881,16.5814399719
Healthy4,Odoribacter,0.1199216768,0.9512726068
Healthy4,Parabacteroides,-0.144983992,10.6396207809
Healthy4,Parasutterella,-27.5393371582,-18.7841358185
Healthy4,Phascolarctobacterium,-18.7627811432,-15.8984889984
Healthy4,Pseudomonas,-11.0943479538,-9.4424724579
Healthy4,Roseburia,19.2825889587,0.8702813983
Healthy4,Streptococcus,9.065202713,-0.6745498776
Healthy4,Subdoligranulum,25.023273468,-3.2429475784
Healthy4,Veillonella,-15.1854372025,-14.3804044724
Healthy4,Weissella,-19.9143486023,-16.0465488434
Healthy5,Alistipes,6.7463355064,10.9344043732
Healthy5,Anaerofustis,-23.4832782745,-16.1173343658
Healthy5,Anaerostipes,-14.7528810501,11.6519870758
Healthy5,Bacteroides,14.5183238983,27.2071208954
Healthy5,Barnesiella,-11.2883844376,-22.1726493835
Healthy5,Bifidobacterium,18.9289894104,21.5975780487
Healthy5,Bilophila,-2.6754915714,-24.0093917847
Healthy5,Blautia,25.0107650757,18.9973831177
Healthy5,Butyricicoccus,-8.2660722733,7.0045251846
Healthy5,Collinsella,12.7368631363,-6.2169084549
Healthy5,Dorea,1.9327750206,7.4041347504
Healthy5,Eggerthella,-20.1817054749,-24.5918865204
Healthy5,Erysipelatoclostridium,-3.3703122139,-9.4106149673
Healthy5,Eubacterium,4.3824820518,3.0359830856
Healthy5,Faecalibacterium,25.3000183105,12.9239692688
Healthy5,Faecalitalea,-17.64585495,-8.3281936646
Healthy5,Flavonifractor,-21.0410728455,0.2048301399
Healthy5,Holdemania,-16.2619800568,-20.0560092926
Healthy5,Lachnoclostridium,3.3007268906,-2.4048452377
Healthy5,Lachnospira,-6.0577454567,1.2986900806
Healthy5,Marvinbryantia,-24.7970714569,-11.2872991562
Healthy5,Methanobrevibacter,-20.0805282593,-18.0999755859
Healthy5,Parabacteroides,-1.3005992174,9.3309793472
Healthy5,Paraprevotella,-0.9043491483,-1.750123024
Healthy5,Phascolarctobacterium,12.2916755676,6.1943011284
Healthy5,Roseburia,23.1439437866,2.0398344994
Healthy5,Slackia,-8.9324102402,-18.3157081604
Healthy5,Streptococcus,15.4422140121,20.3194770813
Healthy5,Veillonella,5.5345396996,5.6360507011
Healthy6,Actinomyces,-10.3038387299,-14.7607107162
Healthy6,Alistipes,11.8197813034,15.9544439316
Healthy6,Anaerostipes,-12.8542890549,8.8494920731
Healthy6,Anaerotruncus,-22.6041545868,-12.3479537964
Healthy6,Bacteroides,21.685125351,28.4172534943
Healthy6,Bifidobacterium,-1.9170649052,-9.78881073
Healthy6,Bilophila,-3.5368964672,-24.0696640015
Healthy6,Blautia,11.9844923019,-2.6228208542
Healthy6,Butyricicoccus,-12.2262744904,3.5115849972
Healthy6,Butyricimonas,5.378279686,9.3133745193
Healthy6,Dorea,0.2439905256,5.6829147339
Healthy6,Eggerthella,-18.7749996185,-18.3668575287
Healthy6,Erysipelatoclostridium,14.467839241,14.4358654022
Healthy6,Eubacterium,-14.7213373184,-13.2640485764
Healthy6,Flavonifractor,-21.0351219177,-1.4016615152
Healthy6,Fusobacterium,15.9812774658,14.9101247787
Healthy6,Holdemanella,-19.1244792938,-16.8533859253
Healthy6,Hungatella,-21.5087680817,-6.3281335831
Healthy6,Intestinibacter,-5.8618488312,14.7481269836
Healthy6,Lachnoclostridium,9.3987083435,2.2379717827
Healthy6,Lachnospira,-12.3417615891,-19.5118980408
Healthy6,Odoribacter,-1.5509859324,-0.7760834098
Healthy6,Parabacteroides,0.7894515395,15.4726819992
Healthy6,Phascolarctobacterium,12.9068489075,5.3986091614
Healthy6,Streptococcus,-2.9885623455,-5.2003068924
Healthy6,Terrisporobacter,-2.2241663933,5.3486351967
Healthy7,Acinetobacter,7.1276392937,-5.3237233162
Healthy7,Actinomyces,10.2605047226,-2.9748139381
Healthy7,Alistipes,-0.4778986573,-6.0838899612
Healthy7,Anaerostipes,28.2442855835,7.2540616989
Healthy7,Bacillus,5.4511122704,-4.3744316101
Healthy7,Bacteroides,15.152130127,24.7852210999
Healthy7,Blautia,25.9501037598,25.4756793976
Healthy7,Dorea,12.1211929321,10.3217144012
Healthy7,Eggerthella,-20.1683216095,-24.7012367249
Healthy7,Enterococcus,5.3731665611,-2.5482001305
Healthy7,Erysipelatoclostridium,7.6886792183,8.0339384079
Healthy7,Faecalibacterium,20.8539810181,10.524846077
Healthy7,Flavonifractor,-20.6744117737,-0.1640037149
Healthy7,Granulicatella,-2.4512691498,3.512799263
Healthy7,Lactobacillus,-6.9924063683,-5.3021178246
Healthy7,Lactococcus,-16.4875049591,-15.9148607254
Healthy7,Listeria,2.1288099289,3.6247873306
Healthy7,Methanobrevibacter,-19.9089946747,-17.5334186554
Healthy7,Neisseria,7.9115490913,-6.0727801323
Healthy7,Phascolarctobacterium,4.6563472748,-15.585439682
Healthy7,Porphyromonas,-2.2577483654,0.6160150766
Healthy7,Pseudomonas,6.0688261986,-3.7667779922
Healthy7,Roseburia,18.6233711243,-0.4644005895
Healthy7,Rothia,-18.5123233795,-14.3712043762
Healthy7,Staphylococcus,16.4926700592,17.8310279846
Healthy7,Streptococcus,15.3464155197,18.1893062592
Healthy7,Subdoligranulum,-21.882434845,-11.7463264465
Healthy7,Tyzzerella,-6.7766947746,9.1019935608
Healthy8,Akkermansia,7.4760518074,27.1737174988
Healthy8,Alistipes,11.3254423141,15.2640733719
Healthy8,Anaerostipes,-12.4193754196,9.6059112549
Healthy8,Bacteroides,20.6832561493,27.8496570587
Healthy8,Bifidobacterium,7.8644270897,19.2068004608
Healthy8,Bilophila,-5.1901626587,-24.2356014252
Healthy8,Blautia,23.1137657166,19.3558998108
Healthy8,Butyricimonas,-0.3946753144,-3.6732649803
Healthy8,Collinsella,1.5864864588,-8.4465522766
Healthy8,Dorea,-0.5292623043,4.2032928467
Healthy8,Erysipelatoclostridium,-2.3366799355,-7.9605021477
Healthy8,Faecalibacterium,17.9549350739,9.2436208725
Healthy8,Flavonifractor,-21.7836818695,0.6346536875
Healthy8,Intestinibacter,-16.7901973724,-2.9774236679
Healthy8,Lachnoclostridium,-12.453625679,-12.6546831131
Healthy8,Lachnospira,-13.0937595367,-18.9041633606
Healthy8,Parabacteroides,0.1604376882,11.8294019699
Healthy8,Parasutterella,-29.0592288971,-19.2256126404
Healthy8,Phascolarctobacterium,12.5450277328,6.8405585289
Healthy8,Roseburia,17.296831131,-3.142942667
Healthy8,Streptococcus,-3.1609499454,-5.2988247871
Healthy8,Subdoligranulum,24.1819953918,-1.2538272142
