m_probability,u_probability,bayes_factor,log2_bayes_factor,gamma_column_name,level_name,gamma_index,column_name,max_gamma_index,num_levels,level_proportion,estimate_name
0.07763319554992328,0.0012652823229062937,61.35642152306649,5.939142438199639,gamma_forename2_std,level_2,2,forename2_std,3,4,,True value
0.4596432016205519,0.0024827092789859277,185.13774669916043,7.532455257991571,gamma_forename2_std,level_3,3,forename2_std,3,4,,True value
0.36292104887149046,0.9725966108124937,0.37314652841357454,-1.4221858308830553,gamma_forename2_std,level_0,0,forename2_std,3,4,,Estimated value
0.045433668326405566,0.02354129339488495,1.9299563352061782,0.9485682072373319,gamma_forename2_std,level_1,1,forename2_std,3,4,,Estimated value
0.052350852617385625,0.0012047787035261597,43.45267098776279,5.441372955525759,gamma_forename2_std,level_2,2,forename2_std,3,4,,Estimated value
0.5271494664661658,0.0026573170890952062,198.3765763707393,7.632097877047972,gamma_forename2_std,level_3,3,forename2_std,3,4,,Estimated value
0.12383415602114342,0.9608637280476107,0.12887795886807318,-2.9559225445370974,gamma_occupation,level_0,0,occupation,1,2,,True value
0.8761658439788566,0.039136271952389376,22.387565301180004,4.484625735230421,gamma_occupation,level_1,1,occupation,1,2,,True value
0.07942144350636787,0.960615413807468,0.08267766929907495,-3.596358470315435,gamma_occupation,level_0,0,occupation,1,2,,Estimated value
0.9204086565724586,0.039384586192532,23.369768367579905,4.546571529624281,gamma_occupation,level_1,1,occupation,1,2,,Estimated value
0.0701545640159956,0.9954640307589572,0.0704742329690292,-3.826760318969801,gamma_dob,level_0,0,dob,3,4,,True value
0.430486876107942,0.004227388467905598,101.83281696872794,6.670058753629054,gamma_dob,level_1,1,dob,3,4,,True value
0.1147337033525214,0.0002899409301548454,395.71406248592393,8.628314525032813,gamma_dob,level_2,2,dob,3,4,,True value
0.384624856523541,1.8639842982348563e-05,20634.554533950235,14.332774672820593,gamma_dob,level_3,3,dob,3,4,,True value
0.05898746739304598,0.9951373844695857,0.05927570234383935,-4.076415337812342,gamma_dob,level_0,0,dob,3,4,,Estimated value
0.3473210148333301,0.004532577609689287,76.62770386785265,6.259794171200329,gamma_dob,level_1,1,dob,3,4,,Estimated value
0.12993330319214527,0.0003107274870457939,418.15838189106256,8.707905671531982,gamma_dob,level_2,2,dob,3,4,,Estimated value
0.4637582145814793,1.931043367935333e-05,24015.939894572566,14.551704650948196,gamma_dob,level_3,3,dob,3,4,,Estimated value
0.06546442261733629,0.6929841483010887,0.09446741715207779,-3.404039375984061,gamma_postcode,level_0,0,postcode,4,5,,True value
0.021853819347834424,0.22447761962407276,0.09735411211341463,-3.3606142719453547,gamma_postcode,level_1,1,postcode,4,5,,True value
0.1402251994052269,0.07500265862898567,1.8696030509915178,0.9027319935587617,gamma_postcode,level_2,2,postcode,4,5,,True value
0.17520711400941888,0.007519518544359998,23.30031011637476,4.542277251499905,gamma_postcode,level_3,3,postcode,4,5,,True value
0.5972494446201835,1.6054901492949086e-05,37200.44279826199,15.18303217343799,gamma_postcode,level_4,4,postcode,4,5,,True value
0.058056582856882484,0.6867917692396783,0.08453302071624239,-3.5643411854461915,gamma_postcode,level_0,0,postcode,4,5,,Estimated value
0.021308505881478795,0.22653194769186202,0.09406402098508194,-3.410213184909835,gamma_postcode,level_1,1,postcode,4,5,,Estimated value
0.10423772950929992,0.07842802901540927,1.3290877103238137,0.4104363153543164,gamma_postcode,level_2,2,postcode,4,5,,Estimated value
0.13746948795467454,0.00823110629981246,16.70121645225341,4.061881281761498,gamma_postcode,level_3,3,postcode,4,5,,Estimated value
0.6789276937976636,1.7147753237885456e-05,39592.80754621964,15.272950752787517,gamma_postcode,level_4,4,postcode,4,5,,Estimated value
