alpha,beta,tree,llhd,exit_code
0.353475808692027,31.0246095013917,102,-4850.58029818466,1
0.514156320977484,31.8088847902813,103,-4816.64746716205,1
1.07914481864572,26.7701729417751,104,-4875.89249242609,1
1.2321059732011,26.1179475522211,105,-5144.4674020603,1
0.710819361457248,28.2253666206533,106,-4857.14716066957,1
1.22926483632469,26.0467889705896,107,-4808.07376708338,1
1.14490016584481,28.8134074394757,108,-5053.16598468412,1
0.213564789755264,32.252403362137,109,-4990.9618562307,1
1.04849435179925,27.353858091839,110,-4967.55532390324,1
0.554179046555178,31.6194493042315,111,-4942.19232119282,1
0.738954361479989,28.3608353084894,112,-4940.95426221383,1
0.831625900252344,29.8050245105418,113,-5078.23306594113,1
0.860193851765396,28.6994551990894,114,-4874.08558756128,1
0.127329998504126,32.511704075305,115,-4704.92105207233,1
2.26830048680482e-13,34.3514655838857,116,-4808.69121834514,1
0.769045019221798,28.9712150178168,117,-5160.94078257191,1
0.649898830734522,29.0567616464861,118,-4931.46707591346,1
0.756277744535077,28.6224486583437,119,-5216.95573594889,1
0.55378214224758,30.1230129326337,120,-4820.04075063797,1
0.938020583413497,26.3136854374772,121,-4658.8801314916,1
0.61337150400071,28.7174347677637,122,-5075.21332931326,1
0.636873225823813,28.5323413987171,123,-4826.17890279684,1
1.05463941589949,27.6981054095545,124,-4974.44341984373,1
0.272934101726076,30.1371302124433,125,-4843.92525922686,1
0.24486334681848,31.079919083876,126,-4967.44954969768,1
0.523231155654601,28.6806719380317,127,-4900.11573028776,1
2.7579451915482e-06,31.790094628296,128,-4837.87691695561,1
0.674092488818542,28.899452002847,129,-4731.27470270552,1
0.686544211684343,29.6806354332779,130,-4976.75617529437,1
0.707378696970243,29.7753731861567,131,-4774.12979084196,1
0.959005680245308,28.1832467275572,132,-4962.71903047962,1
0.550805532125441,29.9974728793817,133,-5141.17020265349,1
0.855549617115159,29.658735349048,134,-4715.19421296691,1
1.01912987155457,26.3043724462092,135,-5042.7398207433,1
0.398352682709881,28.1249760969979,136,-5010.72969207199,1
0.466411740649971,28.2203375279656,137,-4824.96913088373,1
0.81693285367094,29.5405549511015,138,-5012.84703351649,1
0.533527229868264,29.8049707273995,139,-5033.60009865007,1
0.314458060496105,29.2739784610264,140,-4864.13999096525,1
0.684760737490718,28.9703580245675,141,-4795.1420417627,1
1.08784873481388,29.0751056823475,142,-4777.68736093332,1
0.667459863767047,30.2113507718403,143,-5029.44239149744,1
1.11241541647124,28.4390474125124,144,-4893.26224645689,1
0.882867984977631,27.4912888693361,145,-4925.63114717208,1
0.24593931429304,32.8282305078515,146,-4948.02529648151,1
0.54416397228829,30.1997927685972,147,-4821.59238468183,1
0.77210644325006,30.1420245947562,148,-4944.1758625543,1
0.337628196745651,30.2774783385438,149,-4905.43935448844,1
1.46587577658302,26.7720452664512,150,-4666.5301052944,1
1.39384837486386,25.5354468996087,151,-4907.41499085791,1
0.521903624950449,30.0860724027385,152,-4727.85564439847,1
1.45387719379209,24.9681361175372,153,-5114.29410096795,1
0.807098671500635,29.1472348535748,154,-4947.60694298795,1
1.00880385841562,29.0200185897755,155,-4881.75379920805,1
0.704564691900568,28.9888162381981,156,-4733.51365410386,1
0.250087455716806,30.7471663383505,157,-4871.84142118808,1
0.685498303537487,29.2375207244312,158,-5064.62345658178,1
0.530030853720853,30.7014316082866,159,-5004.02384862415,1
1.9863856423369e-05,32.0300016322022,160,-5115.85208933793,1
0.122091865597562,31.4442584552537,161,-4886.79810991313,1
0.825622699553071,28.3379319103706,162,-4795.78834722936,1
0.596619839992195,30.3000768004647,163,-4900.44913922815,1
0.890311660472268,29.7704440356228,164,-5139.52894790085,1
0.489716767375204,29.0227689755034,165,-4957.18406302767,1
0.681611946107225,30.2040000454185,166,-5062.89972764819,1
0.808929363543551,29.0963610986293,167,-5228.07941346144,1
0.573568574593629,27.8305183413247,168,-4937.20250469619,1
0.769416791707397,29.8048004655069,169,-4938.95331199332,1
1.371286349938,27.1856697865103,170,-5037.03595124481,1
1.06317907436823,29.4080969725917,171,-4918.34483434046,1
1.18587135888762,27.6165843240389,172,-5126.57577419809,1
0.672504887240766,29.7883458124916,173,-5151.68033912416,1
0.536848585284294,29.9965296978118,174,-4978.32821637573,1
0.301062614125084,31.819960664542,175,-4928.30704478357,1
0.454804096014774,30.4963860088922,176,-4647.70606258027,1
0.69049552979105,29.2701830159327,177,-4995.73989059904,1
1.3890216885517,26.1415631186893,178,-4994.2262485202,1
0.0001875845985442,30.5493844301503,179,-4876.39104537467,1
4.21509271599368e-05,32.2252123338082,180,-4788.469529328,1
0.360774587585374,30.9035507590004,181,-4958.37714547479,1
1.21189472993204,28.0121901484858,182,-4835.55507665955,1
1.56155427368515,25.1863396159146,183,-4976.26057613252,1
0.561889491703741,28.2646687600672,184,-5058.39282670845,1
0.977136980755704,28.3222811419422,185,-5030.21754964084,1
0.53756323980921,28.7857956908617,186,-4922.26923498207,1
1.01123059867692,27.3469609541615,187,-5060.82096882762,1
0.460206279364001,31.6091175428504,188,-4953.22582699575,1
0.72727353620084,29.5916194520179,189,-4937.58451293214,1
0.883927035000754,29.1139775778228,190,-5059.09759307904,1
1.35939803968338,27.3401305007044,191,-5058.9545996928,1
0.74381859142829,29.405269462945,192,-4972.5995875224,1
0.708658748223477,30.9478433450047,193,-5081.55947379773,1
0.52358959826854,29.5344776491567,194,-4936.22853759041,1
0.677727784058463,29.004357813457,195,-4849.75187544533,1
1.02919930369156,28.0827454512506,196,-5081.84682555556,1
0.876057299405221,27.0548244071574,197,-4902.93213777923,1
0.413875406882389,31.715455823357,198,-4972.03802896646,1
0.438349160432972,29.0421078571102,199,-4951.58528937431,1
0.369686325580426,30.2954064763594,200,-4821.32291035532,1
1.0671697034497,28.6459499378079,201,-5053.7419014943,1
0.0002582563795621,31.0343302212026,202,-4913.96799959912,1
0.946163574545707,29.8517029737268,203,-4818.38688279757,1
0.523844209091978,29.793278452948,204,-4742.11738834113,1
0.597157975936335,28.9492807951766,205,-4694.33247169388,1
1.6760307560974,25.1555512669067,206,-5054.8882776757,1
0.404658311415752,29.9071331301865,207,-4914.08302913524,1
0.472285500487062,31.638939637436,208,-4901.78665607484,1
0.358323676985871,30.7321770753557,209,-4661.91988838874,1
0.995941525896683,28.0119459425507,210,-5083.05334985361,1
0.559835061796408,29.2562181740674,211,-5070.82715612515,1
0.299592050576183,29.8385821069736,212,-4954.95876751827,1
1.03202569184072,29.4048136459094,213,-5170.83128276671,1
0.807479028350774,28.738959741172,214,-4846.0766769738,1
0.742002246075394,28.3295215121078,215,-4847.4806106693,1
0.201877940058445,33.2767762726297,216,-4886.09630671918,1
0.77818076562579,30.9554113264138,217,-4922.24038882965,1
0.875298572516276,28.0724036251616,218,-4609.28822399288,1
0.369824319262018,30.41900758463,219,-4867.73989256533,1
0.563861812834493,31.2640966354006,220,-4825.83646311184,1
0.19100697676047,30.5656117158952,221,-4738.69229608983,1
1.49193232975137,27.44094770982,222,-4888.12356790652,1
0.282036543103691,31.6013121808422,223,-4874.76078354252,1
0.769284106100689,29.2754983964247,224,-5196.64716585796,1
1.25461009318381,27.1636703712038,225,-4825.97764655576,1
0.526205784243677,29.7175332856262,226,-4962.88418271089,1
0.785980551036845,30.268337886268,227,-4802.53969328617,1
1.05438071642818,28.7524303182653,228,-5143.05947066059,1
0.419638005774992,29.7221158741514,229,-4825.38949665337,1
0.860066345397909,29.7821069789997,230,-5073.35413018056,1
1.20049136291249,26.98452377607,231,-5291.20809724081,1
0.91455488387377,28.156184822411,232,-5083.09604941321,1
0.930068529068916,27.6781605732958,233,-4917.26072078735,1
0.946259855232723,28.3008845306073,234,-5034.44270167584,1
0.274610858539748,31.5565989135504,235,-4887.49857674474,1
0.983419215797939,28.4392956762868,236,-4986.47358702098,1
0.278816887021483,30.1531843250189,237,-4677.21865950887,1
0.880584344995263,28.286515153554,238,-4962.80800815585,1
0.411892267686862,31.2159125536609,239,-4914.24394471565,1
0.909613518309082,29.4646317739014,240,-5014.32323274885,1
0.75159508939647,29.7640472515949,241,-4936.88767758143,1
0.0185388642265714,34.0384176482747,242,-4828.64708700861,1
0.646590812678885,29.4839037848993,243,-4754.84367385925,1
0.384683822845869,31.2457987015739,244,-4995.31450303417,1
0.784022427205712,28.8120738653652,245,-4842.68269124873,1
0.709661118253578,30.2855750507898,246,-4883.68482432132,1
1.15484280985554,27.3624989839971,247,-4910.67844082729,1
0.791804820762611,31.2266146942559,248,-5020.84691468288,1
0.621759946456057,30.5323558247401,249,-4774.54122187075,1
0.638116082476679,28.6009835834477,250,-4954.58689861042,1
0.57030838489707,31.0225208176005,251,-4986.33111225344,1
0.79033952218243,30.0324627297446,252,-4873.27216052856,1
0.937108031629074,29.4445825651406,253,-4968.19091914123,1
1.29088866933872,27.7603323748237,254,-4950.74852927698,1
0.996408136570465,28.0353252648171,255,-5090.10229716811,1
0.432158349369977,30.2765557712915,256,-4837.86292506451,1
0.383511288670344,29.9212104974868,257,-4812.77359975939,1
1.00344410129847,29.0509341070035,258,-4944.62659036763,1
0.708900692610785,29.5393443225632,259,-4789.36798751626,1
1.06429941120649,27.9163262642445,260,-5089.98641812723,1
0.733110348678739,27.8074782305833,261,-4882.30559914585,1
0.667141250649606,30.242071934957,262,-4806.97327633604,1
0.387069384389966,28.91201859102,263,-4934.70242311919,1
0.827459304397799,30.1238118016264,264,-4805.16344421856,1
0.395930211080084,30.7103490522508,265,-4900.67952461485,1
0.882059439261621,27.6366379629732,266,-4975.68968044195,1
0.904314064066319,28.7113902477502,267,-4801.11638030674,1
1.06600155670995,28.5606839026003,268,-4904.96417562947,1
0.968097918314043,27.8582583513541,269,-4758.39629506286,1
0.587973051470145,29.6060298144459,270,-5046.00145737591,1
0.150079188810312,30.8761515901061,271,-5193.18805966192,1
0.690366822988119,28.702633921819,272,-4839.65807151445,1
0.669678650940373,29.5954550859394,273,-4881.41676466468,1
1.16020850522238,29.5333507564925,274,-5070.217389535,1
0.207862690346992,31.3312220880434,275,-4890.52718495917,1
0.577147708005057,31.748162624693,276,-4989.08582333272,1
0.721969482812292,29.2407587245444,277,-4807.18254858952,1
0.800038074782399,29.7342769902533,278,-4900.57623547409,1
1.11000746430296,29.6721171708127,279,-5145.44374438503,1
0.664239177385904,29.8329416267057,280,-4879.90451101795,1
0.716772966950593,29.2256674790745,281,-4962.03038172155,1
1.14238771228702,27.505954259856,282,-4705.33471923162,1
1.01675039535938,27.4142097304685,283,-4795.73715249084,1
1.12262615286157,28.7896529789844,284,-5029.1166715708,1
0.698482797751742,29.54431006377,285,-4966.12549591072,1
0.96823272170954,26.687864951656,286,-4889.65757480525,1
0.640918046547716,30.3894406084214,287,-5110.9117250415,1
0.845455514228468,27.7588446857746,288,-4983.12790945001,1
0.362588161759284,29.1317351694775,289,-4885.75325813105,1
0.274118863897172,30.7238174059953,290,-4919.2822180994,1
0.780368194771145,29.1947284161032,291,-4734.64497614866,1
1.07673365787089,28.8488603891575,292,-4879.15396342399,1
0.143382081750519,31.0922298892698,293,-4766.26705496894,1
0.687539653696996,27.3356987035336,294,-4941.68672517437,1
0.781744249703822,30.8658219441491,295,-5049.13379609824,1
0.721822330940345,28.4371820309727,296,-4841.80765590962,1
0.578441053662141,29.2504780648451,297,-4929.04949910007,1
0.140315434316749,31.5758544351484,298,-5016.5376717444,1
0.683043248640039,30.9099855577574,299,-4866.07313208651,1
0.31508707312787,32.1303111562267,300,-4842.04007712926,1
0.703250271661536,29.7561687197764,301,-4866.34660164491,1
1.88828354522867e-11,32.8087401563755,302,-4896.65299646335,1
1.03318299170175,28.658617041425,303,-4972.11473875269,1
0.863355664281277,30.0278662777841,304,-4965.66028737943,1
0.479116737302288,29.2295151754967,305,-5117.37040677661,1
0.505553952388477,31.3405191796041,306,-4782.23290239429,1
1.21417945942181,25.6515571900998,307,-5014.84972245962,1
0.255439217742916,29.5182215810776,308,-4952.75360871764,1
0.59690545594586,29.0075724505223,309,-4784.83292315319,1
0.54634692331518,29.6296229745961,310,-4888.96406156751,1
0.634553596911941,29.6627733350301,311,-5121.39028848158,1
0.796647525289976,27.3363927437719,312,-4862.90115724766,1
0.61381866591575,28.5651268870329,313,-4850.22560085241,1
1.10256042416499,25.9896039680909,314,-4753.56627138366,1
1.19803746082451,26.1758384801486,315,-4964.61382033925,1
1.29474479586898,27.9899219188945,316,-4917.29380358172,1
0.812486061297114,27.5911399454323,317,-4453.22805495524,1
1.09470475490698,27.4164320949656,318,-4973.49994162015,1
1.07173348149741,27.1590132069714,319,-5015.38804587427,1
0.507011685435428,30.964127035595,320,-4837.30160338608,1
1.23687898707654,26.9567247273435,321,-5104.08747519927,1
0.968406186764782,28.9393530499625,322,-4883.66172548683,1
0.516206372455343,30.7644139797183,323,-4942.29231445205,1
0.233247780857294,29.4927826304435,324,-4585.94187911174,1
0.8559748049435,29.0379282900154,325,-4671.85017186525,1
0.556598211920422,31.3588869498805,326,-4885.23300977078,1
1.15120973222703,28.7613566921956,327,-5025.97291513978,1
1.07579151969272,27.6229892008468,328,-4882.11819048797,1
0.0969995118631964,30.5496533270309,329,-4892.88995385773,1
0.146922894568274,31.8734636823697,330,-4926.85502080673,1
0.535072887037646,29.1384591670731,331,-4900.42934352608,1
0.617998504983143,29.8075503522224,332,-5084.06662527143,1
0.25051849677322,29.3553423511398,333,-4907.90402574306,1
0.684166444465229,28.005348384443,334,-5072.31815481597,1
0.760342677192145,29.1081445527425,335,-4886.20606195121,1
1.21975313243017,26.6627265884831,336,-5167.35314144555,1
1.02972377863089,29.852313430015,337,-4960.47488651633,1
0.637712790285468,29.0889197662452,338,-5045.22806199654,1
1.03198594871116,27.9118013745197,339,-4639.90763305052,1
0.257966916445305,30.4714122089419,340,-4747.73679003162,1
1.24994516626353,27.6196167409249,341,-4787.66924736314,1
1.00165485154924,28.5851105394617,342,-4810.4055086218,1
0.104377838960431,31.9934526082059,343,-4923.87958980873,1
0.112587820437318,30.8911371862917,344,-4979.20324230177,1
0.678278078720088,28.1959022943427,345,-4691.62374636274,1
0.685925197486763,30.4781889933258,346,-4795.22873692565,1
0.765532161062524,29.3311321978497,347,-4849.60222624616,1
0.658899296848908,31.1516084824599,348,-4695.05835594804,1
0.587121775450046,30.1772191699405,349,-5009.13446882893,1
0.774159766827485,29.655991034339,350,-5112.32474868013,1
0.947574128265104,29.3982762986605,351,-4913.99019762332,1
0.551432751719976,29.092657618818,352,-4808.61520485697,1
0.416663031866782,31.6412871533914,353,-4747.34372087732,1
0.924684000773681,29.3886101430772,354,-4871.42998493356,1
0.812094730640683,27.5392216068379,355,-4820.42571833183,1
0.209092216632983,29.5486320962293,356,-4809.5542057122,1
0.794616106515494,27.9158358176048,357,-4614.21071193463,1
0.0644012802394444,31.6593775842981,358,-4859.0701915,1
0.752925469939244,28.485642380704,359,-5264.97988233002,1
1.44050254059929,27.5683096560999,360,-5168.52107414401,1
0.817815677151603,28.8984627061316,361,-5104.55227339821,1
0.53055673118446,28.1619075055508,362,-4948.59835002204,1
1.25321407122679,28.0475865883059,363,-5233.16682179262,1
0.350101265640319,30.0753767239145,364,-5016.38760978774,1
0.823639213276387,29.7947657163977,365,-4859.95020998955,1
0.665943957239879,30.255988488843,366,-5029.66148662084,1
0.832771683749826,27.8959163995097,367,-4992.65309166615,1
1.0648861848674,28.7190099277034,368,-5139.62709116089,1
1.00555666585034,29.1148420342196,369,-5051.80207156209,1
0.841380203929983,32.2364190865453,370,-4880.82424556898,1
0.910501989796491,29.3460268980331,371,-5119.44543126316,1
0.270183027445404,31.1498017189219,372,-4766.31636946194,1
0.916784018156462,29.8660907131897,373,-4869.65154415759,1
0.839880035642733,29.0718234045546,374,-4853.00567942304,1
0.193276974459091,31.2676334678917,375,-4753.03430270229,1
1.52098282216241,26.2474107167761,376,-4908.59794853988,1
0.746907982426434,30.3088193163842,377,-4838.65560592707,1
0.565695981234095,28.7862020475597,378,-4762.25888557918,1
0.696218378574498,29.119647030528,379,-4770.12044729389,1
1.14556340139419,25.7409709494119,380,-4997.30422433943,1
0.847318022726378,29.8615303649225,381,-4936.54766454869,1
0.0917877813658604,30.7856491788766,382,-4842.63031764483,1
1.24129413388288,24.979931706055,383,-4759.61469901351,1
0.805162576969894,28.7265664454905,384,-4854.42793128597,1
0.183964150828556,30.8128875760516,385,-4727.07438310321,1
0.333517543246134,32.8287780654225,386,-5043.74950339703,1
0.607183683849581,29.3271209011264,387,-4910.84828400706,1
1.17738247653799,26.9977168757619,388,-4829.82403073342,1
1.26456563982959,27.5129701461624,389,-5124.05020377019,1
0.792772030927335,30.6065694358091,390,-4904.1482023523,1
0.47930022747492,28.7692829982084,391,-4796.07877839121,1
0.433491937293417,30.5781462535735,392,-4634.0301640366,1
0.965729273770392,27.430963650926,393,-4663.25804107028,1
0.24428338659133,32.4395800655367,394,-4793.61769406344,1
4.85612739686461e-05,32.5076140884237,395,-4722.57876262471,1
0.680320525547105,30.0429561998247,396,-4735.88257600567,1
0.165503206928745,33.8999124607464,397,-5025.46820403658,1
0.765776124790867,30.9613186631818,398,-5180.89110889403,1
1.9048486804685,25.4229526072966,399,-5042.3017715191,1
0.915505449631654,27.7878663980022,400,-5005.78422059289,1
1.13850087153611,26.980129085372,401,-5273.99420103658,1
0.64545287713315,30.4515623280222,402,-4880.66647434846,1
0.591088729616288,29.4632977971115,403,-4744.39088090325,1
0.291762264789115,31.4390476428304,404,-4993.8219330946,1
0.584313624690473,32.4550059339377,405,-4879.21823335307,1
0.425269603197794,29.8315316734512,406,-4928.25759253492,1
1.01385837803402,28.2386735013931,407,-4866.89806960796,1
0.486581844074718,31.0803115811586,408,-4691.11029878679,4
1.13146985594885,26.6534414093326,409,-4789.1052116836,1
0.821837314067716,29.6975076015882,410,-5023.17497220998,1
0.702048016439565,29.3858940615022,411,-5080.02231670397,1
0.609220848622971,29.7763219021985,412,-4905.65019290532,1
0.707227011951314,28.4026983365849,413,-4803.40887327743,1
0.989457177424477,28.7016702898535,414,-5153.01324331453,1
0.274496250465751,29.5343073281118,415,-4960.79019939286,1
0.589206687398772,30.1542717615857,416,-4548.90031888165,1
0.459415797107648,30.3837735966865,417,-4954.40266622484,1
0.202434210374293,30.9871765251594,418,-4880.25854347003,1
0.767075894752517,29.332142103574,419,-5061.58074400215,1
1.11620735675271,27.282699825219,420,-5011.30302928671,1
0.53250236363649,29.8835033233462,421,-4738.04733016812,1
0.128288466514933,32.4102332850998,422,-4710.00320730701,1
1.12680286368097,26.6077544158402,423,-4961.09921158857,1
0.563514182629123,29.6385090589799,424,-4864.78138264969,1
0.55840214433051,29.3746162512786,425,-5186.1603447267,1
0.643571112445955,30.1556120357539,426,-5139.48703187863,1
0.920817185358042,27.6684185401069,427,-4844.91036219242,1
0.35235934499448,31.9478896246047,428,-4981.72039501517,1
1.04949889337726,28.2680101288535,429,-4935.95012067822,1
0.945237974409121,29.6622323789646,430,-4758.32250363376,1
0.795815278383849,30.3616444995992,431,-4894.80917041643,1
0.689841317204505,28.8086257477391,432,-4875.39138345602,1
0.724495781594306,29.6620446437446,433,-4819.95237270716,1
0.866874556788599,26.8416248196244,434,-5092.18085224562,1
0.796650241804238,28.001993737465,435,-4886.39959357135,1
0.606620032527433,29.4986606551271,436,-5012.64816660744,1
0.735121542524084,29.9346966028093,437,-4986.47569264394,1
0.657723397707244,31.5225675381178,438,-4797.57199901453,1
0.29184328005265,30.7979204176138,439,-4988.63744763579,1
1.01778983640274,27.912618277574,440,-4870.996441622,1
0.578253424807838,28.9587075419574,441,-4937.75817844218,1
0.640920556499487,29.1871938213688,442,-4925.87313943802,1
0.186448731677896,32.7978416814144,443,-4990.58346790368,1
0.623997417487758,29.2987978278568,444,-4946.42545057594,1
0.551494808320703,29.9038784502407,445,-4847.88331475907,1
1.35581591422364,26.2801053560336,446,-4690.99353535731,1
1.11170286636858,27.67561209326,447,-5047.14150103819,1
0.588381816853744,27.4605115250445,448,-4776.49078874317,1
1.39937574783862,26.6123381857601,449,-4692.05911746853,1
0.798950725589047,28.2679719071547,450,-4896.32508643803,1
0.662386320485542,29.2622329886505,451,-4781.25015037155,1
0.809324780515749,29.3529239092381,452,-4773.13773382468,1
1.12708775990422,27.5742494793586,453,-4816.77142735619,1
0.509423149532768,30.1838967248908,454,-4806.95184160398,1
0.673444889526329,29.8069978449292,455,-4924.49455026183,1
0.245268252405496,32.3676948358886,456,-5149.7172651989,1
0.359410673432739,30.3013232229972,457,-4852.7238221845,1
0.256287049778252,31.2670106399087,458,-4974.79596121401,1
0.552263036183187,30.2413119385184,459,-5247.19968817167,1
0.593160569097082,30.0531638536411,460,-4849.12844612301,1
0.699544853084056,28.3315121775265,461,-5062.05309052196,1
1.13274151449881,25.9526519374852,462,-4935.08668004448,1
1.03323427523763,27.7709304009527,463,-4966.56768923002,1
0.897252366247465,27.958644524358,464,-4869.03652206673,1
0.411002948726231,30.5779738380425,465,-4604.73616949608,1
0.452308968382921,31.0861959293792,466,-4742.81110840173,1
0.800503918859688,27.6461103748007,467,-4736.59964168845,1
0.705081405099164,29.9186319737905,468,-4867.14354959223,1
0.344781528573903,32.5998666986954,469,-4920.50620209679,1
1.04992206634972,27.5095570280788,470,-5008.95410221032,1
0.887548584698008,26.5396521258484,471,-5081.90785703659,1
0.677635070701905,28.7676393593564,472,-4967.00830219453,1
0.481205772001416,30.1705565726817,473,-5088.34758382021,1
0.553188741254832,28.5288113220361,474,-4914.50935091274,1
0.517232097724163,30.2505667929383,475,-5068.16237229415,1
0.722154043021971,28.253593504306,476,-4998.7730461994,1
0.643102721902696,30.7004061617068,477,-4979.23384305533,1
0.334304763539627,30.7306614627422,478,-4819.28133256086,1
1.06084959847533,25.9424400076761,479,-4834.05383404484,1
0.938445262911474,28.7824886445502,480,-4804.16759469722,1
0.688666026892608,31.4228954282232,481,-4584.30591525386,1
1.16174030552578,28.3892219678252,482,-4969.59838991658,1
