Continent,Height,Weight
Asia,189.0,95.0
Asia,178.0,74.0
Asia,160.0,52.0
Asia,166.0,57.0
Asia,172.0,64.0
Asia,164.0,50.0
Asia,167.0,57.0
Asia,186.0,78.0
Asia,153.0,40.0
Asia,180.0,74.0
Asia,161.0,49.0
Asia,169.0,72.0
Asia,175.0,67.0
Asia,171.0,61.0
Asia,173.0,67.0
Asia,163.0,59.0
Asia,167.0,63.0
Asia,174.0,65.0
Asia,160.0,58.0
Asia,169.0,68.0
Asia,180.0,74.0
Asia,171.0,64.0
Asia,172.0,67.0
Asia,178.0,70.0
Asia,170.0,54.0
Asia,172.0,57.0
Asia,188.0,80.0
Asia,176.0,64.0
Asia,180.0,81.0
Asia,167.0,69.0
Asia,170.0,66.0
Asia,178.0,68.0
Asia,184.0,100.0
Asia,170.0,68.0
Asia,175.0,59.0
Asia,166.0,57.0
Asia,166.0,47.0
Asia,187.0,83.0
Asia,163.0,59.0
Asia,185.0,81.0
Asia,170.0,60.0
Asia,162.0,51.0
Asia,187.0,77.0
Asia,159.0,51.0
Asia,160.0,50.0
Asia,169.0,55.0
Asia,173.0,59.0
Asia,168.0,51.0
Asia,163.0,62.0
Asia,168.0,63.0
Asia,167.0,60.0
Asia,171.0,75.0
Asia,165.0,48.0
Asia,171.0,74.5
Asia,163.0,60.0
Asia,165.0,69.0
Asia,180.0,84.0
Asia,163.0,63.0
Asia,183.0,75.0
Asia,195.0,92.0
Asia,174.0,63.0
Asia,162.0,56.0
Asia,160.0,69.0
Asia,177.0,62.0
Asia,151.0,53.0
Asia,169.0,64.0
Asia,180.0,63.0
Asia,168.0,65.0
Asia,160.0,49.0
Asia,166.0,67.0
Asia,150.0,60.0
Asia,190.0,75.0
Asia,180.0,77.0
Asia,165.0,55.0
Asia,190.0,143.0
Asia,163.0,50.0
Asia,154.0,45.0
Asia,168.0,58.0
Asia,179.0,76.0
Asia,199.0,95.0
Asia,150.0,40.0
Asia,170.0,74.0
Asia,167.0,60.0
Asia,162.0,57.0
Asia,180.0,65.0
Asia,193.0,64.0
Asia,173.0,85.0
Asia,165.0,76.0
Asia,158.0,57.0
Asia,164.0,60.0
Asia,171.0,67.0
Asia,177.0,58.0
Asia,176.0,65.0
Asia,164.0,42.0
Asia,168.0,70.0
Asia,166.0,59.0
Asia,175.0,71.0
Asia,163.0,54.0
Asia,176.0,74.0
Asia,170.0,60.0
Asia,197.0,87.0
Asia,178.0,72.0
Asia,163.0,45.0
Asia,166.0,60.0
Asia,173.0,57.0
Asia,165.0,52.0
Asia,185.0,58.0
Asia,171.0,65.0
Asia,168.0,61.0
Asia,178.0,65.0
Asia,170.0,67.0
Asia,172.0,68.0
Asia,162.0,52.0
Asia,168.0,60.0
Asia,179.0,73.0
Asia,187.0,82.0
Asia,169.0,69.0
Asia,172.0,70.0
Asia,179.0,70.0
Asia,175.0,74.0
Asia,175.0,74.0
Asia,173.0,74.0
Asia,178.0,76.0
Asia,173.0,58.0
Asia,169.0,63.0
Asia,158.0,65.0
Asia,188.0,90.0
Asia,168.0,54.0
Asia,183.0,85.0
Asia,176.0,64.0
Asia,186.0,80.0
Asia,158.0,57.0
Asia,163.0,54.0
Asia,184.0,75.0
Asia,154.0,66.0
Asia,162.0,62.0
Asia,171.0,78.0
Asia,168.0,68.0
Asia,179.0,70.0
Asia,192.0,85.0
Asia,186.0,75.0
Asia,174.0,67.0
Asia,155.0,48.0
Asia,196.0,80.0
Asia,160.0,53.0
Asia,174.0,68.0
Asia,180.0,72.0
Asia,179.0,70.0
Asia,170.0,58.0
Asia,188.0,118.0
Asia,187.0,73.0
Asia,185.0,130.0
Asia,191.0,70.0
Asia,168.0,57.0
Asia,165.0,52.0
Asia,168.0,75.0
Asia,190.0,82.0
Asia,182.0,73.0
Asia,172.0,73.0
Asia,180.0,72.0
Asia,167.0,66.0
Asia,172.0,56.0
Asia,168.0,65.0
Asia,173.0,75.0
Asia,173.0,56.0
Asia,183.0,90.0
Asia,178.0,82.0
Asia,157.0,69.0
Asia,178.0,76.0
Asia,189.0,75.0
Asia,174.0,61.0
Asia,161.0,62.0
Asia,177.0,84.0
Asia,165.0,50.0
Asia,162.0,48.0
Asia,170.0,55.0
Asia,164.0,52.0
Asia,174.0,67.0
Asia,183.0,83.0
Asia,166.0,69.0
Asia,171.0,61.0
Asia,170.0,70.0
Asia,187.0,70.0
Asia,168.0,60.0
Asia,175.0,71.0
Asia,172.0,61.0
Asia,190.0,80.0
Asia,160.0,48.0
Asia,186.0,68.0
Asia,169.0,54.0
Asia,170.0,57.0
Asia,177.0,60.0
Asia,160.0,54.0
Asia,158.0,50.0
Asia,164.0,70.0
Asia,167.0,76.0
Asia,167.0,58.0
Asia,193.0,85.0
Asia,180.0,59.0
Asia,163.0,52.0
Asia,178.0,97.0
Asia,168.0,57.0
Asia,170.0,69.0
Asia,160.0,52.0
Asia,172.0,70.0
Asia,175.0,67.0
Asia,176.0,78.0
Asia,173.0,70.0
Asia,171.0,67.0
Asia,160.0,56.0
Asia,176.0,74.0
Asia,169.0,57.0
Asia,165.0,54.0
Asia,170.0,57.0
Asia,172.0,69.0
Asia,174.0,70.0
Asia,174.0,67.0
Asia,178.0,68.0
Asia,167.0,57.0
Asia,167.0,61.0
Asia,168.0,64.0
Asia,162.0,62.0
Asia,186.0,87.0
Asia,184.0,75.0
Asia,175.0,73.0
Asia,174.0,68.0
Asia,162.0,60.0
Asia,171.0,68.0
Asia,169.0,69.0
Asia,172.0,60.0
Asia,185.0,80.0
Asia,183.0,78.0
Asia,187.0,100.0
Asia,180.0,70.0
Asia,167.0,60.0
Asia,166.0,60.0
Asia,152.0,42.0
Asia,174.0,64.0
Asia,165.0,60.0
Asia,184.0,90.0
Asia,188.0,130.0
Asia,168.0,60.0
Asia,156.0,52.0
Asia,173.0,56.0
Asia,166.0,50.0
Asia,175.0,75.0
Asia,187.0,74.0
Asia,168.0,71.0
Asia,180.0,85.0
Asia,184.0,73.0
Asia,170.0,100.0
Asia,165.0,52.0
Asia,188.0,70.0
Asia,187.0,72.0
Asia,173.0,64.0
Asia,193.0,77.0
Asia,160.0,48.0
Asia,190.0,90.0
Asia,171.0,64.0
Asia,180.0,82.0
Asia,192.0,120.0
Asia,175.0,92.0
Asia,160.0,60.0
Asia,175.0,63.0
Asia,155.0,43.0
Asia,180.0,73.0
Asia,170.0,54.0
Asia,174.0,67.0
Asia,175.0,77.0
Asia,175.0,67.0
Asia,169.0,56.0
Asia,175.0,67.0
Asia,167.0,57.0
Asia,182.0,66.0
Asia,158.0,52.0
Asia,175.0,78.0
Asia,175.0,72.0
Asia,189.0,91.0
Asia,170.0,66.0
Asia,175.0,65.0
Asia,170.0,66.0
Asia,172.0,60.0
Asia,173.0,64.0
Asia,171.0,66.0
Asia,172.0,58.0
Asia,160.0,52.0
Asia,173.0,61.0
Asia,180.0,83.0
Asia,201.0,100.0
Asia,190.0,100.0
Asia,182.0,94.0
Asia,181.0,68.0
Asia,178.0,68.0
Asia,177.0,69.0
Asia,163.0,64.0
Asia,172.0,69.0
Asia,168.0,55.0
Asia,170.0,57.0
Asia,160.0,56.0
Asia,186.0,68.0
Asia,167.0,55.0
Asia,175.0,60.0
Asia,179.0,71.0
Asia,164.0,59.0
Asia,184.0,83.0
Asia,173.0,66.0
Asia,157.0,48.0
Asia,163.0,53.0
Asia,182.0,77.0
Asia,168.0,57.0
Asia,166.0,46.0
Asia,173.0,70.0
Asia,165.0,53.0
