sample_id,taxon,TSNE 1,TSNE 2
Cancer5,Sutterella,26.5627326965,-23.3531951904
Cancer6,Akkermansia,-32.3952522278,-8.1461544037
Cancer6,Alistipes,-6.6976847649,28.1635570526
Cancer6,Anaerostipes,-6.2050352097,-10.3144245148
Cancer6,Bacteroides,-21.7511806488,33.3282737732
Cancer6,Barnesiella,27.2221450806,-13.3135137558
Cancer6,Bifidobacterium,-11.5460891724,23.8938274384
Cancer6,Bilophila,22.659696579,-28.2000637054
Cancer6,Blautia,-28.4896354675,19.612953186
Cancer6,Butyricimonas,9.1010074615,7.3064165115
Cancer6,Catenibacterium,4.3715114594,-18.6028690338
Cancer6,Cloacibacillus,2.6778478622,-10.2008047104
Cancer6,Collinsella,14.6553182602,-6.833729744
Cancer6,Dorea,-1.1226340532,3.6568446159
Cancer6,Faecalibacterium,-21.1077957153,8.5988426208
Cancer6,Intestinibacter,15.1338529587,-19.5896549225
Cancer6,Lachnospira,0.777423799,-3.4145517349
Cancer6,Methanobrevibacter,-33.185333252,11.7795534134
Cancer6,Neisseria,16.9035816193,-18.6727867126
Cancer6,Odoribacter,4.9194040298,4.1336569786
Cancer6,Parabacteroides,2.9141185284,27.6771965027
Cancer6,Paraprevotella,-2.7131831646,29.8991756439
Cancer6,Phascolarctobacterium,-7.1872458458,-19.4940509796
Cancer6,Roseburia,-17.4139518738,-6.8961629868
Cancer6,Streptococcus,-4.6805934906,13.432103157
Cancer6,Subdoligranulum,-20.5100631714,-13.666062355
Cancer6,Terrisporobacter,9.7940196991,-17.1585102081
Cancer6,Tyzzerella,17.6808071136,-23.5280647278
Cancer6,Veillonella,16.2547664642,-9.7110738754
Cancer7,Akkermansia,-10.3194475174,-13.3070478439
Cancer7,Alistipes,15.9427919388,-14.2554302216
Cancer7,Anaerostipes,-25.0744991302,0.6607513428
Cancer7,Bacteroides,2.2761983871,23.8852310181
Cancer7,Bifidobacterium,-9.8941431046,23.1113586426
Cancer7,Bilophila,6.4501667023,-32.7367858887
Cancer7,Blautia,-24.7895889282,11.1074466705
Cancer7,Butyricicoccus,-6.015768528,-8.1350450516
Cancer7,Collinsella,1.6318033934,21.6798286438
Cancer7,Dorea,-1.6079603434,4.958527565
Cancer7,Erysipelatoclostridium,17.2334403992,-14.3887042999
Cancer7,Faecalitalea,6.2893352509,-16.5779151917
Cancer7,Fusobacterium,-31.430814743,27.8681755066
Cancer7,Lachnoclostridium,-2.8910541534,18.2260513306
Cancer7,Parabacteroides,7.9582877159,21.0875205994
Cancer7,Pseudomonas,20.5137729645,-17.7737369537
Cancer7,Streptococcus,-13.8296146393,19.984998703
Cancer7,Tyzzerella,2.3360388279,-17.809425354
Cancer8,Acidaminococcus,21.7348365784,8.2775373459
Cancer8,Actinomyces,17.5879669189,1.3650690317
Cancer8,Akkermansia,-10.8404273987,-13.1241130829
Cancer8,Alistipes,11.6950597763,-3.664167881
Cancer8,Anaerofustis,15.6059713364,-22.1534347534
Cancer8,Anaerostipes,-33.4933357239,0.900793612
Cancer8,Bacteroides,-18.3729419708,33.6170005798
Cancer8,Bifidobacterium,-21.541103363,23.19622612
Cancer8,Blautia,-29.7843799591,21.8971996307
Cancer8,Butyricicoccus,-4.6413955688,-9.1970615387
Cancer8,Catenibacterium,-21.4657936096,-4.8087134361
Cancer8,Collinsella,42.6840858459,-44.7243537903
Cancer8,Desulfovibrio,-6.9566473961,10.4999647141
Cancer8,Dialister,15.3560142517,22.2517147064
Cancer8,Dorea,-14.6483163834,9.3421697617
Cancer8,Eggerthella,17.6935062408,-33.7279472351
Cancer8,Erysipelatoclostridium,12.1734170914,-2.2110991478
Cancer8,Faecalibacterium,-11.6196346283,1.7111113071
Cancer8,Flavonifractor,2.4842939377,-12.9465999603
Cancer8,Fusobacterium,16.1339302063,-4.1372308731
Cancer8,Gordonibacter,20.5510501862,-27.1322364807
Cancer8,Holdemania,17.691411972,-26.0881557465
Cancer8,Hungatella,8.3108491898,-22.1960811615
Cancer8,Intestinibacter,-2.3486447334,-15.8109636307
Cancer8,Lachnoclostridium,-2.6186337471,17.3781833649
Cancer8,Lactobacillus,24.5428447723,-2.1020774841
Cancer8,Marvinbryantia,13.2212209702,-28.3614292145
Cancer8,Megasphaera,-6.2664461136,19.9143848419
Cancer8,Odoribacter,5.0288066864,2.6107437611
Cancer8,Parabacteroides,5.1683888435,25.6281433105
Cancer8,Paraprevotella,20.4409427643,-21.1182746887
Cancer8,Roseburia,-15.1894311905,-8.0965089798
Cancer8,Streptococcus,-12.8050422668,18.2774047852
Cancer8,Subdoligranulum,-16.2851142883,-10.2220439911
Healthy1,Akkermansia,-33.1586532593,-8.5649690628
Healthy1,Anaerostipes,-26.9724559784,-0.6666433811
Healthy1,Bacteroides,-26.7370052338,31.7251491547
Healthy1,Blautia,-28.1819610596,18.4206676483
Healthy1,Butyricicoccus,-9.5196914673,-4.2227959633
Healthy1,Dialister,15.3039798737,21.3735237122
Healthy1,Dorea,-5.0669212341,5.0064439774
Healthy1,Erysipelatoclostridium,11.2383203506,-1.3702411652
Healthy1,Faecalibacterium,-21.6168899536,9.3150415421
Healthy1,Haemophilus,12.6667604446,-18.0467891693
Healthy1,Lachnoclostridium,19.0106678009,-4.1310577393
Healthy1,Lachnospira,-1.5165822506,-1.4877175093
Healthy1,Marvinbryantia,13.8925380707,-27.9316482544
Healthy1,Roseburia,-22.9613742828,-8.7146244049
Healthy1,Streptococcus,-3.9372184277,14.3557538986
Healthy1,Subdoligranulum,-20.3232822418,-13.295958519
Healthy1,Veillonella,1.7857553959,17.6251029968
Healthy2,Akkermansia,-31.8812160492,-7.5908265114
Healthy2,Alistipes,9.3116159439,2.6962196827
Healthy2,Anaerostipes,-25.6625003815,-0.8720319271
Healthy2,Bacteroides,-20.2796840668,34.099155426
Healthy2,Blautia,-27.1482753754,18.2884597778
Healthy2,Dorea,-4.9066462517,5.8523368835
Healthy2,Enterococcus,-18.4439411163,22.2964954376
Healthy2,Erysipelatoclostridium,17.896987915,-15.5630550385
Healthy2,Faecalibacterium,-21.9456634521,13.4202880859
Healthy2,Flavonifractor,10.0620288849,-22.3779754639
Healthy2,Haemophilus,15.7352542877,12.9795570374
Healthy2,Intestinibacter,-16.0464229584,-1.629503727
Healthy2,Lachnospira,-0.4560311437,-2.3232316971
Healthy2,Marvinbryantia,-12.7573261261,-18.6129074097
Healthy2,Parabacteroides,6.3915944099,26.2686862946
Healthy2,Parasutterella,28.3667793274,-34.1042137146
Healthy2,Roseburia,-14.1802577972,-6.8313450813
Healthy2,Subdoligranulum,-22.6162128448,-13.837059021
Healthy2,Terrisporobacter,-24.508764267,8.5945968628
Healthy2,Veillonella,-11.3906393051,32.3943710327
Healthy3,Acidaminococcus,22.3896045685,7.4475870132
Healthy3,Actinomyces,17.0858726501,3.6785230637
Healthy3,Alistipes,-2.2977409363,22.6681194305
Healthy3,Anaerostipes,-30.3821430206,0.1013391539
Healthy3,Bacteroides,-20.3559169769,30.7763748169
Healthy3,Barnesiella,26.2434768677,-14.2612810135
Healthy3,Bifidobacterium,-13.5987691879,24.5044498444
Healthy3,Bilophila,22.914018631,-25.8366985321
Healthy3,Blautia,-31.9539833069,26.3311347961
Healthy3,Butyricicoccus,-10.6058425903,-4.3692617416
Healthy3,Collinsella,-6.7959609032,34.5285568237
Healthy3,Dialister,15.6574029922,23.4034061432
Healthy3,Dorea,-12.8932647705,9.0388851166
Healthy3,Erysipelatoclostridium,11.5772609711,-0.4731228352
Healthy3,Faecalibacterium,-21.1312026978,10.2583084106
Healthy3,Haemophilus,14.4667263031,11.7425756454
Healthy3,Holdemanella,-17.5612430573,3.4800813198
Healthy3,Lachnoclostridium,18.8584842682,-3.0135858059
Healthy3,Lachnospira,2.6247274876,-3.9635260105
Healthy3,Lactobacillus,24.6805801392,-2.187702179
Healthy3,Leuconostoc,8.768579483,-2.2147922516
Healthy3,Marvinbryantia,13.8711576462,-28.7821331024
Healthy3,Methanobrevibacter,19.9664382935,-25.1302604675
Healthy3,Odoribacter,12.7903366089,-13.9357614517
Healthy3,Parasutterella,24.0621986389,-31.7756175995
Healthy3,Roseburia,-12.1504573822,-10.5571308136
Healthy3,Streptococcus,-6.2731833458,15.1905632019
Healthy3,Subdoligranulum,-19.2566146851,-14.4812574387
Healthy3,Veillonella,16.4932727814,-10.3817901611
Healthy4,Actinomyces,22.4201126099,-11.0173273087
Healthy4,Adlercreutzia,22.7996692657,-30.28972435
Healthy4,Akkermansia,-26.8275032043,-7.3159947395
Healthy4,Alistipes,10.0664644241,2.3495368958
Healthy4,Anaerococcus,18.5017280579,-13.9573383331
Healthy4,Anaerofustis,16.5832328796,-21.9996185303
Healthy4,Anaerostipes,-34.1788406372,0.9342680573
Healthy4,Bacteroides,-22.7332458496,31.8650608063
Healthy4,Bifidobacterium,-12.9570817947,25.7089157104
Healthy4,Blautia,-31.2904930115,21.1445999146
Healthy4,Collinsella,14.5608434677,-6.6448130608
Healthy4,Dialister,15.269616127,20.8613739014
Healthy4,Dorea,-15.1789102554,10.4297847748
Healthy4,Erysipelatoclostridium,1.0003416538,10.3780899048
Healthy4,Faecalibacterium,-21.204202652,11.96961689
Healthy4,Holdemanella,-17.7250747681,4.4977474213
Healthy4,Intestinibacter,-17.1518745422,-1.6641464233
Healthy4,Odoribacter,4.3391051292,9.0447530746
Healthy4,Parabacteroides,7.2289795876,23.1010875702
Healthy4,Parasutterella,27.5383167267,-33.6878890991
Healthy4,Phascolarctobacterium,17.9766635895,-21.1282234192
Healthy4,Pseudomonas,21.8334465027,-7.9387507439
Healthy4,Roseburia,-17.259771347,-5.9866046906
Healthy4,Streptococcus,-4.9781517982,14.2630214691
Healthy4,Subdoligranulum,-22.4370326996,-12.87728405
Healthy4,Veillonella,19.3808383942,-16.0549030304
Healthy4,Weissella,18.4445495605,-22.5435848236
Healthy5,Alistipes,-1.4806205034,23.7574901581
Healthy5,Anaerofustis,14.3995351791,-22.3315448761
Healthy5,Anaerostipes,-30.3725967407,1.9972242117
Healthy5,Bacteroides,-18.9936733246,33.8313140869
Healthy5,Barnesiella,25.4049243927,-15.2578725815
Healthy5,Bifidobacterium,-21.1577739716,23.0837287903
Healthy5,Bilophila,3.8687388897,-33.2618904114
Healthy5,Blautia,-27.5664367676,19.3629150391
Healthy5,Butyricicoccus,-9.8874616623,-5.4191288948
Healthy5,Collinsella,-10.1433191299,33.6550979614
Healthy5,Dorea,-5.9963026047,6.4971389771
Healthy5,Eggerthella,18.615436554,-32.6209602356
Healthy5,Erysipelatoclostridium,12.2051124573,-1.1428363323
Healthy5,Eubacterium,3.3346846104,17.9087562561
Healthy5,Faecalibacterium,-22.4379692078,14.0406112671
Healthy5,Faecalitalea,7.4282188416,-17.7295017242
Healthy5,Flavonifractor,0.6164448857,-11.2449426651
Healthy5,Holdemania,17.117767334,-27.5091018677
Healthy5,Lachnoclostridium,4.2092261314,13.5014867783
Healthy5,Lachnospira,0.4417594671,-2.0021440983
Healthy5,Marvinbryantia,25.7603054047,-28.2787284851
Healthy5,Methanobrevibacter,20.5648155212,-24.6120834351
Healthy5,Parabacteroides,7.9515337944,21.0915737152
Healthy5,Paraprevotella,6.5765190125,5.7057218552
Healthy5,Phascolarctobacterium,14.7027816772,31.6744327545
Healthy5,Roseburia,-22.6249637604,-6.1360697746
Healthy5,Slackia,3.2867436409,-23.1529064178
Healthy5,Streptococcus,-17.0891075134,20.4990844727
Healthy5,Veillonella,1.4738087654,20.086561203
Healthy6,Actinomyces,22.3256626129,-11.5040159225
Healthy6,Alistipes,-9.0710496902,29.1024093628
Healthy6,Anaerostipes,-28.0604038239,-2.3205223083
Healthy6,Anaerotruncus,12.4881248474,-26.8991374969
Healthy6,Bacteroides,-28.8378219604,32.1003189087
Healthy6,Bifidobacterium,12.8639268875,0.8021341562
Healthy6,Bilophila,4.9114699364,-32.9105491638
Healthy6,Blautia,-0.2739771605,15.1423768997
Healthy6,Butyricicoccus,-5.0177927017,-9.0668020248
Healthy6,Butyricimonas,8.3169841766,9.5922574997
Healthy6,Dorea,-3.7909488678,3.8562073708
Healthy6,Eggerthella,21.7721748352,-23.3928642273
Healthy6,Erysipelatoclostridium,-10.2384529114,15.7330417633
Healthy6,Eubacterium,20.0736942291,-14.5685977936
Healthy6,Flavonifractor,2.6279289722,-12.1897563934
Healthy6,Fusobacterium,-10.1569271088,17.3373069763
Healthy6,Holdemanella,19.4348602295,-22.9768009186
Healthy6,Hungatella,7.1563267708,-22.1553459167
Healthy6,Intestinibacter,-3.821423769,-15.0606851578
Healthy6,Lachnoclostridium,-8.3538417816,16.1818637848
Healthy6,Lachnospira,29.1763820648,-17.4241409302
Healthy6,Odoribacter,5.1982903481,6.1046619415
Healthy6,Parabacteroides,5.12931633,29.4089355469
Healthy6,Phascolarctobacterium,14.1631631851,30.3201503754
Healthy6,Streptococcus,7.3018846512,-0.4904350936
Healthy6,Terrisporobacter,-3.6788098812,1.6040022373
Healthy7,Acinetobacter,10.1555175781,15.3967342377
Healthy7,Actinomyces,-0.9173408151,13.9775180817
Healthy7,Alistipes,9.4461727142,3.359392643
Healthy7,Anaerostipes,-35.2923240662,1.5860811472
Healthy7,Bacillus,7.3958435059,16.6998195648
Healthy7,Bacteroides,-18.8205909729,30.749288559
Healthy7,Blautia,-32.0483856201,25.4736099243
Healthy7,Dorea,-11.4669485092,9.0208673477
Healthy7,Eggerthella,18.5052547455,-32.7455368042
Healthy7,Enterococcus,5.4318995476,15.1684265137
Healthy7,Erysipelatoclostridium,-2.3807182312,20.7841892242
Healthy7,Faecalibacterium,-21.0049991608,7.0799908638
Healthy7,Flavonifractor,1.3418376446,-11.2112522125
Healthy7,Granulicatella,1.0675421953,2.5005764961
Healthy7,Lactobacillus,23.701084137,-0.8279223442
Healthy7,Lactococcus,18.8538360596,-18.7847156525
Healthy7,Listeria,-1.7202628851,7.8864302635
Healthy7,Methanobrevibacter,19.9382572174,-24.2173290253
Healthy7,Neisseria,11.5800952911,15.2041664124
Healthy7,Phascolarctobacterium,-4.4937720299,-21.9411373138
Healthy7,Porphyromonas,3.3221793175,6.6028370857
Healthy7,Pseudomonas,7.0221128464,15.6090097427
Healthy7,Roseburia,-15.9357118607,-7.3416824341
Healthy7,Rothia,22.1358070374,-20.7619895935
Healthy7,Staphylococcus,-14.7387866974,17.5975112915
Healthy7,Streptococcus,-14.3029785156,18.8109874725
Healthy7,Subdoligranulum,11.8209934235,-26.0312080383
Healthy7,Tyzzerella,-11.7691888809,-6.7303028107
Healthy8,Akkermansia,-30.4973278046,-8.2564516068
Healthy8,Alistipes,-8.055809021,28.6230983734
Healthy8,Anaerostipes,-29.3682117462,-1.8123323917
Healthy8,Bacteroides,-26.9921684265,32.259727478
Healthy8,Bifidobacterium,-11.1233205795,23.6665534973
Healthy8,Bilophila,6.92613554,-32.5940093994
Healthy8,Blautia,-29.2543678284,17.3651847839
Healthy8,Butyricimonas,9.1837892532,7.2361459732
Healthy8,Collinsella,13.2026319504,5.3886098862
Healthy8,Dorea,-1.5562267303,3.9457793236
Healthy8,Erysipelatoclostridium,10.652215004,0.2705285549
Healthy8,Faecalibacterium,-13.3087615967,2.7439334393
Healthy8,Flavonifractor,-0.4066785574,-11.2343893051
Healthy8,Intestinibacter,0.1255758554,-16.8292789459
Healthy8,Lachnoclostridium,18.9531078339,-11.0529298782
Healthy8,Lachnospira,28.1287193298,-18.1552886963
Healthy8,Parabacteroides,7.3260860443,24.6604804993
Healthy8,Parasutterella,28.1328392029,-35.4671516418
Healthy8,Phascolarctobacterium,13.7100248337,32.0964698792
Healthy8,Roseburia,-12.9182834625,-9.4793767929
Healthy8,Streptococcus,7.4985551834,-0.7558833957
Healthy8,Subdoligranulum,-23.2876987457,-10.5205841064
