Continent,Height,Weight
Oceania,180.0,86.0
Oceania,170.0,71.0
Oceania,187.0,91.0
Oceania,178.0,82.0
Oceania,175.0,77.0
Oceania,180.0,79.0
Oceania,177.0,80.0
Oceania,167.0,70.0
Oceania,177.0,53.0
Oceania,171.0,70.0
Oceania,159.0,51.0
Oceania,177.0,65.0
Oceania,155.0,56.0
Oceania,174.0,65.0
Oceania,180.0,75.0
Oceania,182.0,75.0
Oceania,190.0,89.0
Oceania,158.0,48.0
Oceania,154.0,43.0
Oceania,182.0,79.0
Oceania,193.0,89.0
Oceania,176.0,76.0
Oceania,182.0,79.0
Oceania,192.0,96.0
Oceania,195.0,98.0
Oceania,167.0,66.0
Oceania,179.0,80.0
Oceania,168.0,62.0
Oceania,200.0,97.0
Oceania,182.0,76.0
Oceania,165.0,63.0
Oceania,182.0,74.0
Oceania,162.0,62.0
Oceania,161.0,57.0
Oceania,182.0,69.0
Oceania,180.0,75.0
Oceania,188.0,79.0
Oceania,188.0,80.0
Oceania,163.0,52.0
Oceania,170.0,70.0
Oceania,183.0,82.0
Oceania,187.0,84.0
Oceania,201.0,93.0
Oceania,186.0,80.0
Oceania,170.0,62.0
Oceania,175.0,92.0
Oceania,182.0,87.0
Oceania,176.0,75.0
Oceania,188.0,83.0
Oceania,173.0,69.0
Oceania,198.0,96.0
Oceania,186.0,79.0
Oceania,183.0,70.0
Oceania,187.0,79.0
Oceania,157.0,48.0
Oceania,174.0,70.0
Oceania,174.0,61.0
Oceania,168.0,71.0
Oceania,174.0,65.0
Oceania,176.0,79.0
Oceania,178.0,76.0
Oceania,177.0,75.0
Oceania,184.0,70.0
Oceania,186.0,74.0
Oceania,174.0,72.0
Oceania,153.0,43.0
Oceania,172.0,72.0
Oceania,187.0,80.0
Oceania,169.0,74.0
Oceania,170.0,63.0
Oceania,177.0,62.0
Oceania,180.0,77.0
Oceania,173.0,62.0
Oceania,180.0,70.0
Oceania,169.0,66.0
Oceania,170.0,67.0
Oceania,183.0,76.0
Oceania,185.0,59.0
Oceania,170.0,53.0
Oceania,185.0,79.0
Oceania,179.0,71.0
Oceania,188.0,89.0
Oceania,197.0,96.0
Oceania,168.0,62.0
Oceania,192.0,80.0
Oceania,184.0,68.0
Oceania,171.0,54.0
Oceania,168.0,58.0
Oceania,180.0,70.0
Oceania,188.0,83.0
Oceania,185.0,85.0
Oceania,171.0,56.0
Oceania,163.0,50.0
Oceania,174.0,62.0
Oceania,165.0,68.0
Oceania,180.0,77.0
Oceania,170.0,63.0
Oceania,168.0,58.0
Oceania,168.0,59.0
Oceania,196.0,98.0
Oceania,186.0,86.0
Oceania,177.0,75.0
Oceania,168.0,50.0
Oceania,152.0,48.0
Oceania,178.0,80.0
Oceania,159.0,56.0
Oceania,166.0,49.0
Oceania,183.0,70.0
Oceania,181.0,65.0
Oceania,173.0,65.0
Oceania,179.0,77.0
Oceania,180.0,70.0
Oceania,176.0,63.0
Oceania,175.0,74.0
Oceania,187.0,80.0
Oceania,173.0,66.0
Oceania,185.0,82.0
Oceania,183.0,84.0
Oceania,178.0,70.0
Oceania,193.0,93.0
Oceania,170.0,56.0
Oceania,186.0,82.0
Oceania,182.0,83.0
Oceania,169.0,55.0
Oceania,182.0,71.0
Oceania,167.0,97.0
Oceania,160.0,58.0
Oceania,165.0,49.0
Oceania,178.0,74.0
Oceania,193.0,100.0
Oceania,157.0,56.0
Oceania,182.0,78.0
Oceania,177.0,85.0
Oceania,184.0,89.0
Oceania,180.0,70.0
Oceania,194.0,76.0
Oceania,180.0,81.0
Oceania,166.0,54.0
Oceania,172.0,72.0
Oceania,174.0,77.0
Oceania,181.0,81.0
Oceania,185.0,78.0
Oceania,183.0,87.0
Oceania,182.0,73.0
Oceania,190.0,82.0
Oceania,188.0,103.0
Oceania,188.0,96.0
Oceania,180.0,68.0
Oceania,193.0,92.0
Oceania,180.0,74.0
Oceania,158.0,62.0
Oceania,188.0,72.0
Oceania,173.0,78.0
Oceania,159.0,50.0
Oceania,188.0,75.0
Oceania,179.0,75.0
Oceania,183.0,71.0
Oceania,165.0,58.0
Oceania,165.0,52.0
Oceania,177.0,68.0
Oceania,168.0,56.0
Oceania,163.0,53.0
Oceania,178.0,72.0
Oceania,184.0,94.0
Oceania,175.0,72.0
Oceania,170.0,66.0
Oceania,188.0,85.0
Oceania,175.0,69.0
Oceania,203.0,98.0
Oceania,182.0,79.0
Oceania,170.0,55.0
Oceania,183.0,92.0
Oceania,182.0,81.0
Oceania,200.0,130.0
Oceania,167.0,57.0
Oceania,218.0,93.0
Oceania,179.0,58.0
Oceania,186.0,67.0
Oceania,183.0,74.0
Oceania,188.0,91.0
Oceania,171.0,79.0
Oceania,177.0,68.0
Oceania,202.0,98.0
Oceania,164.0,71.0
Oceania,193.0,99.0
Oceania,180.0,66.0
Oceania,169.0,70.0
Oceania,157.0,49.0
Oceania,175.0,81.0
Oceania,185.0,75.0
Oceania,181.0,76.0
Oceania,177.0,61.0
Oceania,170.0,60.0
Oceania,167.0,62.0
Oceania,173.0,68.0
Oceania,180.0,76.0
Oceania,165.0,59.0
Oceania,183.0,86.0
Oceania,163.0,53.0
Oceania,198.0,110.0
Oceania,170.0,58.0
Oceania,181.0,78.0
Oceania,161.0,51.0
Oceania,173.0,61.0
Oceania,164.0,72.0
Oceania,165.0,59.0
Oceania,163.0,61.0
Oceania,167.0,65.0
Oceania,169.0,67.0
Oceania,148.0,47.0
Oceania,168.0,60.0
Oceania,168.0,63.0
Oceania,162.0,57.0
Oceania,189.0,95.0
Oceania,184.0,89.0
Oceania,188.0,80.0
Oceania,167.0,55.0
Oceania,178.0,50.0
Oceania,172.0,55.0
Oceania,195.0,92.0
Oceania,176.0,75.0
Oceania,181.0,66.0
Oceania,175.0,75.0
Oceania,183.0,75.0
Oceania,159.0,52.0
Oceania,186.0,84.0
Oceania,173.0,50.0
Oceania,169.0,73.0
Oceania,174.0,64.0
Oceania,189.0,98.0
Oceania,180.0,79.0
Oceania,167.0,58.0
Oceania,185.0,76.0
Oceania,172.0,65.0
Oceania,185.0,75.0
Oceania,180.0,72.0
Oceania,160.0,50.0
Oceania,171.0,58.0
Oceania,167.0,65.0
Oceania,202.0,100.0
Oceania,183.0,83.0
Oceania,177.0,74.0
Oceania,185.0,103.0
Oceania,183.0,75.0
Oceania,167.0,58.0
Oceania,179.0,85.0
Oceania,193.0,90.0
Oceania,169.0,55.0
Oceania,168.0,68.0
Oceania,167.0,60.0
Oceania,174.0,71.0
Oceania,165.0,63.0
Oceania,163.0,62.0
Oceania,165.0,72.0
Oceania,168.0,54.0
Oceania,182.0,61.0
Oceania,190.0,92.0
Oceania,169.0,72.0
Oceania,177.0,75.0
Oceania,185.0,86.0
Oceania,173.0,71.0
Oceania,174.0,66.0
Oceania,182.0,87.0
Oceania,185.0,78.0
Oceania,185.0,77.0
Oceania,170.0,70.0
Oceania,177.0,68.0
Oceania,178.0,100.0
Oceania,170.0,64.0
Oceania,166.0,58.0
Oceania,175.0,65.0
Oceania,167.0,56.0
Oceania,175.0,63.0
Oceania,163.0,56.0
Oceania,168.0,70.0
Oceania,160.0,48.0
Oceania,170.0,65.0
Oceania,168.0,69.0
Oceania,186.0,80.0
Oceania,170.0,60.0
Oceania,177.0,71.0
Oceania,161.0,60.0
Oceania,186.0,80.0
Oceania,168.0,57.0
Oceania,174.0,65.0
Oceania,183.0,72.0
Oceania,188.0,80.0
Oceania,167.0,58.0
Oceania,180.0,78.0
Oceania,208.0,104.0
Oceania,168.0,64.0
Oceania,170.0,69.0
Oceania,175.0,62.0
Oceania,166.0,60.0
Oceania,167.0,90.0
Oceania,182.0,83.0
Oceania,184.0,68.0
Oceania,191.0,85.0
Oceania,185.0,85.0
Oceania,179.0,63.0
Oceania,176.0,73.0
Oceania,179.0,76.0
Oceania,170.0,60.0
Oceania,202.0,97.0
Oceania,195.0,95.0
Oceania,190.0,89.0
Oceania,186.0,70.0
Oceania,188.0,74.0
Oceania,170.0,48.0
Oceania,179.0,74.0
Oceania,168.0,69.0
Oceania,177.0,79.0
Oceania,172.0,72.0
Oceania,183.0,72.0
Oceania,175.0,64.0
Oceania,185.0,74.0
Oceania,168.0,53.0
Oceania,169.0,60.0
Oceania,187.0,72.0
Oceania,192.0,81.0
Oceania,185.0,86.0
Oceania,175.0,71.0
Oceania,180.0,67.0
Oceania,177.0,75.0
Oceania,153.0,49.0
Oceania,195.0,115.0
Oceania,163.0,56.0
Oceania,184.0,79.0
Oceania,178.0,85.0
Oceania,163.0,65.0
Oceania,184.0,79.0
Oceania,160.0,60.0
Oceania,179.0,70.0
Oceania,193.0,89.0
Oceania,188.0,81.0
Oceania,182.0,85.0
Oceania,178.0,84.0
Oceania,177.0,72.0
Oceania,178.0,71.0
Oceania,180.0,75.0
Oceania,174.0,69.0
Oceania,172.0,62.0
Oceania,176.0,96.0
Oceania,152.0,56.0
Oceania,171.0,78.0
Oceania,172.0,74.0
Oceania,184.0,87.0
Oceania,192.0,87.0
Oceania,160.0,50.0
Oceania,187.0,78.0
Oceania,204.0,89.0
Oceania,184.0,82.0
Oceania,167.0,55.0
Oceania,180.0,74.0
Oceania,178.0,73.0
Oceania,175.0,68.0
Oceania,173.0,66.0
Oceania,181.0,62.0
Oceania,172.0,72.0
Oceania,178.0,78.0
Oceania,187.0,85.0
Oceania,190.0,100.0
Oceania,178.0,63.0
Oceania,183.0,78.0
Oceania,169.0,61.0
Oceania,157.0,62.0
Oceania,166.0,74.0
Oceania,178.0,65.0
Oceania,175.0,65.0
Oceania,180.0,74.0
Oceania,183.0,68.0
Oceania,204.0,95.0
Oceania,193.0,91.0
Oceania,183.0,95.0
Oceania,185.0,92.0
Oceania,181.0,73.0
Oceania,189.0,73.0
Oceania,170.0,61.0
Oceania,183.0,68.0
Oceania,178.0,69.0
Oceania,178.0,76.0
Oceania,181.0,82.0
Oceania,170.0,61.0
Oceania,165.0,55.0
Oceania,184.0,72.0
Oceania,175.0,73.0
Oceania,188.0,92.0
Oceania,160.0,72.0
Oceania,170.0,65.0
Oceania,195.0,93.0
Oceania,168.0,67.0
Oceania,178.0,79.0
Oceania,176.0,65.0
Oceania,170.0,66.0
Oceania,169.0,61.0
Oceania,177.0,78.0
Oceania,183.0,102.0
Oceania,180.0,68.0
Oceania,172.0,68.0
Oceania,172.0,67.0
Oceania,174.0,60.0
Oceania,166.0,48.0
Oceania,157.0,54.0
Oceania,180.0,80.0
Oceania,181.0,75.0
Oceania,176.0,65.0
Oceania,182.0,84.0
Oceania,194.0,91.0
Oceania,193.0,88.0
Oceania,175.0,66.0
Oceania,184.0,72.0
Oceania,158.0,57.0
Oceania,201.0,98.0
Oceania,186.0,81.0
Oceania,183.0,78.0
Oceania,191.0,94.0
Oceania,178.0,66.0
Oceania,176.0,69.0
Oceania,179.0,85.0
Oceania,182.0,77.0
Oceania,185.0,81.0
Oceania,184.0,103.0
Oceania,181.0,65.0
Oceania,176.0,67.0
Oceania,163.0,59.0
Oceania,182.0,83.0
Oceania,180.0,75.0
Oceania,188.0,92.0
Oceania,163.0,63.0
Oceania,171.0,67.0
Oceania,173.0,72.0
Oceania,173.0,63.0
Oceania,177.0,75.0
Oceania,193.0,88.0
Oceania,179.0,79.0
Oceania,183.0,76.0
Oceania,182.0,87.0
Oceania,191.0,89.0
Oceania,180.0,73.0
Oceania,181.0,63.0
Oceania,174.0,64.0
Oceania,186.0,76.0
Oceania,159.0,52.0
Oceania,176.0,88.0
Oceania,185.0,85.0
Oceania,166.0,57.0
Oceania,170.0,61.0
Oceania,167.0,55.0
Oceania,165.0,55.0
Oceania,173.0,61.0
Oceania,169.0,58.0
Oceania,170.0,60.0
Oceania,165.0,60.0
Oceania,170.0,55.0
Oceania,169.0,57.0
Oceania,175.0,84.0
Oceania,206.0,92.0
Oceania,167.0,70.0
Oceania,170.0,58.0
Oceania,188.0,74.0
Oceania,188.0,82.0
Oceania,171.0,57.0
Oceania,168.0,67.0
Oceania,178.0,70.0
Oceania,184.0,84.0
Oceania,171.0,74.0
Oceania,179.0,73.0
Oceania,159.0,58.0
Oceania,173.0,110.0
Oceania,191.0,85.0
Oceania,175.0,70.0
Oceania,173.0,67.0
Oceania,172.0,65.0
Oceania,177.0,70.0
Oceania,165.0,61.0
Oceania,174.0,73.0
Oceania,168.0,66.0
Oceania,193.0,83.0
Oceania,183.0,90.0
Oceania,182.0,78.0
Oceania,172.0,63.0
Oceania,184.0,70.0
Oceania,183.0,73.0
Oceania,173.0,65.0
Oceania,160.0,95.0
Oceania,185.0,95.0
Oceania,176.0,68.0
Oceania,193.0,100.0
Oceania,170.0,62.0
Oceania,195.0,89.0
Oceania,195.0,90.0
Oceania,167.0,68.0
Oceania,171.0,70.0
Oceania,191.0,101.0
Oceania,169.0,57.0
Oceania,185.0,89.0
Oceania,165.0,62.0
Oceania,183.0,73.0
Oceania,182.0,76.0
Oceania,186.0,63.0
Oceania,183.0,91.0
Oceania,160.0,55.0
Oceania,190.0,105.0
Oceania,187.0,78.0
Oceania,198.0,89.0
Oceania,190.0,97.0
Oceania,190.0,114.0
Oceania,202.0,105.0
Oceania,170.0,67.0
Oceania,180.0,72.0
Oceania,182.0,73.0
Oceania,187.0,72.0
Oceania,170.0,68.0
Oceania,168.0,68.0
Oceania,155.0,52.0
Oceania,178.0,67.0
Oceania,201.0,105.0
Oceania,153.0,68.0
Oceania,190.0,76.0
Oceania,168.0,58.0
Oceania,163.0,58.0
Oceania,194.0,92.0
Oceania,185.0,80.0
Oceania,176.0,63.0
Oceania,168.0,65.0
Oceania,163.0,52.0
Oceania,178.0,76.0
Oceania,183.0,67.0
Oceania,188.0,85.0
Oceania,174.0,63.0
Oceania,167.0,67.0
Oceania,178.0,76.0
Oceania,180.0,73.0
Oceania,188.0,82.0
Oceania,170.0,56.0
Oceania,178.0,69.0
Oceania,184.0,70.0
Oceania,183.0,81.0
Oceania,173.0,80.0
Oceania,198.0,88.0
Oceania,185.0,68.0
Oceania,172.0,55.0
Oceania,174.0,77.0
Oceania,170.0,73.0
Oceania,183.0,85.0
Oceania,167.0,70.0
Oceania,174.0,65.0
Oceania,164.0,62.0
Oceania,171.0,70.0
Oceania,167.0,57.0
Oceania,174.0,64.0
Oceania,178.0,74.0
Oceania,185.0,93.0
Oceania,176.0,66.0
Oceania,183.0,75.0
Oceania,182.0,74.0
Oceania,193.0,90.0
Oceania,154.0,49.0
Oceania,188.0,74.0
Oceania,180.0,65.0
Oceania,178.0,60.0
Oceania,173.0,59.0
Oceania,158.0,63.0
Oceania,156.0,53.0
Oceania,168.0,70.0
Oceania,167.0,60.0
Oceania,179.0,75.0
Oceania,165.0,52.0
Oceania,183.0,66.0
Oceania,175.0,87.0
Oceania,185.0,85.0
Oceania,178.0,72.0
Oceania,181.0,69.0
Oceania,176.0,80.0
Oceania,175.0,79.0
Oceania,185.0,77.0
Oceania,172.0,77.0
Oceania,185.0,82.0
Oceania,180.0,71.0
Oceania,187.0,84.0
Oceania,182.0,84.0
Oceania,177.0,69.0
Oceania,173.0,53.0
Oceania,167.0,69.0
Oceania,193.0,89.0
Oceania,183.0,82.0
Oceania,176.0,75.0
Oceania,163.0,65.0
Oceania,191.0,99.0
Oceania,182.0,70.0
Oceania,195.0,91.0
Oceania,178.0,78.0
Oceania,192.0,85.0
Oceania,183.0,86.0
Oceania,182.0,72.0
Oceania,178.0,72.0
Oceania,195.0,118.0
Oceania,165.0,52.0
Oceania,180.0,69.0
Oceania,183.0,86.0
Oceania,180.0,76.0
Oceania,167.0,75.0
Oceania,165.0,61.0
Oceania,175.0,148.0
Oceania,172.0,64.0
Oceania,185.0,85.0
Oceania,179.0,72.0
Oceania,178.0,82.0
Oceania,178.0,68.0
Oceania,174.0,75.0
Oceania,177.0,85.0
Oceania,187.0,84.0
Oceania,172.0,54.0
Oceania,170.0,60.0
Oceania,173.0,77.0
Oceania,179.0,76.0
Oceania,178.0,64.0
Oceania,175.0,77.0
Oceania,195.0,98.0
Oceania,193.0,101.0
Oceania,174.0,65.0
Oceania,191.0,89.0
Oceania,178.0,86.0
Oceania,180.0,79.0
Oceania,184.0,93.0
Oceania,165.0,63.0
Oceania,186.0,70.0
Oceania,190.0,84.0
Oceania,176.0,83.0
Oceania,184.0,87.0
Oceania,183.0,72.0
Oceania,173.0,67.0
Oceania,176.0,89.0
Oceania,185.0,71.0
Oceania,175.0,67.0
Oceania,183.0,68.0
Oceania,180.0,72.0
Oceania,183.0,83.0
Oceania,200.0,98.0
Oceania,192.0,90.0
Oceania,186.0,83.0
Oceania,175.0,57.0
Oceania,183.0,79.0
Oceania,178.0,70.0
Oceania,192.0,98.0
Oceania,165.0,56.0
Oceania,180.0,76.0
Oceania,160.0,52.0
Oceania,188.0,80.0
