Unnamed: 0,Entity,Year,Geo Biomass Other - TWh (zero filled),Biofuels Consumption - TWh - Total (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Coal Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled)
53,Africa,2018,8.172670364,0.0,26.59893036,39.07558823,356.1150818,29.39964104,1543.550781,1163.599854,2257.501953
54,Africa,2019,8.262966156,0.0,33.98899078,50.95765305,367.500946,34.3906517,1549.72998,1231.316772,2262.036133
55,Africa,2020,8.066415787,0.0,42.1750679,55.9475708,384.4180298,35.15513611,1535.972412,1157.901123,2011.052612
56,Africa,2021,8.026316643,0.0,43.2150383,63.88870239,401.4471436,26.17469978,1643.815063,1168.740601,2183.541992
57,Africa (BP),1965,0.0,0.0,0.0,0.0,41.11881256,0.0,9.543754578,323.4961243,341.2627563
58,Africa (BP),1966,0.0,0.0,0.0,0.0,45.86291504,0.0,10.66991615,323.1221924,369.4865723
59,Africa (BP),1967,0.0,0.0,0.0,0.0,47.87553787,0.0,10.54566956,330.2915955,368.1252441
60,Africa (BP),1968,0.0,0.0,0.0,0.0,56.00046921,0.0,10.68896961,343.5129089,389.1998596
61,Africa (BP),1969,0.0,0.0,0.0,0.0,65.35209656,0.0,12.49199963,346.6429138,396.9228821
62,Africa (BP),1970,0.0,0.0,0.0,0.0,81.70288086,0.0,15.52032471,360.756897,433.7723083
63,Africa (BP),1971,0.164000005,0.0,0.0,0.0,76.92131805,0.0,18.4052639,383.0123291,473.5654297
64,Africa (BP),1972,0.165000007,0.0,0.0,0.0,87.62504578,0.0,24.6706562,384.2108154,510.6726379
65,Africa (BP),1973,0.170000002,0.0,0.0,0.0,92.68891907,0.0,39.55179214,408.9103394,549.7197876
66,Africa (BP),1974,0.174999997,0.0,0.0,0.0,105.4671555,0.0,44.51848602,425.6462402,567.7996826
67,Africa (BP),1975,0.172000006,0.0,0.0,0.0,111.5316315,0.0,53.63837814,451.0805054,596.4046631
68,Africa (BP),1976,0.185000002,0.0,0.0,0.0,123.5951538,0.0,60.98139191,481.0741577,652.5805054
69,Africa (BP),1977,0.188999996,0.0,0.0,0.0,135.8108673,0.0,68.23419189,491.6984558,695.1663208
70,Africa (BP),1978,0.194999993,0.0,0.0,0.0,136.9291229,0.0,97.36989594,477.8155823,732.1810303
71,Africa (BP),1979,0.201000005,0.0,0.0,0.0,146.563858,0.0,148.8428192,507.2470093,770.9386597
72,Africa (BP),1980,0.207000002,0.0,0.0,0.0,142.8574219,0.0,186.9139709,543.5570679,817.2388916
73,Africa (BP),1981,0.217999995,0.0,0.0,0.0,148.4198761,0.0,228.4911499,635.7987671,883.8618774
74,Africa (BP),1982,0.236000001,0.0,0.0,0.0,148.4593048,0.0,246.733551,701.1759033,925.2272339
75,Africa (BP),1983,0.230000004,0.0,0.0,0.0,133.7953644,0.0,271.2753601,713.2460327,964.5521851
76,Africa (BP),1984,0.233999997,0.0,0.0,0.0,131.556366,11.13724613,259.902771,762.8978882,981.7520142
77,Africa (BP),1985,0.268999994,0.0,0.0,0.0,146.2221832,15.08139229,278.8427429,787.1658936,1007.091858
78,Africa (BP),1986,0.658999979,0.0,0.0,0.0,151.2363129,24.97864342,313.2712097,805.3560791,988.5932007
79,Africa (BP),1987,0.657999992,0.0,0.0,0.0,145.059433,17.49895477,323.3843689,828.3197021,1042.068726
80,Africa (BP),1988,0.625999987,0.0,0.0,0.0,158.4752808,29.77404404,358.4445496,890.1608276,1086.268188
81,Africa (BP),1989,0.616999984,0.0,0.0,0.0,166.4081573,31.49357796,371.4710388,835.6208496,1123.926514
82,Africa (BP),1990,0.796000004,0.0,0.0,0.0,169.3014069,23.97416306,398.6453857,877.6782227,1142.402832
83,Africa (BP),1991,0.811999977,0.0,0.0,0.0,179.3457947,25.94623756,401.6355896,853.762146,1148.7052
84,Africa (BP),1992,0.84224999,0.0,0.0,0.0,171.0922546,26.35483932,421.2702637,858.8311768,1170.524658
85,Africa (BP),1993,0.937699974,0.0,0.0,0.005916667,167.6095581,20.5861702,412.6439819,871.7139282,1180.076782
86,Africa (BP),1994,0.834999979,0.0,0.0,0.015972223,170.3108978,27.51538277,431.8279419,894.4478149,1221.884644
87,Africa (BP),1995,1.018700004,0.0,0.0,0.018638888,176.7359314,32.06675339,461.2434998,922.4712524,1266.781738
88,Africa (BP),1996,1.258093119,0.0,0.0,0.021,184.269104,33.41173935,484.1917419,935.2282104,1293.971191
89,Africa (BP),1997,1.386640429,0.0,0.0,0.021277778,188.811142,35.88605118,474.4755249,959.019104,1332.273071
90,Africa (BP),1998,1.712549329,0.0,0.0,0.022472221,197.0977936,38.59304047,499.3370056,937.0389404,1363.508667
91,Africa (BP),1999,1.696124792,0.0,0.0,0.058548335,209.0126038,36.42517853,504.0195923,966.0107422,1414.560181
92,Africa (BP),2000,2.269063234,0.0,0.035309445,0.518951654,222.5306396,36.91606903,556.8223267,963.7305298,1420.386475
93,Africa (BP),2001,2.335352659,0.0,0.043949444,1.220885873,237.5763092,30.21781921,634.6361694,975.9262695,1432.664307
94,Africa (BP),2002,2.28640008,0.490896791,0.049035557,1.294748306,248.1781921,33.58561325,670.6053467,934.4215698,1479.166626
95,Africa (BP),2003,2.622400045,0.541321397,0.058174446,1.553303599,239.476593,35.24045944,711.5067139,1017.048462,1524.815063
96,Africa (BP),2004,2.978849649,0.636755168,0.070793331,2.213917017,251.3361511,36.95752716,783.0682373,1119.161743,1586.510742
97,Africa (BP),2005,3.009669304,0.24288252,0.084136948,2.234556675,254.3791809,31.02905273,807.7816162,1039.072632,1654.919312
98,Africa (BP),2006,3.770404816,0.072299555,0.107874997,2.42589426,261.9176636,27.37537956,843.4420776,1054.097046,1673.716797
99,Africa (BP),2007,3.142048359,0.791175425,0.14273639,2.873494387,269.1854553,30.70724869,900.0697021,1071.633301,1734.740845
100,Africa (BP),2008,3.267395735,0.610089779,0.204161674,3.686172724,272.48349,35.06555176,935.1621094,1180.724976,1824.850952
101,Africa (BP),2009,3.562722206,0.340248942,0.267601937,4.43826437,278.0455933,34.31848145,940.8606567,1176.002075,1885.97644
102,Africa (BP),2010,3.76455307,0.210816592,0.599668622,6.341038704,298.9256287,36.02827454,980.7318115,1164.840088,1966.2146
103,Africa (BP),2011,3.858768702,0.504683316,1.660956383,6.583539963,305.5223999,34.1540947,1060.526978,1147.299316,1934.170898
104,Africa (BP),2012,4.042407036,0.606699407,2.721807241,6.897696018,304.9770508,34.11926651,1146.770386,1118.486938,2046.829956
105,Africa (BP),2013,4.433248997,0.588583529,2.146321297,9.793644905,320.6520691,36.89141464,1169.745483,1130.160645,2121.441406
106,Africa (BP),2014,5.4620471,0.568451643,5.158529282,13.70823288,336.1504211,35.85942459,1202.319946,1183.806152,2143.333496
107,Africa (BP),2015,7.169681549,0.71449405,8.775337219,23.99623108,324.2737122,31.62243271,1325.359863,1119.038574,2199.14502
108,Africa (BP),2016,7.231852055,0.638820946,14.41341496,29.9195652,314.3547668,38.59990692,1370.495117,1186.287964,2210.926025
109,Africa (BP),2017,7.62603569,0.62861383,20.68731308,33.1529007,336.2318726,36.24556351,1448.744751,1185.067139,2233.089844
110,Africa (BP),2018,8.172670364,0.978253663,26.59893227,39.07559967,356.1150818,29.39964104,1543.550781,1163.599854,2257.501953
111,Africa (BP),2019,8.262966156,0.843750119,33.98898697,50.95765305,367.5009766,34.3906517,1549.729858,1231.316895,2262.036133
112,Africa (BP),2020,8.066415787,1.03753221,42.1750679,55.9475708,384.4180298,35.15513611,1535.972412,1157.901123,2011.052612
113,Africa (BP),2021,8.026317596,1.060950398,43.2150383,63.88870621,401.4471436,26.17469978,1643.815063,1168.740601,2183.541992
114,Algeria,1965,0.0,0.0,0.0,0.0,1.182795882,0.0,7.430500031,0.814100027,15.4052515
115,Algeria,1966,0.0,0.0,0.0,0.0,1.049731135,0.0,7.719250202,0.79084003,20.27270508
116,Algeria,1967,0.0,0.0,0.0,0.0,1.212365508,0.0,7.488249779,0.604759991,18.94203186
117,Algeria,1968,0.0,0.0,0.0,0.0,1.664785028,0.0,7.873250008,0.639649987,20.16730118
118,Algeria,1969,0.0,0.0,0.0,0.0,1.067473054,0.0,10.35168743,0.814100027,21.30592918
119,Algeria,1970,0.0,0.0,0.0,0.0,1.715053916,0.0,9.730875015,0.96529001,24.34768105
120,Algeria,1971,0.0,0.0,0.0,0.0,0.975806415,0.0,11.04950047,0.26749,27.44005013
121,Algeria,1972,0.0,0.0,0.0,0.0,1.463709712,0.0,12.83012486,0.232600003,30.12141418
122,Algeria,1973,0.0,0.0,0.0,0.0,2.223655939,0.0,17.85918808,0.26749,32.90034485
123,Algeria,1974,0.0,0.0,0.0,0.0,1.469623566,0.0,20.67449951,0.220970005,36.54384232
124,Algeria,1975,0.0,0.0,0.0,0.0,0.969892502,0.0,28.48999977,0.279119998,40.63066864
125,Algeria,1976,0.0,0.0,0.0,0.0,1.150268912,0.0,33.6875,0.546609998,46.71773148
126,Algeria,1977,0.0,0.0,0.0,0.0,0.795430005,0.0,35.90124893,0.709429979,52.80649185
127,Algeria,1978,0.0,0.0,0.0,0.0,0.739247203,0.0,57.65375137,0.360529989,54.60794449
128,Algeria,1979,0.0,0.0,0.0,0.0,0.860483885,0.0,81.52375031,0.837360024,65.31861877
129,Algeria,1980,0.0,0.0,0.0,0.0,0.759946108,0.0,109.4362488,0.744319975,66.20243073
130,Algeria,1981,0.0,0.0,0.0,0.0,1.082258105,0.0,142.2575073,0.52335,71.32307434
131,Algeria,1982,0.0,0.0,0.0,0.0,1.41639781,0.0,161.4112549,9.711050034,75.57341766
132,Algeria,1983,0.0,0.0,0.0,0.0,0.694892526,0.0,176.7149963,8.664349556,84.89241791
133,Algeria,1984,0.0,0.0,0.0,0.0,1.336559176,0.0,155.2512512,9.606380463,94.00200653
134,Algeria,1985,0.0,0.0,0.0,0.0,1.91021502,0.0,153.8074951,10.0250597,96.55380249
135,Algeria,1986,0.0,0.0,0.0,0.0,0.739247203,0.0,168.4375,10.29255009,98.02125549
136,Algeria,1987,0.0,0.0,0.0,0.0,1.475537539,0.0,172.2875061,12.30453968,99.1005249
137,Algeria,1988,0.0,0.0,0.0,0.0,0.541129172,0.0,194.1362457,11.57184982,99.17259979
138,Algeria,1989,0.0,0.0,0.0,0.0,0.668279469,0.0,182.6824951,9.780830383,103.9366608
139,Algeria,1990,0.0,0.0,0.0,0.0,0.399193615,0.0,195.0987549,7.664169788,111.811615
140,Algeria,1991,0.0,0.0,0.0,0.0,0.866397798,0.0,192.6925049,7.908400059,110.6277847
141,Algeria,1992,0.0,0.0,0.0,0.0,0.588440835,0.0,198.9487457,9.397040367,111.2926559
142,Algeria,1993,0.0,0.0,0.0,0.0,1.043817282,0.0,178.5437469,7.652540207,110.7548752
143,Algeria,1994,0.0,0.0,0.0,0.0,0.490860283,0.0,188.1687469,7.210599899,106.0508957
144,Algeria,1995,0.0,0.0,0.0,0.0,0.570698917,0.0,202.2212524,7.210599899,103.1422806
145,Algeria,1996,0.0,0.0,0.0,0.0,0.399193615,0.0,207.7075043,3.395960093,98.42208099
146,Algeria,1997,0.0,0.0,0.0,0.0,0.221774161,0.0,194.0399933,5.954559803,97.64341736
147,Algeria,1998,0.0,0.0,0.0,0.0,0.635752797,0.0,200.6812439,6.373239994,100.6587448
148,Algeria,1999,0.0,0.0,0.0,0.0,0.6002689,0.0,205.1087494,6.826809883,98.89834595
149,Algeria,2000,0.0,0.0,0.0,0.0,0.159677505,0.0,191.0129395,5.640550137,103.1324768
150,Algeria,2001,0.0,0.0,0.0,0.0,0.202707499,0.0,197.3221283,6.512800217,106.7753372
151,Algeria,2002,0.0,0.0,0.0,0.0,0.16637361,0.0,194.8388824,8.548049927,118.3972321
152,Algeria,2003,0.0,0.0,0.0,0.0,0.768532753,0.0,205.9316864,7.047780037,123.174118
153,Algeria,2004,0.0,0.0,0.0,0.0,0.723294735,0.0,211.8991852,8.408490181,128.7468262
154,Algeria,2005,0.0,0.0,0.0,0.0,1.590053558,0.0,223.5598755,6.908219814,134.2133789
155,Algeria,2006,0.0,0.0,0.0,0.0,0.619159997,0.0,228.4974976,10.25765991,139.8457184
156,Algeria,2007,0.0,0.0,0.0,0.0,0.639042199,0.0,233.8068085,8.803910255,156.3899994
157,Algeria,2008,0.0,0.0,0.0,0.0,0.795246363,0.0,244.0418701,8.803910255,169.9158936
158,Algeria,2009,0.0,0.0,0.0,0.0,0.95510751,0.0,262.1176147,5.652180195,180.1344299
159,Algeria,2010,0.0,0.0,0.025250001,0.0,0.480175287,0.0,253.2722473,3.60529995,181.6119232
160,Algeria,2011,0.0,0.0,0.049983334,0.0,1.042771339,0.0,267.969635,3.198250055,192.2276459
161,Algeria,2012,0.0,0.0,0.07327278,0.0,1.06661272,0.0,298.7407532,3.395960093,204.3952637
162,Algeria,2013,0.0,0.0,0.077946946,0.0,0.269816399,0.0,321.2151184,1.83754003,213.5763855
163,Algeria,2014,0.0,0.0,0.16254583,0.002708333,0.522855818,0.0,360.9182434,2.081769943,221.9251556
164,Algeria,2015,0.0,0.0,0.156192496,0.051166389,0.390481114,0.0,379.2250061,1.546790004,236.1484833
165,Algeria,2016,0.0,0.0,0.655874193,0.051003054,0.192746669,0.0,385.9624939,0.569869995,229.563858
166,Algeria,2017,0.0,0.0,1.341290236,0.050564446,0.14903222,0.0,394.625,2.116660118,225.5121155
167,Algeria,2018,0.0,0.0,1.595373631,0.026444444,0.309549987,0.0,434.0874939,5.815000057,229.5276031
168,Algeria,2019,0.0,0.0,1.621123075,0.026361112,0.400667787,0.0,450.5462646,4.803190231,237.4871979
169,Algeria,2020,0.0,0.0,1.799008012,0.020222222,0.130263895,0.0,436.0125122,4.816349506,211.6351624
170,Algeria,2021,0.0,0.0,1.737473607,0.027472222,0.024333334,0.0,458.1499939,4.803190231,219.8415985
171,Argentina,1965,0.0,0.0,0.0,0.0,3.62265563,0.0,41.23400116,8.455049515,275.2071838
172,Argentina,1966,0.0,0.0,0.0,0.0,3.669417143,0.0,44.65719986,6.971818447,283.8664856
173,Argentina,1967,0.0,0.0,0.0,0.0,3.757439375,0.0,46.69945145,7.840396881,290.7238159
174,Argentina,1968,0.0,0.0,0.0,0.0,4.428606987,0.0,51.99957657,7.619035244,296.7826233
175,Argentina,1969,0.0,0.0,0.0,0.0,3.97199297,0.0,51.8050766,9.122170448,307.9983215
176,Argentina,1970,0.056241851,0.0,0.0,0.0,4.604408741,0.0,58.54449844,11.72259808,278.421936
177,Argentina,1971,0.058990739,0.0,0.0,0.0,4.57194376,0.0,63.20277405,10.27754211,296.4877319
178,Argentina,1972,0.076027393,0.0,0.0,0.0,4.44330883,0.0,70.92442322,8.651294708,295.1728516
179,Argentina,1973,0.059970248,0.0,0.0,0.0,8.863367081,0.0,80.7077713,9.49652195,297.2388
180,Argentina,1974,0.061003231,0.0,0.0,0.0,14.76916504,2.939665556,85.42440033,11.82592201,297.097229
181,Argentina,1975,0.063990325,0.0,0.0,0.0,15.36089325,7.142024994,87.52500153,11.51094055,281.2694397
182,Argentina,1976,0.060962547,0.0,0.0,0.0,14.82901192,7.298088551,98.51425171,11.64258575,290.195282
183,Argentina,1977,0.064003065,0.0,0.0,0.0,17.05230904,4.645011902,102.8905029,11.00850296,305.6309814
184,Argentina,1978,0.063972808,0.0,0.0,0.0,22.90666771,8.217443466,100.0702515,13.41919518,297.2691345
185,Argentina,1979,0.094983757,0.0,0.0,0.0,31.51237869,7.638590336,102.8905029,12.5016737,319.849762
186,Argentina,1980,0.099017628,0.0,0.0,0.0,44.77142334,6.639784813,112.1292496,11.14458942,296.9779663
187,Argentina,1981,0.087018013,0.0,0.0,0.0,43.42277908,7.990441799,117.1862488,10.56046677,278.565918
188,Argentina,1982,0.114973404,0.0,0.0,0.0,52.01993561,5.306152821,133.1352539,10.66607571,265.0183411
189,Argentina,1983,0.154975608,0.0,0.0,0.0,54.46334076,9.661738396,143.1519928,9.679963112,268.7532043
190,Argentina,1984,0.114988454,0.0,0.0,0.0,58.77863693,13.16890717,152.3907471,7.185223579,255.6005859
191,Argentina,1985,0.120006412,0.0,0.0,0.0,61.07106781,16.36111069,155.6972504,10.59960556,237.5202332
192,Argentina,1986,0.123990245,0.0,0.0,0.0,62.18621063,16.20504761,168.2424927,12.10934925,249.7189636
193,Argentina,1987,0.10598629,0.0,0.0,0.0,64.79507446,18.34453392,168.3397522,13.43967247,266.5530701
194,Argentina,1988,0.12296129,0.0,0.0,0.0,45.12112427,16.45191193,196.6394958,13.77234936,268.3337402
195,Argentina,1989,0.106001548,0.0,0.0,0.0,38.99497986,14.2982378,206.5590057,14.90276814,246.3207397
196,Argentina,1990,0.133021817,0.0,0.0,0.0,52.37767029,20.65994644,197.3202515,12.26613235,229.9597015
197,Argentina,1991,0.131008103,0.0,0.0,0.0,46.92521286,22.00776672,200.9185028,10.79401207,240.2567139
198,Argentina,1992,0.129985929,0.0,0.0,0.0,56.6709671,20.09244347,217.2565002,12.1681633,252.6929779
199,Argentina,1993,0.095995083,0.0,0.0,0.0,70.28263092,21.99074173,229.4127502,8.069987297,247.7533112
200,Argentina,1994,0.099004395,0.0,0.0,0.0,80.686409,23.36693573,235.8312531,7.065106869,261.4820557
201,Argentina,1995,0.119016126,0.0,0.0,0.0,78.37110138,20.04988098,262.4777527,7.414152622,259.5302734
202,Argentina,1996,0.223020643,0.0,0.0,0.028440278,66.4485321,21.1650238,301.1832581,7.766816139,259.7977295
203,Argentina,1997,0.178758517,0.0,0.0,0.043148335,82.57293701,22.58945656,277.5515137,6.12771368,275.286377
204,Argentina,1998,0.20689325,0.0,5.03e-05,0.096223332,78.28778076,21.14799881,296.7097473,8.237409592,283.2720947
205,Argentina,1999,0.261999965,0.0,7.69e-05,0.102846943,63.27008057,20.16338158,314.7009888,9.885469437,286.9597473
206,Argentina,2000,0.38602829,0.0,0.000106389,0.102779165,84.49668121,17.5273304,322.9672546,7.512647152,264.8978271
207,Argentina,2001,0.362998247,0.0,0.000126389,0.145012215,107.464798,19.89995193,302.3502502,6.156852245,245.2950134
208,Argentina,2002,0.529980183,0.0,0.000137222,0.214256942,104.4325027,16.30405045,294.3757629,4.586296558,232.8151703
209,Argentina,2003,0.880598545,0.0,0.000188611,0.226076394,98.02586365,21.0557785,336.2904968,5.593864918,237.4220581
210,Argentina,2004,0.867512345,0.0,0.000201667,0.208764166,87.78204346,21.75952911,368.0912476,9.51981926,254.6864471
211,Argentina,2005,0.916499794,0.0,0.000231944,0.20536305,97.9749527,18.88508034,392.8900146,10.96164513,266.7581177
212,Argentina,2006,1.046308994,0.0,0.000256111,0.198153883,108.1686707,21.08171844,406.5050049,9.923820496,281.3517456
213,Argentina,2007,1.070851445,0.0,0.000308333,0.174161673,88.27874756,19.68281174,427.1220093,14.3603611,313.7455444
214,Argentina,2008,1.205980062,0.0,0.000402778,0.117885001,87.67295837,19.9380722,431.8872375,17.51606941,317.0516663
215,Argentina,2009,1.188935757,0.0,0.0002125,0.102859721,96.67862701,21.92941856,418.3555908,9.620938301,303.0577087
216,Argentina,2010,1.442359805,5.923413754,0.000238333,0.07036528,92.59305573,19.20336151,420.874176,13.47208023,328.1579895
217,Argentina,2011,1.419131398,8.745168686,0.004444445,0.07335417,86.03396606,16.94203949,438.3978882,14.61864567,340.0057678
218,Argentina,2012,1.484552979,10.79793262,0.022416666,1.014137745,79.96690369,16.84462357,456.6420898,13.66918087,361.2564087
219,Argentina,2013,1.606663465,11.90239716,0.041083056,1.235581398,89.31569672,16.23316574,460.276886,14.93930244,383.7835083
220,Argentina,2014,1.482859015,13.89124489,0.043193888,1.678261638,87.82000732,14.33441162,461.5498047,15.89171696,379.9156189
221,Argentina,2015,1.517351031,15.13098526,0.039540835,1.597834706,87.08390808,18.1899395,466.5256958,15.81412888,387.3086548
222,Argentina,2016,1.138809443,16.03718185,0.038209446,1.46530056,79.64933777,21.28312492,482.1000977,12.18864155,375.29422
223,Argentina,2017,1.389037132,18.42794609,0.043690279,1.627557278,84.08155823,15.54731178,483.0002747,12.52528763,370.8971863
224,Argentina,2018,1.589832902,17.59417534,0.286082506,3.73773241,85.40055084,17.44683456,487.0214233,13.70914745,353.2106934
225,Argentina,2019,1.649902105,17.97011948,2.107981682,13.16922951,72.50111389,21.35630226,465.5891724,8.123962402,324.7225952
226,Argentina,2020,2.264698982,9.645982742,3.530673027,24.71505928,62.16246033,26.87119102,439.312439,10.01532555,297.3770752
227,Argentina,2021,2.103896618,10.41952896,5.745080471,33.85338974,51.28042221,27.19756889,459.3515625,18.25390434,340.5950623
228,Asia,1965,0.100000001,0.0,0.0,0.0,422.5711365,0.070937775,94.07476807,2604.78418,2232.485107
229,Asia,1966,0.122000001,0.0,0.0,0.0,440.7261353,1.657108665,108.5265045,2753.782959,2505.829102
230,Asia,1967,0.172999993,0.0,0.0,0.0,411.7628174,1.784796953,126.2115326,2667.210938,2878.504639
231,Asia,1968,0.179000005,0.0,0.0,0.0,457.686615,2.962365627,148.6493683,2708.168457,3250.342529
232,Asia,1969,0.178000003,0.0,0.0,0.0,475.1415405,5.12677002,183.4802246,3056.827393,3744.902832
233,Asia,1970,0.408703983,0.0,0.0,0.0,486.3695679,16.71052933,218.3395233,3440.953613,4295.116699
