img_path,label,trend,layout,grouping,number-annotation
barchart_211.png,0,2,0,0,0
barchart_212.png,0,2,0,0,0
barchart_213.png,0,1,0,1,1
barchart_214.png,0,2,1,1,0
barchart_215.png,0,1,1,0,0
barchart_216.png,0,2,0,1,0
barchart_217.png,0,2,0,0,0
barchart_218.png,0,1,1,0,0
barchart_219.png,0,2,1,0,0
barchart_22.png,0,2,1,0,1
barchart_220.png,0,2,0,0,1
barchart_222.png,0,2,0,0,0
barchart_223.png,0,2,0,0,1
barchart_224.png,0,0,0,0,0
barchart_225.png,0,2,0,1,0
barchart_226.png,0,0,0,0,0
barchart_227.png,0,2,1,0,0
barchart_228.png,0,2,0,1,1
barchart_229.png,0,2,0,0,0
barchart_23.png,0,2,0,1,0
barchart_231.png,0,2,0,0,0
barchart_233.png,0,2,1,1,0
barchart_234.png,0,0,1,0,1
barchart_235.png,0,2,0,1,0
barchart_236.png,0,2,0,0,0
barchart_238.png,0,0,0,0,0
barchart_239.png,0,2,0,1,0
barchart_24.png,0,2,0,0,0
barchart_240.png,0,1,0,0,1
barchart_242.png,0,2,0,0,0
barchart_243.png,0,0,0,0,0
barchart_244.png,0,1,0,0,0
barchart_245.png,0,2,1,0,0
barchart_246.png,0,2,0,1,0
barchart_247.png,0,2,0,0,0
barchart_248.png,0,2,0,1,0
barchart_249.png,0,2,0,0,1
barchart_25.png,0,2,0,1,0
barchart_250.png,0,2,0,1,1
barchart_251.png,0,2,1,1,0
barchart_252.png,0,2,1,0,0
barchart_254.png,0,1,1,1,0
barchart_255.png,0,2,0,1,0
barchart_256.png,0,0,0,0,0
barchart_257.png,0,2,0,1,0
barchart_258.png,0,0,0,1,0
barchart_259.png,0,0,1,0,0
barchart_26.png,0,2,0,0,0
barchart_260.png,0,2,0,0,0
barchart_261.png,0,2,0,1,0
barchart_262.png,0,0,1,1,0
barchart_263.png,0,1,0,0,0
barchart_264.png,0,1,0,0,0
barchart_265.png,0,2,0,1,0
barchart_266.png,0,2,0,0,0
barchart_268.png,0,1,1,1,1
barchart_269.png,0,2,0,0,1
barchart_27.png,0,0,0,0,0
barchart_270.png,0,2,1,1,1
barchart_271.png,0,2,0,1,0
barchart_272.png,0,2,0,1,0
barchart_273.png,0,2,0,0,0
barchart_275.png,0,0,0,0,0
barchart_278.png,0,2,0,1,0
barchart_28.png,0,0,0,1,0
barchart_280.png,0,2,0,1,0
barchart_281.png,0,2,0,1,0
barchart_282.png,0,2,0,1,0
barchart_283.png,0,2,0,0,0
barchart_284.png,0,2,0,1,0
barchart_285.png,0,2,0,0,0
barchart_286.png,0,0,0,0,1
barchart_287.png,0,1,0,0,0
barchart_288.png,0,2,0,0,0
barchart_289.png,0,0,0,0,0
barchart_29.png,0,1,1,0,0
barchart_290.png,0,0,0,0,1
barchart_291.png,0,0,0,0,1
barchart_293.png,0,2,0,1,0
barchart_294.png,0,1,1,0,0
barchart_295.png,0,0,0,0,1
barchart_296.png,0,1,1,0,0
barchart_297.png,0,2,0,0,0
barchart_298.png,0,2,0,0,1
barchart_299.png,0,2,0,0,0
barchart_3.png,0,2,0,0,0
barchart_30.png,0,0,1,1,1
barchart_301.png,0,2,1,0,0
barchart_302.png,0,2,0,0,1
barchart_303.png,0,1,1,0,1
barchart_304.png,0,1,0,0,0
barchart_305.png,0,0,1,0,1
barchart_306.png,0,1,1,0,1
barchart_308.png,0,2,0,0,1
barchart_309.png,0,1,1,0,1
barchart_31.png,0,0,0,0,1
barchart_310.png,0,2,0,0,1
barchart_311.png,0,2,1,0,1
barchart_313.png,0,0,1,0,1
barchart_314.png,0,2,1,0,1
barchart_315.png,0,2,0,1,0
barchart_317.png,0,2,0,0,0
barchart_318.png,0,2,0,0,1
barchart_319.png,0,0,0,0,0
barchart_32.png,0,1,0,0,0
barchart_321.png,0,0,0,0,0
barchart_322.png,0,1,1,0,1
barchart_323.png,0,2,0,1,1
barchart_324.png,0,2,0,0,0
barchart_325.png,0,2,0,1,1
barchart_326.png,0,1,0,1,0
barchart_327.png,0,2,0,1,0
barchart_329.png,0,0,0,0,0
barchart_33.png,0,2,0,0,1
barchart_330.png,0,0,1,0,1
barchart_331.png,0,2,0,0,1
barchart_333.png,0,2,0,0,1
barchart_334.png,0,2,0,0,1
barchart_335.png,0,0,0,0,0
barchart_336.png,0,2,0,0,1
barchart_337.png,0,2,0,1,0
barchart_338.png,0,2,0,1,0
barchart_339.png,0,2,1,0,0
barchart_34.png,0,0,0,1,0
barchart_340.png,0,1,1,0,0
barchart_341.png,0,2,1,0,0
barchart_342.png,0,1,0,1,1
barchart_343.png,0,0,0,0,0
barchart_35.png,0,1,0,0,1
barchart_36.png,0,2,0,1,0
barchart_37.png,0,1,1,1,0
barchart_38.png,0,1,0,0,1
barchart_39.png,0,0,0,1,0
barchart_4.png,0,0,0,0,1
barchart_40.png,0,2,0,0,0
barchart_41.png,0,2,1,0,0
barchart_42.png,0,0,0,0,0
barchart_43.png,0,2,1,0,1
barchart_44.png,0,1,0,1,0
barchart_45.png,0,2,0,0,0
barchart_46.png,0,0,0,0,0
barchart_47.png,0,2,0,1,0
barchart_48.png,0,0,1,0,0
barchart_49.png,0,2,0,1,0
barchart_5.png,0,1,1,0,1
barchart_50.png,0,1,0,0,0
barchart_51.png,0,0,0,0,0
barchart_52.png,0,1,1,0,0
barchart_53.png,0,0,0,0,0
barchart_54.png,0,1,0,0,0
barchart_55.png,0,1,0,0,1
barchart_56.png,0,0,0,0,0
barchart_57.png,0,2,0,0,0
barchart_58.png,0,2,1,1,0
barchart_59.png,0,2,1,1,0
barchart_6.png,0,2,0,0,0
barchart_60.png,0,0,0,0,0
barchart_61.png,0,2,0,1,0
barchart_62.png,0,2,0,1,0
barchart_63.png,0,2,0,0,0
barchart_64.png,0,2,1,1,0
barchart_65.png,0,0,0,0,0
barchart_66.png,0,1,0,1,0
barchart_67.png,0,2,0,0,1
barchart_68.png,0,2,0,0,0
barchart_69.png,0,2,0,0,0
barchart_7.png,0,0,0,0,1
barchart_70.png,0,2,0,1,1
barchart_71.png,0,2,0,1,0
barchart_72.png,0,2,0,0,0
barchart_73.png,0,2,0,0,0
barchart_74.png,0,2,0,0,0
barchart_75.png,0,1,0,0,1
barchart_76.png,0,2,0,1,0
barchart_77.png,0,0,0,0,0
barchart_78.png,0,2,0,1,0
barchart_79.png,0,2,1,1,0
barchart_8.png,0,0,0,0,0
barchart_80.png,0,1,0,0,0
barchart_81.png,0,2,0,1,0
barchart_82.png,0,0,0,0,0
barchart_83.png,0,2,0,0,0
barchart_84.png,0,2,0,1,0
barchart_85.png,0,1,1,1,0
barchart_86.png,0,0,0,0,0
barchart_87.png,0,1,0,0,1
barchart_88.png,0,2,0,0,0
barchart_89.png,0,1,0,1,1
barchart_9.png,0,0,0,0,1
barchart_90.png,0,2,0,0,1
barchart_91.png,0,0,0,0,0
barchart_92.png,0,1,0,0,1
barchart_93.png,0,0,0,0,0
barchart_94.png,0,2,1,0,0
barchart_95.png,0,2,0,1,0
barchart_96.png,0,2,0,0,0
barchart_97.png,0,2,1,0,0
barchart_98.png,0,2,0,0,1
barchart_99.png,0,0,0,0,1
beagle_100.png,0,2,0,1,0
beagle_10002.png,0,2,0,1,0
beagle_10005.png,0,0,0,0,0
beagle_10014.png,0,1,0,1,1
beagle_10019.png,0,2,0,1,0
beagle_10022.png,0,0,0,0,0
beagle_10023.png,0,2,0,1,0
beagle_10026.png,0,2,0,1,0
beagle_1003.png,0,0,0,1,0
beagle_10038.png,0,2,0,1,0
beagle_10041.png,0,2,0,0,0
beagle_10045.png,0,2,0,0,0
beagle_10046.png,0,1,1,1,1
beagle_10049.png,0,2,0,1,0
beagle_10059.png,0,0,1,1,0
beagle_10068.png,0,2,0,1,0
beagle_10069.png,0,0,0,0,0
beagle_10070.png,0,0,0,1,0
beagle_10072.png,0,2,0,1,0
beagle_10079.png,0,0,1,0,0
beagle_10084.png,0,2,0,1,0
beagle_10092.png,0,2,0,0,0
beagle_10097.png,0,0,0,0,0
beagle_101.png,0,2,0,0,0
beagle_1010.png,0,1,1,0,1
beagle_10100.png,0,1,1,1,0
beagle_10126.png,0,2,0,1,0
beagle_10128.png,0,2,0,1,0
beagle_1013.png,0,2,0,1,0
beagle_1014.png,0,2,0,1,0
beagle_1015.png,0,0,0,0,0
beagle_10156.png,0,2,0,0,0
beagle_10159.png,0,2,0,1,0
beagle_10160.png,0,2,0,0,0
beagle_1017.png,0,2,1,0,0
beagle_10170.png,0,2,0,0,0
beagle_10178.png,0,0,0,0,0
beagle_10183.png,0,2,0,1,0
beagle_10185.png,0,2,0,0,0
beagle_10202.png,0,2,0,1,0
beagle_10206.png,0,2,0,1,0
beagle_10209.png,0,2,0,1,0
beagle_10224.png,0,2,0,1,0
beagle_1023.png,0,0,0,0,0
beagle_10232.png,0,2,0,1,1
beagle_10242.png,0,2,0,0,1
beagle_10261.png,0,2,0,0,0
beagle_10267.png,0,2,0,1,0
beagle_10269.png,0,1,1,0,0
beagle_10272.png,0,2,0,1,0
beagle_10280.png,0,2,1,0,1
beagle_10287.png,0,1,1,0,0
beagle_10288.png,0,2,0,1,1
beagle_10290.png,0,1,1,0,0
beagle_10291.png,0,2,1,0,0
beagle_10294.png,0,1,1,1,1
beagle_10296.png,0,2,1,0,0
beagle_10300.png,0,1,1,1,0
beagle_10305.png,0,0,0,1,0
beagle_10306.png,0,1,0,1,0
beagle_10327.png,0,1,0,0,0
beagle_10332.png,0,2,0,0,0
beagle_10335.png,0,2,0,0,0
beagle_10337.png,0,0,0,0,0
beagle_10341.png,0,2,0,0,0
beagle_10347.png,0,2,1,1,1
beagle_10351.png,0,2,1,0,0
beagle_10357.png,0,2,0,0,1
beagle_10368.png,0,2,0,1,0
beagle_10369.png,0,2,0,0,0
beagle_10371.png,0,2,0,1,1
beagle_10373.png,0,2,0,0,0
beagle_10375.png,0,0,0,1,0
beagle_10378.png,0,0,0,0,0
beagle_10392.png,0,0,0,1,0
beagle_10417.png,0,2,0,1,0
beagle_1042.png,0,2,1,1,0
beagle_10431.png,0,2,0,1,0
beagle_10432.png,0,2,1,1,1
beagle_10434.png,0,2,0,1,0
beagle_1044.png,0,1,1,0,0
beagle_10465.png,0,2,0,1,0
beagle_10468.png,0,1,0,1,0
beagle_10469.png,0,2,0,0,0
beagle_10483.png,0,2,0,1,0
beagle_10486.png,0,2,0,0,1
beagle_10488.png,0,2,0,0,1
beagle_1049.png,0,0,0,0,0
beagle_1050.png,0,2,0,1,0
beagle_10505.png,0,1,0,0,0
beagle_10511.png,0,1,1,1,0
beagle_10516.png,0,0,0,0,0
beagle_10525.png,0,2,0,1,0
beagle_10532.png,0,2,0,0,0
beagle_10536.png,0,2,0,1,0
beagle_10541.png,0,1,0,0,0
beagle_10558.png,0,2,0,0,0
beagle_10569.png,0,2,0,1,0
beagle_10571.png,0,1,1,0,0
beagle_10583.png,0,0,1,1,1
beagle_10596.png,0,2,1,0,0
beagle_10602.png,0,2,1,1,1
beagle_10605.png,0,0,0,0,0
beagle_10616.png,0,1,1,1,1
beagle_10617.png,0,2,1,0,1
beagle_10621.png,0,2,0,1,0
beagle_10624.png,0,2,0,0,0
beagle_10629.png,0,2,0,1,0
beagle_10634.png,0,2,0,1,1
beagle_10637.png,0,0,0,1,0
beagle_10639.png,0,1,0,0,1
beagle_10641.png,0,1,1,1,0
beagle_10645.png,0,2,0,1,0
beagle_10659.png,0,2,0,1,0
beagle_1066.png,0,1,1,1,0
beagle_10667.png,0,2,0,0,0
beagle_1067.png,0,2,0,1,0
beagle_10674.png,0,2,0,1,0
beagle_10680.png,0,2,0,1,0
beagle_1069.png,0,2,0,0,1
beagle_10692.png,0,0,0,1,0
beagle_10700.png,0,2,0,1,0
beagle_10707.png,0,2,0,1,0
beagle_10709.png,0,2,0,1,0
beagle_10719.png,0,2,0,0,0
beagle_10720.png,0,2,0,1,1
beagle_10731.png,0,2,0,0,1
beagle_10733.png,0,2,1,0,0
beagle_10743.png,0,2,1,1,0
beagle_10751.png,0,0,0,0,0
beagle_10757.png,0,1,0,1,0
beagle_10758.png,0,2,0,0,0
beagle_10759.png,0,2,1,1,0
beagle_10761.png,0,2,0,1,0
beagle_10766.png,0,2,0,0,0
beagle_10781.png,0,2,0,1,1
beagle_10783.png,0,2,0,1,1
beagle_10790.png,0,1,0,0,0
beagle_10800.png,0,2,0,1,0
beagle_10803.png,0,1,1,1,0
beagle_10815.png,0,0,1,0,0
beagle_10816.png,0,1,0,0,0
beagle_10826.png,0,2,0,1,0
beagle_10829.png,0,2,0,1,0
beagle_1083.png,0,1,1,0,0
beagle_10832.png,0,2,0,1,1
beagle_10839.png,0,0,0,0,0
beagle_10840.png,0,2,1,0,1
beagle_10843.png,0,2,0,1,1
beagle_10848.png,0,2,0,0,1
beagle_10851.png,0,2,0,1,0
beagle_10861.png,0,2,0,1,0
beagle_10863.png,0,2,1,1,0
beagle_10864.png,0,2,1,0,1
beagle_10869.png,0,0,0,0,0
beagle_1087.png,0,1,1,0,0
beagle_10883.png,0,1,1,0,0
beagle_1089.png,0,2,0,1,0
beagle_10904.png,0,2,0,1,0
beagle_10907.png,0,1,0,1,0
beagle_10914.png,0,1,1,0,0
beagle_10915.png,0,2,0,0,0
beagle_10919.png,0,1,0,0,0
beagle_10923.png,0,2,0,1,0
beagle_10926.png,0,2,1,0,1
beagle_1093.png,0,2,0,1,0
beagle_10933.png,0,2,0,1,0
beagle_10940.png,0,2,0,0,0
beagle_10946.png,0,1,0,1,0
beagle_10947.png,0,2,0,0,0
beagle_10949.png,0,2,0,1,0
beagle_10958.png,0,1,1,0,1
beagle_10965.png,0,1,1,1,0
beagle_10991.png,0,2,0,1,0
beagle_10999.png,0,2,0,1,1
beagle_11004.png,0,2,0,0,0
beagle_1101.png,0,2,0,1,0
beagle_11020.png,0,2,0,0,1
beagle_11024.png,0,2,0,1,0
beagle_11035.png,0,2,0,0,1
beagle_11038.png,0,1,0,0,0
beagle_11039.png,0,2,0,1,0
beagle_11040.png,0,1,0,0,0
beagle_11041.png,0,2,0,1,0
beagle_11042.png,0,2,0,1,0
beagle_11045.png,0,2,0,1,0
beagle_11047.png,0,2,1,0,1
beagle_11057.png,0,1,0,0,0
beagle_11066.png,0,0,0,0,0
beagle_11076.png,0,1,0,0,1
beagle_11078.png,0,0,0,1,0
beagle_11093.png,0,2,0,1,1
beagle_11101.png,0,1,1,0,0
beagle_11126.png,0,2,0,1,1
beagle_11133.png,0,1,0,1,0
beagle_11140.png,0,2,0,1,0
beagle_11153.png,0,1,0,0,0
beagle_11157.png,0,2,0,1,0
beagle_11159.png,0,2,0,0,1
beagle_1116.png,0,2,0,1,0
beagle_11163.png,0,1,0,0,0
beagle_11165.png,0,0,0,1,0
beagle_11168.png,0,1,0,0,0
beagle_11169.png,0,2,0,1,0
beagle_1117.png,0,2,1,1,1
beagle_11171.png,0,2,0,1,0
beagle_11174.png,0,2,0,1,0
beagle_11182.png,0,1,0,1,0
beagle_11187.png,0,2,0,1,0
beagle_11193.png,0,1,0,0,1
beagle_11194.png,0,1,0,0,1
beagle_11205.png,0,2,0,1,0
beagle_11216.png,0,2,0,1,0
beagle_11226.png,0,2,0,1,0
beagle_11237.png,0,2,0,1,0
beagle_11244.png,0,0,0,0,0
beagle_11251.png,0,1,1,0,0
beagle_11260.png,0,2,0,0,1
beagle_11267.png,0,1,1,0,0
beagle_11271.png,0,0,1,0,0
beagle_11278.png,0,2,0,0,1
beagle_11284.png,0,2,0,0,0
beagle_11285.png,0,1,1,1,0
beagle_11286.png,0,2,0,1,0
beagle_11290.png,0,2,0,0,0
beagle_1130.png,0,1,0,1,1
beagle_11311.png,0,2,0,0,0
beagle_11312.png,0,1,1,0,1
beagle_11316.png,0,2,0,0,1
beagle_11320.png,0,2,0,0,0
beagle_11322.png,0,0,0,0,0
beagle_11324.png,0,2,0,1,0
beagle_11326.png,0,2,0,1,0
beagle_11344.png,0,1,0,0,0
beagle_11347.png,0,2,0,0,0
beagle_11356.png,0,2,1,0,0
beagle_11361.png,0,2,0,1,0
beagle_11376.png,0,2,0,0,0
beagle_11378.png,0,2,0,0,1
beagle_11399.png,0,2,0,0,1
beagle_11401.png,0,2,0,0,0
beagle_11403.png,0,2,1,0,1
beagle_11414.png,0,2,0,1,0
beagle_11416.png,0,2,0,0,1
beagle_11444.png,0,0,0,0,0
beagle_11446.png,0,2,0,1,1
beagle_11461.png,0,2,0,1,0
beagle_11464.png,0,2,0,1,0
beagle_11477.png,0,1,1,0,0
beagle_11505.png,0,2,0,1,0
beagle_11524.png,0,2,0,1,0
beagle_11536.png,0,2,0,1,1
beagle_11537.png,0,1,0,0,1
beagle_11548.png,0,2,0,0,1
beagle_11557.png,0,2,0,1,0
beagle_11558.png,0,2,0,0,1
beagle_11559.png,0,1,1,0,0
beagle_1156.png,0,1,1,0,0
beagle_11566.png,0,2,1,0,1
beagle_11579.png,0,1,0,0,0
beagle_11582.png,0,2,1,0,0
beagle_11586.png,0,0,0,0,0
beagle_11593.png,0,1,1,1,0
beagle_11606.png,0,0,0,1,0
beagle_11608.png,0,0,0,0,0
beagle_11612.png,0,0,0,0,0
beagle_11630.png,0,2,0,0,1
beagle_11631.png,0,2,0,0,0
beagle_11648.png,0,2,0,1,0
beagle_11650.png,0,1,0,0,0
beagle_11651.png,0,2,0,1,0
beagle_1167.png,0,2,0,1,0
beagle_11682.png,0,0,1,0,0
beagle_11686.png,0,2,0,0,0
beagle_11694.png,0,2,0,0,0
beagle_11724.png,0,2,0,0,1
beagle_1173.png,0,2,0,1,0
beagle_11741.png,0,2,0,0,0
beagle_11742.png,0,2,0,0,0
beagle_11752.png,0,0,0,1,0
beagle_11756.png,0,2,0,0,0
beagle_11767.png,0,0,0,1,0
beagle_11768.png,0,2,0,1,0
beagle_11769.png,0,1,0,0,0
beagle_11780.png,0,0,0,0,0
beagle_11787.png,0,2,0,0,0
beagle_11789.png,0,1,1,0,0
beagle_11800.png,0,2,0,0,0
beagle_11805.png,0,2,0,1,0
beagle_11806.png,0,2,0,1,0
beagle_11807.png,0,0,0,0,0
beagle_11809.png,0,0,0,0,0
beagle_11812.png,0,1,0,0,0
beagle_11815.png,0,0,0,0,0
beagle_11830.png,0,2,0,1,0
beagle_11836.png,0,2,0,1,0
beagle_11851.png,0,2,0,1,0
beagle_11872.png,0,2,0,1,0
beagle_11877.png,0,2,0,1,0
beagle_11883.png,0,2,1,0,1
beagle_11886.png,0,0,0,0,0
beagle_1189.png,0,2,0,1,1
beagle_11891.png,0,2,0,0,1
beagle_119.png,0,1,0,0,1
beagle_1190.png,0,0,0,0,0
beagle_11906.png,0,2,0,1,0
beagle_11907.png,0,1,1,0,0
beagle_11912.png,0,2,0,0,1
beagle_11922.png,0,2,0,1,0
beagle_11925.png,0,2,1,0,1
beagle_11926.png,0,2,0,1,0
beagle_11928.png,0,2,1,0,0
beagle_11946.png,0,2,0,0,1
beagle_11960.png,0,2,0,1,0
beagle_11966.png,0,2,0,1,0
beagle_11968.png,0,2,0,1,0
beagle_1198.png,0,2,0,1,0
beagle_11981.png,0,1,0,1,0
beagle_11986.png,0,0,0,0,1
beagle_120.png,0,0,1,0,1
beagle_12001.png,0,2,0,0,0
beagle_12002.png,0,0,0,0,0
beagle_12010.png,0,2,1,1,1
beagle_12011.png,0,2,0,0,0
beagle_12014.png,0,0,0,0,0
beagle_1203.png,0,1,0,1,0
beagle_12033.png,0,2,0,0,0
beagle_12037.png,0,2,0,0,0
beagle_12047.png,0,2,0,0,0
beagle_12054.png,0,2,0,1,1
beagle_12061.png,0,2,0,1,0
beagle_12064.png,0,1,0,0,0
beagle_12080.png,0,2,0,0,1
beagle_12088.png,0,2,1,1,1
beagle_12098.png,0,2,0,0,1
beagle_12101.png,0,2,0,1,0
beagle_1211.png,0,2,0,1,0
beagle_12115.png,0,2,0,1,0
beagle_1212.png,0,2,1,1,1
beagle_12124.png,0,2,0,1,0
beagle_12125.png,0,2,0,1,0
beagle_12128.png,0,0,0,1,0
beagle_1214.png,0,2,0,1,0
beagle_12142.png,0,2,0,1,0
beagle_12145.png,0,2,0,1,0
beagle_12153.png,0,2,0,0,0
beagle_12155.png,0,2,0,1,1
beagle_12160.png,0,1,0,0,0
beagle_12162.png,0,2,0,0,0
beagle_12175.png,0,2,0,0,0
beagle_12188.png,0,1,0,1,0
beagle_12189.png,0,2,0,0,1
beagle_12197.png,0,2,0,0,1
beagle_12205.png,0,2,0,1,1
beagle_12222.png,0,0,0,1,0
beagle_12226.png,0,2,0,0,0
beagle_12230.png,0,2,0,0,0
beagle_12238.png,0,1,0,0,0
beagle_12246.png,0,2,0,1,0
beagle_1225.png,0,2,0,0,0
beagle_12257.png,0,2,0,1,1
beagle_12258.png,0,0,0,0,0
beagle_12262.png,0,0,0,0,1
beagle_12268.png,0,2,0,0,0
beagle_12286.png,0,2,0,0,1
beagle_1229.png,0,2,0,0,0
beagle_12292.png,0,2,0,0,1
beagle_12296.png,0,2,0,1,0
beagle_12308.png,0,2,0,1,0
beagle_12320.png,0,0,0,0,0
beagle_12322.png,0,2,1,1,0
beagle_12323.png,0,0,0,1,0
beagle_12329.png,0,2,0,1,0
beagle_12331.png,0,2,0,1,0
beagle_12339.png,0,1,0,1,0
beagle_12351.png,0,2,0,0,0
beagle_12355.png,0,1,1,0,0
beagle_12359.png,0,1,0,0,1
beagle_12369.png,0,1,1,0,1
beagle_12370.png,0,2,0,0,1
beagle_12372.png,0,2,0,0,0
beagle_12373.png,0,0,0,0,0
beagle_12384.png,0,1,0,1,0
beagle_12395.png,0,0,1,0,1
beagle_12399.png,0,2,1,1,0
beagle_12401.png,0,2,0,0,1
beagle_12408.png,0,0,0,1,0
beagle_12416.png,0,2,0,1,0
beagle_12424.png,0,1,0,0,1
beagle_12430.png,0,2,0,1,1
beagle_12431.png,0,0,0,0,1
beagle_12433.png,0,1,0,1,1
beagle_1244.png,0,1,1,0,0
beagle_12440.png,0,1,0,0,1
beagle_1245.png,0,2,0,0,0
beagle_12453.png,0,0,0,0,1
beagle_12456.png,0,2,0,1,0
beagle_12459.png,0,2,1,1,1
beagle_1246.png,0,2,1,0,1
beagle_12463.png,0,2,0,0,0
beagle_12465.png,0,1,0,0,0
beagle_12478.png,0,2,1,0,0
beagle_12480.png,0,2,1,0,0
beagle_12503.png,0,2,0,1,0
beagle_12504.png,0,2,0,0,1
beagle_12520.png,0,2,0,1,0
beagle_12526.png,0,2,0,1,0
beagle_12530.png,0,2,1,0,0
beagle_12534.png,0,1,1,0,0
beagle_1254.png,0,0,0,1,0
beagle_12543.png,0,2,0,1,1
beagle_12550.png,0,2,0,0,0
beagle_12554.png,0,2,0,1,0
beagle_12573.png,0,2,1,0,0
beagle_12578.png,0,2,0,0,1
beagle_1259.png,0,2,0,1,0
beagle_12591.png,0,2,0,1,0
beagle_12593.png,0,2,1,1,0
beagle_12611.png,0,2,0,1,0
beagle_12614.png,0,0,0,1,0
beagle_12615.png,0,1,1,0,0
beagle_12622.png,0,2,0,1,0
beagle_12631.png,0,2,1,1,1
beagle_12632.png,0,2,1,0,0
beagle_12652.png,0,2,0,1,0
beagle_12662.png,0,2,0,0,0
beagle_12676.png,0,2,0,0,1
beagle_1268.png,0,0,0,1,0
beagle_12689.png,0,1,1,0,0
beagle_12694.png,0,2,0,0,1
beagle_12695.png,0,1,1,0,0
beagle_12710.png,0,2,0,1,0
beagle_12721.png,0,2,0,0,0
